Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE_COMMERCIAL,BCBSMT_HEALTHLINK_NETWORK,BCBSMT-TRADITIONAL_NETWORK,InterWest_PPO,MONTANA_HEALTH_CO-OP,MONTANA_HEALTH_CO-OP_HPN_PRODUCT,PACIFIC_SOURCE_COMMERCIAL_,UHC,hospital
297420_1,"Zinc, Serum (Mayo ZNS)",Inpatient,301,84630,Zinc,,0,83,83,53.014,83,78.85,74.7,74.7,80.51,78.85,70.55,78.85,78.02,Daniels_Memorial_Hospital
297420_1,"Zinc, Serum (Mayo ZNS)",Outpatient,301,84630,Zinc,,0,83,83,53.014,83,78.85,53.014,53.014,80.51,78.85,70.55,78.85,78.02,Daniels_Memorial_Hospital
297446_1,Culture Blood AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,116,116,50.284,116,110.2,104.4,104.4,112.52,110.2,98.6,110.2,109.04,Daniels_Memorial_Hospital
297446_1,Culture Blood AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,116,116,50.284,116,110.2,50.284,50.284,112.52,110.2,98.6,110.2,109.04,Daniels_Memorial_Hospital
297448_1,Culture Fluid AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,116,116,50.284,116,110.2,104.4,104.4,112.52,110.2,98.6,110.2,109.04,Daniels_Memorial_Hospital
297448_1,Culture Fluid AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,116,116,50.284,116,110.2,50.284,50.284,112.52,110.2,98.6,110.2,109.04,Daniels_Memorial_Hospital
297452_1,Culture Urine AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,124,124,50.284,124,117.8,111.6,111.6,120.28,117.8,105.4,117.8,116.56,Daniels_Memorial_Hospital
297452_1,Culture Urine AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,124,124,50.284,124,117.8,50.284,50.284,120.28,117.8,105.4,117.8,116.56,Daniels_Memorial_Hospital
297456_1,Culture Urine Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297456_1,Culture Urine Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297464_1,Culture CSF Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297464_1,Culture CSF Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297468_1,Culture Blood Routine Peripheral,Inpatient,306,87040,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",,0,192,192,48.022,192,182.4,172.8,172.8,186.24,182.4,163.2,182.4,180.48,Daniels_Memorial_Hospital
297468_1,Culture Blood Routine Peripheral,Outpatient,306,87040,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",,0,192,192,48.022,192,182.4,48.022,48.022,186.24,182.4,163.2,182.4,180.48,Daniels_Memorial_Hospital
297470_1,Culture Mouth,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,145.8,145.8,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297470_1,Culture Mouth,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,40.118,40.118,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297474_1,Culture Cath Tip,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,104,104,40.118,104,98.8,93.6,93.6,100.88,98.8,88.4,98.8,97.76,Daniels_Memorial_Hospital
297474_1,Culture Cath Tip,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,104,104,40.118,104,98.8,40.118,40.118,100.88,98.8,88.4,98.8,97.76,Daniels_Memorial_Hospital
297476_1,Culture Cerebrospinal Fluid,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,145.8,145.8,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297476_1,Culture Cerebrospinal Fluid,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,40.118,40.118,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297478_1,Culture Ear,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,104,104,40.118,104,98.8,93.6,93.6,100.88,98.8,88.4,98.8,97.76,Daniels_Memorial_Hospital
297478_1,Culture Ear,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,104,104,40.118,104,98.8,40.118,40.118,100.88,98.8,88.4,98.8,97.76,Daniels_Memorial_Hospital
297480_1,Culture Eye,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,104,104,40.118,104,98.8,93.6,93.6,100.88,98.8,88.4,98.8,97.76,Daniels_Memorial_Hospital
297480_1,Culture Eye,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,104,104,40.118,104,98.8,40.118,40.118,100.88,98.8,88.4,98.8,97.76,Daniels_Memorial_Hospital
297482_1,Culture Genital (all Pathogens),Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,92,92,40.118,92,87.4,82.8,82.8,89.24,87.4,78.2,87.4,86.48,Daniels_Memorial_Hospital
297482_1,Culture Genital (all Pathogens),Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,92,92,40.118,92,87.4,40.118,40.118,89.24,87.4,78.2,87.4,86.48,Daniels_Memorial_Hospital
297484_1,Culture Nose,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,90,90,40.118,90,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297484_1,Culture Nose,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,90,90,40.118,90,85.5,40.118,40.118,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297488_1,Culture Sputum and Gram Stain,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,88,88,40.118,88,83.6,79.2,79.2,85.36,83.6,74.8,83.6,82.72,Daniels_Memorial_Hospital
297488_1,Culture Sputum and Gram Stain,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,88,88,40.118,88,83.6,40.118,40.118,85.36,83.6,74.8,83.6,82.72,Daniels_Memorial_Hospital
297490_1,Culture Stool,Inpatient,306,87045,"Culture, bacterial; stool, aerobic, with isolation and preliminary examination (eg, KIA, LIA), Salmonella and Shigella species",,0,92,92,43.966,92,87.4,82.8,82.8,89.24,87.4,78.2,87.4,86.48,Daniels_Memorial_Hospital
297490_1,Culture Stool,Outpatient,306,87045,"Culture, bacterial; stool, aerobic, with isolation and preliminary examination (eg, KIA, LIA), Salmonella and Shigella species",,0,92,92,43.966,92,87.4,43.966,43.966,89.24,87.4,78.2,87.4,86.48,Daniels_Memorial_Hospital
297492_1,Culture Throat,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,145.8,145.8,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297492_1,Culture Throat,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,40.118,40.118,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297496_1,Culture Urine and Colony Count,Inpatient,306,87086,"Culture, bacterial; quantitative colony count, urine",,0,85.85,85.85,37.544,85.85,81.5575,77.265,77.265,83.2745,81.5575,72.9725,81.5575,80.699,Daniels_Memorial_Hospital
297496_1,Culture Urine and Colony Count,Outpatient,306,87086,"Culture, bacterial; quantitative colony count, urine",,0,85.85,85.85,37.544,85.85,81.5575,37.544,37.544,83.2745,81.5575,72.9725,81.5575,80.699,Daniels_Memorial_Hospital
297498_1,Culture Wound Abscess and Gram Stain,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,145.8,145.8,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297498_1,Culture Wound Abscess and Gram Stain,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,40.118,40.118,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297504_1,Culture Biopsy Tissue Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297504_1,Culture Biopsy Tissue Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,44.07,44.07,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297506_1,Culture Biopsy Tissue Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297506_1,Culture Biopsy Tissue Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297514_1,Culture Fluid Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297514_1,Culture Fluid Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,44.07,44.07,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297534_1,Culture Fluid Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297534_1,Culture Fluid Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297538_1,Culture Bone Marrow Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297538_1,Culture Bone Marrow Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297540_1,Culture Bone Marrow Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297540_1,Culture Bone Marrow Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,44.07,44.07,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297542_1,Culture Skin,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,145.8,145.8,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297542_1,Culture Skin,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,162,162,40.118,162,153.9,40.118,40.118,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297544_1,Culture Skin Fungus,Inpatient,306,87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",,0,172,172,35.854,172,163.4,154.8,154.8,166.84,163.4,146.2,163.4,161.68,Daniels_Memorial_Hospital
297544_1,Culture Skin Fungus,Outpatient,306,87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",,0,172,172,35.854,172,163.4,35.854,35.854,166.84,163.4,146.2,163.4,161.68,Daniels_Memorial_Hospital
297548_1,Culture Stool Neisseria,Inpatient,306,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,82,82,30.836,82,77.9,73.8,73.8,79.54,77.9,69.7,77.9,77.08,Daniels_Memorial_Hospital
297548_1,Culture Stool Neisseria,Outpatient,306,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,82,82,30.836,82,77.9,30.836,30.836,79.54,77.9,69.7,77.9,77.08,Daniels_Memorial_Hospital
297550_1,Culture Urine Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297550_1,Culture Urine Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,44.07,44.07,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297558_1,Gram Stain,Inpatient,306,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,46,46,19.864,46,43.7,41.4,41.4,44.62,43.7,39.1,43.7,43.24,Daniels_Memorial_Hospital
297558_1,Gram Stain,Outpatient,306,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,46,46,19.864,46,43.7,19.864,19.864,44.62,43.7,39.1,43.7,43.24,Daniels_Memorial_Hospital
297606_1,"Rotavirus Ag, Feces",Inpatient,306,87425,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; rotavirus",,0,158,158,55.796,158,150.1,142.2,142.2,153.26,150.1,134.3,150.1,148.52,Daniels_Memorial_Hospital
297606_1,"Rotavirus Ag, Feces",Outpatient,306,87425,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; rotavirus",,0,158,158,55.796,158,150.1,55.796,55.796,153.26,150.1,134.3,150.1,148.52,Daniels_Memorial_Hospital
297618_1,Culture Wound Abscess Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297618_1,Culture Wound Abscess Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,90,90,44.07,90,85.5,44.07,44.07,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
297620_1,Culture Wound Abscess Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297620_1,Culture Wound Abscess Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297622_1,Culture Bronch Wash Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,121.5,121.5,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297622_1,Culture Bronch Wash Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,135,135,39.13,135,128.25,39.13,39.13,130.95,128.25,114.75,128.25,126.9,Daniels_Memorial_Hospital
297626_1,Culture Device,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,74,74,40.118,74,70.3,66.6,66.6,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
297626_1,Culture Device,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,74,74,40.118,74,70.3,40.118,40.118,71.78,70.3,62.9,70.3,69.56,Daniels_Memorial_Hospital
297662_1,Gram negative identification (Vitek),Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,133,133,37.596,133,126.35,119.7,119.7,129.01,126.35,113.05,126.35,125.02,Daniels_Memorial_Hospital
297662_1,Gram negative identification (Vitek),Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,133,133,37.596,133,126.35,37.596,37.596,129.01,126.35,113.05,126.35,125.02,Daniels_Memorial_Hospital
297663_1,Gram positive identification (Vitek),Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,127,127,37.596,127,120.65,114.3,114.3,123.19,120.65,107.95,120.65,119.38,Daniels_Memorial_Hospital
297663_1,Gram positive identification (Vitek),Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,127,127,37.596,127,120.65,37.596,37.596,123.19,120.65,107.95,120.65,119.38,Daniels_Memorial_Hospital
297686_1,RapID NH,Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,162,162,37.596,162,153.9,145.8,145.8,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297686_1,RapID NH,Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,162,162,37.596,162,153.9,37.596,37.596,157.14,153.9,137.7,153.9,152.28,Daniels_Memorial_Hospital
297690_1,RapID ANA II,Inpatient,300,87076,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",,0,69,69,37.596,69,65.55,62.1,62.1,66.93,65.55,58.65,65.55,64.86,Daniels_Memorial_Hospital
297690_1,RapID ANA II,Outpatient,300,87076,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",,0,69,69,37.596,69,65.55,37.596,37.596,66.93,65.55,58.65,65.55,64.86,Daniels_Memorial_Hospital
297694_1,Yeast identification (Vitek),Inpatient,306,87106,"Culture, fungi, definitive identification, each organism; yeast",,0,46,46,39.1,48.022,43.7,41.4,41.4,44.62,43.7,39.1,43.7,43.24,Daniels_Memorial_Hospital
297694_1,Yeast identification (Vitek),Outpatient,306,87106,"Culture, fungi, definitive identification, each organism; yeast",,0,46,46,39.1,48.022,43.7,48.022,48.022,44.62,43.7,39.1,43.7,43.24,Daniels_Memorial_Hospital
3230109_1,NT- proBNP Regional,Inpatient,301,83880,Natriuretic peptide,,0,90,90,76.5,157.976,85.5,81,81,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
3230109_1,NT- proBNP Regional,Outpatient,301,83880,Natriuretic peptide,,0,90,90,76.5,157.976,85.5,157.976,157.976,87.3,85.5,76.5,85.5,84.6,Daniels_Memorial_Hospital
3276127_1,Streptococcus Species E-Test,Inpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,56,56,22.1,56,53.2,50.4,50.4,54.32,53.2,47.6,53.2,52.64,Daniels_Memorial_Hospital
3276127_1,Streptococcus Species E-Test,Outpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,56,56,22.1,56,53.2,22.1,22.1,54.32,53.2,47.6,53.2,52.64,Daniels_Memorial_Hospital
3276133_1,Streptococcus Pneumoniae E-Test,Inpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,56,56,22.1,56,53.2,50.4,50.4,54.32,53.2,47.6,53.2,52.64,Daniels_Memorial_Hospital
3276133_1,Streptococcus Pneumoniae E-Test,Outpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,56,56,22.1,56,53.2,22.1,22.1,54.32,53.2,47.6,53.2,52.64,Daniels_Memorial_Hospital
3380108_1,XR Exam,Inpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,790,790,357.36,766.3,750.5,711,711,766.3,750.5,671.5,750.5,742.6,Daniels_Memorial_Hospital
3380108_1,XR Exam,Outpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,790,790,357.36,766.3,750.5,357.36,357.36,766.3,750.5,671.5,750.5,742.6,Daniels_Memorial_Hospital
3380109_2,XR L Spine AP/Lat/Flex/Ext Flat/Upright - Report,ProFee,972,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,71,71,59.79,71,59.79,,,0,,,67.45,59.79,Daniels_Memorial_Hospital
3414109_1,Tissue Transglutaminase AB IgG,Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,149,149,53.69,149,141.55,134.1,134.1,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
3414109_1,Tissue Transglutaminase AB IgG,Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,149,149,53.69,149,141.55,53.69,53.69,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
3426108_1,Herpes Simplex 1 IgG,Inpatient,,,,,0,53,53,45.05,53,50.35,47.7,47.7,51.41,50.35,45.05,50.35,49.82,Daniels_Memorial_Hospital
3426108_1,Herpes Simplex 1 IgG,Outpatient,,,,,0,53,53,45.05,53,50.35,47.7,47.7,51.41,50.35,45.05,50.35,49.82,Daniels_Memorial_Hospital
3426110_1,Herpes Simplex 2 IgG,Inpatient,,,,,0,61,61,51.85,61,57.95,54.9,54.9,59.17,57.95,51.85,57.95,57.34,Daniels_Memorial_Hospital
3426110_1,Herpes Simplex 2 IgG,Outpatient,,,,,0,61,61,51.85,61,57.95,54.9,54.9,59.17,57.95,51.85,57.95,57.34,Daniels_Memorial_Hospital
3426112_1,Herpes Simplex IgM,Inpatient,,,,,0,112,112,95.2,112,106.4,100.8,100.8,108.64,106.4,95.2,106.4,105.28,Daniels_Memorial_Hospital
3426112_1,Herpes Simplex IgM,Outpatient,,,,,0,112,112,95.2,112,106.4,100.8,100.8,108.64,106.4,95.2,106.4,105.28,Daniels_Memorial_Hospital
3438107_1,Tissue Transglutaminase Ab IgA,Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,149,149,53.69,149,141.55,134.1,134.1,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
3438107_1,Tissue Transglutaminase Ab IgA,Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,149,149,53.69,149,141.55,53.69,53.69,144.53,141.55,126.65,141.55,140.06,Daniels_Memorial_Hospital
3638112_1,"Bld Gas Panel, G3 Venous",Inpatient,300,82805,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",,0,95,95,80.75,296.972,90.25,85.5,85.5,92.15,90.25,80.75,90.25,89.3,Daniels_Memorial_Hospital
3638112_1,"Bld Gas Panel, G3 Venous",Outpatient,300,82805,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",,0,95,95,80.75,296.972,90.25,296.972,296.972,92.15,90.25,80.75,90.25,89.3,Daniels_Memorial_Hospital
3644107_1,AUTO RBC LR AS-5,Inpatient,390,P9021,Red blood cells unit,,0,739,739,628.15,716.83,702.05,665.1,665.1,716.83,702.05,628.15,702.05,694.66,Daniels_Memorial_Hospital
3644107_1,AUTO RBC LR AS-5,Outpatient,390,P9021,Red blood cells unit,,0,739,739,628.15,716.83,702.05,665.1,665.1,716.83,702.05,628.15,702.05,694.66,Daniels_Memorial_Hospital
3644108_1,AUTO RBC LR AS3 (PH1),Inpatient,390,P9021,Red blood cells unit,,0,739,739,628.15,716.83,702.05,665.1,665.1,716.83,702.05,628.15,702.05,694.66,Daniels_Memorial_Hospital
3644108_1,AUTO RBC LR AS3 (PH1),Outpatient,390,P9021,Red blood cells unit,,0,739,739,628.15,716.83,702.05,665.1,665.1,716.83,702.05,628.15,702.05,694.66,Daniels_Memorial_Hospital
3644109_1,AUTO RBC LR AS3 (PH2),Inpatient,390,P9021,Red blood cells unit,,0,739,739,628.15,716.83,702.05,665.1,665.1,716.83,702.05,628.15,702.05,694.66,Daniels_Memorial_Hospital
3644109_1,AUTO RBC LR AS3 (PH2),Outpatient,390,P9021,Red blood cells unit,,0,739,739,628.15,716.83,702.05,665.1,665.1,716.83,702.05,628.15,702.05,694.66,Daniels_Memorial_Hospital
3738107_1,"Estriol, Unconjugated Serum (Mayo UE3)",Inpatient,301,82677,Estriol,,0,245,245,112.528,245,232.75,220.5,220.5,237.65,232.75,208.25,232.75,230.3,Daniels_Memorial_Hospital
