ALT CODE TYPE,ALT CODE,NAME,CURRENT STANDARD AMOUNT,GROSS CHARGES,SELF PAY CHARGES,MINIMUM NEGOTIATED CHARGES,MAXIMUM NEGOTIATED CHARGES,PAYER - AARP,PAYER - AETNA,PAYER - AID ASSOCIATION FOR LUTHERANS,PAYER - ALLEGIANCE BENEFIT PLAN MANAGEMENT,PAYER - ANTHEM,PAYER - APWU,PAYER - BANKERS,PAYER - BLUE CROSS BLUE SHIELD,PAYER - CHAMPUS VA,PAYER - CIGNA,PAYER - COLONIAL LIFE,PAYER - CONTINENTAL GENERAL,PAYER - CONTINENTAL LIFE,PAYER - EMBS,PAYER - EMPLOYEE BENEFIT MANAGEMENT SERVICES,PAYER - EQUITABLE LIFE,PAYER - GE,PAYER - GEHA,PAYER - GOLDEN,PAYER - HEALTH INFO NET,PAYER - HUMANA,PAYER - KAISER PERMANENTE,PAYER - LOOMIS,PAYER - MACO,PAYER - MAIL HANDLERS,PAYER - MARSH,PAYER - MT HEALTH COOP,PAYER - MT MEDICAL BILLING,PAYER - MUTUAL OF OMAHA,PAYER - OPERATING ENGINEERS,PAYER - PACIFIC SOURCE,PAYER - PHYSICIANS MUTUAL,PAYER - PRINCIPAL LIFE,PAYER - RURAL CARRIER,PAYER - STERLING,PAYER - TRICARE FOR LIFE,PAYER - TRICARE NORTHWEST,PAYER - TRIWEST,PAYER - UHC,PAYER - UNITED AMERICAN,PAYER - UNITED HEALTHCARE,PAYER - USAA,PAYER - VA NETWORK,hospital
CPT-4,83036,HGB A1C,94.85,94.85,75.88,29.67,94.85,94.86,94.02,94.77,76.71,29.67,79.92,94.49,68.49,55.11,77.85,93.23,94.85,94.87,84.89,73.29,94.85,94.85,79.94,94.85,94.85,91.6,57.0,60.72,74.32,82.92,94.85,79.67,46.92,94.82,94.85,77.75,94.85,94.46,94.77,94.85,94.01,44.19,55.44,94.85,94.74,79.19,94.85,52.51,St_Luke_Community_Hospital
,,PULSVAC TIP,94.9,94.9,75.92,29.68,94.9,94.91,94.07,94.82,76.76,29.68,79.96,94.54,68.53,55.14,77.89,93.27,94.9,94.92,84.94,73.33,94.9,94.9,79.99,94.9,94.9,91.65,57.03,60.75,74.36,82.96,94.9,79.72,46.94,94.87,94.9,77.79,94.9,94.51,94.82,94.9,94.06,44.21,55.47,94.9,94.79,79.23,94.9,52.54,St_Luke_Community_Hospital
CPT-4,82533,CORTISOL,95.0,95.0,76.0,29.71,95.0,95.01,94.17,94.92,76.84,29.71,80.04,94.64,68.6,55.2,77.97,93.37,95.0,95.02,85.03,73.41,95.0,95.0,80.07,95.0,95.0,91.74,57.09,60.81,74.44,83.05,95.0,79.8,46.99,94.97,95.0,77.87,95.0,94.61,94.92,95.0,94.16,44.26,55.53,95.0,94.89,79.31,95.0,52.59,St_Luke_Community_Hospital
CPT-4,86376,THYROID PEROXIDASE ANTIBODY,95.0,95.0,76.0,29.71,95.0,95.01,94.17,94.92,76.84,29.71,80.04,94.64,68.6,55.2,77.97,93.37,95.0,95.02,85.03,73.41,95.0,95.0,80.07,95.0,95.0,91.74,57.09,60.81,74.44,83.05,95.0,79.8,46.99,94.97,95.0,77.87,95.0,94.61,94.92,95.0,94.16,44.26,55.53,95.0,94.89,79.31,95.0,52.59,St_Luke_Community_Hospital
CPT-4,20612,ASPARATE/INJ GANGLION CYST,95.0,95.0,76.0,29.71,95.0,95.01,94.17,94.92,76.84,29.71,80.04,94.64,68.6,55.2,77.97,93.37,95.0,95.02,85.03,73.41,95.0,95.0,80.07,95.0,95.0,91.74,57.09,60.81,74.44,83.05,95.0,79.8,46.99,94.97,95.0,77.87,95.0,94.61,94.92,95.0,94.16,44.26,55.53,95.0,94.89,79.31,95.0,52.59,St_Luke_Community_Hospital
,,CHEMICAL CAUTERY TISSUE,95.0,95.0,76.0,29.71,95.0,95.01,94.17,94.92,76.84,29.71,80.04,94.64,68.6,55.2,77.97,93.37,95.0,95.02,85.03,73.41,95.0,95.0,80.07,95.0,95.0,91.74,57.09,60.81,74.44,83.05,95.0,79.8,46.99,94.97,95.0,77.87,95.0,94.61,94.92,95.0,94.16,44.26,55.53,95.0,94.89,79.31,95.0,52.59,St_Luke_Community_Hospital
CPT-4,86256,ENDOMYSIAL (EMA) ANTIBODY 2ND,95.0,95.0,76.0,29.71,95.0,95.01,94.17,94.92,76.84,29.71,80.04,94.64,68.6,55.2,77.97,93.37,95.0,95.02,85.03,73.41,95.0,95.0,80.07,95.0,95.0,91.74,57.09,60.81,74.44,83.05,95.0,79.8,46.99,94.97,95.0,77.87,95.0,94.61,94.92,95.0,94.16,44.26,55.53,95.0,94.89,79.31,95.0,52.59,St_Luke_Community_Hospital
CPT-4,64450,NERVE BLOCK OTHER PERIPHERAL,95.0,95.0,76.0,29.71,95.0,95.01,94.17,94.92,76.84,29.71,80.04,94.64,68.6,55.2,77.97,93.37,95.0,95.02,85.03,73.41,95.0,95.0,80.07,95.0,95.0,91.74,57.09,60.81,74.44,83.05,95.0,79.8,46.99,94.97,95.0,77.87,95.0,94.61,94.92,95.0,94.16,44.26,55.53,95.0,94.89,79.31,95.0,52.59,St_Luke_Community_Hospital
CPT-4,99203,OFFICE/OUTPATIENT VISIT NEW,95.9,95.9,76.72,30.0,95.9,95.91,95.06,95.82,77.56,30.0,80.8,95.53,69.25,55.72,78.71,94.26,95.9,95.92,85.83,74.1,95.9,95.9,80.83,95.9,95.9,92.61,57.63,61.39,75.15,83.84,95.9,80.56,47.44,95.87,95.9,78.61,95.9,95.5,95.82,95.9,95.05,44.68,56.05,95.9,95.79,80.07,95.9,53.09,St_Luke_Community_Hospital
HCPCS,G0283,ELECTRICAL STIM-UNATTENDED,95.95,95.95,76.76,30.01,95.95,95.96,95.11,95.87,77.6,30.01,80.84,95.58,69.29,55.75,78.75,94.31,95.95,95.97,85.88,74.14,95.95,95.95,80.87,95.95,95.95,92.66,57.66,61.42,75.18,83.88,95.95,80.6,47.46,95.92,95.95,78.65,95.95,95.55,95.87,95.95,95.1,44.7,56.08,95.95,95.84,80.11,95.95,53.12,St_Luke_Community_Hospital
CPT-4,97035,ULTRASOUND - 15 MIN,95.95,95.95,76.76,30.01,95.95,95.96,95.11,95.87,77.6,30.01,80.84,95.58,69.29,55.75,78.75,94.31,95.95,95.97,85.88,74.14,95.95,95.95,80.87,95.95,95.95,92.66,57.66,61.42,75.18,83.88,95.95,80.6,47.46,95.92,95.95,78.65,95.95,95.55,95.87,95.95,95.1,44.7,56.08,95.95,95.84,80.11,95.95,53.12,St_Luke_Community_Hospital
CPT-4,97035,OT-ULTRASOUND THERAPY,95.95,95.95,76.76,30.01,95.95,95.96,95.11,95.87,77.6,30.01,80.84,95.58,69.29,55.75,78.75,94.31,95.95,95.97,85.88,74.14,95.95,95.95,80.87,95.95,95.95,92.66,57.66,61.42,75.18,83.88,95.95,80.6,47.46,95.92,95.95,78.65,95.95,95.55,95.87,95.95,95.1,44.7,56.08,95.95,95.84,80.11,95.95,53.12,St_Luke_Community_Hospital
CPT-4,20552,INJECT TRIGGER POINT 1 OR 2,96.0,96.0,76.8,30.03,96.0,96.01,95.16,95.92,77.64,30.03,80.89,95.63,69.32,55.78,78.8,94.36,96.0,96.02,85.92,74.18,96.0,96.0,80.91,96.0,96.0,92.71,57.69,61.45,75.22,83.92,96.0,80.64,47.49,95.97,96.0,78.69,96.0,95.6,95.92,96.0,95.15,44.72,56.11,96.0,95.89,80.15,96.0,53.15,St_Luke_Community_Hospital
CPT-4,20552,INJECT TRIGGER POINT 1 OR 2,96.0,96.0,76.8,30.03,96.0,96.01,95.16,95.92,77.64,30.03,80.89,95.63,69.32,55.78,78.8,94.36,96.0,96.02,85.92,74.18,96.0,96.0,80.91,96.0,96.0,92.71,57.69,61.45,75.22,83.92,96.0,80.64,47.49,95.97,96.0,78.69,96.0,95.6,95.92,96.0,95.15,44.72,56.11,96.0,95.89,80.15,96.0,53.15,St_Luke_Community_Hospital
CPT-4,92556,SPEECH AUDIOMETRY COMPLETE,96.0,96.0,76.8,30.03,96.0,96.01,95.16,95.92,77.64,30.03,80.89,95.63,69.32,55.78,78.8,94.36,96.0,96.02,85.92,74.18,96.0,96.0,80.91,96.0,96.0,92.71,57.69,61.45,75.22,83.92,96.0,80.64,47.49,95.97,96.0,78.69,96.0,95.6,95.92,96.0,95.15,44.72,56.11,96.0,95.89,80.15,96.0,53.15,St_Luke_Community_Hospital
CPT-4,11103,TANGNTL BX SKIN EA SEP/ADDL,96.0,96.0,76.8,30.03,96.0,96.01,95.16,95.92,77.64,30.03,80.89,95.63,69.32,55.78,78.8,94.36,96.0,96.02,85.92,74.18,96.0,96.0,80.91,96.0,96.0,92.71,57.69,61.45,75.22,83.92,96.0,80.64,47.49,95.97,96.0,78.69,96.0,95.6,95.92,96.0,95.15,44.72,56.11,96.0,95.89,80.15,96.0,53.15,St_Luke_Community_Hospital
CPT-4,93880,CAROTID DOPPLER COMP B/L,96.1,96.1,76.88,30.06,96.1,96.11,95.26,96.02,77.73,30.06,80.97,95.73,69.39,55.84,78.88,94.45,96.1,96.12,86.01,74.26,96.1,96.1,81.0,96.1,96.1,92.81,57.75,61.52,75.3,84.01,96.1,80.72,47.54,96.07,96.1,78.77,96.1,95.7,96.02,96.1,95.25,44.77,56.17,96.1,95.99,80.23,96.1,53.2,St_Luke_Community_Hospital
CPT-4,93880,CAROTID DOPPLER COMP B/L,96.1,96.1,76.88,30.06,96.1,96.11,95.26,96.02,77.73,30.06,80.97,95.73,69.39,55.84,78.88,94.45,96.1,96.12,86.01,74.26,96.1,96.1,81.0,96.1,96.1,92.81,57.75,61.52,75.3,84.01,96.1,80.72,47.54,96.07,96.1,78.77,96.1,95.7,96.02,96.1,95.25,44.77,56.17,96.1,95.99,80.23,96.1,53.2,St_Luke_Community_Hospital
CPT-4,80299,AMIODARONE,96.1,96.1,76.88,30.06,96.1,96.11,95.26,96.02,77.73,30.06,80.97,95.73,69.39,55.84,78.88,94.45,96.1,96.12,86.01,74.26,96.1,96.1,81.0,96.1,96.1,92.81,57.75,61.52,75.3,84.01,96.1,80.72,47.54,96.07,96.1,78.77,96.1,95.7,96.02,96.1,95.25,44.77,56.17,96.1,95.99,80.23,96.1,53.2,St_Luke_Community_Hospital
CPT-4,97140,MANUAL THERAPY - 15 MIN,96.5,96.5,77.2,30.18,96.5,96.51,95.65,96.42,78.05,30.18,81.31,96.13,69.68,56.07,79.21,94.85,96.5,96.52,86.37,74.57,96.5,96.5,81.34,96.5,96.5,93.19,57.99,61.77,75.62,84.36,96.5,81.06,47.74,96.47,96.5,79.1,96.5,96.1,96.42,96.5,95.65,44.96,56.4,96.5,96.39,80.57,96.5,53.42,St_Luke_Community_Hospital
CPT-4,87070,CULT/OTHER SRC,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,84146,PROLACTIN (SERUM),96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,86696,HERPES SIMPLEX VIRUS II AB IGG,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,82803,CORD VENOUS BLOOD GAS,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,82803,CORD ARTERIAL BLOOD GAS,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,86757,ROCKY MT SPOTTED FEVER,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,86790,COLORADO TICK FEVER,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,82803,INFANT CAPILLARY BLOOD GAS,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,87070,CULTURE GC,96.75,96.75,77.4,30.26,96.75,96.76,95.9,96.67,78.25,30.26,81.52,96.38,69.86,56.22,79.41,95.09,96.75,96.77,86.59,74.76,96.75,96.75,81.55,96.75,96.75,93.43,58.14,61.93,75.81,84.58,96.75,81.27,47.86,96.72,96.75,79.3,96.75,96.35,96.67,96.75,95.9,45.07,56.55,96.75,96.64,80.78,96.75,53.56,St_Luke_Community_Hospital
CPT-4,99442,PHONE E/M PHYS/QHP 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
MCD,99442,PHONE E/M PHYS/QHP 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
CPT-4,99422,ONLINE DIG E/M SVC 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
MCD,99422,ONLINE DIG E/M SVC 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
CPT-4,20526,THER INJECTION CARP TUNNEL,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
CPT-4,98967,HC PRO PHONE CALL 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
MCD,98967,HC PRO PHONE CALL 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
MCD,99441,PHONE E/M PHYS/QHP 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
CPT-4,99441,PHONE E/M PHYS/QHP 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
CPT-4,99442,PHONE E/M PHYS/QHP 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
MCD,99442,PHONE E/M PHYS/QHP 11-20MIN,97.0,97.0,77.6,30.34,97.0,97.01,96.15,96.92,78.45,30.34,81.73,96.63,70.04,56.36,79.62,95.34,97.0,97.02,86.82,74.95,97.0,97.0,81.76,97.0,97.0,93.68,58.29,62.09,76.01,84.8,97.0,81.48,47.98,96.97,97.0,79.51,97.0,96.6,96.92,97.0,96.14,45.19,56.7,97.0,96.89,80.98,97.0,53.7,St_Luke_Community_Hospital
,,BILI COMBI BLANKET DISP,97.8,97.8,78.24,30.59,97.8,97.81,96.94,97.72,79.1,30.59,82.4,97.43,70.62,56.83,80.27,96.13,97.8,97.82,87.53,75.57,97.8,97.8,82.43,97.8,97.8,94.45,58.78,62.6,76.63,85.5,97.8,82.15,48.38,97.77,97.8,80.17,97.8,97.39,97.72,97.8,96.94,45.56,57.16,97.8,97.69,81.65,97.8,54.14,St_Luke_Community_Hospital
,,CANNULA HOLDER EZ PEDS,97.8,97.8,78.24,30.59,97.8,97.81,96.94,97.72,79.1,30.59,82.4,97.43,70.62,56.83,80.27,96.13,97.8,97.82,87.53,75.57,97.8,97.8,82.43,97.8,97.8,94.45,58.78,62.6,76.63,85.5,97.8,82.15,48.38,97.77,97.8,80.17,97.8,97.39,97.72,97.8,96.94,45.56,57.16,97.8,97.69,81.65,97.8,54.14,St_Luke_Community_Hospital
CPT-4,83630,FECAL LACTOFERRIN,98.0,98.0,78.4,30.65,98.0,98.01,97.14,97.92,79.26,30.65,82.57,97.63,70.77,56.94,80.44,96.32,98.0,98.02,87.71,75.73,98.0,98.0,82.6,98.0,98.0,94.64,58.9,62.73,76.79,85.67,98.0,82.32,48.48,97.97,98.0,80.33,98.0,97.59,97.92,98.0,97.14,45.65,57.28,98.0,97.89,81.82,98.0,54.25,St_Luke_Community_Hospital
CPT-4,11900,INJECT SKIN LESIONS 7 OR <,98.0,98.0,78.4,30.65,98.0,98.01,97.14,97.92,79.26,30.65,82.57,97.63,70.77,56.94,80.44,96.32,98.0,98.02,87.71,75.73,98.0,98.0,82.6,98.0,98.0,94.64,58.9,62.73,76.79,85.67,98.0,82.32,48.48,97.97,98.0,80.33,98.0,97.59,97.92,98.0,97.14,45.65,57.28,98.0,97.89,81.82,98.0,54.25,St_Luke_Community_Hospital
CPT-4,86316,CHROMOGRANIN A,98.0,98.0,78.4,30.65,98.0,98.01,97.14,97.92,79.26,30.65,82.57,97.63,70.77,56.94,80.44,96.32,98.0,98.02,87.71,75.73,98.0,98.0,82.6,98.0,98.0,94.64,58.9,62.73,76.79,85.67,98.0,82.32,48.48,97.97,98.0,80.33,98.0,97.59,97.92,98.0,97.14,45.65,57.28,98.0,97.89,81.82,98.0,54.25,St_Luke_Community_Hospital
CPT-4,10060,DRAINAGE OF SKIN ABSCESS,98.0,98.0,78.4,30.65,98.0,98.01,97.14,97.92,79.26,30.65,82.57,97.63,70.77,56.94,80.44,96.32,98.0,98.02,87.71,75.73,98.0,98.0,82.6,98.0,98.0,94.64,58.9,62.73,76.79,85.67,98.0,82.32,48.48,97.97,98.0,80.33,98.0,97.59,97.92,98.0,97.14,45.65,57.28,98.0,97.89,81.82,98.0,54.25,St_Luke_Community_Hospital
,,"SUCTION, CONTINUOUS",98.45,98.45,78.76,30.79,98.45,98.46,97.59,98.37,79.63,30.79,82.95,98.07,71.09,57.21,80.81,96.76,98.45,98.47,88.11,76.07,98.45,98.45,82.98,98.45,98.45,95.08,59.17,63.02,77.14,86.07,98.45,82.7,48.7,98.42,98.45,80.7,98.45,98.04,98.37,98.45,97.58,45.86,57.54,98.45,98.34,82.2,98.45,54.5,St_Luke_Community_Hospital
CPT-4,80175,LAMOTRIGINE,98.5,98.5,78.8,30.81,98.5,98.51,97.64,98.42,79.67,30.81,82.99,98.12,71.13,57.23,80.85,96.81,98.5,98.52,88.16,76.11,98.5,98.5,83.02,98.5,98.5,95.12,59.2,63.05,77.18,86.11,98.5,82.74,48.72,98.47,98.5,80.74,98.5,98.09,98.42,98.5,97.63,45.89,57.57,98.5,98.39,82.24,98.5,54.53,St_Luke_Community_Hospital
CPT-4,73100,WRIST/NAVICULAR 1 VIEW,98.5,98.5,78.8,30.81,98.5,98.51,97.64,98.42,79.67,30.81,82.99,98.12,71.13,57.23,80.85,96.81,98.5,98.52,88.16,76.11,98.5,98.5,83.02,98.5,98.5,95.12,59.2,63.05,77.18,86.11,98.5,82.74,48.72,98.47,98.5,80.74,98.5,98.09,98.42,98.5,97.63,45.89,57.57,98.5,98.39,82.24,98.5,54.53,St_Luke_Community_Hospital
CPT-4,73100,WRIST/NAVICULAR 1 VIEW,98.5,98.5,78.8,30.81,98.5,98.51,97.64,98.42,79.67,30.81,82.99,98.12,71.13,57.23,80.85,96.81,98.5,98.52,88.16,76.11,98.5,98.5,83.02,98.5,98.5,95.12,59.2,63.05,77.18,86.11,98.5,82.74,48.72,98.47,98.5,80.74,98.5,98.09,98.42,98.5,97.63,45.89,57.57,98.5,98.39,82.24,98.5,54.53,St_Luke_Community_Hospital
CPT-4,73100,WRIST/NAVICULAR 1 VIEW,98.5,98.5,78.8,30.81,98.5,98.51,97.64,98.42,79.67,30.81,82.99,98.12,71.13,57.23,80.85,96.81,98.5,98.52,88.16,76.11,98.5,98.5,83.02,98.5,98.5,95.12,59.2,63.05,77.18,86.11,98.5,82.74,48.72,98.47,98.5,80.74,98.5,98.09,98.42,98.5,97.63,45.89,57.57,98.5,98.39,82.24,98.5,54.53,St_Luke_Community_Hospital
CPT-4,11055,TRIM SKIN LESION,98.7,98.7,78.96,30.87,98.7,98.71,97.84,98.62,79.83,30.87,83.16,98.32,71.27,57.35,81.01,97.01,98.7,98.72,88.34,76.27,98.7,98.7,83.19,98.7,98.7,95.32,59.32,63.18,77.34,86.28,98.7,82.91,48.82,98.67,98.7,80.9,98.7,98.29,98.62,98.7,97.83,45.98,57.69,98.7,98.59,82.4,98.7,54.64,St_Luke_Community_Hospital
CPT-4,83520,TRYPTASE SERUM,98.75,98.75,79.0,30.89,98.75,98.76,97.89,98.67,79.87,30.89,83.2,98.37,71.31,57.38,81.05,97.06,98.75,98.77,88.38,76.31,98.75,98.75,83.23,98.75,98.75,95.37,59.35,63.21,77.38,86.33,98.75,82.95,48.85,98.72,98.75,80.94,98.75,98.34,98.67,98.75,97.88,46.0,57.72,98.75,98.63,82.45,98.75,54.67,St_Luke_Community_Hospital
CPT-4,99151,MOD SED SAME PHYS/QHP <5YRS,99.0,99.0,79.2,30.97,99.0,99.01,98.13,98.92,80.07,30.97,83.41,98.62,71.49,57.52,81.26,97.3,99.0,99.02,88.61,76.5,99.0,99.0,83.44,99.0,99.0,95.61,59.5,63.37,77.57,86.55,99.0,83.16,48.97,98.97,99.0,81.15,99.0,98.59,98.92,99.0,98.13,46.12,57.87,99.0,98.88,82.65,99.0,54.81,St_Luke_Community_Hospital
CPT-4,90746,VACCINE HEP B ADULT IM,99.05,99.05,79.24,30.98,99.05,99.06,98.18,98.97,80.11,30.98,83.45,98.67,71.53,57.55,81.3,97.35,99.05,99.07,88.65,76.54,99.05,99.05,83.48,99.05,99.05,95.66,59.53,63.4,77.61,86.59,99.05,83.2,49.0,99.02,99.05,81.19,99.05,98.64,98.97,99.05,98.18,46.14,57.89,99.05,98.93,82.7,99.05,54.84,St_Luke_Community_Hospital
CPT-4,90746,VACCINE HEP B ADULT IM,99.05,99.05,79.24,30.98,99.05,99.06,98.18,98.97,80.11,30.98,83.45,98.67,71.53,57.55,81.3,97.35,99.05,99.07,88.65,76.54,99.05,99.05,83.48,99.05,99.05,95.66,59.53,63.4,77.61,86.59,99.05,83.2,49.0,99.02,99.05,81.19,99.05,98.64,98.97,99.05,98.18,46.14,57.89,99.05,98.93,82.7,99.05,54.84,St_Luke_Community_Hospital
CPT-4,87088,URINE CULTURE,99.15,99.15,79.32,31.01,99.15,99.16,98.28,99.07,80.19,31.01,83.54,98.77,71.6,57.61,81.38,97.45,99.15,99.17,88.74,76.61,99.15,99.15,83.57,99.15,99.15,95.75,59.59,63.47,77.69,86.68,99.15,83.29,49.05,99.12,99.15,81.27,99.15,98.74,99.07,99.15,98.28,46.19,57.95,99.15,99.03,82.78,99.15,54.89,St_Luke_Community_Hospital
