Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_BLUE_OPTIONS,BCBSMT_HEALTHLINK_NETWORK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,EBMS,FIRST_CHOICE,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_PPO_DIRECT,INTERWEST_HEALTH_TRADITIONAL,MONTANA_HEALTH_COOP,PACIFIC_SOURCE,UHC,hospital
30013978_1,HC SODIUM,Inpatient,301,84295,"Sodium; serum, plasma or whole blood",,0,40,38,34.44,40,38,36,36,38,40,38,36,39.2,39.2,40,36,38,36.8,Barrett_Hospital_and_Healthcare
30013978_1,HC SODIUM,Outpatient,301,84295,"Sodium; serum, plasma or whole blood",,0,40,38,34.44,40,38,34.44,36,38,40,38,36,39.2,39.2,40,36,38,36.8,Barrett_Hospital_and_Healthcare
30013979_1,HC SOLUBLE TRANSFERRIN RECEPTOR,Inpatient,301,84238,Receptor assay; non-endocrine (specify receptor),,0,152,144.4,136.8,261.8,144.4,136.8,136.8,144.4,152,144.4,136.8,148.96,148.96,152,136.8,144.4,139.84,Barrett_Hospital_and_Healthcare
30013979_1,HC SOLUBLE TRANSFERRIN RECEPTOR,Outpatient,301,84238,Receptor assay; non-endocrine (specify receptor),,0,152,144.4,136.8,261.8,144.4,261.8,136.8,144.4,152,144.4,136.8,148.96,148.96,152,136.8,144.4,139.84,Barrett_Hospital_and_Healthcare
30014006_1,HC 17-OH PREGNENOLONE PEDS,Inpatient,301,84143,17-hydroxypregnenolone,,0,98,93.1,88.2,163.32,93.1,88.2,88.2,93.1,98,93.1,88.2,96.04,96.04,98,88.2,93.1,90.16,Barrett_Hospital_and_Healthcare
30014006_1,HC 17-OH PREGNENOLONE PEDS,Outpatient,301,84143,17-hydroxypregnenolone,,0,98,93.1,88.2,163.32,93.1,163.32,88.2,93.1,98,93.1,88.2,96.04,96.04,98,88.2,93.1,90.16,Barrett_Hospital_and_Healthcare
30014009_1,HC 5-HIAA QUANT URINE,Inpatient,301,83497,"Hydroxyindolacetic acid, 5-(HIAA)",,0,129,122.55,92.32,129,122.55,116.1,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30014009_1,HC 5-HIAA QUANT URINE,Outpatient,301,83497,"Hydroxyindolacetic acid, 5-(HIAA)",,0,129,122.55,92.32,129,122.55,92.32,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30014052_1,HC A1 ANTITRYPSIN (TOTAL),Inpatient,301,82103,Alpha-1-antitrypsin; total,,0,117,111.15,96.24,117,111.15,105.3,105.3,111.15,117,111.15,105.3,114.66,114.66,117,105.3,111.15,107.64,Barrett_Hospital_and_Healthcare
30014052_1,HC A1 ANTITRYPSIN (TOTAL),Outpatient,301,82103,Alpha-1-antitrypsin; total,,0,117,111.15,96.24,117,111.15,96.24,105.3,111.15,117,111.15,105.3,114.66,114.66,117,105.3,111.15,107.64,Barrett_Hospital_and_Healthcare
30014053_1,HC A1 ANTRITRYP PHENOTYPE,Inpatient,301,82104,Alpha-1-antitrypsin; phenotype,,0,76,72.2,68.4,103.6,72.2,68.4,68.4,72.2,76,72.2,68.4,74.48,74.48,76,68.4,72.2,69.92,Barrett_Hospital_and_Healthcare
30014053_1,HC A1 ANTRITRYP PHENOTYPE,Outpatient,301,82104,Alpha-1-antitrypsin; phenotype,,0,76,72.2,68.4,103.6,72.2,103.6,68.4,72.2,76,72.2,68.4,74.48,74.48,76,68.4,72.2,69.92,Barrett_Hospital_and_Healthcare
30014072_1,HC ACETONES KETONES SERUM QUANT,Inpatient,301,82010,"Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); quantitative",,0,57,54.15,51.3,58.52,54.15,51.3,51.3,54.15,57,54.15,51.3,55.86,55.86,57,51.3,54.15,52.44,Barrett_Hospital_and_Healthcare
30014072_1,HC ACETONES KETONES SERUM QUANT,Outpatient,301,82010,"Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); quantitative",,0,57,54.15,51.3,58.52,54.15,58.52,51.3,54.15,57,54.15,51.3,55.86,55.86,57,51.3,54.15,52.44,Barrett_Hospital_and_Healthcare
30014099_1,HC ACTIVATED PTT,Inpatient,305,85730,"Thromboplastin time, partial (PTT); plasma or whole blood",,0,70,66.5,43.04,70,66.5,63,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30014099_1,HC ACTIVATED PTT,Outpatient,305,85730,"Thromboplastin time, partial (PTT); plasma or whole blood",,0,70,66.5,43.04,70,66.5,43.04,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
30014113_1,HC AFP TUMOR MARKER,Inpatient,301,82105,Alpha-fetoprotein (AFP); serum,,0,106,100.7,95.4,120.12,100.7,95.4,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30014113_1,HC AFP TUMOR MARKER,Outpatient,301,82105,Alpha-fetoprotein (AFP); serum,,0,106,100.7,95.4,120.12,100.7,120.12,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
30014129_1,HC ALDOSTERONE BLD,Inpatient,301,82088,Aldosterone,,0,137,130.15,123.3,291.8,130.15,123.3,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
30014129_1,HC ALDOSTERONE BLD,Outpatient,301,82088,Aldosterone,,0,137,130.15,123.3,291.8,130.15,291.8,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
30014130_1,HC ALDOSTERONE SERUM,Inpatient,301,82088,Aldosterone,,0,138,131.1,124.2,291.8,131.1,124.2,124.2,131.1,138,131.1,124.2,135.24,135.24,138,124.2,131.1,126.96,Barrett_Hospital_and_Healthcare
30014130_1,HC ALDOSTERONE SERUM,Outpatient,301,82088,Aldosterone,,0,138,131.1,124.2,291.8,131.1,291.8,124.2,131.1,138,131.1,124.2,135.24,135.24,138,124.2,131.1,126.96,Barrett_Hospital_and_Healthcare
30014132_1,HC ALDOSTERONE URINE QUANT,Inpatient,301,82088,Aldosterone,,0,137,130.15,123.3,291.8,130.15,123.3,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
30014132_1,HC ALDOSTERONE URINE QUANT,Outpatient,301,82088,Aldosterone,,0,137,130.15,123.3,291.8,130.15,291.8,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
30014138_1,HC ALKALINE PHOS,Inpatient,301,84075,"Phosphatase, alkaline",,0,45,42.75,37.08,45,42.75,40.5,40.5,42.75,45,42.75,40.5,44.1,44.1,45,40.5,42.75,41.4,Barrett_Hospital_and_Healthcare
30014138_1,HC ALKALINE PHOS,Outpatient,301,84075,"Phosphatase, alkaline",,0,45,42.75,37.08,45,42.75,37.08,40.5,42.75,45,42.75,40.5,44.1,44.1,45,40.5,42.75,41.4,Barrett_Hospital_and_Healthcare
30014151_1,HC ALPHA1-ANTITRYPSIN,Inpatient,301,82103,Alpha-1-antitrypsin; total,,0,115,109.25,96.24,115,109.25,103.5,103.5,109.25,115,109.25,103.5,112.7,112.7,115,103.5,109.25,105.8,Barrett_Hospital_and_Healthcare
30014151_1,HC ALPHA1-ANTITRYPSIN,Outpatient,301,82103,Alpha-1-antitrypsin; total,,0,115,109.25,96.24,115,109.25,96.24,103.5,109.25,115,109.25,103.5,112.7,112.7,115,103.5,109.25,105.8,Barrett_Hospital_and_Healthcare
30014168_1,HC AMINO ACIDS BLOOD QUANT,Inpatient,301,82139,"Amino acids, 6 or more amino acids, quantitative, each specimen",,0,192,182.4,120.8,192,182.4,172.8,172.8,182.4,192,182.4,172.8,188.16,188.16,192,172.8,182.4,176.64,Barrett_Hospital_and_Healthcare
30014168_1,HC AMINO ACIDS BLOOD QUANT,Outpatient,301,82139,"Amino acids, 6 or more amino acids, quantitative, each specimen",,0,192,182.4,120.8,192,182.4,120.8,172.8,182.4,192,182.4,172.8,188.16,188.16,192,172.8,182.4,176.64,Barrett_Hospital_and_Healthcare
30014170_1,HC AMINO ACIDS SINGLE QUANT,Inpatient,301,82131,"Amino acids; single, quantitative, each specimen",,0,95,90.25,85.5,133.28,90.25,85.5,85.5,90.25,95,90.25,85.5,93.1,93.1,95,85.5,90.25,87.4,Barrett_Hospital_and_Healthcare
30014170_1,HC AMINO ACIDS SINGLE QUANT,Outpatient,301,82131,"Amino acids; single, quantitative, each specimen",,0,95,90.25,85.5,133.28,90.25,133.28,85.5,90.25,95,90.25,85.5,93.1,93.1,95,85.5,90.25,87.4,Barrett_Hospital_and_Healthcare
30014236_1,HC ANGIO ENZYME.,Inpatient,301,82164,Angiotensin I - converting enzyme (ACE),,0,114,108.3,102.6,114,108.3,102.6,102.6,108.3,114,108.3,102.6,111.72,111.72,114,102.6,108.3,104.88,Barrett_Hospital_and_Healthcare
30014236_1,HC ANGIO ENZYME.,Outpatient,301,82164,Angiotensin I - converting enzyme (ACE),,0,114,108.3,102.6,114,108.3,104.56,102.6,108.3,114,108.3,102.6,111.72,111.72,114,102.6,108.3,104.88,Barrett_Hospital_and_Healthcare
30014283_1,HC APOLIPOPROTEIN EACH,Inpatient,301,82172,"Apolipoprotein, each",,0,86,81.7,77.4,122.32,81.7,77.4,77.4,81.7,86,81.7,77.4,84.28,84.28,86,77.4,81.7,79.12,Barrett_Hospital_and_Healthcare
30014283_1,HC APOLIPOPROTEIN EACH,Outpatient,301,82172,"Apolipoprotein, each",,0,86,81.7,77.4,122.32,81.7,122.32,77.4,81.7,86,81.7,77.4,84.28,84.28,86,77.4,81.7,79.12,Barrett_Hospital_and_Healthcare
30014290_1,HC ARSENIC QUANT BLOOD,Inpatient,301,82175,Arsenic,,0,81,76.95,72.9,135.84,76.95,72.9,72.9,76.95,81,76.95,72.9,79.38,79.38,81,72.9,76.95,74.52,Barrett_Hospital_and_Healthcare
30014290_1,HC ARSENIC QUANT BLOOD,Outpatient,301,82175,Arsenic,,0,81,76.95,72.9,135.84,76.95,135.84,72.9,76.95,81,76.95,72.9,79.38,79.38,81,72.9,76.95,74.52,Barrett_Hospital_and_Healthcare
30014291_1,HC ARSENIC QUANT URINE,Inpatient,301,82175,Arsenic,,0,81,76.95,72.9,135.84,76.95,72.9,72.9,76.95,81,76.95,72.9,79.38,79.38,81,72.9,76.95,74.52,Barrett_Hospital_and_Healthcare
30014291_1,HC ARSENIC QUANT URINE,Outpatient,301,82175,Arsenic,,0,81,76.95,72.9,135.84,76.95,135.84,72.9,76.95,81,76.95,72.9,79.38,79.38,81,72.9,76.95,74.52,Barrett_Hospital_and_Healthcare
30014330_1,HC ASSAY OF CYCLOSPORINE A,Inpatient,301,80158,Cyclosporine,,0,110,104.5,99,129.24,104.5,99,99,104.5,110,104.5,99,107.8,107.8,110,99,104.5,101.2,Barrett_Hospital_and_Healthcare
30014330_1,HC ASSAY OF CYCLOSPORINE A,Outpatient,301,80158,Cyclosporine,,0,110,104.5,99,129.24,104.5,129.24,99,104.5,110,104.5,99,107.8,107.8,110,99,104.5,101.2,Barrett_Hospital_and_Healthcare
30014358_1,HC ASSAY TRANSFERRIN,Inpatient,301,84466,Transferrin,,0,88,83.6,79.2,91.4,83.6,79.2,79.2,83.6,88,83.6,79.2,86.24,86.24,88,79.2,83.6,80.96,Barrett_Hospital_and_Healthcare
30014358_1,HC ASSAY TRANSFERRIN,Outpatient,301,84466,Transferrin,,0,88,83.6,79.2,91.4,83.6,91.4,79.2,83.6,88,83.6,79.2,86.24,86.24,88,79.2,83.6,80.96,Barrett_Hospital_and_Healthcare
30014367_1,HC B2 MIC BLOOD,Inpatient,301,82232,Beta-2 microglobulin,,0,116,110.2,104.4,116,110.2,104.4,104.4,110.2,116,110.2,104.4,113.68,113.68,116,104.4,110.2,106.72,Barrett_Hospital_and_Healthcare
30014367_1,HC B2 MIC BLOOD,Outpatient,301,82232,Beta-2 microglobulin,,0,116,110.2,104.4,116,110.2,115.84,104.4,110.2,116,110.2,104.4,113.68,113.68,116,104.4,110.2,106.72,Barrett_Hospital_and_Healthcare
30014414_1,HC BILES ACIDS TOTAL,Inpatient,301,82239,Bile acids; total,,0,111,105.45,99.9,122.6,105.45,99.9,99.9,105.45,111,105.45,99.9,108.78,108.78,111,99.9,105.45,102.12,Barrett_Hospital_and_Healthcare
30014414_1,HC BILES ACIDS TOTAL,Outpatient,301,82239,Bile acids; total,,0,111,105.45,99.9,122.6,105.45,122.6,99.9,105.45,111,105.45,99.9,108.78,108.78,111,99.9,105.45,102.12,Barrett_Hospital_and_Healthcare
30014439_1,HC BIOTINIDASE EACH SPECIMEN,Inpatient,301,82261,"Biotinidase, each specimen",,0,82,77.9,73.8,120.8,77.9,73.8,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
30014439_1,HC BIOTINIDASE EACH SPECIMEN,Outpatient,301,82261,"Biotinidase, each specimen",,0,82,77.9,73.8,120.8,77.9,120.8,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
30014441_1,HC BIO-T-TESTOSTERONE TOTAL,Inpatient,301,84403,Testosterone; total,,0,108,102.6,97.2,184.84,102.6,97.2,97.2,102.6,108,102.6,97.2,105.84,105.84,108,97.2,102.6,99.36,Barrett_Hospital_and_Healthcare
30014441_1,HC BIO-T-TESTOSTERONE TOTAL,Outpatient,301,84403,Testosterone; total,,0,108,102.6,97.2,184.84,102.6,184.84,97.2,102.6,108,102.6,97.2,105.84,105.84,108,97.2,102.6,99.36,Barrett_Hospital_and_Healthcare
30014447_1,HC BLOOD COUNT COMPLETE AUTOMATED,Inpatient,305,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,62,58.9,46.28,62,58.9,55.8,55.8,58.9,62,58.9,55.8,60.76,60.76,62,55.8,58.9,57.04,Barrett_Hospital_and_Healthcare
30014447_1,HC BLOOD COUNT COMPLETE AUTOMATED,Outpatient,305,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,62,58.9,46.28,62,58.9,46.28,55.8,58.9,62,58.9,55.8,60.76,60.76,62,55.8,58.9,57.04,Barrett_Hospital_and_Healthcare
30014449_1,HC BLOOD GAS,Inpatient,301,82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",,0,202,191.9,151.2,202,191.9,181.8,181.8,191.9,202,191.9,181.8,197.96,197.96,202,181.8,191.9,185.84,Barrett_Hospital_and_Healthcare
30014449_1,HC BLOOD GAS,Outpatient,301,82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",,0,202,191.9,151.2,202,191.9,151.2,181.8,191.9,202,191.9,181.8,197.96,197.96,202,181.8,191.9,185.84,Barrett_Hospital_and_Healthcare
30014459_1,HC BUN,Inpatient,301,84520,Urea nitrogen; quantitative,,0,42,39.9,28.32,42,39.9,37.8,37.8,39.9,42,39.9,37.8,41.16,41.16,42,37.8,39.9,38.64,Barrett_Hospital_and_Healthcare
30014459_1,HC BUN,Outpatient,301,84520,Urea nitrogen; quantitative,,0,42,39.9,28.32,42,39.9,28.32,37.8,39.9,42,39.9,37.8,41.16,41.16,42,37.8,39.9,38.64,Barrett_Hospital_and_Healthcare
30014462_1,HC C PEPTIDE,Inpatient,301,84681,C-peptide,,0,87,82.65,78.3,149.08,82.65,78.3,78.3,82.65,87,82.65,78.3,85.26,85.26,87,78.3,82.65,80.04,Barrett_Hospital_and_Healthcare
30014462_1,HC C PEPTIDE,Outpatient,301,84681,C-peptide,,0,87,82.65,78.3,149.08,82.65,149.08,78.3,82.65,87,82.65,78.3,85.26,85.26,87,78.3,82.65,80.04,Barrett_Hospital_and_Healthcare
30014472_1,HC CADMIUM QUANT BLD,Inpatient,301,82300,Cadmium,,0,61,57.95,54.9,165.76,57.95,54.9,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
30014472_1,HC CADMIUM QUANT BLD,Outpatient,301,82300,Cadmium,,0,61,57.95,54.9,165.76,57.95,165.76,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
30014473_1,HC CADMIUM QUANT URINE,Inpatient,301,82300,Cadmium,,0,62,58.9,55.8,165.76,58.9,55.8,55.8,58.9,62,58.9,55.8,60.76,60.76,62,55.8,58.9,57.04,Barrett_Hospital_and_Healthcare
30014473_1,HC CADMIUM QUANT URINE,Outpatient,301,82300,Cadmium,,0,62,58.9,55.8,165.76,58.9,165.76,55.8,58.9,62,58.9,55.8,60.76,60.76,62,55.8,58.9,57.04,Barrett_Hospital_and_Healthcare
30014480_1,HC CALCITONIN BLD,Inpatient,301,82308,Calcitonin,,0,180,171,162,191.88,171,162,162,171,180,171,162,176.4,176.4,180,162,171,165.6,Barrett_Hospital_and_Healthcare
30014480_1,HC CALCITONIN BLD,Outpatient,301,82308,Calcitonin,,0,180,171,162,191.88,171,191.88,162,171,180,171,162,176.4,176.4,180,162,171,165.6,Barrett_Hospital_and_Healthcare
30014481_1,HC CALCIUM IONIZED,Inpatient,301,82330,Calcium; ionized,,0,87,82.65,78.3,97.92,82.65,78.3,78.3,82.65,87,82.65,78.3,85.26,85.26,87,78.3,82.65,80.04,Barrett_Hospital_and_Healthcare
30014481_1,HC CALCIUM IONIZED,Outpatient,301,82330,Calcium; ionized,,0,87,82.65,78.3,97.92,82.65,97.92,78.3,82.65,87,82.65,78.3,85.26,85.26,87,78.3,82.65,80.04,Barrett_Hospital_and_Healthcare
30014484_1,HC CALCIUM QUANT URINE,Inpatient,301,82340,"Calcium; urine quantitative, timed specimen",,0,52,49.4,43.16,52,49.4,46.8,46.8,49.4,52,49.4,46.8,50.96,50.96,52,46.8,49.4,47.84,Barrett_Hospital_and_Healthcare
30014484_1,HC CALCIUM QUANT URINE,Outpatient,301,82340,"Calcium; urine quantitative, timed specimen",,0,52,49.4,43.16,52,49.4,43.16,46.8,49.4,52,49.4,46.8,50.96,50.96,52,46.8,49.4,47.84,Barrett_Hospital_and_Healthcare
30014496_1,HC CARBOXYHEMOGLOBIN QUANTITATIVE,Inpatient,301,82375,Carboxyhemoglobin; quantitative,,0,91,86.45,81.9,91,86.45,81.9,81.9,86.45,91,86.45,81.9,89.18,89.18,91,81.9,86.45,83.72,Barrett_Hospital_and_Healthcare
30014496_1,HC CARBOXYHEMOGLOBIN QUANTITATIVE,Outpatient,301,82375,Carboxyhemoglobin; quantitative,,0,91,86.45,81.9,91,86.45,88.2,81.9,86.45,91,86.45,81.9,89.18,89.18,91,81.9,86.45,83.72,Barrett_Hospital_and_Healthcare
30014500_1,HC CATECHOLAMINES FRACTIONATED PL,Inpatient,301,82384,Catecholamines; fractionated,,0,156,148.2,140.4,180.84,148.2,140.4,140.4,148.2,156,148.2,140.4,152.88,152.88,156,140.4,148.2,143.52,Barrett_Hospital_and_Healthcare
30014500_1,HC CATECHOLAMINES FRACTIONATED PL,Outpatient,301,82384,Catecholamines; fractionated,,0,156,148.2,140.4,180.84,148.2,180.84,140.4,148.2,156,148.2,140.4,152.88,152.88,156,140.4,148.2,143.52,Barrett_Hospital_and_Healthcare
30014514_1,HC CBC WITH DIFF AUTO,Inpatient,305,85025,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",,0,67,63.65,55.64,67,63.65,60.3,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30014514_1,HC CBC WITH DIFF AUTO,Outpatient,305,85025,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",,0,67,63.65,55.64,67,63.65,55.64,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30014520_1,HC CEA-CARCINOEMBRYONIC ANTIGEN,Inpatient,301,82378,Carcinoembryonic antigen (CEA),,0,138,131.1,124.2,138,131.1,124.2,124.2,131.1,138,131.1,124.2,135.24,135.24,138,124.2,131.1,126.96,Barrett_Hospital_and_Healthcare
30014520_1,HC CEA-CARCINOEMBRYONIC ANTIGEN,Outpatient,301,82378,Carcinoembryonic antigen (CEA),,0,138,131.1,124.2,138,131.1,135.76,124.2,131.1,138,131.1,124.2,135.24,135.24,138,124.2,131.1,126.96,Barrett_Hospital_and_Healthcare
30014527_1,HC CERULOPLASMIN.,Inpatient,301,82390,Ceruloplasmin,,0,89,84.55,76.92,89,84.55,80.1,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
30014527_1,HC CERULOPLASMIN.,Outpatient,301,82390,Ceruloplasmin,,0,89,84.55,76.92,89,84.55,76.92,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
30014538_1,HC CHEMILUMINESCENT ASSAY,Inpatient,301,82397,Chemiluminescent assay,,0,224,212.8,101.08,224,212.8,201.6,201.6,212.8,224,212.8,201.6,219.52,219.52,224,201.6,212.8,206.08,Barrett_Hospital_and_Healthcare
30014538_1,HC CHEMILUMINESCENT ASSAY,Outpatient,301,82397,Chemiluminescent assay,,0,224,212.8,101.08,224,212.8,101.08,201.6,212.8,224,212.8,201.6,219.52,219.52,224,201.6,212.8,206.08,Barrett_Hospital_and_Healthcare
30014542_1,HC CHLORIDE BLOOD,Inpatient,301,82435,Chloride; blood,,0,30,28.5,27,32.96,28.5,27,27,28.5,30,28.5,27,29.4,29.4,30,27,28.5,27.6,Barrett_Hospital_and_Healthcare
30014542_1,HC CHLORIDE BLOOD,Outpatient,301,82435,Chloride; blood,,0,30,28.5,27,32.96,28.5,32.96,27,28.5,30,28.5,27,29.4,29.4,30,27,28.5,27.6,Barrett_Hospital_and_Healthcare
30014544_1,HC CHLORIDE URINE,Inpatient,301,82436,Chloride; urine,,0,37,35.15,33.3,37,35.15,33.3,33.3,35.15,37,35.15,33.3,36.26,36.26,37,33.3,35.15,34.04,Barrett_Hospital_and_Healthcare
30014544_1,HC CHLORIDE URINE,Outpatient,301,82436,Chloride; urine,,0,37,35.15,33.3,37,35.15,36,33.3,35.15,37,35.15,33.3,36.26,36.26,37,33.3,35.15,34.04,Barrett_Hospital_and_Healthcare
30014558_1,HC CHROMIUM BLOOD,Inpatient,301,82495,Chromium,,0,78,74.1,70.2,145.24,74.1,70.2,70.2,74.1,78,74.1,70.2,76.44,76.44,78,70.2,74.1,71.76,Barrett_Hospital_and_Healthcare
30014558_1,HC CHROMIUM BLOOD,Outpatient,301,82495,Chromium,,0,78,74.1,70.2,145.24,74.1,145.24,70.2,74.1,78,74.1,70.2,76.44,76.44,78,70.2,74.1,71.76,Barrett_Hospital_and_Healthcare
30014564_1,HC CITRATE QUANT URINE,Inpatient,301,82507,Citrate,,0,169,160.55,152.1,199.12,160.55,152.1,152.1,160.55,169,160.55,152.1,165.62,165.62,169,152.1,160.55,155.48,Barrett_Hospital_and_Healthcare
30014564_1,HC CITRATE QUANT URINE,Outpatient,301,82507,Citrate,,0,169,160.55,152.1,199.12,160.55,199.12,152.1,160.55,169,160.55,152.1,165.62,165.62,169,152.1,160.55,155.48,Barrett_Hospital_and_Healthcare
30014566_1,HC CK TOTAL,Inpatient,301,82550,"Creatine kinase (CK), (CPK); total",,0,67,63.65,46.64,67,63.65,60.3,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30014566_1,HC CK TOTAL,Outpatient,301,82550,"Creatine kinase (CK), (CPK); total",,0,67,63.65,46.64,67,63.65,46.64,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30014567_1,HC CK-MB,Inpatient,301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,116,110.2,82.72,116,110.2,104.4,104.4,110.2,116,110.2,104.4,113.68,113.68,116,104.4,110.2,106.72,Barrett_Hospital_and_Healthcare
30014567_1,HC CK-MB,Outpatient,301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,116,110.2,82.72,116,110.2,82.72,104.4,110.2,116,110.2,104.4,113.68,113.68,116,104.4,110.2,106.72,Barrett_Hospital_and_Healthcare
30014590_1,HC COLUMN CHROMOTOGRAPHY QUANT,Inpatient,301,82542,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",,0,129,122.55,116.1,139.72,122.55,116.1,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30014590_1,HC COLUMN CHROMOTOGRAPHY QUANT,Outpatient,301,82542,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",,0,129,122.55,116.1,139.72,122.55,139.72,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30014600_1,HC COPPER QUANT URINE,Inpatient,301,82525,Copper,,0,89,84.55,80.1,89,84.55,80.1,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
30014600_1,HC COPPER QUANT URINE,Outpatient,301,82525,Copper,,0,89,84.55,80.1,89,84.55,88.84,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
30014603_1,HC COPPER.,Inpatient,301,82525,Copper,,0,89,84.55,80.1,89,84.55,80.1,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
30014603_1,HC COPPER.,Outpatient,301,82525,Copper,,0,89,84.55,80.1,89,84.55,88.84,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
30014605_1,HC CORTISOL,Inpatient,301,82533,Cortisol; total,,0,105,99.75,94.5,116.68,99.75,94.5,94.5,99.75,105,99.75,94.5,102.9,102.9,105,94.5,99.75,96.6,Barrett_Hospital_and_Healthcare
30014605_1,HC CORTISOL,Outpatient,301,82533,Cortisol; total,,0,105,99.75,94.5,116.68,99.75,116.68,94.5,99.75,105,99.75,94.5,102.9,102.9,105,94.5,99.75,96.6,Barrett_Hospital_and_Healthcare
30014606_1,HC CORT FREE URINE RANDOM,Inpatient,301,82530,Cortisol; free,,0,134,127.3,119.64,134,127.3,120.6,120.6,127.3,134,127.3,120.6,131.32,131.32,134,120.6,127.3,123.28,Barrett_Hospital_and_Healthcare
30014606_1,HC CORT FREE URINE RANDOM,Outpatient,301,82530,Cortisol; free,,0,134,127.3,119.64,134,127.3,119.64,120.6,127.3,134,127.3,120.6,131.32,131.32,134,120.6,127.3,123.28,Barrett_Hospital_and_Healthcare
