Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_BLUE_OPTIONS,EBMS__RMHN_NETWORK_,FIRST_CHOICE,GEHA,MONTANA_HEALTH_CO-OP,MULTIPLAN,PACIFIC_SOURCE,hospital
40703109_1{3},Rh only,Outpatient,302,86901,"Blood typing, serologic; Rh (D)",,0,64,64,51.2,64,51.2,60.8,62.08,52.48,,62.08,60.8,Roundup_Memorial_Healthcare
40703110_1,Wet Mount Genital,Inpatient,306,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,45,45,36,45,40.5,42.75,43.65,36.9,,43.65,42.75,Roundup_Memorial_Healthcare
40703110_1,Wet Mount Genital,Outpatient,306,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,45,45,36,45,36,42.75,43.65,36.9,,43.65,42.75,Roundup_Memorial_Healthcare
40703111_1,White Blood Count,Inpatient,305,85048,"Blood count; leukocyte (WBC), automated",,0,30,30,24,30,27,28.5,29.1,24.6,,29.1,28.5,Roundup_Memorial_Healthcare
40703111_1,White Blood Count,Outpatient,305,85048,"Blood count; leukocyte (WBC), automated",,0,30,30,24,30,24,28.5,29.1,24.6,,29.1,28.5,Roundup_Memorial_Healthcare
40703113_1,Gram negative identification (Vitek),Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,73,73,58.4,73,65.7,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703113_1,Gram negative identification (Vitek),Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,73,73,58.4,73,58.4,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703113_1{2},Gram positive identification (Vitek),Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,73,73,58.4,73,65.7,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703113_1{2},Gram positive identification (Vitek),Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,73,73,58.4,73,58.4,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703113_1{3},Draw Fee:  RMH Capillary,Inpatient,300,36416,"Collection of capillary blood specimen (eg, finger, heel, ear stick)",,0,24,24,19.2,24,21.6,22.8,23.28,19.68,,23.28,22.8,Roundup_Memorial_Healthcare
40703113_1{3},Draw Fee:  RMH Capillary,Outpatient,300,36416,"Collection of capillary blood specimen (eg, finger, heel, ear stick)",,0,24,24,19.2,24,19.2,22.8,23.28,19.68,,23.28,22.8,Roundup_Memorial_Healthcare
40703114_1,"BGP, Art Regional",Inpatient,300,82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",,0,140,140,112,140,126,133,135.8,114.8,,135.8,133,Roundup_Memorial_Healthcare
40703114_1,"BGP, Art Regional",Outpatient,300,82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",,0,140,140,112,140,112,133,135.8,114.8,,135.8,133,Roundup_Memorial_Healthcare
40703115_1,Blood Gas Draw-Art,Inpatient,300,36600,"Arterial puncture, withdrawal of blood for diagnosis",,0,140,140,112,140,126,133,135.8,114.8,,135.8,133,Roundup_Memorial_Healthcare
40703115_1,Blood Gas Draw-Art,Outpatient,300,36600,"Arterial puncture, withdrawal of blood for diagnosis",,0,140,140,112,140,112,133,135.8,114.8,,135.8,133,Roundup_Memorial_Healthcare
40703115_1{2},Blood Gas Draw-Art,Inpatient,309,36600,"Arterial puncture, withdrawal of blood for diagnosis",,0,140,140,112,140,126,133,135.8,114.8,,135.8,133,Roundup_Memorial_Healthcare
40703115_1{2},Blood Gas Draw-Art,Outpatient,309,36600,"Arterial puncture, withdrawal of blood for diagnosis",,0,140,140,112,140,112,133,135.8,114.8,,135.8,133,Roundup_Memorial_Healthcare
40703116_1,"Alcohol ETOH, BLD",Inpatient,301,G0480,Drug test def 1-7 classes,,0,173,173,138.4,173,155.7,164.35,167.81,141.86,,167.81,164.35,Roundup_Memorial_Healthcare
40703116_1,"Alcohol ETOH, BLD",Outpatient,301,G0480,Drug test def 1-7 classes,,0,173,173,138.4,173,138.4,164.35,167.81,141.86,,167.81,164.35,Roundup_Memorial_Healthcare
40703117_1,"Drug Screen10 Part, RMH",Inpatient,309,80305,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",,0,136,136,108.8,136,122.4,129.2,131.92,111.52,,131.92,129.2,Roundup_Memorial_Healthcare
40703117_1,"Drug Screen10 Part, RMH",Outpatient,309,80305,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",,0,136,136,108.8,136,108.8,129.2,131.92,111.52,,131.92,129.2,Roundup_Memorial_Healthcare
40703118_1,Inactive Drug Screen 9 Plus Spice MDCR/MCD ONLY RMH,Inpatient,309,,,,0,136,136,108.8,136,122.4,129.2,131.92,111.52,,131.92,129.2,Roundup_Memorial_Healthcare
40703118_1,Inactive Drug Screen 9 Plus Spice MDCR/MCD ONLY RMH,Outpatient,309,,,,0,136,136,108.8,136,108.8,129.2,131.92,111.52,,131.92,129.2,Roundup_Memorial_Healthcare
40703119_1,Drug Collection RMH,Inpatient,300,99001,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),,0,47,47,37.6,47,42.3,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703119_1,Drug Collection RMH,Outpatient,300,99001,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),,0,47,47,37.6,47,37.6,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703119_1{2},"Drug Scn Collection Ur, Regional",Inpatient,300,99001,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),,0,47,47,37.6,47,42.3,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703119_1{2},"Drug Scn Collection Ur, Regional",Outpatient,300,99001,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),,0,47,47,37.6,47,37.6,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703120_1,Charge C. diff PCR,Inpatient,306,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",,0,113,113,90.4,113,101.7,107.35,109.61,92.66,,109.61,107.35,Roundup_Memorial_Healthcare
40703120_1,Charge C. diff PCR,Outpatient,306,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",,0,113,113,90.4,113,90.4,107.35,109.61,92.66,,109.61,107.35,Roundup_Memorial_Healthcare
40703121_1,"Alcohol ETOH, Ur",Inpatient,300,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,36,36,28.8,36,32.4,34.2,34.92,29.52,,34.92,34.2,Roundup_Memorial_Healthcare
40703121_1,"Alcohol ETOH, Ur",Outpatient,300,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,36,36,28.8,36,28.8,34.2,34.92,29.52,,34.92,34.2,Roundup_Memorial_Healthcare
40703124_1,"B12, Vitamin",Inpatient,301,82607,Cyanocobalamin (Vitamin B-12),,0,125,125,100,125,112.5,118.75,121.25,102.5,,121.25,118.75,Roundup_Memorial_Healthcare
40703124_1,"B12, Vitamin",Outpatient,301,82607,Cyanocobalamin (Vitamin B-12),,0,125,125,100,125,100,118.75,121.25,102.5,,121.25,118.75,Roundup_Memorial_Healthcare
40703124_1{2},"Vitamin B12, Blood",Inpatient,301,82607,Cyanocobalamin (Vitamin B-12),,0,125,125,100,125,112.5,118.75,121.25,102.5,,121.25,118.75,Roundup_Memorial_Healthcare
40703124_1{2},"Vitamin B12, Blood",Outpatient,301,82607,Cyanocobalamin (Vitamin B-12),,0,125,125,100,125,100,118.75,121.25,102.5,,121.25,118.75,Roundup_Memorial_Healthcare
40703125_1,Valproic Acid Level,Inpatient,301,80164,Valproic acid (dipropylacetic acid); total,,0,177,177,141.6,177,159.3,168.15,171.69,145.14,,171.69,168.15,Roundup_Memorial_Healthcare
40703125_1,Valproic Acid Level,Outpatient,301,80164,Valproic acid (dipropylacetic acid); total,,0,177,177,141.6,177,141.6,168.15,171.69,145.14,,171.69,168.15,Roundup_Memorial_Healthcare
40703128_1,H pylori Ab IgG,Inpatient,302,86677,Antibody; Helicobacter pylori,,0,127,127,101.6,127,114.3,120.65,123.19,104.14,,123.19,120.65,Roundup_Memorial_Healthcare
40703128_1,H pylori Ab IgG,Outpatient,302,86677,Antibody; Helicobacter pylori,,0,127,127,101.6,127,101.6,120.65,123.19,104.14,,123.19,120.65,Roundup_Memorial_Healthcare
40703129_1,"Ammonia, Blood",Inpatient,301,82140,Ammonia,,0,169,169,135.2,169,152.1,160.55,163.93,138.58,,163.93,160.55,Roundup_Memorial_Healthcare
40703129_1,"Ammonia, Blood",Outpatient,301,82140,Ammonia,,0,169,169,135.2,169,135.2,160.55,163.93,138.58,,163.93,160.55,Roundup_Memorial_Healthcare
40703130_1,"Specific Gravity, BF",Inpatient,301,84315,Specific gravity (except urine),,0,21,21,16.8,21,18.9,19.95,20.37,17.22,,20.37,19.95,Roundup_Memorial_Healthcare
40703130_1,"Specific Gravity, BF",Outpatient,301,84315,Specific gravity (except urine),,0,21,21,16.8,21,16.8,19.95,20.37,17.22,,20.37,19.95,Roundup_Memorial_Healthcare
40703131_1,Lithium Level,Inpatient,301,80178,Lithium,,0,95,95,76,95,85.5,90.25,92.15,77.9,,92.15,90.25,Roundup_Memorial_Healthcare
40703131_1,Lithium Level,Outpatient,301,80178,Lithium,,0,95,95,76,95,76,90.25,92.15,77.9,,92.15,90.25,Roundup_Memorial_Healthcare
40703133_1,T3 Uptake,Inpatient,301,84479,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),,0,73,73,58.4,73,65.7,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703133_1,T3 Uptake,Outpatient,301,84479,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),,0,73,73,58.4,73,58.4,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703133_1{2},T3 resin uptake,Inpatient,301,84479,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),,0,73,73,58.4,73,65.7,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703133_1{2},T3 resin uptake,Outpatient,301,84479,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),,0,73,73,58.4,73,58.4,69.35,70.81,59.86,,70.81,69.35,Roundup_Memorial_Healthcare
40703134_1,T4,Inpatient,301,84436,Thyroxine; total,,0,58,58,46.4,58,52.2,55.1,56.26,47.56,,56.26,55.1,Roundup_Memorial_Healthcare
40703134_1,T4,Outpatient,301,84436,Thyroxine; total,,0,58,58,46.4,58,46.4,55.1,56.26,47.56,,56.26,55.1,Roundup_Memorial_Healthcare
40703134_1{2},Thyroxine Level,Inpatient,301,84436,Thyroxine; total,,0,58,58,46.4,58,52.2,55.1,56.26,47.56,,56.26,55.1,Roundup_Memorial_Healthcare
40703134_1{2},Thyroxine Level,Outpatient,301,84436,Thyroxine; total,,0,58,58,46.4,58,46.4,55.1,56.26,47.56,,56.26,55.1,Roundup_Memorial_Healthcare
40703135_1,ANA Panel Reflex,Inpatient,302,86038,Antinuclear antibodies (ANA),,0,108,108,86.4,108,97.2,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703135_1,ANA Panel Reflex,Outpatient,302,86038,Antinuclear antibodies (ANA),,0,108,108,86.4,108,86.4,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703135_1{2},ANA Screen,Inpatient,302,86038,Antinuclear antibodies (ANA),,0,108,108,86.4,108,97.2,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703135_1{2},ANA Screen,Outpatient,302,86038,Antinuclear antibodies (ANA),,0,108,108,86.4,108,86.4,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703136_1,"Follicle stimulating hormone, Ser",Inpatient,301,83001,Gonadotropin; follicle stimulating hormone (FSH),,0,108,108,86.4,108,97.2,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703136_1,"Follicle stimulating hormone, Ser",Outpatient,301,83001,Gonadotropin; follicle stimulating hormone (FSH),,0,108,108,86.4,108,86.4,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703136_1{2},FSH,Inpatient,301,83001,Gonadotropin; follicle stimulating hormone (FSH),,0,108,108,86.4,108,97.2,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703136_1{2},FSH,Outpatient,301,83001,Gonadotropin; follicle stimulating hormone (FSH),,0,108,108,86.4,108,86.4,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
40703137_1,Retic Count,Inpatient,305,85046,"Blood count; reticulocytes, automated, including 1 or more cellular parameters (eg, reticulocyte hemoglobin content [CHr], immature reticulocyte fraction [IRF], reticulocyte volume [MRV], RNA content), direct measurement",,0,52,52,41.6,52,46.8,49.4,50.44,42.64,,50.44,49.4,Roundup_Memorial_Healthcare
40703137_1,Retic Count,Outpatient,305,85046,"Blood count; reticulocytes, automated, including 1 or more cellular parameters (eg, reticulocyte hemoglobin content [CHr], immature reticulocyte fraction [IRF], reticulocyte volume [MRV], RNA content), direct measurement",,0,52,52,41.6,52,41.6,49.4,50.44,42.64,,50.44,49.4,Roundup_Memorial_Healthcare
40703138_1,Culture Fluid AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1,Culture Fluid AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{10},Cult Sputum AFB (State Lab),Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{10},Cult Sputum AFB (State Lab),Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{11},Culture CSF AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,30,30,24,30,27,28.5,29.1,24.6,,29.1,28.5,Roundup_Memorial_Healthcare
40703138_1{11},Culture CSF AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,30,30,24,30,24,28.5,29.1,24.6,,29.1,28.5,Roundup_Memorial_Healthcare
40703138_1{2},Culture BAL AFB,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{2},Culture BAL AFB,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{3},Culture Biopsy Tissue AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{3},Culture Biopsy Tissue AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{4},Culture Blood AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{4},Culture Blood AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{5},Culture Bronch Wash AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{5},Culture Bronch Wash AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{6},Culture Bone Marrow AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{6},Culture Bone Marrow AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{7},Culture Urine AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{7},Culture Urine AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{8},Culture Sputum AFB,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{8},Culture Sputum AFB,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{9},Culture Wound Abcess AFB and Smear,Inpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,95.4,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703138_1{9},Culture Wound Abcess AFB and Smear,Outpatient,306,87116,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",,0,106,106,84.8,106,84.8,100.7,102.82,86.92,,102.82,100.7,Roundup_Memorial_Healthcare
40703139_1,Hepatitis B SAB Titer,Inpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,80,80,64,80,72,76,77.6,65.6,,77.6,76,Roundup_Memorial_Healthcare
40703139_1,Hepatitis B SAB Titer,Outpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,80,80,64,80,64,76,77.6,65.6,,77.6,76,Roundup_Memorial_Healthcare
40703139_1{2},Hep B SAB,Inpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,80,80,64,80,72,76,77.6,65.6,,77.6,76,Roundup_Memorial_Healthcare
40703139_1{2},Hep B SAB,Outpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,80,80,64,80,64,76,77.6,65.6,,77.6,76,Roundup_Memorial_Healthcare
40703140_1,Antinuclear Antibody Titer,Inpatient,302,86039,Antinuclear antibodies (ANA); titer,,0,77,77,61.6,77,69.3,73.15,74.69,63.14,,74.69,73.15,Roundup_Memorial_Healthcare
40703140_1,Antinuclear Antibody Titer,Outpatient,302,86039,Antinuclear antibodies (ANA); titer,,0,77,77,61.6,77,61.6,73.15,74.69,63.14,,74.69,73.15,Roundup_Memorial_Healthcare
40703142_1,Charge Prenatal Panel,Inpatient,301,80055,"Obstetric panel This panel must include the following: Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Hepatitis B surface antigen (HBsAg) (87340) Antibody, rubella (86762) Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART) (86592) Antibody screen, RBC, each serum technique (86850) Blood typing, ABO (86900) AND Blood typing, Rh (D) (86901)",,0,153,153,122.4,153,137.7,145.35,148.41,125.46,,148.41,145.35,Roundup_Memorial_Healthcare
40703142_1,Charge Prenatal Panel,Outpatient,301,80055,"Obstetric panel This panel must include the following: Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Hepatitis B surface antigen (HBsAg) (87340) Antibody, rubella (86762) Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART) (86592) Antibody screen, RBC, each serum technique (86850) Blood typing, ABO (86900) AND Blood typing, Rh (D) (86901)",,0,153,153,122.4,153,122.4,145.35,148.41,125.46,,148.41,145.35,Roundup_Memorial_Healthcare
40703143_1,"Testosterone, Total Post",Inpatient,301,84403,Testosterone; total,,0,189,189,151.2,189,170.1,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
40703143_1,"Testosterone, Total Post",Outpatient,301,84403,Testosterone; total,,0,189,189,151.2,189,151.2,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
40703143_1{2},"Testosterone, Total Pre",Inpatient,301,84403,Testosterone; total,,0,189,189,151.2,189,170.1,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
40703143_1{2},"Testosterone, Total Pre",Outpatient,301,84403,Testosterone; total,,0,189,189,151.2,189,151.2,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
40703144_1,CEA,Inpatient,301,82378,Carcinoembryonic antigen (CEA),,0,168,168,134.4,168,151.2,159.6,162.96,137.76,,162.96,159.6,Roundup_Memorial_Healthcare
40703144_1,CEA,Outpatient,301,82378,Carcinoembryonic antigen (CEA),,0,168,168,134.4,168,134.4,159.6,162.96,137.76,,162.96,159.6,Roundup_Memorial_Healthcare
40703145_1,CALC,Inpatient,301,82310,Calcium; total,,0,47,47,37.6,47,42.3,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703145_1,CALC,Outpatient,301,82310,Calcium; total,,0,47,47,37.6,47,37.6,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703145_1{2},"Calcium, Ur Random",Inpatient,301,82310,Calcium; total,,0,47,47,37.6,47,42.3,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703145_1{2},"Calcium, Ur Random",Outpatient,301,82310,Calcium; total,,0,47,47,37.6,47,37.6,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703145_1{3},"Calcium, Serum",Inpatient,301,82310,Calcium; total,,0,47,47,37.6,47,42.3,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703145_1{3},"Calcium, Serum",Outpatient,301,82310,Calcium; total,,0,47,47,37.6,47,37.6,44.65,45.59,38.54,,45.59,44.65,Roundup_Memorial_Healthcare
40703146_1,Salicylate Level,Inpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,184,184,147.2,184,165.6,174.8,178.48,150.88,,178.48,174.8,Roundup_Memorial_Healthcare
40703146_1,Salicylate Level,Outpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,184,184,147.2,184,147.2,174.8,178.48,150.88,,178.48,174.8,Roundup_Memorial_Healthcare
40703146_1{2},"Hepatitis A Antibody, IgM",Inpatient,302,86709,"Hepatitis A antibody (HAAb), IgM antibody",,0,110,110,88,110,99,104.5,106.7,90.2,,106.7,104.5,Roundup_Memorial_Healthcare
40703146_1{2},"Hepatitis A Antibody, IgM",Outpatient,302,86709,"Hepatitis A antibody (HAAb), IgM antibody",,0,110,110,88,110,88,104.5,106.7,90.2,,106.7,104.5,Roundup_Memorial_Healthcare
40703147_1,"Testosterone, Total",Inpatient,301,84403,Testosterone; total,,0,189,189,151.2,189,170.1,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
40703147_1,"Testosterone, Total",Outpatient,301,84403,Testosterone; total,,0,189,189,151.2,189,151.2,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
40703147_1{2},"Testosterone Total, Bio and Free (Mayo TTFB)",Inpatient,300,84402,Testosterone; free,,0,189,189,151.2,189,170.1,179.55,183.33,154.98,,183.33,179.55,Roundup_Memorial_Healthcare
