Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,ALLEGIANCE_MEDICARE_RBPHP,BCBSMT_HEALTHLINK,BCBSMT_TRADITIONAL,Indian_Health_Svcs_,PACIFIC_SOURCE_,hospital
5968524_1,acetaminophen 500 mg/15 mL liquid nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968524_1,acetaminophen 500 mg/15 mL liquid nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968528_1,acetaminophen-codeine 120-12 mg/5 mL 120mL liquid nemh,Inpatient,250,,,,0,20.59,15.44,12.15,34.93,19.56,19.56,19.15,20.59,,19.56,Poplar_Community_Hospital
5968528_1,acetaminophen-codeine 120-12 mg/5 mL 120mL liquid nemh,Outpatient,250,,,,0,20.59,15.44,12.15,34.93,19.56,34.93,19.15,20.59,12.15,19.56,Poplar_Community_Hospital
5968529_1,acetaminophen-codeine 300-30 mg tablet nemh,Inpatient,250,,,,0,6,4.5,3.54,10.18,5.7,5.7,5.58,6,,5.7,Poplar_Community_Hospital
5968529_1,acetaminophen-codeine 300-30 mg tablet nemh,Outpatient,250,,,,0,6,4.5,3.54,10.18,5.7,10.18,5.58,6,3.54,5.7,Poplar_Community_Hospital
5968530_1,acetylcysteine 200mg/mL 30mL vial nemh,Inpatient,259,,,,0,293.7,220.28,173.28,498.23,279.02,279.02,273.14,293.7,,279.02,Poplar_Community_Hospital
5968530_1,acetylcysteine 200mg/mL 30mL vial nemh,Outpatient,259,,,,0,293.7,220.28,173.28,498.23,279.02,498.23,273.14,293.7,173.28,279.02,Poplar_Community_Hospital
5968531_1,acetylcysteine 20% 30mL solution nemh,Inpatient,250,,,,0,36.83,27.62,21.73,62.48,34.99,34.99,34.25,36.83,,34.99,Poplar_Community_Hospital
5968531_1,acetylcysteine 20% 30mL solution nemh,Outpatient,250,,,,0,36.83,27.62,21.73,62.48,34.99,62.48,34.25,36.83,21.73,34.99,Poplar_Community_Hospital
5968532_1,activated charcoal aq 50gm suspension nemh,Inpatient,250,,,,0,32.88,24.66,19.4,55.78,31.24,31.24,30.58,32.88,,31.24,Poplar_Community_Hospital
5968532_1,activated charcoal aq 50gm suspension nemh,Outpatient,250,,,,0,32.88,24.66,19.4,55.78,31.24,55.78,30.58,32.88,19.4,31.24,Poplar_Community_Hospital
5968533_1,activated charcoal sorbitol 50gm suspension nemh,Inpatient,250,,,,0,82.51,61.88,48.68,139.97,78.38,78.38,76.73,82.51,,78.38,Poplar_Community_Hospital
5968533_1,activated charcoal sorbitol 50gm suspension nemh,Outpatient,250,,,,0,82.51,61.88,48.68,139.97,78.38,139.97,76.73,82.51,48.68,78.38,Poplar_Community_Hospital
5968535_1,acyclovir 50 mg/mL 10mL vial nemh,Inpatient,259,J0133,Acyclovir injection,,100,67.68,50.76,39.93,114.81,64.3,64.3,62.94,67.68,,64.3,Poplar_Community_Hospital
5968535_1,acyclovir 50 mg/mL 10mL vial nemh,Outpatient,259,J0133,Acyclovir injection,,100,67.68,50.76,39.93,114.81,64.3,114.81,62.94,67.68,39.93,64.3,Poplar_Community_Hospital
5968536_1,adenosine 3mg/mL 2mL solution nemh,Inpatient,259,J0153,Adenosine inj 1mg,,6,30.9,23.18,18.23,52.42,29.36,29.36,28.74,30.9,,29.36,Poplar_Community_Hospital
5968536_1,adenosine 3mg/mL 2mL solution nemh,Outpatient,259,J0153,Adenosine inj 1mg,,6,30.9,23.18,18.23,52.42,29.36,52.42,28.74,30.9,18.23,29.36,Poplar_Community_Hospital
5968537_1,albumin human 25% 100mL solution nemh,Inpatient,259,P9047,"Albumin (human), 25%, 50ml",,2,165.63,124.22,97.72,280.97,157.35,157.35,154.04,165.63,,157.35,Poplar_Community_Hospital
5968537_1,albumin human 25% 100mL solution nemh,Outpatient,259,P9047,"Albumin (human), 25%, 50ml",,2,165.63,124.22,97.72,280.97,157.35,280.97,154.04,165.63,97.72,157.35,Poplar_Community_Hospital
5968538_1,albuterol HFA 90mcg/inh 8gm inhaler nemh,Inpatient,250,,,,0,273.38,205.04,161.29,463.76,259.71,259.71,254.24,273.38,,259.71,Poplar_Community_Hospital
5968538_1,albuterol HFA 90mcg/inh 8gm inhaler nemh,Outpatient,250,,,,0,273.38,205.04,161.29,463.76,259.71,463.76,254.24,273.38,161.29,259.71,Poplar_Community_Hospital
5968539_1,albuterol 2.5mg/3mL neb solution nemh,Inpatient,250,,,,0,4,3,2.36,6.79,3.8,3.8,3.72,4,,3.8,Poplar_Community_Hospital
5968539_1,albuterol 2.5mg/3mL neb solution nemh,Outpatient,250,,,,0,4,3,2.36,6.79,3.8,6.79,3.72,4,2.36,3.8,Poplar_Community_Hospital
5968543_1,alfentanil 0.5 mg/mL 2mL vial nemh,Inpatient,259,,,,0,31.56,23.67,18.62,53.54,29.98,29.98,29.35,31.56,,29.98,Poplar_Community_Hospital
5968543_1,alfentanil 0.5 mg/mL 2mL vial nemh,Outpatient,259,,,,0,31.56,23.67,18.62,53.54,29.98,53.54,29.35,31.56,18.62,29.98,Poplar_Community_Hospital
5968546_1,amiodarone 50mg/mL 3mL vial nemh,Inpatient,259,J0282,Amiodarone hcl,,5,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968546_1,amiodarone 50mg/mL 3mL vial nemh,Outpatient,259,J0282,Amiodarone hcl,,5,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968547_1,amiodarone hcl 200mg tab nemh,Inpatient,250,,,,0,10.14,7.61,5.98,17.2,9.63,9.63,9.43,10.14,,9.63,Poplar_Community_Hospital
5968547_1,amiodarone hcl 200mg tab nemh,Outpatient,250,,,,0,10.14,7.61,5.98,17.2,9.63,17.2,9.43,10.14,5.98,9.63,Poplar_Community_Hospital
5968548_1,amitriptyline 25 mg tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968548_1,amitriptyline 25 mg tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968549_1,amLODIPine 5 mg tablet nemh,Inpatient,250,,,,0,5.19,3.89,3.06,8.8,4.93,4.93,4.83,5.19,,4.93,Poplar_Community_Hospital
5968549_1,amLODIPine 5 mg tablet nemh,Outpatient,250,,,,0,5.19,3.89,3.06,8.8,4.93,8.8,4.83,5.19,3.06,4.93,Poplar_Community_Hospital
5968550_1,amoxicillin 250 mg capsule nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968550_1,amoxicillin 250 mg capsule nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968552_1,amoxicillin 250mg/5mL 150mL suspension nemh,Inpatient,250,,,,0,21.33,16,12.58,36.18,20.26,20.26,19.84,21.33,,20.26,Poplar_Community_Hospital
5968552_1,amoxicillin 250mg/5mL 150mL suspension nemh,Outpatient,250,,,,0,21.33,16,12.58,36.18,20.26,36.18,19.84,21.33,12.58,20.26,Poplar_Community_Hospital
5968553_1,amoxicillin-clav 250-62.5mg/5mL 75mL susp nemh,Inpatient,250,,,,0,217.46,163.1,128.3,368.9,206.59,206.59,202.24,217.46,,206.59,Poplar_Community_Hospital
5968553_1,amoxicillin-clav 250-62.5mg/5mL 75mL susp nemh,Outpatient,250,,,,0,217.46,163.1,128.3,368.9,206.59,368.9,202.24,217.46,128.3,206.59,Poplar_Community_Hospital
5968554_1,amoxicillin-clav 875 mg-125 mg tablet nemh,Inpatient,250,,,,0,14.7,11.03,8.67,24.94,13.97,13.97,13.67,14.7,,13.97,Poplar_Community_Hospital
5968554_1,amoxicillin-clav 875 mg-125 mg tablet nemh,Outpatient,250,,,,0,14.7,11.03,8.67,24.94,13.97,24.94,13.67,14.7,8.67,13.97,Poplar_Community_Hospital
5968555_1,ampicillin 1 gm vial nemh,Inpatient,259,J0290,Ampicillin 500 mg inj,,2,21.24,15.93,12.53,36.03,20.18,20.18,19.75,21.24,,20.18,Poplar_Community_Hospital
5968555_1,ampicillin 1 gm vial nemh,Outpatient,259,J0290,Ampicillin 500 mg inj,,2,21.24,15.93,12.53,36.03,20.18,36.03,19.75,21.24,12.53,20.18,Poplar_Community_Hospital
5968556_1,ampicillin 500 mg vial nemh,Inpatient,259,J0290,Ampicillin 500 mg inj,,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968556_1,ampicillin 500 mg vial nemh,Outpatient,259,J0290,Ampicillin 500 mg inj,,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968557_1,ampicillin-sulbactam 3gm vial nemh,Inpatient,259,J0295,Ampicillin sulbactam 1.5 gm,,2,51.65,38.74,30.47,87.62,49.07,49.07,48.03,51.65,,49.07,Poplar_Community_Hospital
5968557_1,ampicillin-sulbactam 3gm vial nemh,Outpatient,259,J0295,Ampicillin sulbactam 1.5 gm,,2,51.65,38.74,30.47,87.62,49.07,87.62,48.03,51.65,30.47,49.07,Poplar_Community_Hospital
596858_1,"Immunofix, Ur",Inpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,202.75,152.06,119.62,343.95,192.61,192.61,188.56,202.75,,192.61,Poplar_Community_Hospital
596858_1,"Immunofix, Ur",Outpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,202.75,152.06,119.62,343.95,192.61,343.95,188.56,202.75,119.62,192.61,Poplar_Community_Hospital
596861_1,"Chromium, Serum (Mayo CRS)",Inpatient,301,82495,Chromium,,0,239,179.25,141.01,405.44,227.05,227.05,222.27,239,,227.05,Poplar_Community_Hospital
596861_1,"Chromium, Serum (Mayo CRS)",Outpatient,301,82495,Chromium,,0,239,179.25,141.01,405.44,227.05,405.44,222.27,239,141.01,227.05,Poplar_Community_Hospital
5968625_1,aspirin 81 mg chewable tablet nemh,Inpatient,250,,,,0,2,1.5,1.18,3.39,1.9,1.9,1.86,2,,1.9,Poplar_Community_Hospital
5968625_1,aspirin 81 mg chewable tablet nemh,Outpatient,250,,,,0,2,1.5,1.18,3.39,1.9,3.39,1.86,2,1.18,1.9,Poplar_Community_Hospital
5968626_1,atenolol 50 mg tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968626_1,atenolol 50 mg tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968627_1,atropine ophthalmic 1% 5mL solution nemh,Inpatient,250,,,,0,71.36,53.52,42.1,121.06,67.79,67.79,66.36,71.36,,67.79,Poplar_Community_Hospital
5968627_1,atropine ophthalmic 1% 5mL solution nemh,Outpatient,250,,,,0,71.36,53.52,42.1,121.06,67.79,121.06,66.36,71.36,42.1,67.79,Poplar_Community_Hospital
5968628_1,atropine 0.4 mg/mL vial nemh,Inpatient,636,J0461,Atropine sulfate injection,,40,27.68,20.76,16.33,46.96,26.3,26.3,25.74,27.68,,26.3,Poplar_Community_Hospital
5968628_1,atropine 0.4 mg/mL vial nemh,Outpatient,636,J0461,Atropine sulfate injection,,40,27.68,20.76,16.33,46.96,26.3,46.96,25.74,27.68,16.33,26.3,Poplar_Community_Hospital
5968629_1,atropine 0.1 mg/mL 10mL syringe nemh,Inpatient,259,J0461,Atropine sulfate injection,,100,22.14,16.61,13.06,37.56,21.03,21.03,20.59,22.14,,21.03,Poplar_Community_Hospital
5968629_1,atropine 0.1 mg/mL 10mL syringe nemh,Outpatient,259,J0461,Atropine sulfate injection,,100,22.14,16.61,13.06,37.56,21.03,37.56,20.59,22.14,13.06,21.03,Poplar_Community_Hospital
5968630_1,azithromycin 500 mg vial nemh,Inpatient,259,J0456,Azithromycin,,1,21.6,16.2,12.74,36.64,20.52,20.52,20.09,21.6,,20.52,Poplar_Community_Hospital
5968630_1,azithromycin 500 mg vial nemh,Outpatient,259,J0456,Azithromycin,,1,21.6,16.2,12.74,36.64,20.52,36.64,20.09,21.6,12.74,20.52,Poplar_Community_Hospital
5968634_1,azithromycin 250 mg tablet EA nemh,Inpatient,250,,,,0,23.34,17.51,13.77,39.59,22.17,22.17,21.71,23.34,,22.17,Poplar_Community_Hospital
5968634_1,azithromycin 250 mg tablet EA nemh,Outpatient,250,,,,0,23.34,17.51,13.77,39.59,22.17,39.59,21.71,23.34,13.77,22.17,Poplar_Community_Hospital
5968646_1,azithromycin 200 mg/5 mL 22.5mL bottle nemh,Inpatient,250,,,,0,104.64,78.48,61.74,177.51,99.41,99.41,97.32,104.64,,99.41,Poplar_Community_Hospital
5968646_1,azithromycin 200 mg/5 mL 22.5mL bottle nemh,Outpatient,250,,,,0,104.64,78.48,61.74,177.51,99.41,177.51,97.32,104.64,61.74,99.41,Poplar_Community_Hospital
5968647_1,bacitracin 500 Unit(s)/gm 1gm ointment nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968647_1,bacitracin 500 Unit(s)/gm 1gm ointment nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968648_1,bacitracin 500 Unit(s)/gm 30gm ointment nemh,Inpatient,250,,,,0,21.48,16.11,12.67,36.44,20.41,20.41,19.98,21.48,,20.41,Poplar_Community_Hospital
5968648_1,bacitracin 500 Unit(s)/gm 30gm ointment nemh,Outpatient,250,,,,0,21.48,16.11,12.67,36.44,20.41,36.44,19.98,21.48,12.67,20.41,Poplar_Community_Hospital
5968649_1,bacitracin ophthalmic 500 units/g 3.5gm ointment nemh,Inpatient,259,,,,0,149.78,112.34,88.37,254.09,142.29,142.29,139.3,149.78,,142.29,Poplar_Community_Hospital
5968649_1,bacitracin ophthalmic 500 units/g 3.5gm ointment nemh,Outpatient,259,,,,0,149.78,112.34,88.37,254.09,142.29,254.09,139.3,149.78,88.37,142.29,Poplar_Community_Hospital
5968650_1,atrop-hyoscyam-PB-scop 32.4mg/10mL elixir nemh,Inpatient,250,,,,0,66.09,49.57,38.99,112.12,62.79,62.79,61.46,66.09,,62.79,Poplar_Community_Hospital
5968650_1,atrop-hyoscyam-PB-scop 32.4mg/10mL elixir nemh,Outpatient,250,,,,0,66.09,49.57,38.99,112.12,62.79,112.12,61.46,66.09,38.99,62.79,Poplar_Community_Hospital
5968651_1,benzocaine topical 20% spray nemh,Inpatient,250,,,,0,16.32,12.24,9.63,27.69,15.5,15.5,15.18,16.32,,15.5,Poplar_Community_Hospital
5968651_1,benzocaine topical 20% spray nemh,Outpatient,250,,,,0,16.32,12.24,9.63,27.69,15.5,27.69,15.18,16.32,9.63,15.5,Poplar_Community_Hospital
5968652_1,benzocaine topical 20% oral spray nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968652_1,benzocaine topical 20% oral spray nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968653_1,betamethasone 6 mg/mL suspension nemh,Inpatient,259,J0702,Betamethasone acet&sod phosp,,2,37.73,28.3,22.26,64.01,35.84,35.84,35.09,37.73,,35.84,Poplar_Community_Hospital
5968653_1,betamethasone 6 mg/mL suspension nemh,Outpatient,259,J0702,Betamethasone acet&sod phosp,,2,37.73,28.3,22.26,64.01,35.84,64.01,35.09,37.73,22.26,35.84,Poplar_Community_Hospital
5968654_1,bisacodyl 10 mg suppository nemh,Inpatient,250,,,,0,4,3,2.36,6.79,3.8,3.8,3.72,4,,3.8,Poplar_Community_Hospital
5968654_1,bisacodyl 10 mg suppository nemh,Outpatient,250,,,,0,4,3,2.36,6.79,3.8,6.79,3.72,4,2.36,3.8,Poplar_Community_Hospital
5968655_1,bisacodyl 5 mg EC tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968655_1,bisacodyl 5 mg EC tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968656_1,brompheniramine-pe 1-2.5 mg/5 mL 118mL liquid nemh,Inpatient,250,,,,0,13.7,10.28,8.08,23.24,13.02,13.02,12.74,13.7,,13.02,Poplar_Community_Hospital
5968656_1,brompheniramine-pe 1-2.5 mg/5 mL 118mL liquid nemh,Outpatient,250,,,,0,13.7,10.28,8.08,23.24,13.02,23.24,12.74,13.7,8.08,13.02,Poplar_Community_Hospital
5968657_1,bumetanide 0.25mg/mL 4mL vial nemh,Inpatient,259,S0171,Bumetanide 0.5 mg,,4,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968657_1,bumetanide 0.25mg/mL 4mL vial nemh,Outpatient,259,S0171,Bumetanide 0.5 mg,,4,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968659_1,bupivacaine 0.5% 50mL vial nemh,Inpatient,259,S0020,"Injection, bupivicaine hydro",,1.66,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968659_1,bupivacaine 0.5% 50mL vial nemh,Outpatient,259,S0020,"Injection, bupivicaine hydro",,1.66,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968660_1,bupivacaine PF 0.5% 30mL vial nemh,Inpatient,259,S0020,"Injection, bupivicaine hydro",,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968660_1,bupivacaine PF 0.5% 30mL vial nemh,Outpatient,259,S0020,"Injection, bupivicaine hydro",,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968661_1,bupivacaine-EPINEPHrine PF 0.5% 30mL vial nemh,Inpatient,259,,,,0,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968661_1,bupivacaine-EPINEPHrine PF 0.5% 30mL vial nemh,Outpatient,259,,,,0,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968665_1,calcium chloride 100mg/mL 10mL syringe nemh,Inpatient,259,J3490,Drugs unclassified injection,,1,26.47,19.85,15.62,44.9,25.15,25.15,24.62,26.47,,25.15,Poplar_Community_Hospital
5968665_1,calcium chloride 100mg/mL 10mL syringe nemh,Outpatient,259,J3490,Drugs unclassified injection,,1,26.47,19.85,15.62,44.9,25.15,44.9,24.62,26.47,15.62,25.15,Poplar_Community_Hospital
5968666_1,calcium gluconate 100mg/mL 10mL vial nemh,Inpatient,259,J0610,Calcium gluconate injection,,1,19.44,14.58,11.47,32.98,18.47,18.47,18.08,19.44,,18.47,Poplar_Community_Hospital
5968666_1,calcium gluconate 100mg/mL 10mL vial nemh,Outpatient,259,J0610,Calcium gluconate injection,,1,19.44,14.58,11.47,32.98,18.47,32.98,18.08,19.44,11.47,18.47,Poplar_Community_Hospital
5968667_1,aprepitant 125 mg-80 mg 3-day kit nemh,Inpatient,250,J8501,Oral aprepitant,,57,901.55,676.16,531.91,1529.39,856.47,856.47,838.44,901.55,,856.47,Poplar_Community_Hospital
5968667_1,aprepitant 125 mg-80 mg 3-day kit nemh,Outpatient,250,J8501,Oral aprepitant,,57,901.55,676.16,531.91,1529.39,856.47,1529.39,838.44,901.55,531.91,856.47,Poplar_Community_Hospital
5968669_1,carbamide peroxide otic 6.5% 15mL solution nemh,Inpatient,250,,,,0,7.44,5.58,4.39,12.62,7.07,7.07,6.92,7.44,,7.07,Poplar_Community_Hospital
5968669_1,carbamide peroxide otic 6.5% 15mL solution nemh,Outpatient,250,,,,0,7.44,5.58,4.39,12.62,7.07,12.62,6.92,7.44,4.39,7.07,Poplar_Community_Hospital
596867_1,Hepatitis B Surface Antigen Confirmation (Mayo HBAG),Inpatient,306,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,56.05,161.16,90.25,90.25,88.35,95,,90.25,Poplar_Community_Hospital
596867_1,Hepatitis B Surface Antigen Confirmation (Mayo HBAG),Outpatient,306,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,56.05,161.16,90.25,161.16,88.35,95,56.05,90.25,Poplar_Community_Hospital
5968670_1,carboprost 250 mcg/mL amp nemh,Inpatient,259,,,,0,485.79,364.34,286.62,824.09,461.5,461.5,451.78,485.79,,461.5,Poplar_Community_Hospital
5968670_1,carboprost 250 mcg/mL amp nemh,Outpatient,259,,,,0,485.79,364.34,286.62,824.09,461.5,824.09,451.78,485.79,286.62,461.5,Poplar_Community_Hospital
5968671_1,carvedilol 6.25 mg tablet nemh,Inpatient,250,,,,0,6.4,4.8,3.78,10.86,6.08,6.08,5.95,6.4,,6.08,Poplar_Community_Hospital
5968671_1,carvedilol 6.25 mg tablet nemh,Outpatient,250,,,,0,6.4,4.8,3.78,10.86,6.08,10.86,5.95,6.4,3.78,6.08,Poplar_Community_Hospital
5968672_1,ceFAZolin 1 gm vial nemh,Inpatient,636,J0690,Cefazolin sodium injection,,2,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968672_1,ceFAZolin 1 gm vial nemh,Outpatient,636,J0690,Cefazolin sodium injection,,2,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968673_1,cefepime 2 gm vial nemh,Inpatient,259,J0692,Cefepime hcl for injection,,4,35.43,26.57,20.9,60.1,33.66,33.66,32.95,35.43,,33.66,Poplar_Community_Hospital
5968673_1,cefepime 2 gm vial nemh,Outpatient,259,J0692,Cefepime hcl for injection,,4,35.43,26.57,20.9,60.1,33.66,60.1,32.95,35.43,20.9,33.66,Poplar_Community_Hospital
5968674_1,cefOXitin 1 gm vial nemh,Inpatient,259,J0694,Cefoxitin sodium injection,,1,22.97,17.23,13.55,38.97,21.82,21.82,21.36,22.97,,21.82,Poplar_Community_Hospital
5968674_1,cefOXitin 1 gm vial nemh,Outpatient,259,J0694,Cefoxitin sodium injection,,1,22.97,17.23,13.55,38.97,21.82,38.97,21.36,22.97,13.55,21.82,Poplar_Community_Hospital
5968675_1,cefTRIAXone 1 gm vial nemh,Inpatient,259,J0696,Ceftriaxone sodium injection,,4,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968675_1,cefTRIAXone 1 gm vial nemh,Outpatient,259,J0696,Ceftriaxone sodium injection,,4,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968676_1,cefTRIAXone 250 mg vial nemh,Inpatient,259,J0696,Ceftriaxone sodium injection,,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968676_1,cefTRIAXone 250 mg vial nemh,Outpatient,259,J0696,Ceftriaxone sodium injection,,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968678_1,cephalexin 250 mg capsule nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968678_1,cephalexin 250 mg capsule nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968680_1,cephalexin 250 mg/5 mL 100mL bottle nemh,Inpatient,250,,,,0,86.25,64.69,50.89,146.31,81.94,81.94,80.21,86.25,,81.94,Poplar_Community_Hospital
5968680_1,cephalexin 250 mg/5 mL 100mL bottle nemh,Outpatient,250,,,,0,86.25,64.69,50.89,146.31,81.94,146.31,80.21,86.25,50.89,81.94,Poplar_Community_Hospital
5968681_1,chlorhexidine topical 4% soap nemh,Inpatient,250,,,,0,19.83,14.87,11.7,33.64,18.84,18.84,18.44,19.83,,18.84,Poplar_Community_Hospital
5968681_1,chlorhexidine topical 4% soap nemh,Outpatient,250,,,,0,19.83,14.87,11.7,33.64,18.84,33.64,18.44,19.83,11.7,18.84,Poplar_Community_Hospital
5968682_1,chlorproMAZINE 25 mg/mL amp nemh,Inpatient,259,J3230,Chlorpromazine hcl injection,,1,104,78,61.36,176.43,98.8,98.8,96.72,104,,98.8,Poplar_Community_Hospital
5968682_1,chlorproMAZINE 25 mg/mL amp nemh,Outpatient,259,J3230,Chlorpromazine hcl injection,,1,104,78,61.36,176.43,98.8,176.43,96.72,104,61.36,98.8,Poplar_Community_Hospital
5968831_1,ciprofloxacin 250 mg tablet nemh,Inpatient,250,,,,0,16.38,12.29,9.66,27.79,15.56,15.56,15.23,16.38,,15.56,Poplar_Community_Hospital
5968831_1,ciprofloxacin 250 mg tablet nemh,Outpatient,250,,,,0,16.38,12.29,9.66,27.79,15.56,27.79,15.23,16.38,9.66,15.56,Poplar_Community_Hospital
5968832_1,magnesium citrate oral solution 300mL nemh,Inpatient,250,,,,0,4.22,3.17,2.49,7.16,4.01,4.01,3.92,4.22,,4.01,Poplar_Community_Hospital
5968832_1,magnesium citrate oral solution 300mL nemh,Outpatient,250,,,,0,4.22,3.17,2.49,7.16,4.01,7.16,3.92,4.22,2.49,4.01,Poplar_Community_Hospital
5968833_1,clindamycin 150 mg capsule nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968833_1,clindamycin 150 mg capsule nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968835_1,clindamycin 150 mg/mL 4mL vial nemh,Inpatient,259,S0077,"Injection, clindamycin phosp",,2,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968835_1,clindamycin 150 mg/mL 4mL vial nemh,Outpatient,259,S0077,"Injection, clindamycin phosp",,2,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968836_1,clindamycin 150 mg/mL 6mL vial nemh,Inpatient,259,S0077,"Injection, clindamycin phosp",,3,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5968836_1,clindamycin 150 mg/mL 6mL vial nemh,Outpatient,259,S0077,"Injection, clindamycin phosp",,3,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5968838_1,cloNIDine 0.1 mg tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968838_1,cloNIDine 0.1 mg tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
