Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADIIONAL_NETWORK,ROCKY_MOUNTAIN_HEALTH_NETWORK
297540_1,Culture Bone Marrow Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,158,158,150.1,158,154.84,158,150.1
297542_1,Culture Skin,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,131,131,124.45,131,128.38,131,124.45
297542_1,Culture Skin,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,131,131,124.45,131,128.38,131,124.45
297544_1,Culture Skin Fungus,Inpatient,306,87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",,0,50,50,47.5,50,49,50,47.5
297544_1,Culture Skin Fungus,Outpatient,306,87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",,0,50,50,47.5,50,49,50,47.5
297548_1,Culture Stool Neisseria,Inpatient,306,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,83,83,78.85,83,81.34,83,78.85
297548_1,Culture Stool Neisseria,Outpatient,306,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,83,83,78.85,83,81.34,83,78.85
297550_1,Culture Urine Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,158,158,150.1,158,154.84,158,150.1
297550_1,Culture Urine Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,158,158,150.1,158,154.84,158,150.1
297552_1,Culture Fluid GC,Inpatient,306,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,83,83,78.85,83,81.34,83,78.85
297552_1,Culture Fluid GC,Outpatient,306,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,83,83,78.85,83,81.34,83,78.85
297554_1,Culture BAL Herpes,Inpatient,306,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,190,190,180.5,190,186.2,190,180.5
297554_1,Culture BAL Herpes,Outpatient,306,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,190,190,180.5,190,186.2,190,180.5
297558_1,Gram Stain,Inpatient,306,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,73,73,69.35,73,71.54,73,69.35
297558_1,Gram Stain,Outpatient,306,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,73,73,69.35,73,71.54,73,69.35
297570_1,Culture Bronch Wash Herpes,Inpatient,306,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,190,190,180.5,190,186.2,190,180.5
297570_1,Culture Bronch Wash Herpes,Outpatient,306,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,190,190,180.5,190,186.2,190,180.5
297598_1,Pinworm Prep,Inpatient,306,87172,"Pinworm exam (eg, cellophane tape prep)",,0,52,52,49.4,52,50.96,52,49.4
297598_1,Pinworm Prep,Outpatient,306,87172,"Pinworm exam (eg, cellophane tape prep)",,0,52,52,49.4,52,50.96,52,49.4
297606_1,"Rotavirus Ag, Feces",Inpatient,306,87425,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; rotavirus",,0,211,211,200.45,211,206.78,211,200.45
297606_1,"Rotavirus Ag, Feces",Outpatient,306,87425,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; rotavirus",,0,211,211,200.45,211,206.78,211,200.45
297618_1,Culture Wound Abscess Anaerobic,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,108,108,102.6,108,105.84,108,102.6
297618_1,Culture Wound Abscess Anaerobic,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,108,108,102.6,108,105.84,108,102.6
297620_1,Culture Wound Abscess Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,175,175,166.25,175,171.5,175,166.25
297620_1,Culture Wound Abscess Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,175,175,166.25,175,171.5,175,166.25
297622_1,Culture Bronch Wash Fungus,Inpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,175,175,166.25,175,171.5,175,166.25
297622_1,Culture Bronch Wash Fungus,Outpatient,306,87102,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",,0,175,175,166.25,175,171.5,175,166.25
297626_1,Culture Device,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,131,131,124.45,131,128.38,131,124.45
297626_1,Culture Device,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,131,131,124.45,131,128.38,131,124.45
297662_1,Gram negative identification (Vitek),Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,96,96,91.2,96,94.08,96,91.2
297662_1,Gram negative identification (Vitek),Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,96,96,91.2,96,94.08,96,91.2
297663_1,Gram positive identification (Vitek),Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,96,96,91.2,96,94.08,96,91.2
297663_1,Gram positive identification (Vitek),Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,96,96,91.2,96,94.08,96,91.2
297686_1,RapID NH,Inpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,44,44,41.8,44,43.12,44,41.8
297686_1,RapID NH,Outpatient,306,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,44,44,41.8,44,43.12,44,41.8
297690_1,RapID ANA II,Inpatient,300,87076,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",,0,55,55,52.25,55,53.9,55,52.25
297690_1,RapID ANA II,Outpatient,300,87076,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",,0,55,55,52.25,55,53.9,55,52.25
297694_1,Yeast identification (Vitek),Inpatient,306,87106,"Culture, fungi, definitive identification, each organism; yeast",,0,34,34,32.3,34,33.32,34,32.3
297694_1,Yeast identification (Vitek),Outpatient,306,87106,"Culture, fungi, definitive identification, each organism; yeast",,0,34,34,32.3,34,33.32,34,32.3
297712_1,Antibody Screen AHG,Inpatient,302,86850,"Antibody screen, RBC, each serum technique",,0,143,143,135.85,143,140.14,143,135.85
297712_1,Antibody Screen AHG,Outpatient,302,86850,"Antibody screen, RBC, each serum technique",,0,143,143,135.85,143,140.14,143,135.85
3034074_1,Allergen Prof Sting Insect (Mayo INSEC),Inpatient,302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,59,59,56.05,59,57.82,59,56.05
3034074_1,Allergen Prof Sting Insect (Mayo INSEC),Outpatient,302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,59,59,56.05,59,57.82,59,56.05
3276127_1,Streptococcus Species E-Test,Inpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,25,25,23.75,25,24.5,25,23.75
3276127_1,Streptococcus Species E-Test,Outpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,25,25,23.75,25,24.5,25,23.75
3276133_1,Streptococcus Pneumoniae E-Test,Inpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,25,25,23.75,25,24.5,25,23.75
3276133_1,Streptococcus Pneumoniae E-Test,Outpatient,300,87181,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",,0,25,25,23.75,25,24.5,25,23.75
3380108_1,XR Exam,Inpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,691,691,656.45,691,677.18,691,656.45
3380108_1,XR Exam,Outpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,691,691,656.45,691,677.18,691,656.45
3414109_1,Tissue Transglutaminase AB IgG,Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,45,45,42.75,45,44.1,45,42.75
3414109_1,Tissue Transglutaminase AB IgG,Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,45,45,42.75,45,44.1,45,42.75
3418108_1,US OB First Trimester,Inpatient,402,76801,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation",,0,487,487,462.65,487,477.26,487,462.65
3418108_1,US OB First Trimester,Outpatient,402,76801,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation",,0,487,487,462.65,487,477.26,487,462.65
3426108_1,Herpes Simplex 1 IgG,Inpatient,,,,,0,85,85,80.75,85,83.3,85,80.75
3426108_1,Herpes Simplex 1 IgG,Outpatient,,,,,0,85,85,80.75,85,83.3,85,80.75
3426110_1,Herpes Simplex 2 IgG,Inpatient,,,,,0,99,99,94.05,99,97.02,99,94.05
3426110_1,Herpes Simplex 2 IgG,Outpatient,,,,,0,99,99,94.05,99,97.02,99,94.05
3426112_1,Herpes Simplex  IgM,Inpatient,,,,,0,56,56,53.2,56,54.88,56,53.2
3426112_1,Herpes Simplex  IgM,Outpatient,,,,,0,56,56,53.2,56,54.88,56,53.2
3438107_1,Tissue Transglutaminase Ab IgA,Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,45,45,42.75,45,44.1,45,42.75
3438107_1,Tissue Transglutaminase Ab IgA,Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,45,45,42.75,45,44.1,45,42.75
3820116_1,"Giardia Antigen, Feces",Inpatient,309,87269,Infectious agent antigen detection by immunofluorescent technique; giardia,,0,67,67,63.65,67,65.66,67,63.65
3820116_1,"Giardia Antigen, Feces",Outpatient,309,87269,Infectious agent antigen detection by immunofluorescent technique; giardia,,0,67,67,63.65,67,65.66,67,63.65
3820117_1,"Cryptosporidium Antigen, Feces",Inpatient,309,87272,Infectious agent antigen detection by immunofluorescent technique; cryptosporidium,,0,67,67,63.65,67,65.66,67,63.65
3820117_1,"Cryptosporidium Antigen, Feces",Outpatient,309,87272,Infectious agent antigen detection by immunofluorescent technique; cryptosporidium,,0,67,67,63.65,67,65.66,67,63.65
3830107_1,Yeast Minimum Inhibitory Concentration,Inpatient,300,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,107,107,101.65,107,104.86,107,101.65
3830107_1,Yeast Minimum Inhibitory Concentration,Outpatient,300,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,107,107,101.65,107,104.86,107,101.65
3838109_1,Giardia Antigen,Inpatient,306,87269,Infectious agent antigen detection by immunofluorescent technique; giardia,,0,82,82,77.9,82,80.36,82,77.9
3838109_1,Giardia Antigen,Outpatient,306,87269,Infectious agent antigen detection by immunofluorescent technique; giardia,,0,82,82,77.9,82,80.36,82,77.9
3848107_1,Cult Campy,Inpatient,306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,68,68,64.6,68,66.64,68,64.6
3848107_1,Cult Campy,Outpatient,306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,68,68,64.6,68,66.64,68,64.6
3848108_1,Cult Ecoli O157,Inpatient,306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,68,68,64.6,68,66.64,68,64.6
3848108_1,Cult Ecoli O157,Outpatient,306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,68,68,64.6,68,66.64,68,64.6
3926119_1,Crossmatch Anti-Human Globulin Interpretation,Inpatient,302,86922,Compatibility test each unit; antiglobulin technique,,0,106,106,100.7,106,103.88,106,100.7
3926119_1,Crossmatch Anti-Human Globulin Interpretation,Outpatient,302,86922,Compatibility test each unit; antiglobulin technique,,0,106,106,100.7,106,103.88,106,100.7
4006129_1,XR Exam,Inpatient,320,71110,"Radiologic examination, ribs, bilateral; 3 views",,0,433,433,411.35,433,424.34,433,411.35
4006129_1,XR Exam,Outpatient,320,71110,"Radiologic examination, ribs, bilateral; 3 views",,0,433,433,411.35,433,424.34,433,411.35
4006131_1,XR Exam,Inpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,333,333,316.35,333,326.34,333,316.35
4006131_1,XR Exam,Outpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,333,333,316.35,333,326.34,333,316.35
4006133_1,XR Exam,Inpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,333,333,316.35,333,326.34,333,316.35
4006133_1,XR Exam,Outpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,333,333,316.35,333,326.34,333,316.35
4010109_1,Hepatitis Be Ag (Mayo EAG),Inpatient,306,87350,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; hepatitis Be antigen (HBeAg)",,0,83,83,78.85,83,81.34,83,78.85
4010109_1,Hepatitis Be Ag (Mayo EAG),Outpatient,306,87350,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; hepatitis Be antigen (HBeAg)",,0,83,83,78.85,83,81.34,83,78.85
4074145_1,Protein S Ag Free reflex Total (Mayo PSTF),Inpatient,305,85306,"Clotting inhibitors or anticoagulants; protein S, free",,0,228,228,216.6,228,223.44,228,216.6
4074145_1,Protein S Ag Free reflex Total (Mayo PSTF),Outpatient,305,85306,"Clotting inhibitors or anticoagulants; protein S, free",,0,228,228,216.6,228,223.44,228,216.6
4088108_1,"Hct, Spun Regional",Inpatient,305,85013,Blood count; spun microhematocrit,,0,33,33,31.35,33,32.34,33,31.35
4088108_1,"Hct, Spun Regional",Outpatient,305,85013,Blood count; spun microhematocrit,,0,33,33,31.35,33,32.34,33,31.35
4110200_1,XR Exam,Inpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,312,312,296.4,312,305.76,312,296.4
4110200_1,XR Exam,Outpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,312,312,296.4,312,305.76,312,296.4
4110204_1,XR Exam,Inpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,312,312,296.4,312,305.76,312,296.4
4110204_1,XR Exam,Outpatient,320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,312,312,296.4,312,305.76,312,296.4
4336109_1,Path Review QA Regional,Inpatient,300,85060,"Blood smear, peripheral, interpretation by physician with written report",,0,56,56,53.2,56,54.88,56,53.2
4336109_1,Path Review QA Regional,Outpatient,300,85060,"Blood smear, peripheral, interpretation by physician with written report",,0,56,56,53.2,56,54.88,56,53.2
4456109_1,US Exam,Inpatient,402,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,523,523,496.85,523,512.54,523,496.85
4456109_1,US Exam,Outpatient,402,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,523,523,496.85,523,512.54,523,496.85
4864110_1,"Mumps IgG Screen, S (Mayo MPPG)",Inpatient,302,86735,Antibody; mumps,,0,85,85,80.75,85,83.3,85,80.75
4864110_1,"Mumps IgG Screen, S (Mayo MPPG)",Outpatient,302,86735,Antibody; mumps,,0,85,85,80.75,85,83.3,85,80.75
4912114_1,Keppra Level (Mayo LEVE),Inpatient,301,80177,Levetiracetam,,0,69,69,65.55,69,67.62,69,65.55
4912114_1,Keppra Level (Mayo LEVE),Outpatient,301,80177,Levetiracetam,,0,69,69,65.55,69,67.62,69,65.55
4972108_1,Culture Genital GBS Only,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,131,131,124.45,131,128.38,131,124.45
4972108_1,Culture Genital GBS Only,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,131,131,124.45,131,128.38,131,124.45
4998169_1,"Electrophoresis, Protein, 24hr Urine (Mayo EPU)",Inpatient,300,84166,"Protein; electrophoretic fractionation and quantitation, other fluids with concentration (eg, urine, CSF)",,0,133,133,126.35,133,130.34,133,126.35
4998169_1,"Electrophoresis, Protein, 24hr Urine (Mayo EPU)",Outpatient,300,84166,"Protein; electrophoretic fractionation and quantitation, other fluids with concentration (eg, urine, CSF)",,0,133,133,126.35,133,130.34,133,126.35
5053451_1,"Procalcitonin, Serum (Mayo PCT)",Inpatient,300,84145,Procalcitonin (PCT),,0,252,252,239.4,252,246.96,252,239.4
5053451_1,"Procalcitonin, Serum (Mayo PCT)",Outpatient,300,84145,Procalcitonin (PCT),,0,252,252,239.4,252,246.96,252,239.4
5156134_1,ENA Antibody Panel,Inpatient,302,86225,Deoxyribonucleic acid (DNA) antibody; native or double stranded,,0,137,137,130.15,137,134.26,137,130.15
5156134_1,ENA Antibody Panel,Outpatient,302,86225,Deoxyribonucleic acid (DNA) antibody; native or double stranded,,0,137,137,130.15,137,134.26,137,130.15
5368098_1,"Inactive Arginine Vasopressin, Plasma (Mayo AVP)",Inpatient,,,,,0,78,78,74.1,78,76.44,78,74.1
5368098_1,"Inactive Arginine Vasopressin, Plasma (Mayo AVP)",Outpatient,,,,,0,78,78,74.1,78,76.44,78,74.1
5368155_1,"BK Virus DNA, Quant (Mayo PBKQN)",Inpatient,306,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,430,430,408.5,430,421.4,430,408.5
5368155_1,"BK Virus DNA, Quant (Mayo PBKQN)",Outpatient,306,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,430,430,408.5,430,421.4,430,408.5
5368156_1,"Metanephrines, Fract, Free, Plasma (Mayo PMET)",Inpatient,301,83835,Metanephrines,,0,185,185,175.75,185,181.3,185,175.75
5368156_1,"Metanephrines, Fract, Free, Plasma (Mayo PMET)",Outpatient,301,83835,Metanephrines,,0,185,185,175.75,185,181.3,185,175.75
5368509_1,Chromogranin A (Mayo CGAK),Inpatient,301,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,169,169,160.55,169,165.62,169,160.55
5368509_1,Chromogranin A (Mayo CGAK),Outpatient,301,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,169,169,160.55,169,165.62,169,160.55
5371961_1,Charge von Willebrand Factor Multimer (Mayo 8844),Inpatient,300,85247,"Clotting; factor VIII, von Willebrand factor, multimetric analysis",,0,248,248,235.6,248,243.04,248,235.6
5371961_1,Charge von Willebrand Factor Multimer (Mayo 8844),Outpatient,300,85247,"Clotting; factor VIII, von Willebrand factor, multimetric analysis",,0,248,248,235.6,248,243.04,248,235.6
5375515_1,CT Exam,Inpatient,350,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",,0,3945,3945,3747.75,3945,3866.1,3945,3747.75
5375515_1,CT Exam,Outpatient,350,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",,0,3945,3945,3747.75,3945,3866.1,3945,3747.75
5375517_1,CT Exam,Inpatient,350,71260,"Computed tomography, thorax, diagnostic; with contrast material(s)",,0,2157,2157,2049.15,2157,2113.86,2157,2049.15
5375517_1,CT Exam,Outpatient,350,71260,"Computed tomography, thorax, diagnostic; with contrast material(s)",,0,2157,2157,2049.15,2157,2113.86,2157,2049.15
5376729_1,"Estrone, Serum",Inpatient,301,82679,Estrone,,0,138,138,131.1,138,135.24,138,131.1
5376729_1,"Estrone, Serum",Outpatient,301,82679,Estrone,,0,138,138,131.1,138,135.24,138,131.1
5376730_1,"Estradiol, Enhanced",Inpatient,301,82670,Estradiol; total,,0,152,152,144.4,152,148.96,152,144.4
5376730_1,"Estradiol, Enhanced",Outpatient,301,82670,Estradiol; total,,0,152,152,144.4,152,148.96,152,144.4
5377249_1,CT Exam,Inpatient,350,74176,"Computed tomography, abdomen and pelvis; without contrast material",,0,2704,2704,2568.8,2704,2649.92,2704,2568.8
5377249_1,CT Exam,Outpatient,350,74176,"Computed tomography, abdomen and pelvis; without contrast material",,0,2704,2704,2568.8,2704,2649.92,2704,2568.8
5377251_1,CT Exam,Inpatient,350,71250,"Computed tomography, thorax, diagnostic; without contrast material",,0,1726,1726,1639.7,1726,1691.48,1726,1639.7
5377251_1,CT Exam,Outpatient,350,71250,"Computed tomography, thorax, diagnostic; without contrast material",,0,1726,1726,1639.7,1726,1691.48,1726,1639.7
5377254_1,US Ltd Pelvis Exam,Inpatient,402,76857,"Ultrasound, pelvic (nonobstetric), real time with image documentation; limited or follow-up (eg, for follicles)",,0,523,523,496.85,523,512.54,523,496.85
5377254_1,US Ltd Pelvis Exam,Outpatient,402,76857,"Ultrasound, pelvic (nonobstetric), real time with image documentation; limited or follow-up (eg, for follicles)",,0,523,523,496.85,523,512.54,523,496.85
5382335_1,"BCR/ABL RNA-Quant, Monitoring CML (Mayo BCRAB)",Inpatient,300,81206,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative",,0,636,636,604.2,636,623.28,636,604.2
5382335_1,"BCR/ABL RNA-Quant, Monitoring CML (Mayo BCRAB)",Outpatient,300,81206,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative",,0,636,636,604.2,636,623.28,636,604.2
5399743_1,US Exam,Inpatient,921,93880,Duplex scan of extracranial arteries; complete bilateral study,,0,1270,1270,1206.5,1270,1244.6,1270,1206.5
5399743_1,US Exam,Outpatient,921,93880,Duplex scan of extracranial arteries; complete bilateral study,,0,1270,1270,1206.5,1270,1244.6,1270,1206.5
5404070_1,EKG Event Monitor,Inpatient,731,93270,"External patient and, when performed, auto activated electrocardiographic rhythm derived event recording with symptom-related memory loop with remote download capability up to 30 days, 24-hour attended monitoring; recording (includes connection, recording, and disconnection)",,0,605,605,574.75,605,592.9,605,574.75
5404070_1,EKG Event Monitor,Outpatient,731,93270,"External patient and, when performed, auto activated electrocardiographic rhythm derived event recording with symptom-related memory loop with remote download capability up to 30 days, 24-hour attended monitoring; recording (includes connection, recording, and disconnection)",,0,605,605,574.75,605,592.9,605,574.75
5406439_2,99218 Observation Services Low Complexity,ProFee,982,99218,"Initial observation care, per day, for the evaluation and management of a patient which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission to outpatient hospital ""observation status"" are of low severity. Typically, 30 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,256,256,256,256,N/A,N/A,N/A
5406445_2,99220 OBSERVATION HIGH SEVERITY,ProFee,982,99220,"Initial observation care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission to outpatient hospital ""observation status"" are of high severity. Typically, 70 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,479,479,479,479,N/A,N/A,N/A
5406448_2,99221 Inpatient Hospital Services - Admits Low Complexity,ProFee,987,99221,"Initial hospital care, per day, for the evaluation and management of a patient, which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of low severity. Typically, 30 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,363,363,363,363,N/A,N/A,N/A
5406460_2,99232 Subsequent Days Moderate Complexity,ProFee,987,99232,"Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is responding inadequately to therapy or has developed a minor complication. Typically, 25 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,258,258,258,258,N/A,N/A,N/A
5406466_2,99234 Observation Or Inpatient Admit & Discharge Same Date Low,ProFee,987,99234,"Observation or inpatient hospital care, for the evaluation and management of a patient including admission and discharge on the same date, which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually the presenting problem(s) requiring admission are of low severity. Typically, 40 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,474,474,474,474,N/A,N/A,N/A
5406469_2,99235 Observation Or Inpatient Admit & Discharge Same Date Mod,ProFee,982,99235,"Observation or inpatient hospital care, for the evaluation and management of a patient including admission and discharge on the same date, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually the presenting problem(s) requiring admission are of moderate severity. Typically, 50 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,436,436,436,436,N/A,N/A,N/A
5406472_2,99236 OBSERVATION OR INPATIENT ADMIT& DC SAME DAY,ProFee,987,99236,"Observation or inpatient hospital care, for the evaluation and management of a patient including admission and discharge on the same date, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually the presenting problem(s) requiring admission are of high severity. Typically, 55 minutes are spent at the bedside and on the patient's hospital floor or unit.",,0,773,773,773,773,N/A,N/A,N/A
