Run Date: 2/11/2022 3:15:49 PM
CDM Date Stamp: 1/1/2022

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_
5607502_1,88305 X 9 Surg Path Level IV,Outpatient,0310,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,375.25,281.44,217.65,697.97,356.49,697.97,348.98,375.25,217.65,356.49
5607503_1,88305 X 10 Surg Path Level IV,Inpatient,0310,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,375.25,281.44,217.65,697.97,356.49,356.49,348.98,375.25,N/A,356.49
5607503_1,88305 X 10 Surg Path Level IV,Outpatient,0310,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,375.25,281.44,217.65,697.97,356.49,697.97,348.98,375.25,217.65,356.49
5607505_1,88307 X 5 Surg Path Level V,Inpatient,0310,88307,"Level V - Surgical pathology, gross and microscopic examination Adrenal, resection Bone - biopsy/curettings Bone fragment(s), pathologic fracture Brain, biopsy Brain/meninges, tumor resection Breast, excision of lesion, requiring microscopic evaluation of surgical margins Breast, mastectomy - partial/simple Cervix, conization Colon, segmental resection, other than for tumor Extremity, amputation, non-traumatic Eye, enucleation Kidney, partial/total nephrectomy Larynx, partial/total resection Liver, biopsy - needle/wedge Liver, partial resection Lung, wedge biopsy Lymph nodes, regional resection Mediastinum, mass Myocardium, biopsy Odontogenic tumor Ovary with or without tube, neoplastic Pancreas, biopsy Placenta, third trimester Prostate, except radical resection Salivary gland Sentinel lymph node Small intestine, resection, other than for tumor Soft tissue mass (except lipoma) - biopsy/simple excision Stomach - subtotal/total resection, other than for tumor Testis, biopsy Thymus, tumor Thyroid, total/lobe Ureter, resection Urinary bladder, TUR Uterus, with or without tubes and ovaries, other than neoplastic/prolapse",,0,558.25,418.69,323.79,1038.35,530.34,530.34,519.17,558.25,N/A,530.34
5607505_1,88307 X 5 Surg Path Level V,Outpatient,0310,88307,"Level V - Surgical pathology, gross and microscopic examination Adrenal, resection Bone - biopsy/curettings Bone fragment(s), pathologic fracture Brain, biopsy Brain/meninges, tumor resection Breast, excision of lesion, requiring microscopic evaluation of surgical margins Breast, mastectomy - partial/simple Cervix, conization Colon, segmental resection, other than for tumor Extremity, amputation, non-traumatic Eye, enucleation Kidney, partial/total nephrectomy Larynx, partial/total resection Liver, biopsy - needle/wedge Liver, partial resection Lung, wedge biopsy Lymph nodes, regional resection Mediastinum, mass Myocardium, biopsy Odontogenic tumor Ovary with or without tube, neoplastic Pancreas, biopsy Placenta, third trimester Prostate, except radical resection Salivary gland Sentinel lymph node Small intestine, resection, other than for tumor Soft tissue mass (except lipoma) - biopsy/simple excision Stomach - subtotal/total resection, other than for tumor Testis, biopsy Thymus, tumor Thyroid, total/lobe Ureter, resection Urinary bladder, TUR Uterus, with or without tubes and ovaries, other than neoplastic/prolapse",,0,558.25,418.69,323.79,1038.35,530.34,1038.35,519.17,558.25,323.79,530.34
5607506_1,88307 X 6 Surg Path Level V,Inpatient,0310,88307,"Level V - Surgical pathology, gross and microscopic examination Adrenal, resection Bone - biopsy/curettings Bone fragment(s), pathologic fracture Brain, biopsy Brain/meninges, tumor resection Breast, excision of lesion, requiring microscopic evaluation of surgical margins Breast, mastectomy - partial/simple Cervix, conization Colon, segmental resection, other than for tumor Extremity, amputation, non-traumatic Eye, enucleation Kidney, partial/total nephrectomy Larynx, partial/total resection Liver, biopsy - needle/wedge Liver, partial resection Lung, wedge biopsy Lymph nodes, regional resection Mediastinum, mass Myocardium, biopsy Odontogenic tumor Ovary with or without tube, neoplastic Pancreas, biopsy Placenta, third trimester Prostate, except radical resection Salivary gland Sentinel lymph node Small intestine, resection, other than for tumor Soft tissue mass (except lipoma) - biopsy/simple excision Stomach - subtotal/total resection, other than for tumor Testis, biopsy Thymus, tumor Thyroid, total/lobe Ureter, resection Urinary bladder, TUR Uterus, with or without tubes and ovaries, other than neoplastic/prolapse",,0,558.25,418.69,323.79,1038.35,530.34,530.34,519.17,558.25,N/A,530.34
5607506_1,88307 X 6 Surg Path Level V,Outpatient,0310,88307,"Level V - Surgical pathology, gross and microscopic examination Adrenal, resection Bone - biopsy/curettings Bone fragment(s), pathologic fracture Brain, biopsy Brain/meninges, tumor resection Breast, excision of lesion, requiring microscopic evaluation of surgical margins Breast, mastectomy - partial/simple Cervix, conization Colon, segmental resection, other than for tumor Extremity, amputation, non-traumatic Eye, enucleation Kidney, partial/total nephrectomy Larynx, partial/total resection Liver, biopsy - needle/wedge Liver, partial resection Lung, wedge biopsy Lymph nodes, regional resection Mediastinum, mass Myocardium, biopsy Odontogenic tumor Ovary with or without tube, neoplastic Pancreas, biopsy Placenta, third trimester Prostate, except radical resection Salivary gland Sentinel lymph node Small intestine, resection, other than for tumor Soft tissue mass (except lipoma) - biopsy/simple excision Stomach - subtotal/total resection, other than for tumor Testis, biopsy Thymus, tumor Thyroid, total/lobe Ureter, resection Urinary bladder, TUR Uterus, with or without tubes and ovaries, other than neoplastic/prolapse",,0,558.25,418.69,323.79,1038.35,530.34,1038.35,519.17,558.25,323.79,530.34
5607590_1,88360 X 2 Morph Anal Semi Qnt,Inpatient,0310,88360,"Morphometric analysis, tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative, per specimen, each single antibody stain procedure; manual",,0,411.75,308.81,238.82,765.86,391.16,391.16,382.93,411.75,N/A,391.16
5607590_1,88360 X 2 Morph Anal Semi Qnt,Outpatient,0310,88360,"Morphometric analysis, tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative, per specimen, each single antibody stain procedure; manual",,0,411.75,308.81,238.82,765.86,391.16,765.86,382.93,411.75,238.82,391.16
5609192_3,11760 Repair Nail Bed,ProFee,0989,11760,Repair of nail bed,,0,1007.75,755.81,193.62,786.05,193.62,193.62,N/A,N/A,786.05,N/A
5609197_3,12015 Simple Repair Face/Ears/Eyelids/Nose/Lips/Mucus M 7.6Cm-12.5Cm,ProFee,0989,12015,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,931.00,698.25,163.60,726.18,163.60,163.60,N/A,N/A,726.18,N/A
5609198_3,12020 Tx Superficial Wound Dehiscence Simple Closure,ProFee,0989,12020,Treatment of superficial wound dehiscence; simple closure,,0,1007.75,755.81,319.56,786.05,319.56,319.56,N/A,N/A,786.05,N/A
5609217_3,20205 Biopsy Muscle Deep,ProFee,0989,20205,"Biopsy, muscle; deep",,0,4779.00,3584.25,261.29,3727.62,261.29,261.29,N/A,N/A,3727.62,N/A
5609218_3,20526 Injection Therapeutic Carpal Tunnel,ProFee,0989,20526,"Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel",,0,514.00,385.50,97.10,400.92,97.10,97.10,N/A,N/A,400.92,N/A
5609492_3,28515 Cltx Fx Phlx/Phlg Oth/Thn Grt Toe W/Mnpj,ProFee,0989,28515,"Closed treatment of fracture, phalanx or phalanges, other than great toe; with manipulation, each",,0,911.50,683.63,240.11,710.97,240.11,240.11,N/A,N/A,710.97,N/A
5609592_3,43247 Stomach-Intestine Scope For Foreign Body Removal,ProFee,0989,43247,"Esophagogastroduodenoscopy, flexible, transoral; with removal of foreign body(s)",,0,417.00,312.75,300.72,325.26,300.72,300.72,N/A,N/A,325.26,N/A
5609595_3,45331 Scope Of Sigmoid Colon Only With Biopsy,ProFee,0989,45331,"Sigmoidoscopy, flexible; with biopsy, single or multiple",,0,1485.00,1113.75,121.23,1158.30,121.23,121.23,N/A,N/A,1158.30,N/A
5609789_3,46922 Dstrj Les Anus Smpl Surg Exc,ProFee,0989,46922,"Destruction of lesion(s), anus (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; surgical excision",,0,4820.25,3615.19,231.28,3759.80,231.28,231.28,N/A,N/A,3759.80,N/A
5609795_3,49560 Repair First Abdominal Wall Hernia,ProFee,0989,49560,Repair initial incisional or ventral hernia; reducible,,0,6366.25,4774.69,1265.28,4965.68,1265.28,1265.28,N/A,N/A,4965.68,N/A
5609881_3,64420 Njx Anes Intercostal Nrv 1,ProFee,0989,64420,"Injection(s), anesthetic agent(s) and/or steroid; intercostal nerve, single level",,0,1612.75,1209.56,101.22,1257.95,101.22,101.22,N/A,N/A,1257.95,N/A
5610131_3,95810-26 Polysm Sleep Staging 4/> Addl Param,ProFee,0982,95810,"Polysomnography; age 6 years or older, sleep staging with 4 or more additional parameters of sleep, attended by a technologist",,0,671.75,503.81,203.03,523.97,203.03,203.03,N/A,N/A,523.97,N/A
5618444_1,CK-MB,Inpatient,0301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,171.50,128.63,99.47,318.99,162.93,162.93,159.50,171.50,N/A,162.93
5618444_1,CK-MB,Outpatient,0301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,171.50,128.63,99.47,318.99,162.93,318.99,159.50,171.50,99.47,162.93
5629960_1,Celiac Disease Comp Cascade (Mayo CDCOM),Inpatient,0301,86816,"HLA typing; DR/DQ, single antigen",,0,283.50,212.63,164.43,527.31,269.33,269.33,263.66,283.50,N/A,269.33
5629960_1,Celiac Disease Comp Cascade (Mayo CDCOM),Outpatient,0301,86816,"HLA typing; DR/DQ, single antigen",,0,283.50,212.63,164.43,527.31,269.33,527.31,263.66,283.50,164.43,269.33
5634888_3,NM Diagnostic Isotope Administration,ProFee,0989,,,,0,299.75,224.81,224.81,254.79,254.79,254.79,N/A,N/A,233.81,N/A
5640549_1,"Fat, F (Mayo FATF)",Inpatient,0301,82710,"Fat or lipids, feces; quantitative",,0,240.25,180.19,139.35,446.87,228.24,228.24,223.43,240.25,N/A,228.24
5640549_1,"Fat, F (Mayo FATF)",Outpatient,0301,82710,"Fat or lipids, feces; quantitative",,0,240.25,180.19,139.35,446.87,228.24,446.87,223.43,240.25,139.35,228.24
5641731_1,"Mercury, B (Mayo HG)",Inpatient,0301,83825,"Mercury, quantitative",,0,205.75,154.31,119.34,382.70,195.46,195.46,191.35,205.75,N/A,195.46
5641731_1,"Mercury, B (Mayo HG)",Outpatient,0301,83825,"Mercury, quantitative",,0,205.75,154.31,119.34,382.70,195.46,382.70,191.35,205.75,119.34,195.46
5646078_1,XR Fluoro Exam,Inpatient,0320,74220,"Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study",,0,334.00,250.50,193.72,621.24,317.30,317.30,310.62,334.00,N/A,317.30
5646078_1,XR Fluoro Exam,Outpatient,0320,74220,"Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study",,0,334.00,250.50,193.72,621.24,317.30,621.24,310.62,334.00,193.72,317.30
5647815_1,"Ova and Parasites Screen, Feces",Inpatient,0306,87272,Infectious agent antigen detection by immunofluorescent technique; cryptosporidium,,0,81.25,60.94,47.13,151.13,77.19,77.19,75.56,81.25,N/A,77.19
5647815_1,"Ova and Parasites Screen, Feces",Outpatient,0306,87272,Infectious agent antigen detection by immunofluorescent technique; cryptosporidium,,0,81.25,60.94,47.13,151.13,77.19,151.13,75.56,81.25,47.13,77.19
5648786_1,"Varicella-Zoster AB, IgG S",Inpatient,0302,86787,Antibody; varicella-zoster,,0,136.75,102.56,79.32,254.36,129.91,129.91,127.18,136.75,N/A,129.91
5648786_1,"Varicella-Zoster AB, IgG S",Outpatient,0302,86787,Antibody; varicella-zoster,,0,136.75,102.56,79.32,254.36,129.91,254.36,127.18,136.75,79.32,129.91
5649022_1,HIV 1-2,Inpatient,0302,86703,"Antibody; HIV-1 and HIV-2, single result",,0,135.25,101.44,78.45,251.57,128.49,128.49,125.78,135.25,N/A,128.49
5649022_1,HIV 1-2,Outpatient,0302,86703,"Antibody; HIV-1 and HIV-2, single result",,0,135.25,101.44,78.45,251.57,128.49,251.57,125.78,135.25,78.45,128.49
5649139_1,"PI-Linked Ag, B Interp",Inpatient,0311,88184,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; first marker",,0,231.75,173.81,134.42,431.06,220.16,220.16,215.53,231.75,N/A,220.16
5649139_1,"PI-Linked Ag, B Interp",Outpatient,0311,88184,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; first marker",,0,231.75,173.81,134.42,431.06,220.16,431.06,215.53,231.75,134.42,220.16
5659080_1,"Antimullerian Hormone, S (Mayo AMH1)",Inpatient,0301,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,255.50,191.63,148.19,475.23,242.73,242.73,237.62,255.50,N/A,242.73
5659080_1,"Antimullerian Hormone, S (Mayo AMH1)",Outpatient,0301,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,255.50,191.63,148.19,475.23,242.73,475.23,237.62,255.50,148.19,242.73
5660547_1,"Fecal Lactoferrin, Stool Regional",Inpatient,0300,83630,"Lactoferrin, fecal; qualitative",,0,97.50,73.13,56.55,181.35,92.63,92.63,90.68,97.50,N/A,92.63
5660547_1,"Fecal Lactoferrin, Stool Regional",Outpatient,0300,83630,"Lactoferrin, fecal; qualitative",,0,97.50,73.13,56.55,181.35,92.63,181.35,90.68,97.50,56.55,92.63
5660615_1,Charge ANNA Western blot,Inpatient,0300,84181,"Protein; Western Blot, with interpretation and report, blood or other body fluid",,0,80.25,60.19,46.55,149.27,76.24,76.24,74.63,80.25,N/A,76.24
5660615_1,Charge ANNA Western blot,Outpatient,0300,84181,"Protein; Western Blot, with interpretation and report, blood or other body fluid",,0,80.25,60.19,46.55,149.27,76.24,149.27,74.63,80.25,46.55,76.24
5661428_3,US REI Follicular Study - Report,ProFee,0989,76857,"Ultrasound, pelvic (nonobstetric), real time with image documentation; limited or follow-up (eg, for follicles)",,0,257.75,193.31,41.20,201.05,41.20,41.20,N/A,N/A,201.05,N/A
5661429_1,US Ltd Pelvis Exam,Inpatient,0402,76857,"Ultrasound, pelvic (nonobstetric), real time with image documentation; limited or follow-up (eg, for follicles)",,0,400.75,300.56,232.44,745.40,380.71,380.71,372.70,400.75,N/A,380.71
5661429_1,US Ltd Pelvis Exam,Outpatient,0402,76857,"Ultrasound, pelvic (nonobstetric), real time with image documentation; limited or follow-up (eg, for follicles)",,0,400.75,300.56,232.44,745.40,380.71,745.40,372.70,400.75,232.44,380.71
5661656_1,"Kidney Stone Panel incl Cystine Scrn, 24hr Ur (LithoLink)",Inpatient,0300,82140,Ammonia,,0,177.75,133.31,103.10,330.62,168.86,168.86,165.31,177.75,N/A,168.86
5661656_1,"Kidney Stone Panel incl Cystine Scrn, 24hr Ur (LithoLink)",Outpatient,0300,82140,Ammonia,,0,177.75,133.31,103.10,330.62,168.86,330.62,165.31,177.75,103.10,168.86
5664746_3,58100 Proc Endometrial Bx +-Endocrv Bx W/O Dilat Spx,ProFee,0989,58100,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)",,0,499.00,374.25,109.46,389.22,109.46,109.46,N/A,N/A,389.22,N/A
5666528_1,Ova and Parasites Complete,Inpatient,0306,87177,"Ova and parasites, direct smears, concentration and identification",,0,103.75,77.81,60.18,192.98,98.56,98.56,96.49,103.75,N/A,98.56
5666528_1,Ova and Parasites Complete,Outpatient,0306,87177,"Ova and parasites, direct smears, concentration and identification",,0,103.75,77.81,60.18,192.98,98.56,192.98,96.49,103.75,60.18,98.56
5672623_1,"INTERCOSTAL NERVE BLOCK, UNILAT SINGLE",Ambulatory Surgical,0360,64420,"Injection(s), anesthetic agent(s) and/or steroid; intercostal nerve, single level",,0,824.00,618.00,477.92,1532.64,782.80,1532.64,766.32,824.00,477.92,782.80
5672623_1,"INTERCOSTAL NERVE BLOCK, UNILAT SINGLE",Inpatient,0360,64420,"Injection(s), anesthetic agent(s) and/or steroid; intercostal nerve, single level",,0,824.00,618.00,477.92,1532.64,782.80,782.80,766.32,824.00,N/A,782.80
5676736_1,"Wet Mount, Regional",Inpatient,0306,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,49.75,37.31,28.86,92.54,47.26,47.26,46.27,49.75,N/A,47.26
5676736_1,"Wet Mount, Regional",Outpatient,0306,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,49.75,37.31,28.86,92.54,47.26,92.54,46.27,49.75,28.86,47.26
5676763_1,"KOH, Regional",Inpatient,0300,87220,"Tissue examination by KOH slide of samples from skin, hair, or nails for fungi or ectoparasite ova or mites (eg, scabies)",,0,57.00,42.75,33.06,106.02,54.15,54.15,53.01,57.00,N/A,54.15
5676763_1,"KOH, Regional",Outpatient,0300,87220,"Tissue examination by KOH slide of samples from skin, hair, or nails for fungi or ectoparasite ova or mites (eg, scabies)",,0,57.00,42.75,33.06,106.02,54.15,106.02,53.01,57.00,33.06,54.15
5676846_1,"Inactive Reflex HSV Ab, IgM (Mayo HSMR)",Inpatient,,,,,0,147.25,110.44,85.41,273.89,139.89,139.89,136.94,147.25,N/A,139.89
5676846_1,"Inactive Reflex HSV Ab, IgM (Mayo HSMR)",Outpatient,,,,,0,147.25,110.44,85.41,273.89,139.89,273.89,136.94,147.25,85.41,139.89
5678681_3,97597 Debridement open wound 20 SQ Cm<,ProFee,0989,97597,"Debridement (eg, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps), open wound, (eg, fibrin, devitalized epidermis and/or dermis, exudate, debris, biofilm), including topical application(s), wound assessment, use of a whirlpool, when performed and instruction(s) for ongoing care, per session, total wound(s) surface area; first 20 sq cm or less",,0,340.50,255.38,61.79,265.59,61.79,61.79,N/A,N/A,265.59,N/A
5679469_3,"31505 Larynogoscopy, indirect; Diagnostic",ProFee,0989,31505,"Laryngoscopy, indirect; diagnostic (separate procedure)",,0,324.75,243.56,81.80,253.31,81.80,81.80,N/A,N/A,253.31,N/A
5679476_3,17110 Destruction of Benign Lesion Up To 14 Lesions(Warts),ProFee,0989,17110,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular proliferative lesions; up to 14 lesions",,0,340.50,255.38,112.40,265.59,112.40,112.40,N/A,N/A,265.59,N/A
5679979_1,Allergen Beef (Mayo BEEF),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,32.78,32.09,34.50,N/A,32.78
5679979_1,Allergen Beef (Mayo BEEF),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,64.17,32.09,34.50,20.01,32.78
5682593_1,Allergen Egg White (Mayo EGG),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,32.78,32.09,34.50,N/A,32.78
5682593_1,Allergen Egg White (Mayo EGG),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,64.17,32.09,34.50,20.01,32.78
5682600_1,Allergen Egg Yolk (Mayo YOLK),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,32.78,32.09,34.50,N/A,32.78
5682600_1,Allergen Egg Yolk (Mayo YOLK),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,64.17,32.09,34.50,20.01,32.78
5682946_1,Allergen Peanut (Mayo PEAN),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,32.78,32.09,34.50,N/A,32.78
5682946_1,Allergen Peanut (Mayo PEAN),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,64.17,32.09,34.50,20.01,32.78
5683006_1,Allergen Cat Epithelium (Mayo CAT),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,100.46,98.35,105.75,N/A,100.46
5683006_1,Allergen Cat Epithelium (Mayo CAT),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,196.70,98.35,105.75,61.34,100.46
5683007_1,Allergen Dog Dander (Mayo DOGD),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,100.46,98.35,105.75,N/A,100.46
5683007_1,Allergen Dog Dander (Mayo DOGD),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,196.70,98.35,105.75,61.34,100.46
5686434_1,Allergen Mustard (Mayo MSTD),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,32.78,32.09,34.50,N/A,32.78
5686434_1,Allergen Mustard (Mayo MSTD),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,34.50,25.88,20.01,64.17,32.78,64.17,32.09,34.50,20.01,32.78
5686435_1,Allergen Paprika (Mayo PAPR),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,100.46,98.35,105.75,N/A,100.46
5686435_1,Allergen Paprika (Mayo PAPR),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,196.70,98.35,105.75,61.34,100.46
5687169_1,Allergen House Dust-HS Lab (Mayo HDHS),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,100.46,98.35,105.75,N/A,100.46
5687169_1,Allergen House Dust-HS Lab (Mayo HDHS),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,196.70,98.35,105.75,61.34,100.46
5687368_1,EK Stress Exam,Inpatient,0482,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",,0,531.50,398.63,308.27,988.59,504.93,504.93,494.30,531.50,N/A,504.93
