Mineral Community Hospital Chargemaster as of 1/1/2022,,,,,,,,,,,,
"Provided by Mineral Community Hospital, 1208 6th Ave East, Superior MT  59872",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Department,Charge Master Code,Plain Language Description,Revenue Code,HCPCS Code,Standard Price,Discounted Cash Price,Allegiance,PacificSoursce,FirstChoiceHealthNetwork,MountainHealthCoop,De-Identified Min Negotiated Charge,De-Identified Max Negotiated Charge
CC-Lab,680299,QUANTITATIVE DRUG LEVEL NOS,300,80299,230.98,184.78,212.5,219.43,219.43,219.43,212.5,230.98
CC-Lab,680305,URINE MED DRUG SCREEN,300,80305,119.33,95.46,109.78,113.36,113.36,113.36,109.78,119.33
CC-Lab,680307,SEDATIVE HYPNOTIC PANEL,300,80307,501.28,401.02,461.18,476.22,476.22,476.22,461.18,501.28
CC-Lab,680320,ETOH TESTING,300,G0480,164.8,131.84,151.62,156.56,156.56,156.56,151.62,164.8
CC-Lab,680321,PETH LEVELS,300,80321,143.15,114.52,131.7,135.99,135.99,135.99,131.7,143.15
CC-Lab,680323,NICOTINE AND METABOLITES,300,80323,101.85,81.48,93.7,96.76,96.76,96.76,93.7,101.85
CC-Lab,680329,SALICYLATE/ACETAMINOPHEN,300,80329,135.52,108.42,124.68,128.74,128.74,128.74,124.68,135.52
CC-Lab,680339,LACOSAMIDE,300,80339,237.64,190.11,218.63,225.76,225.76,225.76,218.63,237.64
CC-Lab,681001,URINALYSIS W/MICRO,300,81001,45.9,36.72,42.23,43.61,43.61,43.61,42.23,45.9
CC-Lab,681002,CLINITEST,300,81002,39.21,31.37,36.07,37.25,37.25,37.25,36.07,39.21
CC-Lab,681003,DIPSTICK UA,300,81003,10.8,8.64,9.94,10.26,10.26,10.26,9.94,10.8
CC-Lab,681015,UA MICROSCOPIC ONLY,300,81015,49.73,39.78,45.75,47.24,47.24,47.24,45.75,49.73
CC-Lab,681025,PREGNANCY TEST URINE,300,81025,21.22,16.98,19.52,20.16,20.16,20.16,19.52,21.22
CC-Lab,681050,URINE VOLUME MEASURMENT,300,81050,32.39,25.91,29.8,30.77,30.77,30.77,29.8,32.39
CC-Lab,681240,FACTOR II DNA ANALYSIS,300,81240,116.18,92.94,106.89,110.37,110.37,110.37,106.89,116.18
CC-Lab,681241,FACTOR V LEIDEN PCR,300,81241,232.69,186.15,214.07,221.06,221.06,221.06,214.07,232.69
CC-Lab,681256,HEREDITARY HEMOCHROMATOSIS,300,81256,529.98,423.98,487.58,503.48,503.48,503.48,487.58,529.98
CC-Lab,681270,JAK2V615F MUTATION QUANTITATIVE,300,81270,628.32,502.66,578.05,596.9,596.9,596.9,578.05,628.32
CC-Lab,681374,HLA B27,300,81374,267.72,214.18,246.3,254.33,254.33,254.33,246.3,267.72
CC-Lab,681381,HLA-A29,300,81381,458.95,367.16,422.23,436,436,436,422.23,458.95
CC-Lab,681404,GP1BB,300,81404,695.25,556.2,639.63,660.49,660.49,660.49,639.63,695.25
CC-Lab,681406,WAS,300,81406,695.25,556.2,639.63,660.49,660.49,660.49,639.63,695.25
CC-Lab,681408,VWF,300,81408,695.25,556.2,639.63,660.49,660.49,660.49,639.63,695.25
CC-Lab,681479,MOLECULAR PATHOLOGY,300,81479,695.25,556.2,639.63,660.49,660.49,660.49,639.63,695.25
CC-Lab,681596,HEPATITIS C FIBROSURE,300,81596,335.78,268.62,308.92,318.99,318.99,318.99,308.92,335.78
CC-Lab,682009,ACETONE SERUM QUALITATIVE,300,82009,50.86,40.69,46.79,48.32,48.32,48.32,46.79,50.86
CC-Lab,682010,ACETONE OR KETONE SERUM  QUANTITIV,300,82010,105.98,84.78,97.5,100.68,100.68,100.68,97.5,105.98
CC-Lab,682013,ACETYLCOLINESTERASE,300,82013,85.99,68.79,79.11,81.69,81.69,81.69,79.11,85.99
CC-Lab,682024,ACTH,300,82024,330.7,264.56,304.24,314.17,314.17,314.17,304.24,330.7
CC-Lab,682040,ALBUMIN,300,82040,28.41,22.73,26.14,26.99,26.99,26.99,26.14,28.41
CC-Lab,682043,MICROALBUMIN/CREATINIE RATIO,300,82043,68.75,55,63.25,65.31,65.31,65.31,63.25,68.75
CC-Lab,682077,SALIVA ALCOHOL,300,82077,68,54.4,62.56,64.6,64.6,64.6,62.56,68
CC-Lab,682085,"SERUM""",300,82085,60.8,48.64,55.94,57.76,57.76,57.76,55.94,60.8
CC-Lab,682088,ALDOSTERONE CONCENTRATION,300,82088,222.5,178,204.7,211.38,211.38,211.38,204.7,222.5
CC-Lab,682103,ALPHA-1 ANTITRYPSIN,300,82103,165.36,132.29,152.13,157.09,157.09,157.09,152.13,165.36
CC-Lab,682105,AFP TUMOR MARKER,300,82105,164.78,131.82,151.6,156.54,156.54,156.54,151.6,164.78
CC-Lab,682135,AMINOLEVULINIC ACID-ALA,300,82135,166.2,132.96,152.9,157.89,157.89,157.89,152.9,166.2
CC-Lab,682140,AMMONIA,300,82140,27.38,21.9,25.19,26.01,26.01,26.01,25.19,27.38
CC-Lab,682150,AMYLASE,300,82150,79.27,63.42,72.93,75.31,75.31,75.31,72.93,79.27
CC-Lab,682157,ANDROSTENEDIONE,300,82157,433.55,346.84,398.87,411.87,411.87,411.87,398.87,433.55
CC-Lab,682164,ANGIOTENSION CONVERTING ENZYME,300,82164,186.66,149.33,171.73,177.33,177.33,177.33,171.73,186.66
CC-Lab,682172,APOLIPOPROTEIN  EACH,300,82172,134.1,107.28,123.37,127.4,127.4,127.4,123.37,134.1
CC-Lab,682175,ARSENIC  URINE,300,82175,146.03,116.82,134.35,138.73,138.73,138.73,134.35,146.03
CC-Lab,682232,BETA-2 MICROGLOBULIN,300,82232,65.63,52.5,60.38,62.35,62.35,62.35,60.38,65.63
CC-Lab,682239,B.I.L.E.,300,82239,86.25,69,79.35,81.94,81.94,81.94,79.35,86.25
CC-Lab,682247,BILIRUBIN  TOTAL,300,82247,105.98,84.78,97.5,100.68,100.68,100.68,97.5,105.98
CC-Lab,682248,BILIRUBIN  DIRECT,300,82248,88.64,70.91,81.55,84.21,84.21,84.21,81.55,88.64
CC-Lab,682270,OCCULT BLOOD  STOOL,300,82270,40.63,32.5,37.38,38.6,38.6,38.6,37.38,40.63
CC-Lab,682274,"OCCULT BLOOD, FETAL, IA",300,82274,30.92,24.74,28.45,29.37,29.37,29.37,28.45,30.92
CC-Lab,682306,VITAMIN D 25 HYDROXY,300,82306,29.48,23.58,27.12,28.01,28.01,28.01,27.12,29.48
CC-Lab,682308,CALCITONIN,300,82308,223.3,178.64,205.44,212.14,212.14,212.14,205.44,223.3
CC-Lab,682310,CALCIUM,300,82310,82.68,66.14,76.07,78.55,78.55,78.55,76.07,82.68
CC-Lab,682330,CALCIUM IONIZED,300,82330,209.68,167.74,192.91,199.2,199.2,199.2,192.91,209.68
CC-Lab,682340,CALCIUM  URINE (RANDOM),300,82340,16.85,13.48,15.5,16.01,16.01,16.01,15.5,16.85
CC-Lab,682365,KIDNEY STONE ANALYSIS,300,82365,111.09,88.87,102.2,105.54,105.54,105.54,102.2,111.09
CC-Lab,682374,CARBON DIOXIDE (SERUM),300,82374,80.12,64.1,73.71,76.11,76.11,76.11,73.71,80.12
CC-Lab,682375,CARBOXYHEMOGLOBIN,300,82375,162.51,130.01,149.51,154.38,154.38,154.38,149.51,162.51
CC-Lab,682378,CEA CARCINOEMBRYONIC ANTIGEN,300,82378,20.56,16.45,18.92,19.53,19.53,19.53,18.92,20.56
CC-Lab,682380,CAROTENE,300,82380,155.13,124.1,142.72,147.37,147.37,147.37,142.72,155.13
CC-Lab,682384,CATECHOLAMINES  PLASMA FRACTIONATE,300,82384,209.39,167.51,192.64,198.92,198.92,198.92,192.64,209.39
CC-Lab,682390,CERULOPLASMIN,300,82390,95.46,76.37,87.82,90.69,90.69,90.69,87.82,95.46
CC-Lab,682397,CHEMILUMINESCENT ASSAY,300,82397,138.77,111.02,127.67,131.83,131.83,131.83,127.67,138.77
CC-Lab,682435,CHLORIDE  BLOOD,300,82435,80.97,64.78,74.49,76.92,76.92,76.92,74.49,80.97
CC-Lab,682436,CHLORIDE; URINE,300,82436,73.77,59.02,67.87,70.08,70.08,70.08,67.87,73.77
CC-Lab,682465,CHOLESTEROL,300,82465,91.52,73.22,84.2,86.94,86.94,86.94,84.2,91.52
CC-Lab,682480,CHOLINESTERASE  SERUM,300,82480,143.15,114.52,131.7,135.99,135.99,135.99,131.7,143.15
CC-Lab,682491,KEPPRA,300,82542,156.54,125.23,144.02,148.71,148.71,148.71,144.02,156.54
CC-Lab,682507,CITRATE,300,82507,333.28,266.62,306.62,316.62,316.62,316.62,306.62,333.28
CC-Lab,682523,C TELOPEPTIDE CROSS LINK,300,82523,206.53,165.22,190.01,196.2,196.2,196.2,190.01,206.53
CC-Lab,682525,COPPER,300,82525,97.46,77.97,89.66,92.59,92.59,92.59,89.66,97.46
CC-Lab,682530,CORTISOL FREE,300,82530,157.97,126.38,145.33,150.07,150.07,150.07,145.33,157.97
CC-Lab,682533,CORTISOL TOTAL (AM & PM),300,82533,40.37,32.3,37.14,38.35,38.35,38.35,37.14,40.37
CC-Lab,682540,CREATINE /URINE,300,82540,94.79,75.83,87.21,90.05,90.05,90.05,87.21,94.79
CC-Lab,682550,CK (CREATINE KINASE),300,82550,80.59,64.47,74.14,76.56,76.56,76.56,74.14,80.59
CC-Lab,682552,CPK MB/QUALITATIVE,300,82552,192.6,154.08,177.19,182.97,182.97,182.97,177.19,192.6
CC-Lab,682553,CK MB,300,82553,135.52,108.42,124.68,128.74,128.74,128.74,124.68,135.52
CC-Lab,682565,CREATININE,300,82565,50.54,40.43,46.5,48.01,48.01,48.01,46.5,50.54
CC-Lab,682570,CREATININE URINE/OTHER SOURCE,300,82570,67.9,54.32,62.47,64.51,64.51,64.51,62.47,67.9
CC-Lab,682575,CREATININE CLEARANCE,300,82575,110.8,88.64,101.94,105.26,105.26,105.26,101.94,110.8
CC-Lab,682595,CRYOGLOBULIN,300,82595,81.55,65.24,75.03,77.47,77.47,77.47,75.03,81.55
CC-Lab,682607,VITAMIN B-12,300,82607,77.25,61.8,71.07,73.39,73.39,73.39,71.07,77.25
CC-Lab,682608,"UNSATURATED""",300,82608,159.1,127.28,146.37,151.15,151.15,151.15,146.37,159.1
CC-Lab,682626,DHEA,300,82626,385.82,308.66,354.95,366.53,366.53,366.53,354.95,385.82
CC-Lab,682627,DHEA-SO4,300,82627,117.9,94.32,108.47,112.01,112.01,112.01,108.47,117.9
CC-Lab,682634,DEOXYCORTISOL 11,301,82634,686.69,549.35,631.75,652.36,652.36,652.36,631.75,686.69
CC-Lab,682652,VITAMIN D;1 25 DIHYDROXY INC FRAC,300,82652,190.07,152.06,174.86,180.57,180.57,180.57,174.86,190.07
CC-Lab,682656,"PARCREATIC ELASTASE, FECAL",300,82656,189.13,151.3,174,179.67,179.67,179.67,174,189.13
CC-Lab,682657,ENZYME ACTIVITY EACH SPECIMEN,300,82657,257.96,206.37,237.32,245.06,245.06,245.06,237.32,257.96
CC-Lab,682668,ERYTHROPOIETIN,300,82668,277.01,221.61,254.85,263.16,263.16,263.16,254.85,277.01
CC-Lab,682670,ESTRADIOL,300,82670,23.75,19,21.85,22.56,22.56,22.56,21.85,23.75
CC-Lab,682671,ESTROGENS  FRACTIONATED,300,82671,106.82,85.46,98.27,101.48,101.48,101.48,98.27,106.82
CC-Lab,682672,ESTROGEN  TOTAL  SERUM,300,82672,187.78,150.22,172.76,178.39,178.39,178.39,172.76,187.78
CC-Lab,682677,ESTRIOL,300,82677,216.49,173.19,199.17,205.67,205.67,205.67,199.17,216.49
CC-Lab,682679,ESTRONE,300,82679,339.51,271.61,312.35,322.53,322.53,322.53,312.35,339.51
CC-Lab,682693,ETHYLENE GLYCOL,300,82693,139.78,111.82,128.6,132.79,132.79,132.79,128.6,139.78
CC-Lab,682705,FECAL FAT  QL,300,82705,26.15,20.92,24.06,24.84,24.84,24.84,24.06,26.15
CC-Lab,682728,FERRITIN,300,82728,16.82,13.46,15.47,15.98,15.98,15.98,15.47,16.82
CC-Lab,682746,FOLIC ACID;SERUM,300,82746,12.31,9.85,11.33,11.69,11.69,11.69,11.33,12.31
CC-Lab,682784,GAMMAGLOBULIN; IGA IGD IGG IGM EAC,300,82784,85.23,68.18,78.41,80.97,80.97,80.97,78.41,85.23
CC-Lab,682785,IGE,300,82785,171.6,137.28,157.87,163.02,163.02,163.02,157.87,171.6
CC-Lab,682787,LGG SUBCLASS 1-4,300,82787,12.73,10.18,11.71,12.09,12.09,12.09,11.71,12.73
CC-Lab,682800,VEN. BLOOD GASES/ PH ONLY,300,82800,60.8,48.64,55.94,57.76,57.76,57.76,55.94,60.8
CC-Lab,682803,ARTERIAL BLOOD GASES,300,82803,226.71,181.37,208.57,215.37,215.37,215.37,208.57,226.71
CC-Lab,682930,GASTRIC ACID ANALYSIS,300,82930,39.06,31.25,35.94,37.11,37.11,37.11,35.94,39.06
CC-Lab,682941,GASTRIN,300,82941,181.27,145.02,166.77,172.21,172.21,172.21,166.77,181.27
CC-Lab,682945,GLUCOSE  BODY FLUID,300,82945,25.56,20.45,23.52,24.28,24.28,24.28,23.52,25.56
CC-Lab,682947,GLUCOSE  SERUM,300,82947,34.66,27.73,31.89,32.93,32.93,32.93,31.89,34.66
CC-Lab,682948,GLUCOSE FINGERSTICK,300,82948,25.56,20.45,23.52,24.28,24.28,24.28,23.52,25.56
CC-Lab,682950,GLUCOSE  2 HR PP W/GLUCOLA,300,82950,95.17,76.14,87.56,90.41,90.41,90.41,87.56,95.17
CC-Lab,682951,GLUCOSE TOLERANCE TEST 3 SPECIMENS,300,82951,136.65,109.32,125.72,129.82,129.82,129.82,125.72,136.65
CC-Lab,682952,GTT EA. ADDITIONAL SPEC,300,82952,33.24,26.59,30.58,31.58,31.58,31.58,30.58,33.24
CC-Lab,682955,GLUCOSE 6 PHOSPHATE DEHYDROGENASE,300,82955,124.16,99.33,114.23,117.95,117.95,117.95,114.23,124.16
CC-Lab,682977,GGT  GAMMA GLUTAMYL TRANSFERASE,300,82977,52.59,42.07,48.38,49.96,49.96,49.96,48.38,52.59
CC-Lab,682985,GLYCATED PROTEIN FRUCTOSAMINE,300,82985,67.9,54.32,62.47,64.51,64.51,64.51,62.47,67.9
CC-Lab,683001,FSH-(FOLLICLE STIM.HORM.),300,83001,17.33,13.86,15.94,16.46,16.46,16.46,15.94,17.33
CC-Lab,683002,LUTEINIZING HORMONE,300,83002,17.33,13.86,15.94,16.46,16.46,16.46,15.94,17.33
CC-Lab,683003,GROWTH HORMONE,300,83003,116.77,93.42,107.43,110.93,110.93,110.93,107.43,116.77
CC-Lab,683010,HAPTOGLOBIN-QUANTITATIVE,300,83010,192.63,154.1,177.22,183,183,183,177.22,192.63
CC-Lab,683013,H. PYLON BREATH,300,83013,130.9,104.72,120.43,124.36,124.36,124.36,120.43,130.9
CC-Lab,683015,HEAVY METAL (BLOOD),300,83015,212.51,170.01,195.51,201.88,201.88,201.88,195.51,212.51
CC-Lab,683018,HEAVY METAL QUANTITATIVE EACH,300,83018,203.7,162.96,187.4,193.52,193.52,193.52,187.4,203.7
CC-Lab,683021,HGB. ELECTROPHORESIS,300,83021,213.36,170.69,196.29,202.69,202.69,202.69,196.29,213.36
CC-Lab,683036,HEMOGLOBIN A1C,300,83036,92.91,74.33,85.48,88.26,88.26,88.26,85.48,92.91
CC-Lab,683090,HOMOCYSTEINE,300,83090,24.63,19.7,22.66,23.4,23.4,23.4,22.66,24.63
CC-Lab,683491,HYDROXYCORTICOSTEROIDS 17,300,83491,311.95,249.56,286.99,296.35,296.35,296.35,286.99,311.95
CC-Lab,683497,HYDROXYINDOLACETIC ACID  5,300,83497,175.58,140.46,161.53,166.8,166.8,166.8,161.53,175.58
CC-Lab,683498,HYDROXYPROGESTERONE 17,300,83498,344.63,275.7,317.06,327.4,327.4,327.4,317.06,344.63
CC-Lab,683516,MITOCHODRIAL ANTIBODIES,300,83516,21.28,17.02,19.58,20.22,20.22,20.22,19.58,21.28
CC-Lab,683519,MUSK ANTIBODY,300,83519,"1,145.77",916.62,1054.11,1088.48,1088.48,1088.48,1054.11,1145.77
CC-Lab,683520,IMMUNOASSAY ANALYTE QUANT;NOS EACH,300,83520,240.64,192.51,221.39,228.61,228.61,228.61,221.39,240.64
CC-Lab,683525,INSULIN TOTAL,300,83525,43.63,34.9,40.14,41.45,41.45,41.45,40.14,43.63
CC-Lab,683540,IRON  TOTAL,300,83540,35.42,28.34,32.59,33.65,33.65,33.65,32.59,35.42
CC-Lab,683550,IRON BINDING CAPACITY,300,83550,6.49,5.19,5.97,6.17,6.17,6.17,5.97,6.49
CC-Lab,683582,KETOGENIC STEROIDS FRACTIONATION,300,83582,239.22,191.38,220.08,227.26,227.26,227.26,220.08,239.22
CC-Lab,683586,KETOSTEROIDS 17 TOTAL,300,83586,147.17,117.74,135.4,139.81,139.81,139.81,135.4,147.17
CC-Lab,683605,LACTIC ACID,300,83605,148.3,118.64,136.44,140.89,140.89,140.89,136.44,148.3
CC-Lab,683615,LDH LACTATE DEHYDROGENASE,300,83615,51.42,41.14,47.31,48.85,48.85,48.85,47.31,51.42
CC-Lab,683630,FECAL WBC STAIN(LACTOFERRIN),300,83630,218.2,174.56,200.74,207.29,207.29,207.29,200.74,218.2
CC-Lab,683655,LEAD,300,83655,25.71,20.57,23.65,24.42,24.42,24.42,23.65,25.71
CC-Lab,683690,LIPASE,300,83690,100.01,80.01,92.01,95.01,95.01,95.01,92.01,100.01
CC-Lab,683695,LIPOPROTEIN(A),300,83695,63.38,50.7,58.31,60.21,60.21,60.21,58.31,63.38
CC-Lab,683698,LIPOPROTEIN ASSOC PHOSPHIPASE A2,300,83698,264.22,211.38,243.08,251.01,251.01,251.01,243.08,264.22
CC-Lab,683704,NMR LIPOPROFILE,300,83704,150.79,120.63,138.73,143.25,143.25,143.25,138.73,150.79
CC-Lab,683718,HDL CHOLESTEROL,300,83718,86.08,68.86,79.19,81.78,81.78,81.78,79.19,86.08
CC-Lab,683721,LDL DIRECT,300,83721,61.37,49.1,56.46,58.3,58.3,58.3,56.46,61.37
CC-Lab,683735,MAGNESIUM,300,83735,79.27,63.42,72.93,75.31,75.31,75.31,72.93,79.27
CC-Lab,683789,MASS SPECTROMETRY QUANT,300,83789,277.29,221.83,255.11,263.43,263.43,263.43,255.11,277.29
CC-Lab,683825,MERCURY (BLOOD),300,83825,133.54,106.83,122.86,126.86,126.86,126.86,122.86,133.54
CC-Lab,683835,METANEPHRINES,300,83835,223.03,178.42,205.19,211.88,211.88,211.88,205.19,223.03
CC-Lab,683874,MYOGLOBIN,300,83874,128.99,103.19,118.67,122.54,122.54,122.54,118.67,128.99
CC-Lab,683880,BNP  B TYPE NATRIURETIC PEPTIDE,300,83880,206,164.8,189.52,195.7,195.7,195.7,189.52,206
CC-Lab,683883,"IMMUNOGLOBULIN, FREE LIGHT CHAINS",300,83883,29.78,23.82,27.4,28.29,28.29,28.29,27.4,29.78
CC-Lab,683915,NUCLEOTIDASE 5,300,83915,177.85,142.28,163.62,168.96,168.96,168.96,163.62,177.85
CC-Lab,683916,OLIGOCLONAL IMMUNE,300,83916,196.89,157.51,181.14,187.05,187.05,187.05,181.14,196.89
CC-Lab,683921,METHYLMALONIC ACID,300,83921,31.04,24.83,28.56,29.49,29.49,29.49,28.56,31.04
CC-Lab,683930,OSMOLALITY;BLOOD,300,83930,113.92,91.14,104.81,108.22,108.22,108.22,104.81,113.92
CC-Lab,683935,OSMOLALITY URINE,300,83935,83.33,66.66,76.66,79.16,79.16,79.16,76.66,83.33
CC-Lab,683945,OXALATE-URINE,300,83945,290.67,232.54,267.42,276.14,276.14,276.14,267.42,290.67
CC-Lab,683970,PARATHYROID HORMONE,300,83970,45.07,36.06,41.46,42.82,42.82,42.82,41.46,45.07
CC-Lab,683993,ASSAY FOR CQLPROTECTIN FECAL,300,83993,254.62,203.7,234.25,241.89,241.89,241.89,234.25,254.62
CC-Lab,684030,PKU,300,84030,81.68,65.34,75.15,77.6,77.6,77.6,75.15,81.68
CC-Lab,684060,PHOSPATASE ACID,300,84060,181.95,145.56,167.39,172.85,172.85,172.85,167.39,181.95
CC-Lab,684075,PHOSPHATASE  ALKALINE,300,84075,91.25,73,83.95,86.69,86.69,86.69,83.95,91.25
CC-Lab,684080,PHOSPHATASE  ISOENZYMES,300,84080,359.78,287.82,331,341.79,341.79,341.79,331,359.78
CC-Lab,684100,PHOSPHORUS,300,84100,37.97,30.38,34.93,36.07,36.07,36.07,34.93,37.97
CC-Lab,684105,PHOSPHORUS-URINE,300,84105,91.52,73.22,84.2,86.94,86.94,86.94,84.2,91.52
CC-Lab,684110,PORPHOBILINOGEN,300,84110,112.27,89.82,103.29,106.66,106.66,106.66,103.29,112.27
CC-Lab,684119,URINE PORPHYRIN-QUAL.,300,84119,341.21,272.97,313.91,324.15,324.15,324.15,313.91,341.21
CC-Lab,684120,PORPHYRINS QUANT,300,84120,290.93,232.74,267.66,276.38,276.38,276.38,267.66,290.93
CC-Lab,684126,PORPHYRINS  FECES,300,84126,282.68,226.14,260.07,268.55,268.55,268.55,260.07,282.68
CC-Lab,684132,POTASSIUM;SERUM,300,84132,54.84,43.87,50.45,52.1,52.1,52.1,50.45,54.84
CC-Lab,684133,POTASSIUM - URINE,300,84133,70.74,56.59,65.08,67.2,67.2,67.2,65.08,70.74
CC-Lab,684134,PREALBUMIN,300,84134,130.97,104.78,120.49,124.42,124.42,124.42,120.49,130.97
CC-Lab,684143,HYDROXYPREGNENOLONE 17,300,84143,199.73,159.78,183.75,189.74,189.74,189.74,183.75,199.73
CC-Lab,684144,PROGESTERONE,300,84144,14.76,11.81,13.58,14.02,14.02,14.02,13.58,14.76
CC-Lab,684145,PROCALCITONIN,300,84145,192.75,154.2,177.33,183.11,183.11,183.11,177.33,192.75
CC-Lab,684146,PROLACTIN,300,84146,17.07,13.66,15.7,16.22,16.22,16.22,15.7,17.07
CC-Lab,684153,PSA/TOTAL,300,84153,112.51,90.01,103.51,106.88,106.88,106.88,103.51,112.51
CC-Lab,684154,PSA/FREE,300,84154,43.64,34.91,40.15,41.46,41.46,41.46,40.15,43.64
CC-Lab,684155,PROTEIN TOTAL,300,84155,40.63,32.5,37.38,38.6,38.6,38.6,37.38,40.63
CC-Lab,684156,PROTEIN  URINE 24 HR,300,84156,84.51,67.61,77.75,80.28,80.28,80.28,77.75,84.51
CC-Lab,684157,PROTEIN  CSF,300,84157,42.62,34.1,39.21,40.49,40.49,40.49,39.21,42.62
CC-Lab,684165,PROTEIN ELP  SERUM,300,84165,97.46,77.97,89.66,92.59,92.59,92.59,89.66,97.46
CC-Lab,684166,PROTEIN ELP  URINE,300,84166,99.15,79.32,91.22,94.19,94.19,94.19,91.22,99.15
CC-Lab,684181,PROTEIN; WESTERN BLOT  WITH INTERPRETATION,300,84181,776.19,620.95,714.09,737.38,737.38,737.38,714.09,776.19
CC-Lab,684207,VITAMIN B-6,300,84207,218.48,174.78,201,207.56,207.56,207.56,201,218.48
CC-Lab,684220,PYRUVATE KINASE,300,84220,147.17,117.74,135.4,139.81,139.81,139.81,135.4,147.17
CC-Lab,684233,CLIN PATH ESTROGEN,300,84233,349.45,279.56,321.49,331.98,331.98,331.98,321.49,349.45
CC-Lab,684234,PROGESTERONE/RECEPTOR ASSAY,300,84234,428.15,342.52,393.9,406.74,406.74,406.74,393.9,428.15
CC-Lab,684244,RENIN ACTIVITY PLASMA,300,84244,65.36,52.29,60.13,62.09,62.09,62.09,60.13,65.36
CC-Lab,684260,SEROTONIN LEVEL,300,84260,670.79,536.63,617.13,637.25,637.25,637.25,617.13,670.79
CC-Lab,684270,SEX HORMONE BINDING GLOBULIN (SHBG),300,84270,0,0,0,0,0,0,0,0
CC-Lab,684295,SODIUM BLOOD,300,84295,91.77,73.42,84.43,87.18,87.18,87.18,84.43,91.77
CC-Lab,684300,SODIUM 24 HR,300,84300,73.29,58.63,67.43,69.63,69.63,69.63,67.43,73.29
CC-Lab,684305,IGF 1,300,84305,157.87,126.3,145.24,149.98,149.98,149.98,145.24,157.87
CC-Lab,684311,SPECTROPHOTOMETRY  ANALYTE,300,84311,257.96,206.37,237.32,245.06,245.06,245.06,237.32,257.96
CC-Lab,684402,TESTOSTERONE FREE,300,84402,48.17,38.54,44.32,45.76,45.76,45.76,44.32,48.17
CC-Lab,684403,TESTOSTERONE;TOTAL,300,84403,19.73,15.78,18.15,18.74,18.74,18.74,18.15,19.73
CC-Lab,684425,VITAMIN B1 (THIAMINE),300,84425,73.46,58.77,67.58,69.79,69.79,69.79,67.58,73.46
CC-Lab,684432,THYROGLOBULIN,300,84432,112.51,90.01,103.51,106.88,106.88,106.88,103.51,112.51
CC-Lab,684436,T4 BY ICMA,300,84436,66.2,52.96,60.9,62.89,62.89,62.89,60.9,66.2
CC-Lab,684439,T4 FREE,300,84439,100.01,80.01,92.01,95.01,95.01,95.01,92.01,100.01
CC-Lab,684443,TSH,300,84443,121.29,97.03,111.59,115.23,115.23,115.23,111.59,121.29
CC-Lab,684446,VITAMIN E,300,84446,95.46,76.37,87.82,90.69,90.69,90.69,87.82,95.46
CC-Lab,684450,AST/SGOT,300,84450,22.44,17.95,20.64,21.32,21.32,21.32,20.64,22.44
CC-Lab,684460,ALT/SGPT,300,84460,28.41,22.73,26.14,26.99,26.99,26.99,26.14,28.41
CC-Lab,684466,TRANSFERRIN,300,84466,79.55,63.64,73.19,75.57,75.57,75.57,73.19,79.55
CC-Lab,684478,TRIGLYCERIDES,300,84478,126.43,101.14,116.32,120.11,120.11,120.11,116.32,126.43
CC-Lab,684479,T3 UPTAKE,300,84479,80.12,64.1,73.71,76.11,76.11,76.11,73.71,80.12
CC-Lab,684480,TOTAL T3,300,84480,38.96,31.17,35.84,37.01,37.01,37.01,35.84,38.96
CC-Lab,684481,FREE T3,300,84481,15.78,12.62,14.52,14.99,14.99,14.99,14.52,15.78
CC-Lab,684484,TROPONIN I,300,84484,157.11,125.69,144.54,149.25,149.25,149.25,144.54,157.11
CC-Lab,684520,BUN UREA NITROGEN-BLOOD,300,84520,34.66,27.73,31.89,32.93,32.93,32.93,31.89,34.66
CC-Lab,684540,BUN UREA NITROGEN URINE,300,84540,95.17,76.14,87.56,90.41,90.41,90.41,87.56,95.17
CC-Lab,684550,URIC ACID BLOOD,300,84550,42.62,34.1,39.21,40.49,40.49,40.49,39.21,42.62
CC-Lab,684560,URIC ACID OTHER,300,84560,74.43,59.54,68.48,70.71,70.71,70.71,68.48,74.43
CC-Lab,684578,UROBILINOGEN,300,84578,18.75,15,17.25,17.81,17.81,17.81,17.25,18.75
CC-Lab,684585,VANILLYMANDELIC ACID-VMA,300,84585,264.22,211.38,243.08,251.01,251.01,251.01,243.08,264.22
CC-Lab,684590,VITAMIN A,300,84590,97.73,78.18,89.91,92.84,92.84,92.84,89.91,97.73
CC-Lab,684630,ZINC,300,84630,92.34,73.87,84.95,87.72,87.72,87.72,84.95,92.34
CC-Lab,684681,C-PEPTIDE,300,84681,42.35,33.88,38.96,40.23,40.23,40.23,38.96,42.35
CC-Lab,684702,BETA HCG QUANTITATIVE,300,84702,249.45,199.56,229.49,236.98,236.98,236.98,229.49,249.45
CC-Lab,684703,PREGNANCY TEST SERUM,300,84703,31.83,25.46,29.28,30.24,30.24,30.24,29.28,31.83
CC-Lab,685002,BLEEDING TIME,300,85002,60.8,48.64,55.94,57.76,57.76,57.76,55.94,60.8
CC-Lab,685007,DIFFERENTIAL MANUAL,300,85007,0,0,0,0,0,0,0,0
CC-Lab,685013,HEMATOCRIT SPUN,300,85013,40.91,32.73,37.64,38.86,38.86,38.86,37.64,40.91
