Run Date: 10/18/2021 6:47:19 PM
CDM Date Stamp: 10/14/2020

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL
1510726,PMC IV ACCESS BY PHYSICIAN,ProFee,0983,36410,"Venipuncture, age 3 years or older, necessitating the skill of a physician or other qualified health care professional (separate procedure), for diagnostic or therapeutic purposes (not to be used for routine venipuncture)",,0,69.0000,55.2000,15.6544,1729.0700,15.8895,57.2700,57.2700,57.2700,57.2700,455.2800,1729.0700,489.8325,N/A,N/A,1703.4972,1703.4972,44.8500,51.7500,66.9300,15.6544
1510759,EMERGENCY ROOM VISIT - LEVEL 5,ProFee,0981,99285,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components within the constraints imposed by the urgency of the patient's clinical condition and/or mental status: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of high severity and pose an immediate significant threat to life or physiologic function.",,0,619.0000,495.2000,22.8888,600.4300,288.9535,513.7700,513.7700,513.7700,513.7700,274.9600,80.9200,295.8275,N/A,N/A,79.7232,79.7232,22.8888,25.4320,600.4300,296.5682
1510767,CRITICAL CARE UP TO 74 MINUTES,ProFee,0981,99291,"Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",,0,851.0000,680.8000,36.4140,825.4700,369.5780,706.3300,706.3300,706.3300,706.3300,351.6800,39.2700,378.3700,N/A,N/A,38.6892,38.6892,36.4140,40.4600,825.4700,366.8881
1510775,CRITICAL CARE - EA ADD 30 MIN,ProFee,0981,99292,"Critical care, evaluation and management of the critically ill or critically injured patient; each additional 30 minutes (List separately in addition to code for primary service)",,0,388.0000,310.4000,34.3332,376.3600,185.9660,322.0400,322.0400,322.0400,322.0400,176.9600,82.7050,190.3900,N/A,N/A,81.4818,81.4818,34.3332,38.1480,376.3600,184.3091
1510791,DISLOCATION SHOULDER W/MANIP ANESTH,ProFee,0983,23655,"Closed treatment of shoulder dislocation, with manipulation; requiring anesthesia",,0,1230.0000,984.0000,685.0140,2435.3050,685.0140,1020.9000,1020.9000,1020.9000,1020.9000,2263.5200,961.5200,2435.3050,N/A,N/A,947.2992,947.2992,724.6386,805.1540,1193.1000,695.5803
1510809,WELLNESS EXAM AGE 0-1 - NEW PT,ProFee,0983,99381,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; infant (age younger than 1 year)",,0,333.0000,266.4000,122.6400,323.0100,128.8815,276.3900,276.3900,276.3900,276.3900,122.6400,218.3650,131.9475,N/A,N/A,215.1354,215.1354,216.4500,249.7500,323.0100,133.2000
1510833,COLPOSCOPY WITH LOOP ELECTRODE EXC,ProFee,0983,57460,Colposcopy of the cervix including upper/adjacent vagina; with loop electrode biopsy(s) of the cervix,,0,968.0000,774.4000,25.2000,2042.6350,274.2410,803.4400,803.4400,803.4400,803.4400,25.2000,2042.6350,27.1125,N/A,N/A,2012.4246,2012.4246,1692.2106,1880.2340,938.9600,272.2299
1510841,CLINIC NARCAN,ProFee,0983,J2310,Inj naloxone hydrochloride,,0,72.0000,57.6000,28.8000,69.8400,N/A,59.7600,59.7600,59.7600,59.7600,57.6000,61.2000,61.2000,N/A,N/A,0.0000,0.0000,46.8000,54.0000,69.8400,28.8000
1510858,WELLNESS EXAM AGE 1-4 - NEW PT,ProFee,0983,99382,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; early childhood (age 1 through 4 years)",,0,349.0000,279.2000,45.7236,338.5300,137.7090,289.6700,289.6700,289.6700,289.6700,131.0400,46.4100,140.9850,N/A,N/A,45.7236,45.7236,190.9134,212.1260,338.5300,139.6000
1510866,FRACTURE CARE TIBIA SHAFT,ProFee,0983,27750,Closed treatment of tibial shaft fracture (with or without fibular fracture); without manipulation,,0,1059.0000,847.2000,24.9696,1143.5450,540.2430,878.9700,878.9700,878.9700,878.9700,1062.8800,900.1500,1143.5450,N/A,N/A,0.0000,0.0000,24.9696,27.7440,1027.2300,605.4137
1510874,LAC REPAIR COMPLEX EACH ADD 5CM,ProFee,0983,13122,"Repair, complex, scalp, arms, and/or legs; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,405.0000,324.0000,140.2074,1706.2800,142.4170,336.1500,336.1500,336.1500,336.1500,1585.9200,612.8500,1706.2800,N/A,N/A,603.7860,603.7860,238.7718,265.3020,392.8500,140.2074
1510882,INJECTION CARPAL TUNNEL,ProFee,0983,20526,"Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel",,0,246.0000,196.8000,96.7211,1355.6250,97.1025,204.1800,204.1800,204.1800,204.1800,1260.0000,1264.9700,1355.6250,N/A,N/A,1246.2612,1246.2612,1199.5812,1332.8680,238.6200,96.7211
1510890,IUD INSERTION,ProFee,0983,58300,Insertion of intrauterine device (IUD),,0,271.0000,216.8000,87.6865,2830.4150,87.6865,224.9300,224.9300,224.9300,224.9300,202.1600,2830.4150,217.5025,N/A,N/A,2788.5534,2788.5534,153.9792,171.0880,262.8700,108.4000
1510908,WELLNESS EXAM AGE 18-39 NEW PT,ProFee,0983,99385,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; 18-39 years",,0,400.0000,320.0000,152.9982,388.0000,165.3685,332.0000,332.0000,332.0000,332.0000,157.3600,155.2950,169.3025,N/A,N/A,152.9982,152.9982,260.0000,300.0000,388.0000,160.0000
1510916,DISLOCATION OF PATELLA W/ANESTHESIA,ProFee,0983,27562,Closed treatment of patellar dislocation; requiring anesthesia,,0,1487.0000,1189.6000,612.2754,2338.3500,824.4885,1234.2100,1234.2100,1234.2100,1234.2100,1189.6000,2338.3500,1263.9500,N/A,N/A,2303.7660,2303.7660,612.2754,680.3060,1442.3900,879.1574
1510957,WELLNESS EXAM AGE 40-64 NEW PT,ProFee,0983,99386,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; 40-64 years",,0,461.0000,368.8000,135.7722,447.1700,200.6785,382.6300,382.6300,382.6300,382.6300,190.9600,391.8500,205.4525,N/A,N/A,0.0000,0.0000,135.7722,150.8580,447.1700,184.4000
1511005,WELLNESS EXAM AGE 65+ - NEW PT,ProFee,0983,99387,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; 65 years and older",,0,500.0000,400.0000,200.0000,485.0000,215.9795,415.0000,415.0000,415.0000,415.0000,205.5200,425.0000,221.1175,N/A,N/A,0.0000,0.0000,325.0000,375.0000,485.0000,200.0000
1511039,CIRCUMCISION,ProFee,0983,54150,"Circumcision, using clamp or other device with regional dorsal penile or ring block",,0,600.0000,480.0000,54.3200,862.1550,167.1340,498.0000,498.0000,498.0000,498.0000,54.3200,862.1550,58.4425,N/A,N/A,849.4038,849.4038,390.1500,433.5000,582.0000,164.5291
1511054,WELLNESS EXAM AGE 0-1 - EST PT,ProFee,0983,99391,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; infant (age younger than 1 year)",,0,301.0000,240.8000,112.5600,291.9700,118.2885,249.8300,249.8300,249.8300,249.8300,112.5600,176.7150,121.1025,N/A,N/A,174.1014,174.1014,195.6500,225.7500,291.9700,120.4000
1511062,FINE NEEDLE ASPIRATION,ProFee,0983,10021,"Fine needle aspiration biopsy, without imaging guidance; first lesion",,0,452.0000,361.6000,94.1600,756.8400,94.1600,375.1600,375.1600,375.1600,375.1600,534.8000,756.8400,575.3875,N/A,N/A,745.6464,745.6464,497.8314,553.1460,438.4400,180.8000
1511070,BURN TREATMENT,ProFee,0983,16000,"Initial treatment, first degree burn, when no more than local treatment is required",,0,225.0000,180.0000,76.4420,937.7200,78.2705,186.7500,186.7500,186.7500,186.7500,759.9200,937.7200,817.5925,N/A,N/A,923.8512,923.8512,623.7198,693.0220,218.2500,76.4420
1511088,LYSIS OF ADHESIONS,ProFee,0983,54162,Lysis or excision of penile post-circumcision adhesions,,0,921.0000,736.8000,52.6400,1008.5250,338.3875,764.4300,764.4300,764.4300,764.4300,52.6400,1008.5250,56.6350,N/A,N/A,993.6090,993.6090,754.8102,838.6780,893.3700,337.8918
1511096,EXC BENIGN LESION 3.1-4.0 CM,ProFee,0983,11404,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 3.1 to 4.0 cm",,0,656.0000,524.8000,262.0314,700.1050,274.2410,544.4800,544.4800,544.4800,544.4800,650.7200,265.9650,700.1050,N/A,N/A,262.0314,262.0314,318.3624,353.7360,636.3200,275.8565
1511104,WELLNESS EXAM AGE 1-4 - EST PT,ProFee,0983,99392,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; early childhood (age 1 through 4 years)",,0,321.0000,256.8000,88.5162,311.3700,128.8815,266.4300,266.4300,266.4300,266.4300,122.6400,89.8450,131.9475,N/A,N/A,88.5162,88.5162,154.4994,171.6660,311.3700,128.4000
1511112,OP PHYSICIAN VISIT LEVEL 2,ProFee,0982,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,131.0000,104.8000,40.8800,127.0700,42.9605,108.7300,108.7300,108.7300,108.7300,40.8800,73.1850,43.9825,N/A,N/A,72.1026,72.1026,42.1362,46.8180,127.0700,42.8208
1511120,ANTEPARTUM CARE 4-6 VISITS,ProFee,0983,59425,Antepartum care only; 4-6 visits,,0,1406.0000,1124.8000,70.2270,1363.8200,607.9205,1166.9800,1166.9800,1166.9800,1166.9800,101.3600,164.8150,109.0525,N/A,N/A,162.3774,162.3774,70.2270,78.0300,1363.8200,632.2307
1511138,ANTEPARTUM CARE 7 OR MORE VISITS,ProFee,0983,59426,Antepartum care only; 7 or more visits,,0,2518.0000,2014.4000,23.4480,2442.4600,1071.6585,2089.9400,2089.9400,2089.9400,2089.9400,222.3200,23.8000,239.1925,N/A,N/A,23.4480,23.4480,144.0954,160.1060,2442.4600,1114.2227
1511146,POSTPARTUM CARE ONLY,ProFee,0983,59430,Postpartum care only (separate procedure),,0,575.0000,460.0000,20.8080,557.7500,238.3425,477.2500,477.2500,477.2500,477.2500,131.6000,57.1200,141.5875,N/A,N/A,56.2752,56.2752,20.8080,23.1200,557.7500,247.1263
1511153,WELLNESS EXAM AGE 18-39 EST PT,ProFee,0983,99395,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; 18-39 years",,0,359.0000,287.2000,27.0504,348.2300,150.0675,297.9700,297.9700,297.9700,297.9700,142.8000,44.6250,153.6375,N/A,N/A,43.9650,43.9650,27.0504,30.0560,348.2300,143.6000
1511161,DISLOCATION FINGER WITH ANESTHESIA,ProFee,0983,26705,"Closed treatment of metacarpophalangeal dislocation, single, with manipulation; requiring anesthesia",,0,1272.0000,1017.6000,175.8276,1233.8400,648.5270,1055.7600,1055.7600,1055.7600,1055.7600,775.6000,227.2900,834.4625,N/A,N/A,223.9284,223.9284,175.8276,195.3640,1233.8400,658.8149
1511179,FRACTURE RADIAL HEAD,ProFee,0983,24650,Closed treatment of radial head or neck fracture; without manipulation,,0,794.0000,635.2000,31.2120,2424.4600,409.5960,659.0200,659.0200,659.0200,659.0200,2253.4400,269.5350,2424.4600,N/A,N/A,265.5486,265.5486,31.2120,34.6800,770.1800,461.7959
1511187,CLINIC ATROVENT,ProFee,0983,J7644,Ipratropium bromide non-comp,,0,6.0000,4.8000,2.4000,5.8200,N/A,4.9800,4.9800,4.9800,4.9800,4.8000,5.1000,5.1000,N/A,N/A,0.0000,0.0000,3.9000,4.5000,5.8200,2.4000
1511203,WELLNESS EXAM AGE 40-64 EST PT,ProFee,0983,99396,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; 40-64 years",,0,383.0000,306.4000,31.6548,371.5100,163.6030,317.8900,317.8900,317.8900,317.8900,155.6800,32.1300,167.4950,N/A,N/A,31.6548,31.6548,39.0150,43.3500,371.5100,153.2000
1511229,CLINIC FLU VACCINE < 3 YEARS,ProFee,0983,90657,"Influenza virus vaccine, trivalent (IIV3), split virus, 0.25 mL dosage, for intramuscular use",,0,21.0000,16.8000,8.4000,73.5050,N/A,17.4300,17.4300,17.4300,17.4300,68.3200,17.8500,73.5050,N/A,N/A,0.0000,0.0000,13.6500,15.7500,20.3700,8.4000
1511237,CAST APPLICATION SHORT ARM,ProFee,0983,29075,"Application, cast; elbow to finger (short arm)",,0,267.0000,213.6000,103.5760,605.7100,103.5760,221.6100,221.6100,221.6100,221.6100,213.6000,605.7100,226.9500,N/A,N/A,596.7516,596.7516,358.9380,398.8200,258.9900,152.4015
1511252,WELLNESS EXAM AGE 64+ - EST PT,ProFee,0983,99397,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; 65 years and older",,0,412.0000,329.6000,12.3102,399.6400,172.4305,341.9600,341.9600,341.9600,341.9600,164.0800,12.4950,176.5325,N/A,N/A,12.3102,12.3102,28.0908,31.2120,399.6400,164.8000
1511260,ASPIRATION/INJECTION GANGLION,ProFee,0983,20612,Aspiration and/or injection of ganglion cyst(s) any location,,0,188.0000,150.4000,70.0315,1698.7250,70.0315,156.0400,156.0400,156.0400,156.0400,150.4000,1698.7250,159.8000,N/A,N/A,1673.6010,1673.6010,788.6232,876.2480,182.3600,107.3182
1511278,AVULSION OF NAIL PLATE,ProFee,0983,11730,"Avulsion of nail plate, partial or complete, simple; single",,0,298.0000,238.4000,46.4800,1878.4150,92.3945,247.3400,247.3400,247.3400,247.3400,46.4800,1878.4150,50.0075,N/A,N/A,1850.6334,1850.6334,1062.2484,1180.2760,289.0600,86.5899
1511294,FRACTURE CARE HUMERUS,ProFee,0983,23600,Closed treatment of proximal humeral (surgical or anatomical neck) fracture; without manipulation,,0,993.0000,794.4000,424.9950,1089.3200,524.9420,824.1900,824.1900,824.1900,824.1900,1012.4800,431.3750,1089.3200,N/A,N/A,424.9950,424.9950,501.4728,557.1920,963.2100,527.2582
1511302,LIFE INSURANCE EXAM,ProFee,0983,99450,"Basic life and/or disability examination that includes: Measurement of height, weight, and blood pressure; Completion of a medical history following a life insurance pro forma; Collection of blood sample and/or urinalysis complying with ""chain of custody"" protocols; and Completion of necessary documentation/certificates.",,0,104.0000,83.2000,41.6000,1100.5120,N/A,86.3200,86.3200,86.3200,86.3200,83.2000,412.3350,88.4000,N/A,N/A,406.2366,406.2366,990.4608,1100.5120,100.8800,41.6000
1511328,INJECTION INTRALESIONAL,ProFee,0983,11900,"Injection, intralesional; up to and including 7 lesions",,0,167.0000,133.6000,50.4400,1765.2120,51.1995,138.6100,138.6100,138.6100,138.6100,70.0000,1760.6050,75.3125,N/A,N/A,1734.5658,1734.5658,1588.6908,1765.2120,161.9900,50.4400
1511344,CLINIC VFC/STATE ADMIN FEE,ProFee,0983,90460,"Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional; first or only component of each vaccine or toxoid administered",,0,30.0000,24.0000,19.5000,66.2750,23.5400,24.9000,24.9000,24.9000,24.9000,61.6000,25.5000,66.2750,N/A,N/A,0.0000,0.0000,19.5000,22.5000,29.1000,24.2052
1511351,WORK/MEDICAL DISAB. EXAM LEV 1,ProFee,0983,99455,"Work related or medical disability examination by the treating physician that includes: Completion of a medical history commensurate with the patient's condition; Performance of an examination commensurate with the patient's condition; Formulation of a diagnosis, assessment of capabilities and stability, and calculation of impairment; Development of future medical treatment plan; and Completion of necessary documentation/certificates and report.",,0,728.0000,582.4000,291.2000,1899.8860,N/A,604.2400,604.2400,604.2400,604.2400,582.4000,1419.0750,618.8000,N/A,N/A,1398.0870,1398.0870,1709.8974,1899.8860,706.1600,291.2000
1511369,WELCOME TO MEDICARE PHYSICAL EXAM,ProFee,0983,G0402,Initial preventive exam,,0,418.0000,334.4000,167.2000,405.4600,210.6830,346.9400,346.9400,346.9400,346.9400,334.4000,355.3000,355.3000,N/A,N/A,0.0000,0.0000,271.7000,313.5000,405.4600,167.2000
1511377,NASAL FRACTURE W/O MANIPULATION,ProFee,0981,21310,Closed treatment of nasal bone fracture without manipulation,,0,402.0000,321.6000,46.7469,2838.1500,47.0800,333.6600,333.6600,333.6600,333.6600,347.2000,2838.1500,373.5500,N/A,N/A,2796.1740,2796.1740,1452.9186,1614.3540,389.9400,46.7469
1511401,WORK/MEDICAL DISAB EXAM LEV. 2,ProFee,0983,99456,"Work related or medical disability examination by other than the treating physician that includes: Completion of a medical history commensurate with the patient's condition; Performance of an examination commensurate with the patient's condition; Formulation of a diagnosis, assessment of capabilities and stability, and calculation of impairment; Development of future medical treatment plan; and Completion of necessary documentation/certificates and report.",,0,839.0000,671.2000,335.6000,1378.5300,N/A,696.3700,696.3700,696.3700,696.3700,671.2000,536.6900,713.1500,N/A,N/A,528.7524,528.7524,1240.6770,1378.5300,813.8300,335.6000
1511419,LESION DESTRUCTION,ProFee,0983,17262,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 1.1 to 2.0 cm",,0,527.0000,421.6000,187.7315,2176.8325,187.7315,437.4100,437.4100,437.4100,437.4100,2023.2800,1037.0850,2176.8325,N/A,N/A,1021.7466,1021.7466,676.7802,751.9780,511.1900,308.1301
1511427,REMOVAL FOREIGN BODY EYELID,ProFee,0983,67938,"Removal of embedded foreign body, eyelid",,0,725.0000,580.0000,27.0504,703.2500,193.0280,601.7500,601.7500,601.7500,601.7500,580.0000,616.2500,616.2500,N/A,N/A,0.0000,0.0000,27.0504,30.0560,703.2500,194.2574
1511435,MEDICARE INITIAL WELLNESS EXAM,Inpatient,0510,G0438,"Ppps, initial visit",,0,519.0000,415.2000,415.2000,519.0000,493.0500,451.5300,451.5300,451.5300,451.5300,493.0500,503.4300,503.4300,493.0500,493.0500,508.6200,519.0000,456.7200,508.6200,503.4300,N/A
1511435,MEDICARE INITIAL WELLNESS EXAM,Outpatient,0510,G0438,"Ppps, initial visit",,0,519.0000,415.2000,415.2000,519.0000,493.0500,430.7700,430.7700,430.7700,430.7700,493.0500,503.4300,503.4300,477.4800,493.0500,508.6200,519.0000,456.7200,508.6200,503.4300,N/A
1511443,MEDICARE SUBSEQUENT WELLNESS EXAM,ProFee,0983,G0439,"Ppps, subseq visit",,0,367.0000,293.6000,146.8000,355.9900,191.2625,304.6100,304.6100,304.6100,304.6100,293.6000,311.9500,311.9500,N/A,N/A,0.0000,0.0000,238.5500,275.2500,355.9900,146.8000
1511468,OP PHYSICIAN VISIT LEVEL 3,ProFee,0982,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,220.0000,176.0000,63.9846,213.4000,85.3325,182.6000,182.6000,182.6000,182.6000,81.2000,111.2650,87.3625,N/A,N/A,109.6194,109.6194,63.9846,71.0940,213.4000,126.0169
1511476,REMOVAL OF CONTRACEPTIVE CAPSULE,ProFee,0983,11976,"Removal, implantable contraceptive capsules",,0,433.0000,346.4000,160.6605,1309.5950,160.6605,359.3900,359.3900,359.3900,359.3900,931.2800,1309.5950,1001.9575,N/A,N/A,1290.2262,1290.2262,850.0068,944.4520,420.0100,253.4812
1511484,EXCISION MALIGNANT LESION,ProFee,0983,11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm",,0,1195.0000,956.0000,171.9200,1350.6500,479.0390,991.8500,991.8500,991.8500,991.8500,171.9200,1350.6500,184.9675,N/A,N/A,1330.6740,1330.6740,1077.8544,1197.6160,1159.1500,476.3357
1511559,CLINIC INJECTION IM OR SUBCUTANEOUS,ProFee,0983,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,76.0000,60.8000,19.2474,73.7200,23.5400,63.0800,63.0800,63.0800,63.0800,22.4000,34.5100,24.1000,N/A,N/A,33.9996,33.9996,19.2474,21.3860,73.7200,24.2052
1511617,EXCISION LESION .6 TO 1CM,ProFee,0983,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,694.0000,555.2000,47.6000,1203.3960,251.2895,576.0200,576.0200,576.0200,576.0200,47.6000,240.9750,51.2125,N/A,N/A,237.4110,237.4110,1083.0564,1203.3960,673.1800,250.4368
1511625,EXCISION LESION 2.1 TO 3 CM,ProFee,0983,11603,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.0 cm",,0,855.0000,684.0000,82.3200,2590.0180,326.0290,709.6500,709.6500,709.6500,709.6500,82.3200,2315.7400,88.5675,N/A,N/A,2281.4904,2281.4904,2331.0162,2590.0180,829.3500,324.0673
1511641,LAC REPAIR 20.1 TO 30.0 CM,ProFee,0981,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1270.0000,1016.0000,479.6275,1254.4050,479.6275,1054.1000,1054.1000,1054.1000,1054.1000,1165.9200,1120.9800,1254.4050,N/A,N/A,1104.4008,1104.4008,623.7198,693.0220,1231.9000,480.0954
1511658,INJECTION TRIGGER PT >3 MUSCLES,ProFee,0981,20553,"Injection(s); single or multiple trigger point(s), 3 or more muscles",,0,222.0000,177.6000,72.4327,1409.2475,73.5625,184.2600,184.2600,184.2600,184.2600,1309.8400,1380.9950,1409.2475,N/A,N/A,1360.5702,1360.5702,1054.9656,1172.1840,215.3400,72.4327
1511666,FRACTURE CARE METACARPAL WITH MANIP,ProFee,0981,26605,"Closed treatment of metacarpal fracture, single; with manipulation, each bone",,0,980.0000,784.0000,497.2825,1271.2750,497.2825,813.4000,813.4000,813.4000,813.4000,1181.6000,833.0000,1271.2750,N/A,N/A,0.0000,0.0000,816.7140,907.4600,950.6000,503.4689
1511674,FRACTURE CARE HUMERUS,ProFee,0983,24500,Closed treatment of humeral shaft fracture; without manipulation,,0,1113.0000,890.4000,373.9956,2325.0475,556.7210,923.7900,923.7900,923.7900,923.7900,2161.0400,379.6100,2325.0475,N/A,N/A,373.9956,373.9956,551.4120,612.6800,1079.6100,561.7777
1511682,TCM HIGH COMPLEXITY 7 DAYS OF D/C,ProFee,0983,99495,"Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of at least moderate complexity during the service period Face-to-face visit, within 14 calendar days of discharge",,0,203.0000,162.4000,162.4000,883.7620,204.7980,168.4900,168.4900,168.4900,168.4900,194.8800,172.5500,209.6700,N/A,N/A,0.0000,0.0000,795.3858,883.7620,196.9100,186.9875
1511690,TCM MODERATE COMPLEXITY,ProFee,0983,99496,"Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of high complexity during the service period Face-to-face visit, within 7 calendar days of discharge",,0,278.0000,222.4000,180.7000,276.5475,270.1215,230.7400,230.7400,230.7400,230.7400,257.0400,236.3000,276.5475,N/A,N/A,0.0000,0.0000,180.7000,208.5000,269.6600,270.5995
1511708,LAC REPAIR COMPLEX 1.1-2.5CM,ProFee,0981,13151,"Repair, complex, eyelids, nose, ears and/or lips; 1.1 cm to 2.5 cm",,0,1275.0000,1020.0000,472.8618,1236.7500,476.0965,1058.2500,1058.2500,1058.2500,1058.2500,693.2800,887.1450,745.8950,N/A,N/A,874.0242,874.0242,472.8618,525.4020,1236.7500,743.8244
1511716,CLINIC DIPSTICK NO MICROSCOPY,Inpatient,0307,81002,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy",,0,22.0000,17.6000,17.6000,22.0000,20.9000,19.1400,19.1400,19.1400,19.1400,20.9000,21.3400,21.3400,20.9000,20.9000,21.5600,22.0000,19.3600,21.5600,21.3400,N/A
1511716,CLINIC DIPSTICK NO MICROSCOPY,Outpatient,0307,81002,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy",,0,22.0000,17.6000,17.6000,22.0000,20.9000,18.2600,18.2600,18.2600,18.2600,20.9000,21.3400,21.3400,20.2400,20.9000,21.5600,22.0000,19.3600,21.5600,21.3400,N/A
1511724,COLPOSCOPY WITH BIOPSY OF CERVIX,ProFee,0983,57455,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix,,0,436.0000,348.8000,63.2800,1936.1300,187.7315,361.8800,361.8800,361.8800,361.8800,63.2800,1936.1300,68.0825,N/A,N/A,1907.4948,1907.4948,1531.4688,1701.6320,422.9200,185.3406
1511732,CLINIC UA AUTOMATED NO MICROSCOPY,Inpatient,0307,81003,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy",,0,39.0000,31.2000,31.2000,39.0000,37.0500,33.9300,33.9300,33.9300,33.9300,37.0500,37.8300,37.8300,37.0500,37.0500,38.2200,39.0000,34.3200,38.2200,37.8300,N/A
1511732,CLINIC UA AUTOMATED NO MICROSCOPY,Outpatient,0307,81003,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy",,0,39.0000,31.2000,31.2000,39.0000,37.0500,32.3700,32.3700,32.3700,32.3700,37.0500,37.8300,37.8300,35.8800,37.0500,38.2200,39.0000,34.3200,38.2200,37.8300,N/A
