Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_,hospital
595501_1,TBG Functional (Mayo TBGI),Inpatient,301,84442,Thyroxine binding globulin (TBG),,0,159,119.25,92.22,295.74,151.05,151.05,147.87,159,,151.05,Trinity_Hospital
595501_1,TBG Functional (Mayo TBGI),Outpatient,301,84442,Thyroxine binding globulin (TBG),,0,159,119.25,92.22,295.74,151.05,295.74,147.87,159,92.22,151.05,Trinity_Hospital
595556_1,Anti HBC Total Chronic,Inpatient,302,86704,Hepatitis B core antibody (HBcAb); total,,0,166.75,125.06,96.72,310.16,158.41,158.41,155.08,166.75,,158.41,Trinity_Hospital
595556_1,Anti HBC Total Chronic,Outpatient,302,86704,Hepatitis B core antibody (HBcAb); total,,0,166.75,125.06,96.72,310.16,158.41,310.16,155.08,166.75,96.72,158.41,Trinity_Hospital
595561_1,Anti HBS Chronic,Inpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,103.75,77.81,60.18,192.98,98.56,98.56,96.49,103.75,,98.56,Trinity_Hospital
595561_1,Anti HBS Chronic,Outpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,103.75,77.81,60.18,192.98,98.56,192.98,96.49,103.75,60.18,98.56,Trinity_Hospital
595564_1,HB S AG Chronic,Inpatient,302,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,55.1,176.7,90.25,90.25,88.35,95,,90.25,Trinity_Hospital
595564_1,HB S AG Chronic,Outpatient,302,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,55.1,176.7,90.25,176.7,88.35,95,55.1,90.25,Trinity_Hospital
595565_1,Anti HCV Chronic,Inpatient,302,86803,Hepatitis C antibody,,0,163.75,122.81,94.98,304.58,155.56,155.56,152.29,163.75,,155.56,Trinity_Hospital
595565_1,Anti HCV Chronic,Outpatient,302,86803,Hepatitis C antibody,,0,163.75,122.81,94.98,304.58,155.56,304.58,152.29,163.75,94.98,155.56,Trinity_Hospital
595704_1,"Protein C, Total AG (Mayo FPCTA)",Inpatient,300,85302,"Clotting inhibitors or anticoagulants; protein C, antigen",,0,217.75,163.31,126.3,405.02,206.86,206.86,202.51,217.75,,206.86,Trinity_Hospital
595704_1,"Protein C, Total AG (Mayo FPCTA)",Outpatient,300,85302,"Clotting inhibitors or anticoagulants; protein C, antigen",,0,217.75,163.31,126.3,405.02,206.86,405.02,202.51,217.75,126.3,206.86,Trinity_Hospital
595814_1,Cult Influenza A and B (State Lab),Inpatient,300,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,209.5,157.13,121.51,389.67,199.03,199.03,194.84,209.5,,199.03,Trinity_Hospital
595814_1,Cult Influenza A and B (State Lab),Outpatient,300,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,209.5,157.13,121.51,389.67,199.03,389.67,194.84,209.5,121.51,199.03,Trinity_Hospital
595816_1,Lymes Disease (State Lab),Inpatient,302,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,166.5,124.88,96.57,309.69,158.18,158.18,154.85,166.5,,158.18,Trinity_Hospital
595816_1,Lymes Disease (State Lab),Outpatient,302,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,166.5,124.88,96.57,309.69,158.18,309.69,154.85,166.5,96.57,158.18,Trinity_Hospital
595864_1,Hepatitis B Surface Antigen (State),Inpatient,300,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,55.1,176.7,90.25,90.25,88.35,95,,90.25,Trinity_Hospital
595864_1,Hepatitis B Surface Antigen (State),Outpatient,300,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,55.1,176.7,90.25,176.7,88.35,95,55.1,90.25,Trinity_Hospital
595892_1,"CO Tick Fever, State",Inpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.75,100.31,77.58,248.78,127.06,127.06,124.39,133.75,,127.06,Trinity_Hospital
595892_1,"CO Tick Fever, State",Outpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.75,100.31,77.58,248.78,127.06,248.78,124.39,133.75,77.58,127.06,Trinity_Hospital
595893_1,"Rcky Mtn Sp Fever, State",Inpatient,302,86757,Antibody; Rickettsia,,0,217.75,163.31,126.3,405.02,206.86,206.86,202.51,217.75,,206.86,Trinity_Hospital
595893_1,"Rcky Mtn Sp Fever, State",Outpatient,302,86757,Antibody; Rickettsia,,0,217.75,163.31,126.3,405.02,206.86,405.02,202.51,217.75,126.3,206.86,Trinity_Hospital
595904_1,Cyclosporin (St. Vincents),Inpatient,301,80158,Cyclosporine,,0,177.25,132.94,102.81,329.69,168.39,168.39,164.84,177.25,,168.39,Trinity_Hospital
595904_1,Cyclosporin (St. Vincents),Outpatient,301,80158,Cyclosporine,,0,177.25,132.94,102.81,329.69,168.39,329.69,164.84,177.25,102.81,168.39,Trinity_Hospital
595911_1,"Influ A IgG, Mayo",Inpatient,,,,,0,151,113.25,87.58,280.86,143.45,143.45,140.43,151,,143.45,Trinity_Hospital
595911_1,"Influ A IgG, Mayo",Outpatient,,,,,0,151,113.25,87.58,280.86,143.45,280.86,140.43,151,87.58,143.45,Trinity_Hospital
595912_1,"Influ A IgM, Mayo",Inpatient,,,,,0,151,113.25,87.58,280.86,143.45,143.45,140.43,151,,143.45,Trinity_Hospital
595912_1,"Influ A IgM, Mayo",Outpatient,,,,,0,151,113.25,87.58,280.86,143.45,280.86,140.43,151,87.58,143.45,Trinity_Hospital
595948_1,AFP Maternal Screen (Mayo MAFP1),Inpatient,301,82105,Alpha-fetoprotein (AFP); serum,,0,193,144.75,111.94,358.98,183.35,183.35,179.49,193,,183.35,Trinity_Hospital
595948_1,AFP Maternal Screen (Mayo MAFP1),Outpatient,301,82105,Alpha-fetoprotein (AFP); serum,,0,193,144.75,111.94,358.98,183.35,358.98,179.49,193,111.94,183.35,Trinity_Hospital
595949_1,Fetal Fibronectin,Inpatient,301,82731,"Fetal fibronectin, cervicovaginal secretions, semi-quantitative",,0,277,207.75,160.66,515.22,263.15,263.15,257.61,277,,263.15,Trinity_Hospital
595949_1,Fetal Fibronectin,Outpatient,301,82731,"Fetal fibronectin, cervicovaginal secretions, semi-quantitative",,0,277,207.75,160.66,515.22,263.15,515.22,257.61,277,160.66,263.15,Trinity_Hospital
595952_1,Apolipoprotein B (Mayo APOLB),Inpatient,301,82172,"Apolipoprotein, each",,0,96.25,72.19,55.83,179.03,91.44,91.44,89.51,96.25,,91.44,Trinity_Hospital
595952_1,Apolipoprotein B (Mayo APOLB),Outpatient,301,82172,"Apolipoprotein, each",,0,96.25,72.19,55.83,179.03,91.44,179.03,89.51,96.25,55.83,91.44,Trinity_Hospital
596034_1,"Parvo B19 IgM, Mayo",Inpatient,300,86747,Antibody; parvovirus,,0,206.25,154.69,119.63,383.63,195.94,195.94,191.81,206.25,,195.94,Trinity_Hospital
596034_1,"Parvo B19 IgM, Mayo",Outpatient,300,86747,Antibody; parvovirus,,0,206.25,154.69,119.63,383.63,195.94,383.63,191.81,206.25,119.63,195.94,Trinity_Hospital
596134_1,SM-C (Insulin-Like GFI) (ARUP 70125),Inpatient,301,84305,Somatomedin,,0,324.5,243.38,188.21,603.57,308.28,308.28,301.79,324.5,,308.28,Trinity_Hospital
596134_1,SM-C (Insulin-Like GFI) (ARUP 70125),Outpatient,301,84305,Somatomedin,,0,324.5,243.38,188.21,603.57,308.28,603.57,301.79,324.5,188.21,308.28,Trinity_Hospital
596255_1,Rubeola IgM,Inpatient,300,86765,Antibody; rubeola,,0,131.75,98.81,76.42,245.06,125.16,125.16,122.53,131.75,,125.16,Trinity_Hospital
596255_1,Rubeola IgM,Outpatient,300,86765,Antibody; rubeola,,0,131.75,98.81,76.42,245.06,125.16,245.06,122.53,131.75,76.42,125.16,Trinity_Hospital
596268_1,Inactive Bupropion (Mayo 81781),Inpatient,,80346,Benzodiazepines; 1-12,,0,183.5,137.63,106.43,341.31,174.33,174.33,170.66,183.5,,174.33,Trinity_Hospital
596268_1,Inactive Bupropion (Mayo 81781),Outpatient,,80346,Benzodiazepines; 1-12,,0,183.5,137.63,106.43,341.31,174.33,341.31,170.66,183.5,106.43,174.33,Trinity_Hospital
596269_1,Thyroid Stimulating Antibodies (Mayo TSI),Inpatient,301,84445,Thyroid stimulating immune globulins (TSI),,0,160.5,120.38,93.09,298.53,152.48,152.48,149.27,160.5,,152.48,Trinity_Hospital
596269_1,Thyroid Stimulating Antibodies (Mayo TSI),Outpatient,301,84445,Thyroid stimulating immune globulins (TSI),,0,160.5,120.38,93.09,298.53,152.48,298.53,149.27,160.5,93.09,152.48,Trinity_Hospital
596278_1,Inactive HIV-1 Ab Confirm by West Blot (Mayo HV1WB),Inpatient,,,,,0,206,154.5,119.48,383.16,195.7,195.7,191.58,206,,195.7,Trinity_Hospital
596278_1,Inactive HIV-1 Ab Confirm by West Blot (Mayo HV1WB),Outpatient,,,,,0,206,154.5,119.48,383.16,195.7,383.16,191.58,206,119.48,195.7,Trinity_Hospital
596321_1,Prostate Specific Antigen Free,Inpatient,301,84154,Prostate specific antigen (PSA); free,,0,162.25,121.69,94.11,301.79,154.14,154.14,150.89,162.25,,154.14,Trinity_Hospital
596321_1,Prostate Specific Antigen Free,Outpatient,301,84154,Prostate specific antigen (PSA); free,,0,162.25,121.69,94.11,301.79,154.14,301.79,150.89,162.25,94.11,154.14,Trinity_Hospital
596325_1,"PSA, Total",Inpatient,301,84153,Prostate specific antigen (PSA); total,,0,162.5,121.88,94.25,302.25,154.38,154.38,151.13,162.5,,154.38,Trinity_Hospital
596325_1,"PSA, Total",Outpatient,301,84153,Prostate specific antigen (PSA); total,,0,162.5,121.88,94.25,302.25,154.38,302.25,151.13,162.5,94.25,154.38,Trinity_Hospital
596360_1,"Drug Scrn, Plasma (Mayo 8421)",Inpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,183.25,137.44,106.29,340.85,174.09,174.09,170.42,183.25,,174.09,Trinity_Hospital
596360_1,"Drug Scrn, Plasma (Mayo 8421)",Outpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,183.25,137.44,106.29,340.85,174.09,340.85,170.42,183.25,106.29,174.09,Trinity_Hospital
596428_1,Growth Hormone Antibodies (Esoterix 500214),Inpatient,300,86277,"Growth hormone, human (HGH), antibody",,0,298.25,223.69,172.99,554.75,283.34,283.34,277.37,298.25,,283.34,Trinity_Hospital
596428_1,Growth Hormone Antibodies (Esoterix 500214),Outpatient,300,86277,"Growth hormone, human (HGH), antibody",,0,298.25,223.69,172.99,554.75,283.34,554.75,277.37,298.25,172.99,283.34,Trinity_Hospital
596446_1,"LDH Total, Mayo",Inpatient,300,83615,"Lactate dehydrogenase (LD), (LDH)",,0,69,51.75,40.02,128.34,65.55,65.55,64.17,69,,65.55,Trinity_Hospital
596446_1,"LDH Total, Mayo",Outpatient,300,83615,"Lactate dehydrogenase (LD), (LDH)",,0,69,51.75,40.02,128.34,65.55,128.34,64.17,69,40.02,65.55,Trinity_Hospital
596447_1,"LDH Isos, Mayo",Inpatient,301,83625,"Lactate dehydrogenase (LD), (LDH); isoenzymes, separation and quantitation",,0,194,145.5,112.52,360.84,184.3,184.3,180.42,194,,184.3,Trinity_Hospital
596447_1,"LDH Isos, Mayo",Outpatient,301,83625,"Lactate dehydrogenase (LD), (LDH); isoenzymes, separation and quantitation",,0,194,145.5,112.52,360.84,184.3,360.84,180.42,194,112.52,184.3,Trinity_Hospital
596468_1,"Aminolevulinic Acid, 24HR Urine (Mayo FALAU)",Inpatient,301,82135,"Aminolevulinic acid, delta (ALA)",,0,193,144.75,111.94,358.98,183.35,183.35,179.49,193,,183.35,Trinity_Hospital
596468_1,"Aminolevulinic Acid, 24HR Urine (Mayo FALAU)",Outpatient,301,82135,"Aminolevulinic acid, delta (ALA)",,0,193,144.75,111.94,358.98,183.35,358.98,179.49,193,111.94,183.35,Trinity_Hospital
596469_1,Glomerular Basement Membrane AB (Mayo GBM),Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,255.5,191.63,148.19,475.23,242.73,242.73,237.62,255.5,,242.73,Trinity_Hospital
596469_1,Glomerular Basement Membrane AB (Mayo GBM),Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,255.5,191.63,148.19,475.23,242.73,475.23,237.62,255.5,148.19,242.73,Trinity_Hospital
596470_1,Mitochondrial AB (Mayo AMA),Inpatient,300,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,156,117,90.48,290.16,148.2,148.2,145.08,156,,148.2,Trinity_Hospital
596470_1,Mitochondrial AB (Mayo AMA),Outpatient,300,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,156,117,90.48,290.16,148.2,290.16,145.08,156,90.48,148.2,Trinity_Hospital
596482_1,"IgG, Total, Mayo",Inpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,122,91.5,70.76,226.92,115.9,115.9,113.46,122,,115.9,Trinity_Hospital
596482_1,"IgG, Total, Mayo",Outpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,122,91.5,70.76,226.92,115.9,226.92,113.46,122,70.76,115.9,Trinity_Hospital
596534_1,Inactive Mephenytoin (Mayo 9777),Inpatient,,,,,0,178.75,134.06,103.68,332.48,169.81,169.81,166.24,178.75,,169.81,Trinity_Hospital
596534_1,Inactive Mephenytoin (Mayo 9777),Outpatient,,,,,0,178.75,134.06,103.68,332.48,169.81,332.48,166.24,178.75,103.68,169.81,Trinity_Hospital
596535_1,"Hemoglobin, Plasma Free (Mayo PLHBB)",Inpatient,301,83051,Hemoglobin; plasma,,0,90.75,68.06,52.64,168.8,86.21,86.21,84.4,90.75,,86.21,Trinity_Hospital
596535_1,"Hemoglobin, Plasma Free (Mayo PLHBB)",Outpatient,301,83051,Hemoglobin; plasma,,0,90.75,68.06,52.64,168.8,86.21,168.8,84.4,90.75,52.64,86.21,Trinity_Hospital
596536_1,"Ethosuximide, Serum (Mayo ETX)",Inpatient,301,80168,Ethosuximide,,0,157,117.75,91.06,292.02,149.15,149.15,146.01,157,,149.15,Trinity_Hospital
596536_1,"Ethosuximide, Serum (Mayo ETX)",Outpatient,301,80168,Ethosuximide,,0,157,117.75,91.06,292.02,149.15,292.02,146.01,157,91.06,149.15,Trinity_Hospital
596539_1,"Citrate Excretion, Ur (Mayo CITR)",Inpatient,301,82507,Citrate,,0,268.5,201.38,155.73,499.41,255.08,255.08,249.71,268.5,,255.08,Trinity_Hospital
596539_1,"Citrate Excretion, Ur (Mayo CITR)",Outpatient,301,82507,Citrate,,0,268.5,201.38,155.73,499.41,255.08,499.41,249.71,268.5,155.73,255.08,Trinity_Hospital
596570_1,Cryoglobulin,Inpatient,301,82595,"Cryoglobulin, qualitative or semi-quantitative (eg, cryocrit)",,0,154.5,115.88,89.61,287.37,146.78,146.78,143.69,154.5,,146.78,Trinity_Hospital
596570_1,Cryoglobulin,Outpatient,301,82595,"Cryoglobulin, qualitative or semi-quantitative (eg, cryocrit)",,0,154.5,115.88,89.61,287.37,146.78,287.37,143.69,154.5,89.61,146.78,Trinity_Hospital
596590_1,CMV IgG,Inpatient,302,86644,Antibody; cytomegalovirus (CMV),,0,152.75,114.56,88.6,284.12,145.11,145.11,142.06,152.75,,145.11,Trinity_Hospital
596590_1,CMV IgG,Outpatient,302,86644,Antibody; cytomegalovirus (CMV),,0,152.75,114.56,88.6,284.12,145.11,284.12,142.06,152.75,88.6,145.11,Trinity_Hospital
596634_1,"Hepatitis B Core Ab, Total",Inpatient,302,86704,Hepatitis B core antibody (HBcAb); total,,0,166.5,124.88,96.57,309.69,158.18,158.18,154.85,166.5,,158.18,Trinity_Hospital
596634_1,"Hepatitis B Core Ab, Total",Outpatient,302,86704,Hepatitis B core antibody (HBcAb); total,,0,166.5,124.88,96.57,309.69,158.18,309.69,154.85,166.5,96.57,158.18,Trinity_Hospital
5966499_1,00472-1201-06 - acetaminophen 120 mg Supp,Inpatient,250,,,,0,4,3,2.32,7.44,3.8,3.8,3.72,4,,3.8,Trinity_Hospital
5966499_1,00472-1201-06 - acetaminophen 120 mg Supp,Outpatient,250,,,,0,4,3,2.32,7.44,3.8,7.44,3.72,4,2.32,3.8,Trinity_Hospital
5966500_1,00182-7001-11 - acetaminophen 325 mg Supp,Inpatient,250,,,,0,4,3,2.32,7.44,3.8,3.8,3.72,4,,3.8,Trinity_Hospital
5966500_1,00182-7001-11 - acetaminophen 325 mg Supp,Outpatient,250,,,,0,4,3,2.32,7.44,3.8,7.44,3.72,4,2.32,3.8,Trinity_Hospital
5966506_1,00904-1982-61 - acetaminophen 325 mg Tab,Inpatient,250,,,,0,2,1.5,1.16,3.72,1.9,1.9,1.86,2,,1.9,Trinity_Hospital
5966506_1,00904-1982-61 - acetaminophen 325 mg Tab,Outpatient,250,,,,0,2,1.5,1.16,3.72,1.9,3.72,1.86,2,1.16,1.9,Trinity_Hospital
5966507_1,00182-8453-89 - acetaminophen 500 mg Tab,Inpatient,250,,,,0,2,1.5,1.16,3.72,1.9,1.9,1.86,2,,1.9,Trinity_Hospital
5966507_1,00182-8453-89 - acetaminophen 500 mg Tab,Outpatient,250,,,,0,2,1.5,1.16,3.72,1.9,3.72,1.86,2,1.16,1.9,Trinity_Hospital
5966509_1,50580-0123-03 - acetaminophen 160 mg/5 mL Susp,Inpatient,250,,,,0,8.74,6.56,5.07,16.26,8.3,8.3,8.13,8.74,,8.3,Trinity_Hospital
5966509_1,50580-0123-03 - acetaminophen 160 mg/5 mL Susp,Outpatient,250,,,,0,8.74,6.56,5.07,16.26,8.3,16.26,8.13,8.74,5.07,8.3,Trinity_Hospital
5966512_1,63739-0314-15 - acyclovir 200 mg Cap,Inpatient,250,,,,0,3.99,2.99,2.31,7.42,3.79,3.79,3.71,3.99,,3.79,Trinity_Hospital
5966512_1,63739-0314-15 - acyclovir 200 mg Cap,Outpatient,250,,,,0,3.99,2.99,2.31,7.42,3.79,7.42,3.71,3.99,2.31,3.79,Trinity_Hospital
5966513_1,51079-0205-20 - allopurinol 100 mg Tab,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5966513_1,51079-0205-20 - allopurinol 100 mg Tab,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
596663_1,Fac V Leiden Interp,Inpatient,300,81241,"F5 (coagulation factor V) (eg, hereditary hypercoagulability) gene analysis, Leiden variant",,0,192.5,144.38,111.65,358.05,182.88,182.88,179.03,192.5,,182.88,Trinity_Hospital
596663_1,Fac V Leiden Interp,Outpatient,300,81241,"F5 (coagulation factor V) (eg, hereditary hypercoagulability) gene analysis, Leiden variant",,0,192.5,144.38,111.65,358.05,182.88,358.05,179.03,192.5,111.65,182.88,Trinity_Hospital
596700_1,"Acet Chol, RBC (Mayo ACHS)",Inpatient,300,82482,Cholinesterase; RBC,,0,117.25,87.94,68.01,218.09,111.39,111.39,109.04,117.25,,111.39,Trinity_Hospital
596700_1,"Acet Chol, RBC (Mayo ACHS)",Outpatient,300,82482,Cholinesterase; RBC,,0,117.25,87.94,68.01,218.09,111.39,218.09,109.04,117.25,68.01,111.39,Trinity_Hospital
596761_1,Herpes Simplex PCR (Mayo HERPV),Inpatient,306,87529,"Infectious agent detection by nucleic acid (DNA or RNA); Herpes simplex virus, amplified probe technique",,0,241.5,181.13,140.07,449.19,229.43,229.43,224.6,241.5,,229.43,Trinity_Hospital
596761_1,Herpes Simplex PCR (Mayo HERPV),Outpatient,306,87529,"Infectious agent detection by nucleic acid (DNA or RNA); Herpes simplex virus, amplified probe technique",,0,241.5,181.13,140.07,449.19,229.43,449.19,224.6,241.5,140.07,229.43,Trinity_Hospital
596778_1,Phenytoin Free,Inpatient,301,80186,Phenytoin; free,,0,255.5,191.63,148.19,475.23,242.73,242.73,237.62,255.5,,242.73,Trinity_Hospital
596778_1,Phenytoin Free,Outpatient,301,80186,Phenytoin; free,,0,255.5,191.63,148.19,475.23,242.73,475.23,237.62,255.5,148.19,242.73,Trinity_Hospital
596779_1,"Phenytoin Total, Mayo",Inpatient,301,80185,Phenytoin; total,,0,129.75,97.31,75.26,241.34,123.26,123.26,120.67,129.75,,123.26,Trinity_Hospital
596779_1,"Phenytoin Total, Mayo",Outpatient,301,80185,Phenytoin; total,,0,129.75,97.31,75.26,241.34,123.26,241.34,120.67,129.75,75.26,123.26,Trinity_Hospital
596795_1,Proinsulin (Mayo PINS),Inpatient,301,84206,Proinsulin,,0,312,234,180.96,580.32,296.4,296.4,290.16,312,,296.4,Trinity_Hospital
596795_1,Proinsulin (Mayo PINS),Outpatient,301,84206,Proinsulin,,0,312,234,180.96,580.32,296.4,580.32,290.16,312,180.96,296.4,Trinity_Hospital
596814_1,"Cotinine, Ur (Mayo NICOU)",Inpatient,301,G0480,Drug test def 1-7 classes,,0,270,202.5,156.6,502.2,256.5,256.5,251.1,270,,256.5,Trinity_Hospital
596814_1,"Cotinine, Ur (Mayo NICOU)",Outpatient,301,G0480,Drug test def 1-7 classes,,0,270,202.5,156.6,502.2,256.5,502.2,251.1,270,156.6,256.5,Trinity_Hospital
596815_1,"Selenium, Serum (Mayo SES)",Inpatient,301,84255,Selenium,,0,224.25,168.19,130.07,417.11,213.04,213.04,208.55,224.25,,213.04,Trinity_Hospital
596815_1,"Selenium, Serum (Mayo SES)",Outpatient,301,84255,Selenium,,0,224.25,168.19,130.07,417.11,213.04,417.11,208.55,224.25,130.07,213.04,Trinity_Hospital
596832_1,"Electro, B2 Transferrin, Mayo",Inpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,202.75,152.06,117.6,377.12,192.61,192.61,188.56,202.75,,192.61,Trinity_Hospital
596832_1,"Electro, B2 Transferrin, Mayo",Outpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,202.75,152.06,117.6,377.12,192.61,377.12,188.56,202.75,117.6,192.61,Trinity_Hospital
5968524_1,50580-0813-08 - acetaminophen 500 mg/15 mL Liquid,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968524_1,50580-0813-08 - acetaminophen 500 mg/15 mL Liquid,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968528_1,00603-1020-58 - acetaminophen-codeine 120 mg-12 mg/5 mL Liquid,Inpatient,250,,,,0,20.59,15.44,11.94,38.3,19.56,19.56,19.15,20.59,,19.56,Trinity_Hospital
5968528_1,00603-1020-58 - acetaminophen-codeine 120 mg-12 mg/5 mL Liquid,Outpatient,250,,,,0,20.59,15.44,11.94,38.3,19.56,38.3,19.15,20.59,11.94,19.56,Trinity_Hospital
5968529_1,63739-0004-10 - acetaminophen-codeine 300 mg-30 mg Tab,Inpatient,250,,,,0,6,4.5,3.48,11.16,5.7,5.7,5.58,6,,5.7,Trinity_Hospital
5968529_1,63739-0004-10 - acetaminophen-codeine 300 mg-30 mg Tab,Outpatient,250,,,,0,6,4.5,3.48,11.16,5.7,11.16,5.58,6,3.48,5.7,Trinity_Hospital
5968530_1,66220-0107-30 - acetylcysteine 20% Soln,Inpatient,259,,,,0,293.7,220.28,170.35,546.28,279.02,279.02,273.14,293.7,,279.02,Trinity_Hospital
5968530_1,66220-0107-30 - acetylcysteine 20% Soln,Outpatient,259,,,,0,293.7,220.28,170.35,546.28,279.02,546.28,273.14,293.7,170.35,279.02,Trinity_Hospital
5968531_1,00409-3308-03 - acetylcysteine 20% Soln,Inpatient,250,,,,0,36.83,27.62,21.36,68.5,34.99,34.99,34.25,36.83,,34.99,Trinity_Hospital
5968531_1,00409-3308-03 - acetylcysteine 20% Soln,Outpatient,250,,,,0,36.83,27.62,21.36,68.5,34.99,68.5,34.25,36.83,21.36,34.99,Trinity_Hospital
5968532_1,66689-0202-08 - charcoal 50 g Susp,Inpatient,250,,,,0,32.88,24.66,19.07,61.16,31.24,31.24,30.58,32.88,,31.24,Trinity_Hospital
5968532_1,66689-0202-08 - charcoal 50 g Susp,Outpatient,250,,,,0,32.88,24.66,19.07,61.16,31.24,61.16,30.58,32.88,19.07,31.24,Trinity_Hospital
5968533_1,66689-0203-08 - charcoal-sorbitol 50 g Susp,Inpatient,250,,,,0,82.51,61.88,47.86,153.47,78.38,78.38,76.73,82.51,,78.38,Trinity_Hospital
5968533_1,66689-0203-08 - charcoal-sorbitol 50 g Susp,Outpatient,250,,,,0,82.51,61.88,47.86,153.47,78.38,153.47,76.73,82.51,47.86,78.38,Trinity_Hospital
5968535_1,63323-0325-10 - acyclovir 50 mg/mL Soln,Inpatient,259,J0133,Acyclovir injection,,100,67.68,50.76,39.25,125.88,64.3,64.3,62.94,67.68,,64.3,Trinity_Hospital
5968535_1,63323-0325-10 - acyclovir 50 mg/mL Soln,Outpatient,259,J0133,Acyclovir injection,,100,67.68,50.76,39.25,125.88,64.3,125.88,62.94,67.68,39.25,64.3,Trinity_Hospital
5968536_1,25021-0301-72 - adenosine 3 mg/mL Soln,Inpatient,259,J0153,Adenosine inj 1mg,,6,30.9,23.18,17.92,57.47,29.36,29.36,28.74,30.9,,29.36,Trinity_Hospital
5968536_1,25021-0301-72 - adenosine 3 mg/mL Soln,Outpatient,259,J0153,Adenosine inj 1mg,,6,30.9,23.18,17.92,57.47,29.36,57.47,28.74,30.9,17.92,29.36,Trinity_Hospital
5968537_1,68516-5216-02 - albumin human 25% Soln,Inpatient,259,P9047,"Albumin (human), 25%, 50ml",,2,165.63,124.22,96.07,308.07,157.35,157.35,154.04,165.63,,157.35,Trinity_Hospital
