PROC NUMBER + PRICE MOD,PROCEDURE NAME,BASE PRICE,UNIT PRICE,hospital
1004811,DUPLEX AORTA IVC ILIAC OR GRAFT CMPL,,592.0,Sidney_Health_Center
1004815,ANES 01965 INCOMP MISSED ABORT,,21.0,Sidney_Health_Center
1004816,MD 10160 PUNC ASP HEMA BULLA CYST,,352.0,Sidney_Health_Center
1004818,CA 19-9PANCREATIC CANCER86301,,200.0,Sidney_Health_Center
1004826,CHEMO EACH ADD SEQ INFUSION,,334.0,Sidney_Health_Center
1004828,VIT D 1 25-DIHYDROXY SER 82652,,228.0,Sidney_Health_Center
1004830,VITAMIN B6 84207,,254.0,Sidney_Health_Center
1004832,VIT D 25-HYDR 82306,,143.0,Sidney_Health_Center
1004835,MD 25530 CLSD TX ULNAR SH FX WO MAN,,700.0,Sidney_Health_Center
1004839,MD 27840 CLSD TX ANKL DSLOC WO ANES,,1377.0,Sidney_Health_Center
1004850,RAD FLUORO GUID NDL PLCMNT ADD ON,,349.0,Sidney_Health_Center
1004851,HEP B SURF ANTIGEN HBSAG87340,,76.0,Sidney_Health_Center
1004852,RBC FETL KLEIHAUER-BETKE 85460,,109.0,Sidney_Health_Center
1004854,RA FACTOR QUALITATIVE 86430,,36.0,Sidney_Health_Center
1004856,COMPLEMENT ANTIGEN EA 86160,,94.0,Sidney_Health_Center
1004866,HEPARIN ANTI-XA ASSAY 85520,,273.0,Sidney_Health_Center
1004872,CORTISOL UR 24 HR 82530,,156.0,Sidney_Health_Center
1004884,HEPATITIS C ANTIBODY 86803,,171.0,Sidney_Health_Center
1004950,PF 11011 DEBR FB OPN SKN MUSC,,1668.0,Sidney_Health_Center
1004952,PF 11901 INJ INTRALES &gt; 7 LSN,,125.0,Sidney_Health_Center
1004952FAC,PF 11901 INJ INTRALES &gt; 7 LSN,,13.0,Sidney_Health_Center
1004952PRO,PF 11901 INJ INTRALES &gt; 7 LSN,,113.0,Sidney_Health_Center
1004953,PF 14020 TRNSFR TISS SCLP&lt;10CM,,1770.0,Sidney_Health_Center
1004954,PF 14021 TRNFR TIS SCLP10.1-30,,2659.0,Sidney_Health_Center
1004956,PF 14041 TRNSFR TIS HND10.1-30,,2440.0,Sidney_Health_Center
1004957,PF 14060 TRNSFR TISS EYE&lt;10CM,,2400.0,Sidney_Health_Center
1004958,PF 14061 TRNSFR TIS EYE10.1-30,,1728.0,Sidney_Health_Center
1004960,PF 15220 GFT FULL SCLP ARM&lt;20C,,1958.0,Sidney_Health_Center
1004961,PF 15788 CHEM PEEL FAC EPIDERM,,984.0,Sidney_Health_Center
1004962,PF 15822 BLEPHAROPL UPR EYELID,,1068.0,Sidney_Health_Center
1004963,PF 15823 BLEPHAROPL UPR WEXT,,1683.0,Sidney_Health_Center
1004964,PF 17107 DEST LSN VAS10-50SQCM,,1182.0,Sidney_Health_Center
1004964FAC,PF 17107 DEST LSN VAS10-50SQCM,,118.0,Sidney_Health_Center
1004964PRO,PF 17107 DEST LSN VAS10-50SQCM,,1064.0,Sidney_Health_Center
1004965,PF 17108 DEST LSN VAS &gt;50SQCM,,1500.0,Sidney_Health_Center
1004965FAC,PF 17108 DEST LSN VAS &gt;50SQCM,,150.0,Sidney_Health_Center
1004965PRO,PF 17108 DEST LSN VAS &gt;50SQCM,,1350.0,Sidney_Health_Center
1004966,PF 17311 MOHS 1STG H N HF G &lt;,,1591.0,Sidney_Health_Center
1004967,PF 17312 MOHS + STG H N HF G&lt;,,712.0,Sidney_Health_Center
1004968,PF 17313 MOHS 1ST STG T A L &lt;,,1613.0,Sidney_Health_Center
1004969,PF 17314 MOHS + STG T A L &lt;5SP,,979.0,Sidney_Health_Center
1004970,PF 17315 CHEMOSURG MOHS EA+ &gt;5,,210.0,Sidney_Health_Center
1004972,PF 21705 DIV CALENUS ANT WRIB,,1726.0,Sidney_Health_Center
1004973,PF 22315 FX VERTEB WMAN CLSD,,2228.0,Sidney_Health_Center
1004976,PF 22845 INS SPINE ANT SEG 2-3,,2061.0,Sidney_Health_Center
1004978,PF 23066 BX TISS SHOULDER DEEP,,1292.0,Sidney_Health_Center
1004979,PF 23410 RPR ROTATOR OPN ACUTE,,2592.0,Sidney_Health_Center
1004980,PF 23550 DIS CLAVICLE MAN OPN,,1509.0,Sidney_Health_Center
1004981,PF 23615 FX HUMER PROX OPEN,,2296.0,Sidney_Health_Center
1004982,PF 23700 MANIP SHLDER WANES,,514.0,Sidney_Health_Center
1004983,PF 24000 ARTHROT ELBOW WEXPL,,1239.0,Sidney_Health_Center
1004984,PF 25000 INCISION EXTEN TENDON,,1037.0,Sidney_Health_Center
1004985,PF 25020 FASCIOT FOREARM WRIST,,1495.0,Sidney_Health_Center
1004986,PF 25024 FASCIOT FA WRST FLEXO,,2015.0,Sidney_Health_Center
1004987,PF 25545 TX FX ULNA OPEN,,2166.0,Sidney_Health_Center
1004988,PF 25574 FX RAD&amp;ULN FIX R U OP,,2055.0,Sidney_Health_Center
1004989,PF 25575 FX RAD&amp;ULN FIX R&amp;U OP,,2874.0,Sidney_Health_Center
1004990,PF 25606 FX RADIUS WMAN PERC,,2113.0,Sidney_Health_Center
1004991,PF 25609 TX FX RAD DIS 3+ FRG,,2736.0,Sidney_Health_Center
1004992,PF 26037 FASCIOT HAND DECOMP,,1488.0,Sidney_Health_Center
1004993,PF 26040 FASCIOT PALMAR PERC,,791.0,Sidney_Health_Center
1004994,PF 26045 FASCIOT PALMAR OPEN,,1477.0,Sidney_Health_Center
1004995,PF 26727 FIX PHALANX PRX WMAN,,1484.0,Sidney_Health_Center
1004996,PF 27134 REV ARTHROPL HIP TTL,,5290.0,Sidney_Health_Center
1004997,PF 27235  FIX FX FEMORAL PRX,,2864.0,Sidney_Health_Center
1004998,PF 27236 FX FEMUR PROX OPEN,,3665.0,Sidney_Health_Center
1004999,PF 27244 FX FEMUR TROCH WPLAT,,3766.0,Sidney_Health_Center
1005001,PF 27256 DISL HIP SPONT WABD,,766.0,Sidney_Health_Center
1005002,PF 27340 EXC BURSA PATELLAR,,1335.0,Sidney_Health_Center
1005003,PF 27487 REV ARTHROPL KNEE TTL,,6879.0,Sidney_Health_Center
1005004,PF 27570 MANIPULATION KNEE JT,,640.0,Sidney_Health_Center
1005128,DIABETES CSLT GRP 30 MIN,,80.0,Sidney_Health_Center
1005129,ANES 00103 RECONSTRUCTIVE EYE,,21.0,Sidney_Health_Center
1005131,ANES 00164 NOSE BX SOFT TISS,,21.0,Sidney_Health_Center
1005134,ANES 00322 NEEDLE BX THYROID,,21.0,Sidney_Health_Center
1005136,ANES 00454 CLAVICLE BX,,21.0,Sidney_Health_Center
1005139,ANES 00524 PNEUMOCENTESIS,,21.0,Sidney_Health_Center
1005143,ANES 00548 INTRATHORACIC,,21.0,Sidney_Health_Center
1005149,ANES 00702 PERC LIVER BX,,21.0,Sidney_Health_Center
1005156,ANES 00924 UNDESCENDED TESTIS,,21.0,Sidney_Health_Center
1005162,ANES 01160 CL PROC PELVIS,,21.0,Sidney_Health_Center
1005170,ANES 01430 VEINS KNEE POP,,21.0,Sidney_Health_Center
1005179,ANES 01680 CAST APPL SHOULDER,,21.0,Sidney_Health_Center
1005185,ANES 01756 RAD PROC HUMERUS,,21.0,Sidney_Health_Center
1005187,ANES 01780 VEINS UPP ARM ELB,,21.0,Sidney_Health_Center
1005195,ANES 01952 BURN TBSA 4-9%,,21.0,Sidney_Health_Center
1005196,ANES 01953 BURN TBSA ADDT 9%,,21.0,Sidney_Health_Center
1005202,ANES 01999 UNLISTED PROCEDURE,,21.0,Sidney_Health_Center
1005204,MD 11000 DBRM EXTV NFEC SKIN&lt;10% BSA,,167.0,Sidney_Health_Center
1005212,MD 11765 WEDGE EXC INGRWN NAIL,,323.0,Sidney_Health_Center
1005216,MAMMARY DUCTOGR INJ,,313.0,Sidney_Health_Center
1005222,INSERT REPL PPM ATRIAL,,1982.0,Sidney_Health_Center
1005223,INSERT REPL PPM VENTRICULAR,,2064.0,Sidney_Health_Center
1005224,INSERT REPL PPM ATR VENT,,1394.0,Sidney_Health_Center
1005228,UPGRADE PPM TO DUAL,,1606.0,Sidney_Health_Center
1005229,REPOSITION PPM  DEFIB LEAD,,930.0,Sidney_Health_Center
1005230,INSERT LEAD TRANSVENOUS PPM  DEFIB SNGL,,1449.0,Sidney_Health_Center
1005231,REVISION POCKET PPM,,1187.0,Sidney_Health_Center
1005232,RELOCATION SKN POCKET FOR DEFIB,,1368.0,Sidney_Health_Center
1005233,INS ELECTRODE CARD VEN SYS TO PREV PLACED PPM DEFIB GEN,,1670.0,Sidney_Health_Center
1005234,INS ELECTRODE CARD VEN SYS LV PACING WINS DEFIB PPM GEN,,1560.0,Sidney_Health_Center
1005235,REPOSIT BIV PM IC LEAD,,1620.0,Sidney_Health_Center
1005237,PPM LEAD REMOVAL SINGLE,,1687.0,Sidney_Health_Center
1005238,PPM LEAD REMOVAL DUAL,,2233.0,Sidney_Health_Center
1005242,RMVL SNGL DUAL CVD LEAD,,3183.0,Sidney_Health_Center
1005244,INSERT DEFIB SYSTEM W LEAD(S) SGL DUAL CHAMBER,,3498.0,Sidney_Health_Center
1005247,IABP INSERT,,1025.0,Sidney_Health_Center
1005253,LEUKOPHERESIS,,508.0,Sidney_Health_Center
1005254,APHERESIS RED CELL,,509.0,Sidney_Health_Center
1005255,PLATELETPHERESIS THERAPY,,576.0,Sidney_Health_Center
1005258,DECLOT WTHROM AGENT VAD CATH,,1163.0,Sidney_Health_Center
1005273,PF 27685 LNGTH SHRT TEND LEG S,,1957.0,Sidney_Health_Center
1005274,PF 27756 FIX FX TIBIAL PERC,,2138.0,Sidney_Health_Center
1005293,MD 58301 RMVL INTRAUTERINE DEVICE,,343.0,Sidney_Health_Center
1005298,SURG BLOOD PATCH,,99.0,Sidney_Health_Center
1005301,RAD EXAM RIBS BILAT 3 VWS,,323.0,Sidney_Health_Center
1005303,CT THORACIC SPINE W CONTRAST,,1073.0,Sidney_Health_Center
1005304,CT THOR SPINE WO THEN W CONT,,1321.0,Sidney_Health_Center
1005305,RAD S&amp;I EXAM ELBOW ARTHROGRAPHY,,361.0,Sidney_Health_Center
1005307,RAD EXAM LOWER EXTREM INFANT MIN 2 VWS,,177.0,Sidney_Health_Center
1005308,S&amp;I UROGRAPHY ANTEGRADE,,154.0,Sidney_Health_Center
1005309,MRI CARDIAC WO CONTRAST,,1377.0,Sidney_Health_Center
1005310,THORACIC WSERIALOGRAPHY,,357.0,Sidney_Health_Center
1005312,S&amp;I VENOGRAM SINUS JUGULAR,,391.0,Sidney_Health_Center
1005319,CT 3D RECONSTRUCT WO IPP,,188.0,Sidney_Health_Center
1005320,CT 3D RECONSTRUCT W IPP,,270.0,Sidney_Health_Center
1005321,US PREG UTER TRANSABD EA ADDL,,470.0,Sidney_Health_Center
1005323,CVS US GUIDE,,348.0,Sidney_Health_Center
1005327,NM THYROID UPTAKE SNGL MULT QUANT MEAS,,235.0,Sidney_Health_Center
1005328,NM CARDIAC BLOOD POOL IMG PLANAR FIRST PASS MULT,,679.0,Sidney_Health_Center
1005329,BRAIN STATICS ONLY,,872.0,Sidney_Health_Center
1005344,PF 27826 FX TIB WB FIB ONLY,,2743.0,Sidney_Health_Center
1005345,PF 27827 FX TIB WB TIBIA ONLY,,3539.0,Sidney_Health_Center
1005346,PF 27880 AMPUT LEG BEL KNE BKA,,2631.0,Sidney_Health_Center
1005347,PF 28122 EXC BONE TARS METATAR,,1827.0,Sidney_Health_Center
1005348,PF 29450 APPL CAST CLUBFOOT,,400.0,Sidney_Health_Center
1005348FAC,PF 29450 APPL CAST CLUBFOOT,,41.0,Sidney_Health_Center
1005348PRO,PF 29450 APPL CAST CLUBFOOT,,359.0,Sidney_Health_Center
1005363,PF 29874 ARTHROS KNEE WRMV FB,,2298.0,Sidney_Health_Center
1005383,DISTAL BLD FLOW VELOCITY,,437.0,Sidney_Health_Center
1005385,PFO ASD,,3399.0,Sidney_Health_Center
1005411,PF 29876 ARTHROS KNEE SYN MAJ,,1718.0,Sidney_Health_Center
1005412,PF 29877 ARTHROS KNEE WDEBRID,,2121.0,Sidney_Health_Center
1005424,PF 29889 ARTHROS CRUC LIG POST,,5289.0,Sidney_Health_Center
1005436,TC99M MEBROFENIN PER STUDY DOSE UP TO 15 MCI,,1478.0,Sidney_Health_Center
1005438,TC99M PENTETATE PER STUDY DOSE UP TO 25 MCI,,284.0,Sidney_Health_Center
1005439,TC99M MAA PER STUDY DOSE UP TO 10 MCI,,794.0,Sidney_Health_Center
1005446,F18 FDG PER STUDY DOSE UP TO 40 MCI,,212.0,Sidney_Health_Center
1005449,GA67 GALLIUM PER MCI,,731.0,Sidney_Health_Center
1005452,TC99M LABELED RBC PER STUDY DOSE UP TO 30 MCI,,1348.0,Sidney_Health_Center
1005453,TC99M OXIDRONATE PER STUDY DOSE UP TO 30 MCI,,696.0,Sidney_Health_Center
1005454,TC99M MERTIATIDE PER STUDY DOSE UP TO 15 MCI,,1223.0,Sidney_Health_Center
1005465,THER PROC IMPROVE RESP FUNCT &gt; = 2,,132.0,Sidney_Health_Center
1005468,ILIAC ANGIO CARDIAC CATH,,21.0,Sidney_Health_Center
1005470,PF 30117 EXC INTRANASL LSN INT,,2732.0,Sidney_Health_Center
1005471,PF 30802 ABLAT SFT TISS TURBIN,,905.0,Sidney_Health_Center
1005472,PF 31000 LAVAGE CANNUL MAX SIN,,372.0,Sidney_Health_Center
1005472FAC,PF 31000 LAVAGE CANNUL MAX SIN,,37.0,Sidney_Health_Center
1005472PRO,PF 31000 LAVAGE CANNUL MAX SIN,,335.0,Sidney_Health_Center
1005473,PF 31231 ENDOSCOPY NASAL DX,,440.0,Sidney_Health_Center
1005474,PF 31237 ENDO NASAL SINUS WBX,,1051.0,Sidney_Health_Center
1005478,DIAG BONE MARROW BIOPSY 38221,,66.0,Sidney_Health_Center
1005480,VALPROIC ACID (DEPAKANE) 80164,,143.0,Sidney_Health_Center
1005504,ZARONTIN-ETHOSUXIMIDE 80168,,164.0,Sidney_Health_Center
1005510,DILANTIN FREE (UNBOUND) SO 80186.001,,144.0,Sidney_Health_Center
1005512,PRIMIDONE (MYSOLINE) SO 80188..001,,91.0,Sidney_Health_Center
1005514,TOPIRAMATE (TOPAMAX) SO 80201.001,,164.0,Sidney_Health_Center
1005515,AMIODARONE SO 80299.018,,106.0,Sidney_Health_Center
1005519,LACOSAMIDE SO 80299.012,,106.0,Sidney_Health_Center
1005520,FELBAMATE SO 80299.005,,106.0,Sidney_Health_Center
1005521,FLECAINIDE SO 80299.006,,106.0,Sidney_Health_Center
1005525,LAMOTRIGINE (LAMICTAL) 80299,,106.0,Sidney_Health_Center
1005535,SIROLIMUS (RAPAMUNE) 80195,,232.0,Sidney_Health_Center
1005545,URINALYSIS MICRO 81015,,20.0,Sidney_Health_Center
1005546,VOLUME MSRE TIMED COLL 81050,,24.0,Sidney_Health_Center
1005548,ACYLCARNITINE BLOOD 82017,,54.0,Sidney_Health_Center
1005552,MICROALBUMIN DIPSTICK UA 82044,,21.0,Sidney_Health_Center
1005554,ALDOLASE 82085,,106.0,Sidney_Health_Center
1005556,ALPHA-1-ANTITRYP 82103,,134.0,Sidney_Health_Center
1005558,ALPHA-1-ANTITRYP PHE 82104,,141.0,Sidney_Health_Center
1005564,CYSTINE URINE 82131,,108.0,Sidney_Health_Center
1005566,AMINOLEVULENIC ACID 82135,,164.0,Sidney_Health_Center
1005568,AMINO ACID QUANT LEVEL I 82139,,97.0,Sidney_Health_Center
1005573,ANDROSTENEDIONE 82157,,300.0,Sidney_Health_Center
1005575,ANGIOTENSION ENZ ACE 82164,,164.0,Sidney_Health_Center
1005582,ASCORBIC ACID VITAMIN C 82180,,112.0,Sidney_Health_Center
1005585,BETA 2 MICROGLOBULIN 82232,,93.0,Sidney_Health_Center
1005586,BILE ACIDS TOTAL 82239,,130.0,Sidney_Health_Center
1005590,NEWBORN METAB SCR BIOTIN 82261,,30.0,Sidney_Health_Center
1005591,OCCULT GASTRIC 82271,,20.0,Sidney_Health_Center
1005592,OCCULT BLOOD 82272,,21.0,Sidney_Health_Center
1005595,CALCITONIN 82308,,274.0,Sidney_Health_Center
1005596,CARBON MONOXIDE 82375,,81.0,Sidney_Health_Center
1005597,CARNITINE SERUM 82379,,120.0,Sidney_Health_Center
1005598,CAROTENE 82380,,104.0,Sidney_Health_Center
1005600,CERULOPLASMIN 82390,,118.0,Sidney_Health_Center
1005602,CHLORIDE URI 82436,,32.0,Sidney_Health_Center
1005604,CHOLINSTERASE SERUM 82480,,92.0,Sidney_Health_Center
1005611,CHROMIUM 82495,,130.0,Sidney_Health_Center
1005612,CITRATE URINE 82507,,124.0,Sidney_Health_Center
1005614,COPPER 82525,,109.0,Sidney_Health_Center
1005616,CORTISOL SALIVA,,155.0,Sidney_Health_Center
1005619,CREATININE FLUID 82570,,37.0,Sidney_Health_Center
1005620,CRYOGLOBULIN QUAL 82595,,86.0,Sidney_Health_Center
1005623,DHEA 82626,,254.0,Sidney_Health_Center
1005625,DHEA SULFATE WTNR STGS 82627,,200.0,Sidney_Health_Center
1005626,DHEA SULFATE 82627,,200.0,Sidney_Health_Center
1005631,TPMT ENZYME 82657,,150.0,Sidney_Health_Center
1005632,ERYTHROPOIETIN 82668,,202.0,Sidney_Health_Center
1005633,ESTRADIOL 82670,,204.0,Sidney_Health_Center
1005635,ESTRONE 82679,,166.0,Sidney_Health_Center
1005637,FECAL FAT QUAL 82705,,75.0,Sidney_Health_Center
1005638,FECAL FAT QUANT 82710,,212.0,Sidney_Health_Center
1005640,FOLIC ACID RBC 82747,,99.0,Sidney_Health_Center
1005641,GALACTOSE-1-PHOS URIDYL 82775,,30.0,Sidney_Health_Center
1005649,IGE 82785,,117.0,Sidney_Health_Center
1005650,IGG SUBCLASS IGG 1 2 3 4 82787,,100.0,Sidney_Health_Center
1005651,PH BLOOD 82800,,46.0,Sidney_Health_Center
1005652,BLOOD GASES 82805,,88.0,Sidney_Health_Center
1005654,GASTRIN 82941,,164.0,Sidney_Health_Center
1005655,GLUCAGON,,204.0,Sidney_Health_Center
1005657,G6PD 82955,,126.0,Sidney_Health_Center
1005658,GLUCOSE POCT 82962,,12.0,Sidney_Health_Center
1005659,FRUCTOSAMINE 82985,,90.0,Sidney_Health_Center
1005662,GROWTH HORMONE 83003,,148.0,Sidney_Health_Center
1005663,HAPTOGLOBIN 83010,,140.0,Sidney_Health_Center
1005664,H PYLORI BREATH ANALYSIS 83013,,289.0,Sidney_Health_Center
1005666,HEAVY METAL 24 HR UA 83018,,160.0,Sidney_Health_Center
1005668,HEMOGLOBIN A2  83021,,186.0,Sidney_Health_Center
1005669,HEMOGLOBIN ELP 83020,,112.0,Sidney_Health_Center
1005670,NEWBORN METAB SCR HGB 83020,,70.0,Sidney_Health_Center
1005671,HEMOGLOBIN ELP HPLC 83021,,116.0,Sidney_Health_Center
1005675,METHEMOGLOBIN QUANT 83050,,52.0,Sidney_Health_Center
1005676,PLASMA HEMOGLOBIN,,60.0,Sidney_Health_Center
1005679,HISTAMINE 83088,,230.0,Sidney_Health_Center
1005682,HYDROXYCORTI-17 83491,,72.0,Sidney_Health_Center
1005683,HIAA-5 24 HR URINE 83497,,72.0,Sidney_Health_Center
1005686,HYDROXYPROGESTERONE-17,,188.0,Sidney_Health_Center
1005688,NEWBORN METAB SCR 170HP 83498,,118.0,Sidney_Health_Center
1005692,NEWBORN METAB SCR CF 83516,,125.0,Sidney_Health_Center
1005694,HISTONE ANTIBODIES 83516.001,,132.0,Sidney_Health_Center
1005699,IGF BINDING PROTEIN-1 83519,,129.0,Sidney_Health_Center
1005705,TRYPSINOGEN,,129.0,Sidney_Health_Center
1005707,THYROTROPIN RECEPTOR AB 83519,,206.0,Sidney_Health_Center
1005709,IBD IMMUNO QUANT 83520,,189.0,Sidney_Health_Center
1005710,PARANEOPLAST STRIAT AB 83520,,189.0,Sidney_Health_Center
1005711,ANTI GLOMERULAR BASEMT SO 83520.002,,255.0,Sidney_Health_Center
1005712,ANTIGLIADIN AB IGA IGG 83516,,132.0,Sidney_Health_Center
1005714,TRYPTASE 83520,,189.0,Sidney_Health_Center
1005719,LACTATE (LACTIC ACID) 83605,,51.0,Sidney_Health_Center
1005720,LDH ISOENZYME 83625,,112.0,Sidney_Health_Center
1005727,LIPOPROTEIN A 83695,,68.0,Sidney_Health_Center
1005730,LDL DIRECT 83721,,74.0,Sidney_Health_Center
1005741,METANEPHRINES PLASMA 83835,,262.0,Sidney_Health_Center
1005747,MYOGLOBIN URINE 83874,,118.0,Sidney_Health_Center
1005748,MYOGLOBIN 83874,,118.0,Sidney_Health_Center
1005785,NUCLEOTIDASE-5 83915,,90.0,Sidney_Health_Center
1005786,OLIGOCLONAL BANDS 83916,,125.0,Sidney_Health_Center
1005790,ORGANIC ACID SCR URINE 83919,,254.0,Sidney_Health_Center
1005791,GHB-GAMMA HYDRX ACID UA 83921,,102.0,Sidney_Health_Center
1005793,METHYLMALONIC ACID SER 83921,,102.0,Sidney_Health_Center
1005795,OSMOLALITY FLUID 83930,,71.0,Sidney_Health_Center
1005796,OSMOLALITY URINE 83935,,71.0,Sidney_Health_Center
1005798,PTH INTACT 83970,,201.0,Sidney_Health_Center
1005799,PH NONBLOOD 83986,,15.0,Sidney_Health_Center
1005800,COLUMN CHROM NOS QUANT 82542,,270.0,Sidney_Health_Center
1005804,PKU MONITOR SPOT TEST 84030,,35.0,Sidney_Health_Center
1005805,PHENYLALANINE 84030,,56.0,Sidney_Health_Center
1005808,ALKALINE PHOS ISOENZYME 84080,,109.0,Sidney_Health_Center
1005815,K: URINE 84133,,30.0,Sidney_Health_Center
1005816,PREALBUMIN 84134,,117.0,Sidney_Health_Center
1005819,PROGESTERONE 84144,,159.0,Sidney_Health_Center
1005820,PROLACTIN 84146,,200.0,Sidney_Health_Center
1005822,PROTEIN TOT UR 84156,,47.0,Sidney_Health_Center
1005823,PROTEIN TOT OTH 84157,,54.0,Sidney_Health_Center
1005824,PROTEIN ELECTRO URI 84166,,160.0,Sidney_Health_Center
1005827,PROINSULIN 84206,,126.0,Sidney_Health_Center
1005830,RENIN 84244,,184.0,Sidney_Health_Center
1005831,SELENIUM BLOOD 84255,,174.0,Sidney_Health_Center
1005833,SEX HORMONE BIND GLOB 84270,,155.0,Sidney_Health_Center
1005835,SODIUM FECES 84302,,54.0,Sidney_Health_Center
1005840,SPECIFIC GRAVITY BF 84315,,38.0,Sidney_Health_Center
1005841,REDUCING SUB FECAL 84376,,86.0,Sidney_Health_Center
1005842,TESTOSTERONE FREE 84402,,298.0,Sidney_Health_Center
1005843,TESTOST TOTAL COMBO  84403,,197.0,Sidney_Health_Center
1005845,TESTOSTERONE TOTAL 84403,,197.0,Sidney_Health_Center
1005846,VITAMIN B1 84425,,178.0,Sidney_Health_Center
1005848,THYROGLOBULIN 84432,,117.0,Sidney_Health_Center
1005849,NEWBORN METAB SCR T4 84437,,14.0,Sidney_Health_Center
1005851,T4 FREE BY EQU DIR DIAL,,44.0,Sidney_Health_Center
1005853,THYROID STIM IMMUNOGLOB 84445,,480.0,Sidney_Health_Center
1005854,TOCOPHERAL ALPHA (VIT E) 84446,,126.0,Sidney_Health_Center
1005855,TRANSFERRIN 84466,,72.0,Sidney_Health_Center
1005856,T3 UPTAKE 84479,,49.0,Sidney_Health_Center
1005857,T3 TOTAL (TRIIODOTHYRON) 84480,,71.0,Sidney_Health_Center
1005858,T3 FREE 84481,,198.0,Sidney_Health_Center
1005859,T3 REVERSE 84482,,192.0,Sidney_Health_Center
1005861,UREA NITROGEN URINE 84540,,36.0,Sidney_Health_Center
1005863,VMA 24HR UR 84585,,92.0,Sidney_Health_Center
1005865,VASOACTIVE INT PEPTIDE 84586,,420.0,Sidney_Health_Center
1005866,ANTIDIURETIC HORMONE 84588,,286.0,Sidney_Health_Center
1005867,VITAMIN A 84590,,156.0,Sidney_Health_Center
1005868,VITAMIN K 84597,,74.0,Sidney_Health_Center
1005869,ISOPROPANOL 84600,,64.0,Sidney_Health_Center
1005871,ZINC 84630,,91.0,Sidney_Health_Center
1005876,OSMOLALITY STOOL 84999,,80.0,Sidney_Health_Center
1005877,K: STOOL 84999,,80.0,Sidney_Health_Center
1005878,DIFFERENTIAL AUTOMATED 85004,,24.0,Sidney_Health_Center
1005881,HEMATOCRIT SPUN 85013,,24.0,Sidney_Health_Center
1005886,RBC COUNT 85041,,18.0,Sidney_Health_Center
1005887,RETICULOCYTE AUTOMATED 85045,,34.0,Sidney_Health_Center
1005889,FACTOR II ASSAY 85210,,228.0,Sidney_Health_Center
1005890,FACTOR V 85220,,304.0,Sidney_Health_Center
1005891,FACTOR VII 85230,,286.0,Sidney_Health_Center
1005892,FACTOR VIII 85240,,244.0,Sidney_Health_Center
1005894,RISTOCETIN COFACTOR 85245,,276.0,Sidney_Health_Center
1005897,FACTOR IX 85250,,272.0,Sidney_Health_Center
1005898,FACTOR X 85260,,188.0,Sidney_Health_Center
1005899,FACTOR XI,,260.0,Sidney_Health_Center
1005900,FACTOR XII,,272.0,Sidney_Health_Center
1005901,FACTOR XIII,,110.0,Sidney_Health_Center
1005902,ANTITHROMBIN III ANTIGN 85301,,158.0,Sidney_Health_Center
1005903,PROTEIN C ANTIGEN 85302,,201.0,Sidney_Health_Center
1005904,PROTEIN S ANTIGEN 85305,,185.0,Sidney_Health_Center
1005907,ACTIVATED PROTEIN C RES 85307,,192.0,Sidney_Health_Center
1005910,D-DIMER QUANT 85379,,44.0,Sidney_Health_Center
1005918,PLATELET FUNCTION EPI ADP 85576,,130.0,Sidney_Health_Center
1005919,DILUTE RUSS VIP CONFIRM,,106.0,Sidney_Health_Center
1005922,SICKLE CELL TEST 85660,,70.0,Sidney_Health_Center
1005923,THROMBIN TIME 85670,,72.0,Sidney_Health_Center
1005925,VISCOSITY SERUM 85810,,118.0,Sidney_Health_Center
1005926,FRANCISELLA AB SERUM 86668,,56.0,Sidney_Health_Center
10060,INCISION &amp; DRAINAGE ABSCESS SMPL SNGL,,306.0,Sidney_Health_Center
1006070,ALERGEN SPEC IGE QNT SO 86003,,25.0,Sidney_Health_Center
1006073,ANCA-MPO MYELOPEROXIDAS 86021,,124.0,Sidney_Health_Center
1006077,PLATELET ANTIBODY 86022,,258.0,Sidney_Health_Center
1006079,HEPARIN PF4 AB -HIT,,258.0,Sidney_Health_Center
1006081,ANA TITER 86039,,70.0,Sidney_Health_Center
1006083,C-REACTIVE PROTEIN HISEN 86141,,75.0,Sidney_Health_Center
1006084,BETA-2 GLYCOPROTEN IGA 86146,,134.0,Sidney_Health_Center
1006085,ANTIPHOSPHATIDYL G M A 86148,,88.0,Sidney_Health_Center
1006091,COMPLEMENT TOTAL 50 86162,,212.0,Sidney_Health_Center
1006092,CYCLIC CITR PEP AB(CCP) 86200,,108.0,Sidney_Health_Center
1006093,ANTI DNASE B 86215,,108.0,Sidney_Health_Center
1006094,ANTI DS DNA-CRITHIDIA 86256,,123.0,Sidney_Health_Center
1006095,ANTI DNA DBL STRAND AB 86225,,84.0,Sidney_Health_Center
10061,INCISION &amp; DRAINAGE ABSCESS CMPL MULTIPLE,,594.0,Sidney_Health_Center
1006100,ENA ANY AB 86235,,84.0,Sidney_Health_Center
1006111,CA 15-3 ANTIGEN 86300,,124.0,Sidney_Health_Center
1006112,CHROMOGRANIN A 86316,,163.0,Sidney_Health_Center
1006113,HIV 1 &amp; 2 RAPID 86703,,82.0,Sidney_Health_Center
1006115,C1Q IMMUNE COMPLEX,,240.0,Sidney_Health_Center
1006116,IMMUNOFIXATION 86334,,139.0,Sidney_Health_Center
1006120,NATURAL KILLER CELLS 86357,,136.0,Sidney_Health_Center
