Number,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Min Contract Price,Max Contract Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,First Choice Health,United Health,Pacific Source,Mountain Health Coop,hospital
1107530,CLOSED TRMT TIBIAL FX PLATEAU WO,521.0,27530,1025.44,1025.44,851.1152,1025.44,1025.44,974.168,974.168,922.8960000000001,851.1152,871.624,1004.9312,871.624,994.6768000000001,994.6768000000001,Missouri_River_Medical_Center
1107780,CLOSED TRMT PROXIMAL FIBULA FX WO,521.0,27780,754.0,754.0,625.8199999999999,754.0,754.0,716.3,716.3,678.6,625.8199999999999,640.9,738.92,640.9,731.38,731.38,Missouri_River_Medical_Center
1107786,CLOSED TRMT DISTAL FIB FX WO MANI,521.0,27786,776.88,776.88,644.8104,776.88,776.88,738.036,738.036,699.192,644.8104,660.348,761.3424,660.348,753.5735999999999,753.5735999999999,Missouri_River_Medical_Center
1107824,FRACTURE TIBIA DISTAL CLOSED,521.0,27824,910.0,910.0,755.3,910.0,910.0,864.5,864.5,819.0,755.3,773.5,891.8,773.5,882.6999999999999,882.6999999999999,Missouri_River_Medical_Center
1107880,RAPID STREP - DIRECT GROUP A,521.0,87880,75.92,75.92,24.795,74.4016,39.06,39.06,39.06,39.06,63.0136,64.532,74.4016,64.532,24.795,73.6424,Missouri_River_Medical_Center
1107938,REMOVAL OF EMBEDDED FOR BODY EYELI,521.0,67938,579.28,579.28,480.8024,579.28,579.28,550.3159999999999,550.3159999999999,521.352,480.8024,492.388,567.6944,492.388,561.9015999999999,561.9015999999999,Missouri_River_Medical_Center
1108100,BIOPSY ENDROMETRIAL WO CERV DILAT,521.0,58100,347.36,347.36,288.3088,347.36,347.36,329.992,329.992,312.624,288.3088,295.25600000000003,340.4128,295.25600000000003,336.9392,336.9392,Missouri_River_Medical_Center
1108170,NEEDLE ASP; SUPERFICIAL TISSUE,521.0,88170,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1108172,ASPIRATE FOR CYTOHISTOLOGIC STUDY,521.0,88172,290.16,290.16,55.107499999999995,284.3568,55.107499999999995,55.107499999999995,55.107499999999995,55.107499999999995,240.83280000000002,246.63600000000002,284.3568,246.63600000000002,281.4552,281.4552,Missouri_River_Medical_Center
1108192,REM FB FOOT SUBCUT DEEP,521.0,28192,1141.92,1141.92,947.7936,1141.92,1141.92,1084.824,1084.824,1027.728,947.7936,970.6320000000001,1119.0816,970.6320000000001,1107.6624,1107.6624,Missouri_River_Medical_Center
1108301,LTC ADMIT LEVEL 1,987.0,99304,191.36,191.36,158.8288,191.36,191.36,181.792,181.792,172.22400000000002,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
1108302,LTC ADMIT LEVEL  2,525.0,99305,272.48,272.48,226.1584,272.48,272.48,258.856,258.856,245.23200000000003,226.1584,231.608,267.0304,231.608,264.3056,264.3056,Missouri_River_Medical_Center
1108303,LTC ADMIT LEVEL 3,525.0,99306,347.36,347.36,288.3088,347.36,347.36,329.992,329.992,312.624,288.3088,295.25600000000003,340.4128,295.25600000000003,336.9392,336.9392,Missouri_River_Medical_Center
1108311,LTC VISIT LEVEL 2,525.0,99308,144.56,144.56,119.98479999999999,144.56,144.56,137.332,137.332,130.104,119.98479999999999,122.876,141.6688,122.876,140.2232,140.2232,Missouri_River_Medical_Center
1108312,LTC VISIT LEVEL 3,525.0,99309,191.36,191.36,158.8288,191.36,191.36,181.792,181.792,172.22400000000002,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
1108313,LTC VISIT LEVEL 4,525.0,99310,277.68,277.68,230.4744,277.68,277.68,263.796,263.796,249.912,230.4744,236.028,272.1264,236.028,269.3496,269.3496,Missouri_River_Medical_Center
1108315,LTC D/C <30 MIN,525.0,99315,150.8,150.8,125.164,150.8,150.8,143.26,143.26,135.72000000000003,125.164,128.18,147.78400000000002,128.18,146.276,146.276,Missouri_River_Medical_Center
1108316,LTC D/C >30 MIN,525.0,99316,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1108430,FRACTURE TALUS CLOSED WO MANIP,521.0,28430,695.76,695.76,577.4807999999999,695.76,695.76,660.972,660.972,626.184,577.4807999999999,591.396,681.8448,591.396,674.8872,674.8872,Missouri_River_Medical_Center
1108470,CLOSED TRMT METATARSAL FX; WO MANI,521.0,28470,579.28,579.28,480.8024,579.28,579.28,550.3159999999999,550.3159999999999,521.352,480.8024,492.388,567.6944,492.388,561.9015999999999,561.9015999999999,Missouri_River_Medical_Center
1108485,OPEN TRMT METATARSAL FX,521.0,28485,1449.76,1449.76,1203.3008,1449.76,1449.76,1377.272,1377.272,1304.784,1203.3008,1232.296,1420.7648,1232.296,1406.2672,1406.2672,Missouri_River_Medical_Center
1108630,RELOCATION METATARSAL JOINT,521.0,28630,399.36,399.36,331.4688,399.36,399.36,379.392,379.392,359.42400000000004,331.4688,339.456,391.3728,339.456,387.3792,387.3792,Missouri_River_Medical_Center
1109000,PUNCT. ASPIRATION OF CYST OF BREAS,521.0,19000,272.48,272.48,226.1584,272.48,272.48,258.856,258.856,245.23200000000003,226.1584,231.608,267.0304,231.608,264.3056,264.3056,Missouri_River_Medical_Center
1109001,COLLECTION OF SPECIMEN TO BE SHIPP,920.0,99001,29.12,29.12,17.3425,28.5376,17.3425,17.3425,17.3425,17.3425,24.1696,24.752,28.5376,24.752,28.2464,28.2464,Missouri_River_Medical_Center
1109065,LONG ARM CAST,521.0,29065,290.16,290.16,240.83280000000002,290.16,290.16,275.652,275.652,261.144,240.83280000000002,246.63600000000002,284.3568,246.63600000000002,281.4552,281.4552,Missouri_River_Medical_Center
1109075,SHORT ARM CAST,521.0,29075,231.92,231.92,192.4936,231.92,231.92,220.32399999999998,220.32399999999998,208.72799999999998,192.4936,197.13199999999998,227.2816,197.13199999999998,224.96239999999997,224.96239999999997,Missouri_River_Medical_Center
1109085,APPLICATION CAST - HAND/LOWER ARM,521.0,29085,231.92,231.92,192.4936,231.92,231.92,220.32399999999998,220.32399999999998,208.72799999999998,192.4936,197.13199999999998,227.2816,197.13199999999998,224.96239999999997,224.96239999999997,Missouri_River_Medical_Center
1109091,PAP COLLECTION,521.0,Q0091,86.32,86.32,71.64559999999999,86.32,86.32,82.00399999999999,82.00399999999999,77.688,71.64559999999999,73.37199999999999,84.5936,73.37199999999999,83.73039999999999,83.73039999999999,Missouri_River_Medical_Center
1109105,APPLICATION OF LONG ARM SPLINT,521.0,29105,261.04,261.04,216.66320000000002,261.04,261.04,247.988,247.988,234.93600000000004,216.66320000000002,221.88400000000001,255.81920000000002,221.88400000000001,253.20880000000002,253.20880000000002,Missouri_River_Medical_Center
1109125,APPLICATION OF SHORT ARM SPLINT,521.0,29125,173.68,173.68,144.1544,173.68,173.68,164.996,164.996,156.312,144.1544,147.62800000000001,170.2064,147.62800000000001,168.4696,168.4696,Missouri_River_Medical_Center
1109130,APPLICATION OF FINGER SPLINT,521.0,29130,113.36,113.36,94.08879999999999,113.36,113.36,107.692,107.692,102.024,94.08879999999999,96.356,111.0928,96.356,109.9592,109.9592,Missouri_River_Medical_Center
1109200,REMOVAL FOREIGN BODY EAR,521.0,69200,208.0,208.0,172.64,208.0,208.0,197.6,197.6,187.20000000000002,172.64,176.79999999999998,203.84,176.79999999999998,201.76,201.76,Missouri_River_Medical_Center
1109201,OFFICE VISIT NEW BRIEF,521.0,99201,122.72,122.72,101.85759999999999,122.72,122.72,116.58399999999999,116.58399999999999,110.44800000000001,101.85759999999999,104.312,120.26559999999999,104.312,119.0384,119.0384,Missouri_River_Medical_Center
1109202,OFFICE VISIT NEW LIMITED,521.0,99202,152.88,152.88,126.89039999999999,152.88,152.88,145.236,145.236,137.592,126.89039999999999,129.94799999999998,149.8224,129.94799999999998,148.2936,148.2936,Missouri_River_Medical_Center
1109203,OFFICE VISIT NEW INTERM,521.0,99203,225.68,225.68,187.3144,225.68,225.68,214.396,214.396,203.11200000000002,187.3144,191.828,221.1664,191.828,218.9096,218.9096,Missouri_River_Medical_Center
1109204,OFFICE VISIT NEW EXT,521.0,99204,282.88,282.88,234.79039999999998,282.88,282.88,268.736,268.736,254.592,234.79039999999998,240.44799999999998,277.2224,240.44799999999998,274.3936,274.3936,Missouri_River_Medical_Center
1109205,OFFICE VISIT NEW COMP,521.0,99205,382.72,382.72,317.6576,382.72,382.72,363.584,363.584,344.44800000000004,317.6576,325.312,375.0656,325.312,371.2384,371.2384,Missouri_River_Medical_Center
1109210,EAR IRRIGATION,521.0,69210,117.52,117.52,97.54159999999999,117.52,117.52,111.64399999999999,111.64399999999999,105.768,97.54159999999999,99.892,115.16959999999999,99.892,113.9944,113.9944,Missouri_River_Medical_Center
1109211,OFFICE VISIT EST MIN,521.0,99211,69.68,69.68,57.8344,69.68,69.68,66.196,66.196,62.71200000000001,57.8344,59.228,68.2864,59.228,67.5896,67.5896,Missouri_River_Medical_Center
1109212,OFFICE VISIT EST BRIEF,521.0,99212,99.84,99.84,82.8672,99.84,99.84,94.848,94.848,89.85600000000001,82.8672,84.864,97.8432,84.864,96.8448,96.8448,Missouri_River_Medical_Center
1109213,OFFICE VISIT EST,521.0,99213,150.8,150.8,125.164,150.8,150.8,143.26,143.26,135.72000000000003,125.164,128.18,147.78400000000002,128.18,146.276,146.276,Missouri_River_Medical_Center
1109214,OFFICE VISIT EST INTERM,521.0,99214,221.52,221.52,183.8616,221.52,221.52,210.444,210.444,199.36800000000002,183.8616,188.292,217.08960000000002,188.292,214.8744,214.8744,Missouri_River_Medical_Center
1109215,OFFICE VISIT EST COMP,521.0,99215,282.88,282.88,234.79039999999998,282.88,282.88,268.736,268.736,254.592,234.79039999999998,240.44799999999998,277.2224,240.44799999999998,274.3936,274.3936,Missouri_River_Medical_Center
1109217,OBSERVATION DISCHARGE,987.0,99217,173.68,173.68,144.1544,173.68,173.68,164.996,164.996,156.312,144.1544,147.62800000000001,170.2064,147.62800000000001,168.4696,168.4696,Missouri_River_Medical_Center
1109218,OBSERVATION INITIAL LEVEL 1,521.0,99218,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1109219,OBSERVATION INTIAL LEVEL 2,987.0,99219,296.4,296.4,246.01199999999997,296.4,296.4,281.58,281.58,266.76,246.01199999999997,251.93999999999997,290.472,251.93999999999997,287.508,287.508,Missouri_River_Medical_Center
1109220,OBSERVATION INITIAL LEVEL 3,521.0,99220,369.2,369.2,306.436,369.2,369.2,350.73999999999995,350.73999999999995,332.28,306.436,313.82,361.816,313.82,358.12399999999997,358.12399999999997,Missouri_River_Medical_Center
1109221,INPATIENT INITIAL LEVEL 1,521.0,99221,330.72,330.72,274.49760000000003,330.72,330.72,314.184,314.184,297.648,274.49760000000003,281.112,324.10560000000004,281.112,320.7984,320.7984,Missouri_River_Medical_Center
1109222,INPATIENT INITIAL LEVEL 2,987.0,99222,447.2,447.2,371.176,447.2,447.2,424.84,424.84,402.48,371.176,380.12,438.256,380.12,433.784,433.784,Missouri_River_Medical_Center
1109223,INPATIENT INITIAL LEVEL 3,521.0,99223,423.28,423.28,351.32239999999996,423.28,423.28,402.11599999999993,402.11599999999993,380.952,351.32239999999996,359.78799999999995,414.8144,359.78799999999995,410.5816,410.5816,Missouri_River_Medical_Center
1109231,INPATIENT SUBSEQUENT CARE LEVEL 1,521.0,99231,115.44,115.44,95.81519999999999,115.44,115.44,109.66799999999999,109.66799999999999,103.896,95.81519999999999,98.124,113.13119999999999,98.124,111.9768,111.9768,Missouri_River_Medical_Center
1109232,INPATIENT SUBSEQUENT CARE LEVEL 2,987.0,99232,157.04,157.04,130.3432,157.04,157.04,149.188,149.188,141.33599999999998,130.3432,133.48399999999998,153.89919999999998,133.48399999999998,152.3288,152.3288,Missouri_River_Medical_Center
1109233,INPATIENT SUBSEQUENT CARE LEVEL 3,521.0,99233,222.56,222.56,184.7248,222.56,222.56,211.432,211.432,200.304,184.7248,189.176,218.1088,189.176,215.8832,215.8832,Missouri_River_Medical_Center
1109234,OBS/IP ADMIT/DSCH SAME DAY LEVEL 1,521.0,99234,318.24,318.24,264.1392,318.24,318.24,302.328,302.328,286.416,264.1392,270.504,311.8752,270.504,308.6928,308.6928,Missouri_River_Medical_Center
1109235,OBS/IP ADMIT/DSCH SAME DAY LEVEL 2,987.0,99235,428.48,428.48,355.6384,428.48,428.48,407.056,407.056,385.632,355.6384,364.208,419.91040000000004,364.208,415.6256,415.6256,Missouri_River_Medical_Center
1109236,OBS/IP ADMIT/DSCH SAME DAY LEVEL 3,521.0,99236,538.72,538.72,447.1376,538.72,538.72,511.784,511.784,484.848,447.1376,457.91200000000003,527.9456,457.91200000000003,522.5584,522.5584,Missouri_River_Medical_Center
1109238,INPATIENT DISCHARGE LEVEL 1 <30 MIN,987.0,99238,170.0,170.0,141.1,170.0,170.0,161.5,161.5,153.0,141.1,144.5,166.6,144.5,164.9,164.9,Missouri_River_Medical_Center
1109239,INPATIENT DISCHARGE LEVEL 2 >30 MIN,521.0,99239,231.92,231.92,192.4936,231.92,231.92,220.32399999999998,220.32399999999998,208.72799999999998,192.4936,197.13199999999998,227.2816,197.13199999999998,224.96239999999997,224.96239999999997,Missouri_River_Medical_Center
1109240,STRAPPING SHOULDER,521.0,29240,113.36,113.36,94.08879999999999,113.36,113.36,107.692,107.692,102.024,94.08879999999999,96.356,111.0928,96.356,109.9592,109.9592,Missouri_River_Medical_Center
1109241,OFFICE CONSULTATION,521.0,99241,191.36,191.36,158.8288,191.36,191.36,181.792,181.792,172.22400000000002,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
1109242,OFFICE CONSULTATION,521.0,99242,237.12,237.12,196.8096,237.12,237.12,225.26399999999998,225.26399999999998,213.40800000000002,196.8096,201.552,232.3776,201.552,230.00639999999999,230.00639999999999,Missouri_River_Medical_Center
1109243,OFFICE CONSULTATION,521.0,99243,306.8,306.8,254.644,306.8,306.8,291.46,291.46,276.12,254.644,260.78000000000003,300.664,260.78000000000003,297.596,297.596,Missouri_River_Medical_Center
1109244,CONSULTATION VISIT COMPREHENSIVE,521.0,99244,399.36,399.36,331.4688,399.36,399.36,379.392,379.392,359.42400000000004,331.4688,339.456,391.3728,339.456,387.3792,387.3792,Missouri_River_Medical_Center
1109245,OFFICE CONSULTATION COMP,521.0,99245,504.4,504.4,418.652,504.4,504.4,479.17999999999995,479.17999999999995,453.96,418.652,428.73999999999995,494.31199999999995,428.73999999999995,489.268,489.268,Missouri_River_Medical_Center
1109260,STRAPPING ELBOW OR WRITST,521.0,29260,113.36,113.36,94.08879999999999,113.36,113.36,107.692,107.692,102.024,94.08879999999999,96.356,111.0928,96.356,109.9592,109.9592,Missouri_River_Medical_Center
1109271,CONSULTATION CONFIRAMTORY BRIEF,521.0,99271,173.68,173.68,144.1544,173.68,173.68,164.996,164.996,156.312,144.1544,147.62800000000001,170.2064,147.62800000000001,168.4696,168.4696,Missouri_River_Medical_Center
1109273,CONFIRMATORY CONSULTATION,521.0,99273,277.68,277.68,230.4744,277.68,277.68,263.796,263.796,249.912,230.4744,236.028,272.1264,236.028,269.3496,269.3496,Missouri_River_Medical_Center
1109281,ER LEVEL 1 - ER PROVIDER PORTION,981.0,99281,172.64,172.64,143.29119999999998,172.64,172.64,164.00799999999998,164.00799999999998,155.376,143.29119999999998,146.74399999999997,169.1872,146.74399999999997,167.46079999999998,167.46079999999998,Missouri_River_Medical_Center
1109282,ER LEVEL 2 - ER PROVIDER PORTION,981.0,99282,227.76,227.76,189.0408,227.76,227.76,216.37199999999999,216.37199999999999,204.984,189.0408,193.59599999999998,223.20479999999998,193.59599999999998,220.9272,220.9272,Missouri_River_Medical_Center
1109283,ER LEVEL 3 - ER PROVIDER PORTION,981.0,99283,350.48,350.48,290.8984,350.48,350.48,332.956,332.956,315.432,290.8984,297.908,343.4704,297.908,339.9656,339.9656,Missouri_River_Medical_Center
1109284,ER LEVEL 4 - ER PROVIDER PORTION,981.0,99284,517.92,517.92,429.87359999999995,517.92,517.92,492.02399999999994,492.02399999999994,466.128,429.87359999999995,440.23199999999997,507.56159999999994,440.23199999999997,502.38239999999996,502.38239999999996,Missouri_River_Medical_Center
1109285,ER LEVEL 5 - ER PROVIDER PORTION,981.0,99285,774.8,774.8,643.084,774.8,774.8,736.06,736.06,697.3199999999999,643.084,658.5799999999999,759.304,658.5799999999999,751.5559999999999,751.5559999999999,Missouri_River_Medical_Center
1109291,CRITICAL CARE FIRST HOUR,521.0,99291,706.16,706.16,586.1128,706.16,706.16,670.852,670.852,635.544,586.1128,600.236,692.0368,600.236,684.9752,684.9752,Missouri_River_Medical_Center
1109292,CRITICAL CARE EACH ADDITION 30 MIN,450.0,99292,347.36,347.36,288.3088,347.36,347.36,329.992,329.992,312.624,288.3088,295.25600000000003,340.4128,295.25600000000003,336.9392,336.9392,Missouri_River_Medical_Center
1109301,SB SKILLED ADMIT LEVEL 1,524.0,99304,191.36,191.36,158.8288,191.36,191.36,181.792,181.792,172.22400000000002,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
1109302,SB SKILLED ADMIT LEVEL 2,524.0,99305,272.48,272.48,226.1584,272.48,272.48,258.856,258.856,245.23200000000003,226.1584,231.608,267.0304,231.608,264.3056,264.3056,Missouri_River_Medical_Center
1109303,SB SKILLED ADMIT LEVEL 3,524.0,99306,347.36,347.36,288.3088,347.36,347.36,329.992,329.992,312.624,288.3088,295.25600000000003,340.4128,295.25600000000003,336.9392,336.9392,Missouri_River_Medical_Center
1109311,SB VISIT LEVEL 2,524.0,99308,144.56,144.56,119.98479999999999,144.56,144.56,137.332,137.332,130.104,119.98479999999999,122.876,141.6688,122.876,140.2232,140.2232,Missouri_River_Medical_Center
1109312,SB VISIT LEVEL 3,524.0,99309,162.24,162.24,134.6592,162.24,162.24,154.12800000000001,154.12800000000001,146.01600000000002,134.6592,137.904,158.9952,137.904,157.3728,157.3728,Missouri_River_Medical_Center
1109313,SB VISIT LEVEL 4,524.0,99310,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1109315,SB DISCHARGE < 30 MIN,524.0,99315,150.8,150.8,125.164,150.8,150.8,143.26,143.26,135.72000000000003,125.164,128.18,147.78400000000002,128.18,146.276,146.276,Missouri_River_Medical_Center
1109316,SB DISCHARGE  > 30 MIN,524.0,99316,186.16,186.16,154.5128,186.16,186.16,176.85199999999998,176.85199999999998,167.544,154.5128,158.236,182.4368,158.236,180.5752,180.5752,Missouri_River_Medical_Center
1109322,DOMICILIARY VISIT NP LEVEL 2,521.0,99327,330.72,330.72,274.49760000000003,330.72,330.72,314.184,314.184,297.648,274.49760000000003,281.112,324.10560000000004,281.112,320.7984,320.7984,Missouri_River_Medical_Center
1109323,DOMICILIARY VISIT NEW PT LEVEL 3,521.0,99328,428.48,428.48,355.6384,428.48,428.48,407.056,407.056,385.632,355.6384,364.208,419.91040000000004,364.208,415.6256,415.6256,Missouri_River_Medical_Center
1109331,REST HOME LEVEL 1 EST PATIENT,521.0,99331,105.04,105.04,87.1832,105.04,105.04,99.788,99.788,94.536,87.1832,89.284,102.9392,89.284,101.8888,101.8888,Missouri_River_Medical_Center
1109332,DOMICILIARY CARE - LEVEL 2,521.0,99335,142.48,142.48,118.25839999999998,142.48,142.48,135.356,135.356,128.232,118.25839999999998,121.10799999999999,139.63039999999998,121.10799999999999,138.20559999999998,138.20559999999998,Missouri_River_Medical_Center
1109333,DOMICILLIARY CARE,521.0,99333,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1109358,PROLONGED EVALUATION 1 HOUR,521.0,99358,469.04,469.04,389.3032,469.04,469.04,445.588,445.588,422.136,389.3032,398.684,459.6592,398.684,454.9688,454.9688,Missouri_River_Medical_Center
1109360,PHYSICIAN STANDBY EACH 30 MINUTES,521.0,99360,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1109377,PHYSICIAN SUPER. OF HOSPICE PT,521.0,99377,130.0,130.0,107.89999999999999,130.0,130.0,123.5,123.5,117.0,107.89999999999999,110.5,127.39999999999999,110.5,126.1,126.1,Missouri_River_Medical_Center
1109381,PREVENTATIVE - NEW ( <1 YR OLD),521.0,99381,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1109382,PREVENTATIVE - NEW (AGE 1-4),521.0,99382,240.24,240.24,199.3992,240.24,240.24,228.228,228.228,216.216,199.3992,204.204,235.4352,204.204,233.0328,233.0328,Missouri_River_Medical_Center
1109383,PREVENTATIVE - NEW (AGE 5-11),521.0,99383,248.56,248.56,206.3048,248.56,248.56,236.132,236.132,223.704,206.3048,211.276,243.5888,211.276,241.1032,241.1032,Missouri_River_Medical_Center
1109384,PREVENTATIVE - NEW (AGE 12-17),521.0,99384,261.04,261.04,216.66320000000002,261.04,261.04,247.988,247.988,234.93600000000004,216.66320000000002,221.88400000000001,255.81920000000002,221.88400000000001,253.20880000000002,253.20880000000002,Missouri_River_Medical_Center
1109385,PREVENTATIVE - NEW (AGE 18-39),521.0,99385,353.6,353.6,293.488,353.6,353.6,335.92,335.92,318.24,293.488,300.56,346.528,300.56,342.992,342.992,Missouri_River_Medical_Center
1109386,PREVENTATIVE - NEW (AGE 40-64),521.0,99386,282.88,282.88,234.79039999999998,282.88,282.88,268.736,268.736,254.592,234.79039999999998,240.44799999999998,277.2224,240.44799999999998,274.3936,274.3936,Missouri_River_Medical_Center
1109387,PREVENTATIVE - NEW (AGE 65 & OLDER,521.0,99387,428.48,428.48,355.6384,428.48,428.48,407.056,407.056,385.632,355.6384,364.208,419.91040000000004,364.208,415.6256,415.6256,Missouri_River_Medical_Center
1109391,PREVENTATIVE - EST ( <1 YR OLD),521.0,99391,220.48,220.48,182.99839999999998,220.48,220.48,209.456,209.456,198.432,182.99839999999998,187.408,216.07039999999998,187.408,213.86559999999997,213.86559999999997,Missouri_River_Medical_Center
1109392,PREVENTATIVE - EST (AGE 1-4),521.0,99392,186.16,186.16,154.5128,186.16,186.16,176.85199999999998,176.85199999999998,167.544,154.5128,158.236,182.4368,158.236,180.5752,180.5752,Missouri_River_Medical_Center
1109393,PREVENTATIVE - EST (AGE 5-11),521.0,99393,220.48,220.48,182.99839999999998,220.48,220.48,209.456,209.456,198.432,182.99839999999998,187.408,216.07039999999998,187.408,213.86559999999997,213.86559999999997,Missouri_River_Medical_Center
1109394,PREVENTATIVE - EST (AGE 12-17),521.0,99394,241.28,241.28,200.26239999999999,241.28,241.28,229.21599999999998,229.21599999999998,217.15200000000002,200.26239999999999,205.088,236.4544,205.088,234.0416,234.0416,Missouri_River_Medical_Center
1109395,PREVENTATIVE - EST (AGE 18-39),521.0,99395,272.48,272.48,226.1584,272.48,272.48,258.856,258.856,245.23200000000003,226.1584,231.608,267.0304,231.608,264.3056,264.3056,Missouri_River_Medical_Center
1109396,PREVENTATIVE - EST (AGE 40-64),521.0,99396,272.48,272.48,226.1584,272.48,272.48,258.856,258.856,245.23200000000003,226.1584,231.608,267.0304,231.608,264.3056,264.3056,Missouri_River_Medical_Center
1109397,PREVENTIVE MEDICINE 65 YRS & OLDER,521.0,99397,353.6,353.6,293.488,353.6,353.6,335.92,335.92,318.24,293.488,300.56,346.528,300.56,342.992,342.992,Missouri_River_Medical_Center
1109398,SPORTS PHYSICAL,551.0,,35.0,35.0,29.049999999999997,35.0,35.0,33.25,33.25,31.5,29.049999999999997,29.75,34.3,29.75,33.949999999999996,33.949999999999996,Missouri_River_Medical_Center
1109405,APPLICATION OF SHORT LEG CAST,521.0,29405,290.16,290.16,240.83280000000002,290.16,290.16,275.652,275.652,261.144,240.83280000000002,246.63600000000002,284.3568,246.63600000000002,281.4552,281.4552,Missouri_River_Medical_Center
1109406,SMOKING TOBACCO COUNSELING 3-10 MI,521.0,99406,58.24,58.24,48.3392,58.24,58.24,55.327999999999996,55.327999999999996,52.416000000000004,48.3392,49.504,57.0752,49.504,56.4928,56.4928,Missouri_River_Medical_Center
1109407,SMOKING TOBACCO COUNSELING >10 MIN,521.0,99407,115.44,115.44,95.81519999999999,115.44,115.44,109.66799999999999,109.66799999999999,103.896,95.81519999999999,98.124,113.13119999999999,98.124,111.9768,111.9768,Missouri_River_Medical_Center
1109409,VAGINAL DELIVERY ONLY,521.0,59409,2607.28,2607.28,2164.0424000000003,2607.28,2607.28,2476.916,2476.916,2346.552,2164.0424000000003,2216.188,2555.1344000000004,2216.188,2529.0616,2529.0616,Missouri_River_Medical_Center
1109425,SHORT LEG CAST WALKING,521.0,29425,335.92,335.92,278.8136,335.92,335.92,319.124,319.124,302.32800000000003,278.8136,285.532,329.2016,285.532,325.8424,325.8424,Missouri_River_Medical_Center
1109450,PHYSICAL EXAM,521.0,99450,405.6,405.6,336.648,405.6,405.6,385.32,385.32,365.04,336.648,344.76,397.488,344.76,393.432,393.432,Missouri_River_Medical_Center
1109451,REVIEW OF RECORDS,521.0,99080,46.8,46.8,38.843999999999994,46.8,46.8,44.459999999999994,44.459999999999994,42.12,38.843999999999994,39.779999999999994,45.864,39.779999999999994,45.395999999999994,45.395999999999994,Missouri_River_Medical_Center
1109505,APPLICATION OF LONG LEG SPLINT,521.0,29505,237.12,237.12,196.8096,237.12,237.12,225.26399999999998,225.26399999999998,213.40800000000002,196.8096,201.552,232.3776,201.552,230.00639999999999,230.00639999999999,Missouri_River_Medical_Center
1109511,ALLERGEN IMMUNOTHERAPY - SINGLE IN,521.0,95115,31.2,31.2,25.895999999999997,31.2,31.2,29.639999999999997,29.639999999999997,28.08,25.895999999999997,26.52,30.576,26.52,30.264,30.264,Missouri_River_Medical_Center
1109515,APPLICATION OF SHORT LEG SPLINT,521.0,29515,173.68,173.68,144.1544,173.68,173.68,164.996,164.996,156.312,144.1544,147.62800000000001,170.2064,147.62800000000001,168.4696,168.4696,Missouri_River_Medical_Center
1109700,REMOVAL OR BIVALVING BOOT CAST,521.0,29700,157.04,157.04,130.3432,157.04,157.04,149.188,149.188,141.33599999999998,130.3432,133.48399999999998,153.89919999999998,133.48399999999998,152.3288,152.3288,Missouri_River_Medical_Center
1109705,CAST REMOVAL FULL ARM OR LEG CAST,521.0,29705,162.24,162.24,134.6592,162.24,162.24,154.12800000000001,154.12800000000001,146.01600000000002,134.6592,137.904,158.9952,137.904,157.3728,157.3728,Missouri_River_Medical_Center
1109780,IV INFUSION FOR THERAPY DIAGNOSIS,521.0,90780,173.68,173.68,144.1544,173.68,173.68,164.996,164.996,156.312,144.1544,147.62800000000001,170.2064,147.62800000000001,168.4696,168.4696,Missouri_River_Medical_Center
1109993,DOT PHYSICAL,521.0,99499,215.28,215.28,178.6824,215.28,215.28,204.516,204.516,193.752,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
1109998,TELERECORDING FOR DISABIL DET SERV,990.0,,37.44,37.44,31.075199999999995,37.44,37.44,35.568,35.568,33.696,31.075199999999995,31.823999999999998,36.691199999999995,31.823999999999998,36.31679999999999,36.31679999999999,Missouri_River_Medical_Center
