Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_OF_MONTANA,EBMS,FIRST_CHOICE_HEALTH,MOUNTAIN_HEALTH_CO_OP,PACIFICSOURCE,UNITED_HEALTHCARE,hospital
03001114_1,ACHR-AB,Inpatient,301,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,273,259.35,253.89,273,259.35,253.89,259.35,259.35,264.81,273,259.35,Northern_Rockies_Medical_Center
03001114_1,ACHR-AB,Outpatient,301,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,273,259.35,253.89,273,259.35,253.89,259.35,259.35,264.81,273,259.35,Northern_Rockies_Medical_Center
03001116_1,HYROXYBUTYRIC,Inpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,196.89,187.05,183.11,196.89,187.05,183.11,187.05,187.05,190.98,196.89,187.05,Northern_Rockies_Medical_Center
03001116_1,HYROXYBUTYRIC,Outpatient,301,80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",,0,196.89,187.05,183.11,196.89,187.05,183.11,187.05,187.05,190.98,196.89,187.05,Northern_Rockies_Medical_Center
03001117_1,C1E INHIBITOR TOTAL,Inpatient,302,86160,"Complement; antigen, each component",,0,154.5,146.78,143.69,154.5,146.78,143.69,146.78,146.78,149.87,154.5,146.78,Northern_Rockies_Medical_Center
03001117_1,C1E INHIBITOR TOTAL,Outpatient,302,86160,"Complement; antigen, each component",,0,154.5,146.78,143.69,154.5,146.78,143.69,146.78,146.78,149.87,154.5,146.78,Northern_Rockies_Medical_Center
03001119_1,ACYLCARRITINE TEST#070228,Inpatient,301,82017,"Acylcarnitines; quantitative, each specimen",,0,269,255.55,250.17,269,255.55,250.17,255.55,255.55,260.93,269,255.55,Northern_Rockies_Medical_Center
03001119_1,ACYLCARRITINE TEST#070228,Outpatient,301,82017,"Acylcarnitines; quantitative, each specimen",,0,269,255.55,250.17,269,255.55,250.17,255.55,255.55,260.93,269,255.55,Northern_Rockies_Medical_Center
03001126_1,FIBRO SURE,Inpatient,301,82172,"Apolipoprotein, each",,0,750,712.5,697.5,750,712.5,697.5,712.5,712.5,727.5,750,712.5,Northern_Rockies_Medical_Center
03001126_1,FIBRO SURE,Outpatient,301,82172,"Apolipoprotein, each",,0,750,712.5,697.5,750,712.5,697.5,712.5,712.5,727.5,750,712.5,Northern_Rockies_Medical_Center
03001127_1,CREATININE AY,Inpatient,301,82565,Creatinine; blood,,0,73.6,69.92,68.45,73.6,69.92,68.45,69.92,69.92,71.39,73.6,69.92,Northern_Rockies_Medical_Center
03001127_1,CREATININE AY,Outpatient,301,82565,Creatinine; blood,,0,73.6,69.92,68.45,73.6,69.92,68.45,69.92,69.92,71.39,73.6,69.92,Northern_Rockies_Medical_Center
03001128_1,CREATININE 59,Inpatient,301,82565,Creatinine; blood,,0,73.6,69.92,68.45,73.6,69.92,68.45,69.92,69.92,71.39,73.6,69.92,Northern_Rockies_Medical_Center
03001128_1,CREATININE 59,Outpatient,301,82565,Creatinine; blood,,0,73.6,69.92,68.45,73.6,69.92,68.45,69.92,69.92,71.39,73.6,69.92,Northern_Rockies_Medical_Center
03001129_1,CREATININE URINE AY,Inpatient,301,82570,Creatinine; other source,,0,84.64,80.41,78.72,84.64,80.41,78.72,80.41,80.41,82.1,84.64,80.41,Northern_Rockies_Medical_Center
03001129_1,CREATININE URINE AY,Outpatient,301,82570,Creatinine; other source,,0,84.64,80.41,78.72,84.64,80.41,78.72,80.41,80.41,82.1,84.64,80.41,Northern_Rockies_Medical_Center
03001130_1,CRYOGLOBULIN,Inpatient,301,82595,"Cryoglobulin, qualitative or semi-quantitative (eg, cryocrit)",,0,58.6,55.67,54.5,58.6,55.67,54.5,55.67,55.67,56.84,58.6,55.67,Northern_Rockies_Medical_Center
03001130_1,CRYOGLOBULIN,Outpatient,301,82595,"Cryoglobulin, qualitative or semi-quantitative (eg, cryocrit)",,0,58.6,55.67,54.5,58.6,55.67,54.5,55.67,55.67,56.84,58.6,55.67,Northern_Rockies_Medical_Center
03001134_1,CRYPTOSPORIDIUM 59,Inpatient,301,87015,"Concentration (any type), for infectious agents",,0,62.92,59.77,58.52,62.92,59.77,58.52,59.77,59.77,61.03,62.92,59.77,Northern_Rockies_Medical_Center
03001134_1,CRYPTOSPORIDIUM 59,Outpatient,301,87015,"Concentration (any type), for infectious agents",,0,62.92,59.77,58.52,62.92,59.77,58.52,59.77,59.77,61.03,62.92,59.77,Northern_Rockies_Medical_Center
03001142_1,DIFFERENTIAL MANUAL AY,Inpatient,305,85007,"Blood count; blood smear, microscopic examination with manual differential WBC count",,0,46.41,44.09,43.16,46.41,44.09,43.16,44.09,44.09,45.02,46.41,44.09,Northern_Rockies_Medical_Center
03001142_1,DIFFERENTIAL MANUAL AY,Outpatient,305,85007,"Blood count; blood smear, microscopic examination with manual differential WBC count",,0,46.41,44.09,43.16,46.41,44.09,43.16,44.09,44.09,45.02,46.41,44.09,Northern_Rockies_Medical_Center
03001144_1,DILANTIN 91,Inpatient,301,80185,Phenytoin; total,,0,136.16,129.35,126.63,136.16,129.35,126.63,129.35,129.35,132.08,136.16,129.35,Northern_Rockies_Medical_Center
03001144_1,DILANTIN 91,Outpatient,301,80185,Phenytoin; total,,0,136.16,129.35,126.63,136.16,129.35,126.63,129.35,129.35,132.08,136.16,129.35,Northern_Rockies_Medical_Center
03001174_1,SJORGENS PANEL,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,178.2,169.29,165.73,178.2,169.29,165.73,169.29,169.29,172.85,178.2,169.29,Northern_Rockies_Medical_Center
03001174_1,SJORGENS PANEL,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,178.2,169.29,165.73,178.2,169.29,165.73,169.29,169.29,172.85,178.2,169.29,Northern_Rockies_Medical_Center
03001176_1,BLOOD CULTURE 59,Inpatient,306,87040,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",,0,129.6,123.12,120.53,129.6,123.12,120.53,123.12,123.12,125.71,129.6,123.12,Northern_Rockies_Medical_Center
03001176_1,BLOOD CULTURE 59,Outpatient,306,87040,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",,0,129.6,123.12,120.53,129.6,123.12,120.53,123.12,123.12,125.71,129.6,123.12,Northern_Rockies_Medical_Center
03001177_1,LACTOFERRIN STOOL,Inpatient,301,83631,"Lactoferrin, fecal; quantitative",,0,160,152,148.8,160,152,148.8,152,152,155.2,160,152,Northern_Rockies_Medical_Center
03001177_1,LACTOFERRIN STOOL,Outpatient,301,83631,"Lactoferrin, fecal; quantitative",,0,160,152,148.8,160,152,148.8,152,152,155.2,160,152,Northern_Rockies_Medical_Center
03001184_1,BUN AY,Inpatient,301,84520,Urea nitrogen; quantitative,,0,78.2,74.29,72.73,78.2,74.29,72.73,74.29,74.29,75.85,78.2,74.29,Northern_Rockies_Medical_Center
03001184_1,BUN AY,Outpatient,301,84520,Urea nitrogen; quantitative,,0,78.2,74.29,72.73,78.2,74.29,72.73,74.29,74.29,75.85,78.2,74.29,Northern_Rockies_Medical_Center
03001187_1,FREE PSA 59,Inpatient,301,84154,Prostate specific antigen (PSA); free,,0,217,206.15,201.81,217,206.15,201.81,206.15,206.15,210.49,217,206.15,Northern_Rockies_Medical_Center
03001187_1,FREE PSA 59,Outpatient,301,84154,Prostate specific antigen (PSA); free,,0,217,206.15,201.81,217,206.15,201.81,206.15,206.15,210.49,217,206.15,Northern_Rockies_Medical_Center
03001190_1,FREE T4 GA,Inpatient,301,84439,Thyroxine; free,,0,99.36,94.39,92.4,99.36,94.39,92.4,94.39,94.39,96.38,99.36,94.39,Northern_Rockies_Medical_Center
03001190_1,FREE T4 GA,Outpatient,301,84439,Thyroxine; free,,0,99.36,94.39,92.4,99.36,94.39,92.4,94.39,94.39,96.38,99.36,94.39,Northern_Rockies_Medical_Center
03001191_1,FREE T4 GZ,Inpatient,301,84439,Thyroxine; free,,0,99.36,94.39,92.4,99.36,94.39,92.4,94.39,94.39,96.38,99.36,94.39,Northern_Rockies_Medical_Center
03001191_1,FREE T4 GZ,Outpatient,301,84439,Thyroxine; free,,0,99.36,94.39,92.4,99.36,94.39,92.4,94.39,94.39,96.38,99.36,94.39,Northern_Rockies_Medical_Center
03001193_1,TREPONEMA PALLIDUM,Inpatient,302,86780,Antibody; Treponema pallidum,,0,67.93,64.53,63.17,67.93,64.53,63.17,64.53,64.53,65.89,67.93,64.53,Northern_Rockies_Medical_Center
03001193_1,TREPONEMA PALLIDUM,Outpatient,302,86780,Antibody; Treponema pallidum,,0,67.93,64.53,63.17,67.93,64.53,63.17,64.53,64.53,65.89,67.93,64.53,Northern_Rockies_Medical_Center
03001199_1,IMMUNOGLOBULIN AGM,Inpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,73,69.35,67.89,73,69.35,67.89,69.35,69.35,70.81,73,69.35,Northern_Rockies_Medical_Center
03001199_1,IMMUNOGLOBULIN AGM,Outpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,73,69.35,67.89,73,69.35,67.89,69.35,69.35,70.81,73,69.35,Northern_Rockies_Medical_Center
03001209_1,AMNI SURE,Inpatient,306,84112,"Evaluation of cervicovaginal fluid for specific amniotic fluid protein(s) (eg, placental alpha microglobulin-1 [PAMG-1], placental protein 12 [PP12], alpha-fetoprotein), qualitative, each specimen",,0,192,182.4,178.56,192,182.4,178.56,182.4,182.4,186.24,192,182.4,Northern_Rockies_Medical_Center
03001209_1,AMNI SURE,Outpatient,306,84112,"Evaluation of cervicovaginal fluid for specific amniotic fluid protein(s) (eg, placental alpha microglobulin-1 [PAMG-1], placental protein 12 [PP12], alpha-fetoprotein), qualitative, each specimen",,0,192,182.4,178.56,192,182.4,178.56,182.4,182.4,186.24,192,182.4,Northern_Rockies_Medical_Center
03001259_1,GENERAL HEALTH PANEL,Inpatient,301,80050,"General health panel This panel must include the following: Comprehensive metabolic panel (80053) Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Thyroid stimulating hormone (TSH) (84443)",,0,307.04,291.69,285.55,307.04,291.69,285.55,291.69,291.69,297.83,307.04,291.69,Northern_Rockies_Medical_Center
03001259_1,GENERAL HEALTH PANEL,Outpatient,301,80050,"General health panel This panel must include the following: Comprehensive metabolic panel (80053) Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Thyroid stimulating hormone (TSH) (84443)",,0,307.04,291.69,285.55,307.04,291.69,285.55,291.69,291.69,297.83,307.04,291.69,Northern_Rockies_Medical_Center
03001277_1,LACTOFERRIN,Inpatient,301,83631,"Lactoferrin, fecal; quantitative",,0,160,152,148.8,160,152,148.8,152,152,155.2,160,152,Northern_Rockies_Medical_Center
03001277_1,LACTOFERRIN,Outpatient,301,83631,"Lactoferrin, fecal; quantitative",,0,160,152,148.8,160,152,148.8,152,152,155.2,160,152,Northern_Rockies_Medical_Center
03001287_1,HEALTH FAIR LIPID PANEL,Inpatient,301,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,20,19,18.6,20,19,18.6,19,19,19.4,20,19,Northern_Rockies_Medical_Center
03001287_1,HEALTH FAIR LIPID PANEL,Outpatient,301,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,20,19,18.6,20,19,18.6,19,19,19.4,20,19,Northern_Rockies_Medical_Center
03001298_1,MISC CULTURE 59,Inpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,103.2,98.04,95.98,103.2,98.04,95.98,98.04,98.04,100.1,103.2,98.04,Northern_Rockies_Medical_Center
03001298_1,MISC CULTURE 59,Outpatient,306,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,103.2,98.04,95.98,103.2,98.04,95.98,98.04,98.04,100.1,103.2,98.04,Northern_Rockies_Medical_Center
03001299_1,CBC AY,Inpatient,305,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,71.11,67.55,66.13,71.11,67.55,66.13,67.55,67.55,68.98,71.11,67.55,Northern_Rockies_Medical_Center
03001299_1,CBC AY,Outpatient,305,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,71.11,67.55,66.13,71.11,67.55,66.13,67.55,67.55,68.98,71.11,67.55,Northern_Rockies_Medical_Center
03001350_1,PROTIMEAY,Inpatient,305,85610,Prothrombin time,,0,44,41.8,40.92,44,41.8,40.92,41.8,41.8,42.68,44,41.8,Northern_Rockies_Medical_Center
03001350_1,PROTIMEAY,Outpatient,305,85610,Prothrombin time,,0,44,41.8,40.92,44,41.8,40.92,41.8,41.8,42.68,44,41.8,Northern_Rockies_Medical_Center
03001417_1,THYROID ANTIBODIES,Inpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,169.28,160.82,157.43,169.28,160.82,157.43,160.82,160.82,164.2,169.28,160.82,Northern_Rockies_Medical_Center
03001417_1,THYROID ANTIBODIES,Outpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,169.28,160.82,157.43,169.28,160.82,157.43,160.82,160.82,164.2,169.28,160.82,Northern_Rockies_Medical_Center
03001965_1,STOCKMAN WELLNESS LIPID,Inpatient,301,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,25,23.75,23.25,25,23.75,23.25,23.75,23.75,24.25,25,23.75,Northern_Rockies_Medical_Center
03001965_1,STOCKMAN WELLNESS LIPID,Outpatient,301,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,25,23.75,23.25,25,23.75,23.25,23.75,23.75,24.25,25,23.75,Northern_Rockies_Medical_Center
03001966_1,STOCKMAN WELLNESS TSH,Inpatient,301,84443,Thyroid stimulating hormone (TSH),,0,25,23.75,23.25,25,23.75,23.25,23.75,23.75,24.25,25,23.75,Northern_Rockies_Medical_Center
03001966_1,STOCKMAN WELLNESS TSH,Outpatient,301,84443,Thyroid stimulating hormone (TSH),,0,25,23.75,23.25,25,23.75,23.25,23.75,23.75,24.25,25,23.75,Northern_Rockies_Medical_Center
03001967_1,STOCKMAN WELLNESS CBC,Inpatient,305,,,,0,25,23.75,23.25,25,23.75,23.25,23.75,23.75,24.25,25,23.75,Northern_Rockies_Medical_Center
03001967_1,STOCKMAN WELLNESS CBC,Outpatient,305,,,,0,25,23.75,23.25,25,23.75,23.25,23.75,23.75,24.25,25,23.75,Northern_Rockies_Medical_Center
03001998_1,ABG ANALYSIS 91,Inpatient,301,82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",,0,353.28,335.62,328.55,353.28,335.62,328.55,335.62,335.62,342.68,353.28,335.62,Northern_Rockies_Medical_Center
03001998_1,ABG ANALYSIS 91,Outpatient,301,82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",,0,353.28,335.62,328.55,353.28,335.62,328.55,335.62,335.62,342.68,353.28,335.62,Northern_Rockies_Medical_Center
03002106_1,STOOL PH,Inpatient,301,83986,"pH; body fluid, not otherwise specified",,0,76.2,72.39,70.87,76.2,72.39,70.87,72.39,72.39,73.91,76.2,72.39,Northern_Rockies_Medical_Center
03002106_1,STOOL PH,Outpatient,301,83986,"pH; body fluid, not otherwise specified",,0,76.2,72.39,70.87,76.2,72.39,70.87,72.39,72.39,73.91,76.2,72.39,Northern_Rockies_Medical_Center
03002107_1,FECAL OSMOLALITY,Inpatient,301,84999,Unlisted chemistry procedure,,0,76.2,72.39,70.87,76.2,72.39,70.87,72.39,72.39,73.91,76.2,72.39,Northern_Rockies_Medical_Center
03002107_1,FECAL OSMOLALITY,Outpatient,301,84999,Unlisted chemistry procedure,,0,76.2,72.39,70.87,76.2,72.39,70.87,72.39,72.39,73.91,76.2,72.39,Northern_Rockies_Medical_Center
03002112_1,CMP91AY,Inpatient,301,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,126.84,120.5,117.96,126.84,120.5,117.96,120.5,120.5,123.03,126.84,120.5,Northern_Rockies_Medical_Center
03002112_1,CMP91AY,Outpatient,301,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,126.84,120.5,117.96,126.84,120.5,117.96,120.5,120.5,123.03,126.84,120.5,Northern_Rockies_Medical_Center
03002113_1,MYASTHENIA GRAVIS,Inpatient,301,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,189.52,180.04,176.25,189.52,180.04,176.25,180.04,180.04,183.83,189.52,180.04,Northern_Rockies_Medical_Center
03002113_1,MYASTHENIA GRAVIS,Outpatient,301,83519,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",,0,189.52,180.04,176.25,189.52,180.04,176.25,180.04,180.04,183.83,189.52,180.04,Northern_Rockies_Medical_Center
03002117_1,C1Q,Inpatient,302,86160,"Complement; antigen, each component",,0,225.6,214.32,209.81,225.6,214.32,209.81,214.32,214.32,218.83,225.6,214.32,Northern_Rockies_Medical_Center
03002117_1,C1Q,Outpatient,302,86160,"Complement; antigen, each component",,0,225.6,214.32,209.81,225.6,214.32,209.81,214.32,214.32,218.83,225.6,214.32,Northern_Rockies_Medical_Center
03002154_1,BUPRENORPHINE CONFIRMATION,Inpatient,301,80348,Buprenorphine,,0,256,243.2,238.08,256,243.2,238.08,243.2,243.2,248.32,256,243.2,Northern_Rockies_Medical_Center
03002154_1,BUPRENORPHINE CONFIRMATION,Outpatient,301,80348,Buprenorphine,,0,256,243.2,238.08,256,243.2,238.08,243.2,243.2,248.32,256,243.2,Northern_Rockies_Medical_Center
03002155_1,SUBOXONE (MDR/MCD),Inpatient,301,80305,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",,0,235.52,223.74,219.03,235.52,223.74,219.03,223.74,223.74,228.45,235.52,223.74,Northern_Rockies_Medical_Center
03002155_1,SUBOXONE (MDR/MCD),Outpatient,301,80305,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",,0,235.52,223.74,219.03,235.52,223.74,219.03,223.74,223.74,228.45,235.52,223.74,Northern_Rockies_Medical_Center
03002159_1,ELECTROLYTE PANEL AY,Inpatient,301,80051,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),,0,60,57,55.8,60,57,55.8,57,57,58.2,60,57,Northern_Rockies_Medical_Center
03002159_1,ELECTROLYTE PANEL AY,Outpatient,301,80051,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),,0,60,57,55.8,60,57,55.8,57,57,58.2,60,57,Northern_Rockies_Medical_Center
03002174_1,ANTI ENA,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,178.2,169.29,165.73,178.2,169.29,165.73,169.29,169.29,172.85,178.2,169.29,Northern_Rockies_Medical_Center
03002174_1,ANTI ENA,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,178.2,169.29,165.73,178.2,169.29,165.73,169.29,169.29,172.85,178.2,169.29,Northern_Rockies_Medical_Center
03002196_1,CHLAMYDIA/GC AMPLICATION 59,Inpatient,306,87491,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",,0,58,55.1,53.94,58,55.1,53.94,55.1,55.1,56.26,58,55.1,Northern_Rockies_Medical_Center
03002196_1,CHLAMYDIA/GC AMPLICATION 59,Outpatient,306,87491,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",,0,58,55.1,53.94,58,55.1,53.94,55.1,55.1,56.26,58,55.1,Northern_Rockies_Medical_Center
03002199_1,IGG SUBCLASS,Inpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,67.68,64.3,62.94,67.68,64.3,62.94,64.3,64.3,65.65,67.68,64.3,Northern_Rockies_Medical_Center
03002199_1,IGG SUBCLASS,Outpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,67.68,64.3,62.94,67.68,64.3,62.94,64.3,64.3,65.65,67.68,64.3,Northern_Rockies_Medical_Center
03002203_1,GENT PEAK,Inpatient,301,80170,Gentamicin,,0,220.8,209.76,205.34,220.8,209.76,205.34,209.76,209.76,214.18,220.8,209.76,Northern_Rockies_Medical_Center
03002203_1,GENT PEAK,Outpatient,301,80170,Gentamicin,,0,220.8,209.76,205.34,220.8,209.76,205.34,209.76,209.76,214.18,220.8,209.76,Northern_Rockies_Medical_Center
03002205_1,SMOOTH MUSCLE ANTIBODY ACTIN,Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,97.52,92.64,90.69,97.52,92.64,90.69,92.64,92.64,94.59,97.52,92.64,Northern_Rockies_Medical_Center
03002205_1,SMOOTH MUSCLE ANTIBODY ACTIN,Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,97.52,92.64,90.69,97.52,92.64,90.69,92.64,92.64,94.59,97.52,92.64,Northern_Rockies_Medical_Center
03002209_1,STREP GROUP A RAPID CS,Inpatient,306,87880,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",,0,61.71,58.62,57.39,61.71,58.62,57.39,58.62,58.62,59.86,61.71,58.62,Northern_Rockies_Medical_Center
03002209_1,STREP GROUP A RAPID CS,Outpatient,306,87880,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",,0,61.71,58.62,57.39,61.71,58.62,57.39,58.62,58.62,59.86,61.71,58.62,Northern_Rockies_Medical_Center
03002220_1,ACTIVATED PROTEIN C,Inpatient,305,85307,Activated Protein C (APC) resistance assay,,0,122.65,116.52,114.06,122.65,116.52,114.06,116.52,116.52,118.97,122.65,116.52,Northern_Rockies_Medical_Center
03002220_1,ACTIVATED PROTEIN C,Outpatient,305,85307,Activated Protein C (APC) resistance assay,,0,122.65,116.52,114.06,122.65,116.52,114.06,116.52,116.52,118.97,122.65,116.52,Northern_Rockies_Medical_Center
03002222_1,NAAT,Inpatient,306,87507,"Infectious agent detection by nucleic acid (DNA or RNA); gastrointestinal pathogen (eg, Clostridium difficile, E. coli, Salmonella, Shigella, norovirus, Giardia), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",,0,936,889.2,870.48,936,889.2,870.48,889.2,889.2,907.92,936,889.2,Northern_Rockies_Medical_Center
03002222_1,NAAT,Outpatient,306,87507,"Infectious agent detection by nucleic acid (DNA or RNA); gastrointestinal pathogen (eg, Clostridium difficile, E. coli, Salmonella, Shigella, norovirus, Giardia), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",,0,936,889.2,870.48,936,889.2,870.48,889.2,889.2,907.92,936,889.2,Northern_Rockies_Medical_Center
03002223_1,ALBUMIN AY,Inpatient,301,82040,"Albumin; serum, plasma or whole blood",,0,66.24,62.93,61.6,66.24,62.93,61.6,62.93,62.93,64.25,66.24,62.93,Northern_Rockies_Medical_Center
03002223_1,ALBUMIN AY,Outpatient,301,82040,"Albumin; serum, plasma or whole blood",,0,66.24,62.93,61.6,66.24,62.93,61.6,62.93,62.93,64.25,66.24,62.93,Northern_Rockies_Medical_Center
03002225_1,FREE LIGHT CHAIN IMMUNOGLOBULIN #121137,Inpatient,301,83883,"Nephelometry, each analyte not elsewhere specified",,0,84,79.8,78.12,84,79.8,78.12,79.8,79.8,81.48,84,79.8,Northern_Rockies_Medical_Center
03002225_1,FREE LIGHT CHAIN IMMUNOGLOBULIN #121137,Outpatient,301,83883,"Nephelometry, each analyte not elsewhere specified",,0,84,79.8,78.12,84,79.8,78.12,79.8,79.8,81.48,84,79.8,Northern_Rockies_Medical_Center
03002226_1,HGB & HCT,Inpatient,305,85014,Blood count; hematocrit (Hct),,0,80.04,76.04,74.44,80.04,76.04,74.44,76.04,76.04,77.64,80.04,76.04,Northern_Rockies_Medical_Center
03002226_1,HGB & HCT,Outpatient,305,85014,Blood count; hematocrit (Hct),,0,80.04,76.04,74.44,80.04,76.04,74.44,76.04,76.04,77.64,80.04,76.04,Northern_Rockies_Medical_Center
03002227_1,HCT AY,Inpatient,305,85014,Blood count; hematocrit (Hct),,0,38.64,36.71,35.94,38.64,36.71,35.94,36.71,36.71,37.48,38.64,36.71,Northern_Rockies_Medical_Center
03002227_1,HCT AY,Outpatient,305,85014,Blood count; hematocrit (Hct),,0,38.64,36.71,35.94,38.64,36.71,35.94,36.71,36.71,37.48,38.64,36.71,Northern_Rockies_Medical_Center
