Updated January 2022,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,hospital
HQ82105a,Alpha Fetoprotein(Tumor Marker),82105,$59.00 ,$50.94 ,$50.94 ,$50.94 ,$50.94 ,$47.20 ,$53.10 ,$57.23 ,$56.05 ,$56.05 ,$56.05 ,$56.05 ,$53.10 ,$57.23 ,$56.05 ,$59.00 ,$47.20 ,$59.00 ,Liberty_Medical_Center
HSH82105a,Maternal Screen Quad 1/4 AFP,82105,$80.00 ,$50.94 ,$50.94 ,$50.94 ,$50.94 ,$64.00 ,$72.00 ,$77.60 ,$76.00 ,$76.00 ,$76.00 ,$76.00 ,$72.00 ,$77.60 ,$76.00 ,$80.00 ,$50.94 ,$80.00 ,Liberty_Medical_Center
LC002253,"a-Fetoprotein(AFP), Tumor Marker",82105,$131.00 ,$50.94 ,$50.94 ,$50.94 ,$50.94 ,$104.80 ,$117.90 ,$127.07 ,$124.45 ,$124.45 ,$124.45 ,$124.45 ,$117.90 ,$127.07 ,$124.45 ,$131.00 ,$50.94 ,$131.00 ,Liberty_Medical_Center
LC306266k,"Cystine, Quantitative, Urine",82131,$22.00 ,$69.80 ,$69.80 ,$69.80 ,$69.80 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$17.60 ,$69.80 ,Liberty_Medical_Center
STONE4,"Stone Risk, Cystine (4/11)",82131,$43.00 ,$69.80 ,$69.80 ,$69.80 ,$69.80 ,$34.40 ,$38.70 ,$41.71 ,$40.85 ,$40.85 ,$40.85 ,$40.85 ,$38.70 ,$41.71 ,$40.85 ,$43.00 ,$34.40 ,$69.80 ,Liberty_Medical_Center
HS82136,Newbrn Scrn Amino Acid Disord 2/9,82136,$20.00 ,$59.56 ,$59.56 ,$59.56 ,$59.56 ,$16.00 ,$18.00 ,$19.40 ,$19.00 ,$19.00 ,$19.00 ,$19.00 ,$18.00 ,$19.40 ,$19.00 ,$20.00 ,$16.00 ,$59.56 ,Liberty_Medical_Center
HN82140,Ammonia-NMH,82140,$180.00 ,$44.26 ,$44.26 ,$44.26 ,$44.26 ,$144.00 ,$162.00 ,$174.60 ,$171.00 ,$171.00 ,$171.00 ,$171.00 ,$162.00 ,$174.60 ,$171.00 ,$180.00 ,$44.26 ,$180.00 ,Liberty_Medical_Center
HQ82140,"Ammonia, plasma",82140,$61.00 ,$44.26 ,$44.26 ,$44.26 ,$44.26 ,$48.80 ,$54.90 ,$59.17 ,$57.95 ,$57.95 ,$57.95 ,$57.95 ,$54.90 ,$59.17 ,$57.95 ,$61.00 ,$44.26 ,$61.00 ,Liberty_Medical_Center
HQ82140b,Kid Stone Pan Ammonia,82140,$136.00 ,$44.26 ,$44.26 ,$44.26 ,$44.26 ,$108.80 ,$122.40 ,$131.92 ,$129.20 ,$129.20 ,$129.20 ,$129.20 ,$122.40 ,$131.92 ,$129.20 ,$136.00 ,$44.26 ,$136.00 ,Liberty_Medical_Center
LC007054,Ammonia,82140,$65.00 ,$44.26 ,$44.26 ,$44.26 ,$44.26 ,$52.00 ,$58.50 ,$63.05 ,$61.75 ,$61.75 ,$61.75 ,$61.75 ,$58.50 ,$63.05 ,$61.75 ,$65.00 ,$44.26 ,$65.00 ,Liberty_Medical_Center
LC306266o,"Ammonia, Urine",82140,$22.00 ,$44.26 ,$44.26 ,$44.26 ,$44.26 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$17.60 ,$44.26 ,Liberty_Medical_Center
HQ82157,"CAH Panel,Androstenedione 2/5",82157,$124.00 ,$88.94 ,$88.94 ,$88.94 ,$88.94 ,$99.20 ,$111.60 ,$120.28 ,$117.80 ,$117.80 ,$117.80 ,$117.80 ,$111.60 ,$120.28 ,$117.80 ,$124.00 ,$88.94 ,$124.00 ,Liberty_Medical_Center
HQ82164,Angiotensin Converting Enzyme,82164,$75.00 ,$44.35 ,$44.35 ,$44.35 ,$44.35 ,$60.00 ,$67.50 ,$72.75 ,$71.25 ,$71.25 ,$71.25 ,$71.25 ,$67.50 ,$72.75 ,$71.25 ,$75.00 ,$44.35 ,$75.00 ,Liberty_Medical_Center
LC010116,Angiotensin Converting Enzyme,82164,$116.00 ,$44.35 ,$44.35 ,$44.35 ,$44.35 ,$92.80 ,$104.40 ,$112.52 ,$110.20 ,$110.20 ,$110.20 ,$110.20 ,$104.40 ,$112.52 ,$110.20 ,$116.00 ,$44.35 ,$116.00 ,Liberty_Medical_Center
HQ82175,Heavy Metal Panel-Arsenic 1/3,82175,$96.00 ,$57.62 ,$57.62 ,$57.62 ,$57.62 ,$76.80 ,$86.40 ,$93.12 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$86.40 ,$93.12 ,$91.20 ,$96.00 ,$57.62 ,$96.00 ,Liberty_Medical_Center
HQ82175a,Heavy Met Comp Panel 24hr Urine 1/6,82175,$96.00 ,$57.62 ,$57.62 ,$57.62 ,$57.62 ,$76.80 ,$86.40 ,$93.12 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$86.40 ,$93.12 ,$91.20 ,$96.00 ,$57.62 ,$96.00 ,Liberty_Medical_Center
HQ82175d,Arsenic 24' Urine,82175,$140.00 ,$57.62 ,$57.62 ,$57.62 ,$57.62 ,$112.00 ,$126.00 ,$135.80 ,$133.00 ,$133.00 ,$133.00 ,$133.00 ,$126.00 ,$135.80 ,$133.00 ,$140.00 ,$57.62 ,$140.00 ,Liberty_Medical_Center
LC001479,Vitamin C,82180,$109.00 ,$30.04 ,$30.04 ,$30.04 ,$30.04 ,$87.20 ,$98.10 ,$105.73 ,$103.55 ,$103.55 ,$103.55 ,$103.55 ,$98.10 ,$105.73 ,$103.55 ,$109.00 ,$30.04 ,$109.00 ,Liberty_Medical_Center
HQ82232,Beta-2-microglobulin,82232,$46.00 ,$49.14 ,$49.14 ,$49.14 ,$49.14 ,$36.80 ,$41.40 ,$44.62 ,$43.70 ,$43.70 ,$43.70 ,$43.70 ,$41.40 ,$44.62 ,$43.70 ,$46.00 ,$36.80 ,$49.14 ,Liberty_Medical_Center
LC010181,Beta-2-Microglobulin,82232,$143.00 ,$49.14 ,$49.14 ,$49.14 ,$49.14 ,$114.40 ,$128.70 ,$138.71 ,$135.85 ,$135.85 ,$135.85 ,$135.85 ,$128.70 ,$138.71 ,$135.85 ,$143.00 ,$49.14 ,$143.00 ,Liberty_Medical_Center
BILE ACID,"Bile Acids, Total Conjugated",82239,$101.00 ,$52.00 ,$52.00 ,$52.00 ,$52.00 ,$80.80 ,$90.90 ,$97.97 ,$95.95 ,$95.95 ,$95.95 ,$95.95 ,$90.90 ,$97.97 ,$95.95 ,$101.00 ,$52.00 ,$101.00 ,Liberty_Medical_Center
LC010330,"Bile Acids, Total Conjugated",82239,$101.00 ,$52.00 ,$52.00 ,$52.00 ,$52.00 ,$80.80 ,$90.90 ,$97.97 ,$95.95 ,$95.95 ,$95.95 ,$95.95 ,$90.90 ,$97.97 ,$95.95 ,$101.00 ,$52.00 ,$101.00 ,Liberty_Medical_Center
H82247,Bilirubin-total,82247,$37.00 ,$15.26 ,$15.26 ,$15.26 ,$15.26 ,$29.60 ,$33.30 ,$35.89 ,$35.15 ,$35.15 ,$35.15 ,$35.15 ,$33.30 ,$35.89 ,$35.15 ,$37.00 ,$15.26 ,$37.00 ,Liberty_Medical_Center
HS82261,Newbrn Scrn Biotinidase  3/9,82261,$20.00 ,$51.23 ,$51.23 ,$51.23 ,$51.23 ,$16.00 ,$18.00 ,$19.40 ,$19.00 ,$19.00 ,$19.00 ,$19.00 ,$18.00 ,$19.40 ,$19.00 ,$20.00 ,$16.00 ,$51.23 ,Liberty_Medical_Center
H82270cl,Occult blood-feces,82270,$14.00 ,$13.30 ,$13.30 ,$13.30 ,$13.30 ,$11.20 ,$12.60 ,$13.58 ,$13.30 ,$13.30 ,$13.30 ,$13.30 ,$12.60 ,$13.58 ,$13.30 ,$14.00 ,$11.20 ,$14.00 ,Liberty_Medical_Center
H82271,Occult Blood  other source,82271,$22.00 ,$16.16 ,$16.16 ,$16.16 ,$16.16 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$16.16 ,$22.00 ,Liberty_Medical_Center
H82272,Occult Blood-feces 1 specimen,82272,$36.00 ,$12.85 ,$12.85 ,$12.85 ,$12.85 ,$28.80 ,$32.40 ,$34.92 ,$34.20 ,$34.20 ,$34.20 ,$34.20 ,$32.40 ,$34.92 ,$34.20 ,$36.00 ,$12.85 ,$36.00 ,Liberty_Medical_Center
82274,Hemosure iFOB,82274,$36.00 ,$48.35 ,$48.35 ,$48.35 ,$48.35 ,$28.80 ,$32.40 ,$34.92 ,$34.20 ,$34.20 ,$34.20 ,$34.20 ,$32.40 ,$34.92 ,$34.20 ,$36.00 ,$28.80 ,$48.35 ,Liberty_Medical_Center
H82274,FIT Occult Blood,82274,$58.00 ,$48.35 ,$48.35 ,$48.35 ,$48.35 ,$46.40 ,$52.20 ,$56.26 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$52.20 ,$56.26 ,$55.10 ,$58.00 ,$46.40 ,$58.00 ,Liberty_Medical_Center
HQ82300,Heavy Met Comp Panel 24h +Arsen 2/6,82300,$148.00 ,$71.80 ,$71.80 ,$71.80 ,$71.80 ,$118.40 ,$133.20 ,$143.56 ,$140.60 ,$140.60 ,$140.60 ,$140.60 ,$133.20 ,$143.56 ,$140.60 ,$148.00 ,$71.80 ,$148.00 ,Liberty_Medical_Center
IH82306,"Vitamin D, 25-OH",82306,$67.00 ,$89.91 ,$89.91 ,$89.91 ,$89.91 ,$53.60 ,$60.30 ,$64.99 ,$63.65 ,$63.65 ,$63.65 ,$63.65 ,$60.30 ,$64.99 ,$63.65 ,$67.00 ,$53.60 ,$89.91 ,Liberty_Medical_Center
LC081950,Vitamin D 25 Hydroxy Level,82306,$67.00 ,$89.91 ,$89.91 ,$89.91 ,$89.91 ,$53.60 ,$60.30 ,$64.99 ,$63.65 ,$63.65 ,$63.65 ,$63.65 ,$60.30 ,$64.99 ,$63.65 ,$67.00 ,$53.60 ,$89.91 ,Liberty_Medical_Center
LC504115,25-Hydroxyvitamin D LCMS D2+D3,82306,$65.00 ,$89.91 ,$89.91 ,$89.91 ,$89.91 ,$52.00 ,$58.50 ,$63.05 ,$61.75 ,$61.75 ,$61.75 ,$61.75 ,$58.50 ,$63.05 ,$61.75 ,$65.00 ,$52.00 ,$89.91 ,Liberty_Medical_Center
HQ82310b,Calcium w/ionized calcium 1/2,82310,$74.00 ,$15.68 ,$15.68 ,$15.68 ,$15.68 ,$59.20 ,$66.60 ,$71.78 ,$70.30 ,$70.30 ,$70.30 ,$70.30 ,$66.60 ,$71.78 ,$70.30 ,$74.00 ,$15.68 ,$74.00 ,Liberty_Medical_Center
HQ82310c,PTH&Ion Ca 83970/82330/82310 2/3,82310,$74.00 ,$15.68 ,$15.68 ,$15.68 ,$15.68 ,$59.20 ,$66.60 ,$71.78 ,$70.30 ,$70.30 ,$70.30 ,$70.30 ,$66.60 ,$71.78 ,$70.30 ,$74.00 ,$15.68 ,$74.00 ,Liberty_Medical_Center
HQ82330,Ionized Calcium w/calcium 2/2,82330,$90.00 ,$41.56 ,$41.56 ,$41.56 ,$41.56 ,$72.00 ,$81.00 ,$87.30 ,$85.50 ,$85.50 ,$85.50 ,$85.50 ,$81.00 ,$87.30 ,$85.50 ,$90.00 ,$41.56 ,$90.00 ,Liberty_Medical_Center
HQ82330a,PTH&Ion Ca 83970/82330/82310 1/3,82330,$90.00 ,$41.56 ,$41.56 ,$41.56 ,$41.56 ,$72.00 ,$81.00 ,$87.30 ,$85.50 ,$85.50 ,$85.50 ,$85.50 ,$81.00 ,$87.30 ,$85.50 ,$90.00 ,$41.56 ,$90.00 ,Liberty_Medical_Center
HQ82330b,Calcium Ionized,82330,$39.00 ,$41.56 ,$41.56 ,$41.56 ,$41.56 ,$31.20 ,$35.10 ,$37.83 ,$37.05 ,$37.05 ,$37.05 ,$37.05 ,$35.10 ,$37.83 ,$37.05 ,$39.00 ,$31.20 ,$41.56 ,Liberty_Medical_Center
LC004804,"Calcium, Ionized",82330,$49.00 ,$41.56 ,$41.56 ,$41.56 ,$41.56 ,$39.20 ,$44.10 ,$47.53 ,$46.55 ,$46.55 ,$46.55 ,$46.55 ,$44.10 ,$47.53 ,$46.55 ,$49.00 ,$39.20 ,$49.00 ,Liberty_Medical_Center
HQ82340c,"Kid Stone Pan Calc,Urine",82340,$44.00 ,$18.32 ,$18.32 ,$18.32 ,$18.32 ,$35.20 ,$39.60 ,$42.68 ,$41.80 ,$41.80 ,$41.80 ,$41.80 ,$39.60 ,$42.68 ,$41.80 ,$44.00 ,$18.32 ,$44.00 ,Liberty_Medical_Center
LC003269,"Calcium, 24Hr Urine",82340,$70.00 ,$18.32 ,$18.32 ,$18.32 ,$18.32 ,$56.00 ,$63.00 ,$67.90 ,$66.50 ,$66.50 ,$66.50 ,$66.50 ,$63.00 ,$67.90 ,$66.50 ,$70.00 ,$18.32 ,$70.00 ,Liberty_Medical_Center
LC306266a,"Calcium, Urine",82340,$22.00 ,$18.32 ,$18.32 ,$18.32 ,$18.32 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$17.60 ,$22.00 ,Liberty_Medical_Center
STONE1,"Stone Risk, Calcium (1/11)",82340,$43.00 ,$18.32 ,$18.32 ,$18.32 ,$18.32 ,$34.40 ,$38.70 ,$41.71 ,$40.85 ,$40.85 ,$40.85 ,$40.85 ,$38.70 ,$41.71 ,$40.85 ,$43.00 ,$18.32 ,$43.00 ,Liberty_Medical_Center
LC120691,"Calculi, Urinary With Photograph",82360,$60.00 ,$39.08 ,$39.08 ,$39.08 ,$39.08 ,$48.00 ,$54.00 ,$58.20 ,$57.00 ,$57.00 ,$57.00 ,$57.00 ,$54.00 ,$58.20 ,$57.00 ,$60.00 ,$39.08 ,$60.00 ,Liberty_Medical_Center
HQ82365,"Stone Analysis, Kidney, infrared spe",82365,$90.00 ,$39.20 ,$39.20 ,$39.20 ,$39.20 ,$72.00 ,$81.00 ,$87.30 ,$85.50 ,$85.50 ,$85.50 ,$85.50 ,$81.00 ,$87.30 ,$85.50 ,$90.00 ,$39.20 ,$90.00 ,Liberty_Medical_Center
HQ82375,Carboxyhemoglobin(Carbon Monoxide),82375,$72.00 ,$37.42 ,$37.42 ,$37.42 ,$37.42 ,$57.60 ,$64.80 ,$69.84 ,$68.40 ,$68.40 ,$68.40 ,$68.40 ,$64.80 ,$69.84 ,$68.40 ,$72.00 ,$37.42 ,$72.00 ,Liberty_Medical_Center
LC007187,"Carbon Monoxide, Whole Blood",82375,$123.00 ,$37.42 ,$37.42 ,$37.42 ,$37.42 ,$98.40 ,$110.70 ,$119.31 ,$116.85 ,$116.85 ,$116.85 ,$116.85 ,$110.70 ,$119.31 ,$116.85 ,$123.00 ,$37.42 ,$123.00 ,Liberty_Medical_Center
HQ82378,CEA,82378,$44.00 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$35.20 ,$39.60 ,$42.68 ,$41.80 ,$41.80 ,$41.80 ,$41.80 ,$39.60 ,$42.68 ,$41.80 ,$44.00 ,$35.20 ,$57.60 ,Liberty_Medical_Center
LC002139,Carcinoembryonic Antigen (CEA),82378,$55.00 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$44.00 ,$49.50 ,$53.35 ,$52.25 ,$52.25 ,$52.25 ,$52.25 ,$49.50 ,$53.35 ,$52.25 ,$55.00 ,$44.00 ,$57.60 ,Liberty_Medical_Center
LC001529,Carotene,82380,$85.00 ,$28.01 ,$28.01 ,$28.01 ,$28.01 ,$68.00 ,$76.50 ,$82.45 ,$80.75 ,$80.75 ,$80.75 ,$80.75 ,$76.50 ,$82.45 ,$80.75 ,$85.00 ,$28.01 ,$85.00 ,Liberty_Medical_Center
HQ82382,"Catecholamines,Total, Urine",82382,$198.00 ,$82.94 ,$82.94 ,$82.94 ,$82.94 ,$158.40 ,$178.20 ,$192.06 ,$188.10 ,$188.10 ,$188.10 ,$188.10 ,$178.20 ,$192.06 ,$188.10 ,$198.00 ,$82.94 ,$198.00 ,Liberty_Medical_Center
HQ82384a,"Catecholamines,24hr Urine w/creat1/2",82384,$218.00 ,$76.70 ,$76.70 ,$76.70 ,$76.70 ,$174.40 ,$196.20 ,$211.46 ,$207.10 ,$207.10 ,$207.10 ,$207.10 ,$196.20 ,$211.46 ,$207.10 ,$218.00 ,$76.70 ,$218.00 ,Liberty_Medical_Center
LC004176,"Catecholamines, Fract, Uri Free, 24h Uri",82384,$224.00 ,$76.70 ,$76.70 ,$76.70 ,$76.70 ,$179.20 ,$201.60 ,$217.28 ,$212.80 ,$212.80 ,$212.80 ,$212.80 ,$201.60 ,$217.28 ,$212.80 ,$224.00 ,$76.70 ,$224.00 ,Liberty_Medical_Center
LC001560,Ceruloplasmin,82390,$50.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$40.00 ,$45.00 ,$48.50 ,$47.50 ,$47.50 ,$47.50 ,$47.50 ,$45.00 ,$48.50 ,$47.50 ,$50.00 ,$32.63 ,$50.00 ,Liberty_Medical_Center
LC500183,Anti-Mullerian Hormone,82397,$94.00 ,$42.89 ,$42.89 ,$42.89 ,$42.89 ,$75.20 ,$84.60 ,$91.18 ,$89.30 ,$89.30 ,$89.30 ,$89.30 ,$84.60 ,$91.18 ,$89.30 ,$94.00 ,$42.89 ,$94.00 ,Liberty_Medical_Center
LC503380,PTHrP,82397,$117.00 ,$42.89 ,$42.89 ,$42.89 ,$42.89 ,$93.60 ,$105.30 ,$113.49 ,$111.15 ,$111.15 ,$111.15 ,$111.15 ,$105.30 ,$113.49 ,$111.15 ,$117.00 ,$42.89 ,$117.00 ,Liberty_Medical_Center
HQ82436a,Urine Electrolyte Panel-Chloride  1/3,82436,$35.00 ,$17.46 ,$17.46 ,$17.46 ,$17.46 ,$28.00 ,$31.50 ,$33.95 ,$33.25 ,$33.25 ,$33.25 ,$33.25 ,$31.50 ,$33.95 ,$33.25 ,$35.00 ,$17.46 ,$35.00 ,Liberty_Medical_Center
HQ82436b,"Kid Stone Pan Chlr,Urine",82436,$35.00 ,$17.46 ,$17.46 ,$17.46 ,$17.46 ,$28.00 ,$31.50 ,$33.95 ,$33.25 ,$33.25 ,$33.25 ,$33.25 ,$31.50 ,$33.95 ,$33.25 ,$35.00 ,$17.46 ,$35.00 ,Liberty_Medical_Center
LC306266f,"Chloride, Urine",82436,$22.00 ,$17.46 ,$17.46 ,$17.46 ,$17.46 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$17.46 ,$22.00 ,Liberty_Medical_Center
STONE2,"Stone Risk, Chloride (2/11)",82436,$43.00 ,$17.46 ,$17.46 ,$17.46 ,$17.46 ,$34.40 ,$38.70 ,$41.71 ,$40.85 ,$40.85 ,$40.85 ,$40.85 ,$38.70 ,$41.71 ,$40.85 ,$43.00 ,$17.46 ,$43.00 ,Liberty_Medical_Center
HQ82507d,Kid Stone Pan Citrate,82507,$65.00 ,$84.44 ,$84.44 ,$84.44 ,$84.44 ,$52.00 ,$58.50 ,$63.05 ,$61.75 ,$61.75 ,$61.75 ,$61.75 ,$58.50 ,$63.05 ,$61.75 ,$65.00 ,$52.00 ,$84.44 ,Liberty_Medical_Center
LC306266g,Citric Acid(Citrate),82507,$22.00 ,$84.44 ,$84.44 ,$84.44 ,$84.44 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$17.60 ,$84.44 ,Liberty_Medical_Center
STONE3,"Stone Risk, Citrate (3/11)",82507,$43.00 ,$84.44 ,$84.44 ,$84.44 ,$84.44 ,$34.40 ,$38.70 ,$41.71 ,$40.85 ,$40.85 ,$40.85 ,$40.85 ,$38.70 ,$41.71 ,$40.85 ,$43.00 ,$34.40 ,$84.44 ,Liberty_Medical_Center
HQ82523,N-Telopeptide-urine 24 hr,82523,$165.00 ,$56.75 ,$56.75 ,$56.75 ,$56.75 ,$132.00 ,$148.50 ,$160.05 ,$156.75 ,$156.75 ,$156.75 ,$156.75 ,$148.50 ,$160.05 ,$156.75 ,$165.00 ,$56.75 ,$165.00 ,Liberty_Medical_Center
HQ82525,"Copper, serum",82525,$47.00 ,$37.69 ,$37.69 ,$37.69 ,$37.69 ,$37.60 ,$42.30 ,$45.59 ,$44.65 ,$44.65 ,$44.65 ,$44.65 ,$42.30 ,$45.59 ,$44.65 ,$47.00 ,$37.60 ,$47.00 ,Liberty_Medical_Center
HQ82525a,Urine copper 24 hr.,82525,$164.00 ,$37.69 ,$37.69 ,$37.69 ,$37.69 ,$131.20 ,$147.60 ,$159.08 ,$155.80 ,$155.80 ,$155.80 ,$155.80 ,$147.60 ,$159.08 ,$155.80 ,$164.00 ,$37.69 ,$164.00 ,Liberty_Medical_Center
LC001586,"Copper, Serum",82525,$119.00 ,$37.69 ,$37.69 ,$37.69 ,$37.69 ,$95.20 ,$107.10 ,$115.43 ,$113.05 ,$113.05 ,$113.05 ,$113.05 ,$107.10 ,$115.43 ,$113.05 ,$119.00 ,$37.69 ,$119.00 ,Liberty_Medical_Center
LC133447,"Copper, Urine 24 Hr",82525,$74.00 ,$37.69 ,$37.69 ,$37.69 ,$37.69 ,$59.20 ,$66.60 ,$71.78 ,$70.30 ,$70.30 ,$70.30 ,$70.30 ,$66.60 ,$71.78 ,$70.30 ,$74.00 ,$37.69 ,$74.00 ,Liberty_Medical_Center
CORFUA,Urine Cortisol Free 24',82530,$104.00 ,$50.76 ,$50.76 ,$50.76 ,$50.76 ,$83.20 ,$93.60 ,$100.88 ,$98.80 ,$98.80 ,$98.80 ,$98.80 ,$93.60 ,$100.88 ,$98.80 ,$104.00 ,$50.76 ,$104.00 ,Liberty_Medical_Center
LC004432,"Cortisol, Urinary Free",82530,$93.00 ,$50.76 ,$50.76 ,$50.76 ,$50.76 ,$74.40 ,$83.70 ,$90.21 ,$88.35 ,$88.35 ,$88.35 ,$88.35 ,$83.70 ,$90.21 ,$88.35 ,$93.00 ,$50.76 ,$93.00 ,Liberty_Medical_Center
HQ82533,"CAH Panel, Cortisol   3/5",82533,$98.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$78.40 ,$88.20 ,$95.06 ,$93.10 ,$93.10 ,$93.10 ,$93.10 ,$88.20 ,$95.06 ,$93.10 ,$98.00 ,$49.52 ,$98.00 ,Liberty_Medical_Center
HQ82533a,"Cortisol, Total",82533,$40.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$32.00 ,$36.00 ,$38.80 ,$38.00 ,$38.00 ,$38.00 ,$38.00 ,$36.00 ,$38.80 ,$38.00 ,$40.00 ,$32.00 ,$49.52 ,Liberty_Medical_Center
LC004051,"Cortisol Level Random, Serum Total",82533,$50.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$40.00 ,$45.00 ,$48.50 ,$47.50 ,$47.50 ,$47.50 ,$47.50 ,$45.00 ,$48.50 ,$47.50 ,$50.00 ,$40.00 ,$50.00 ,Liberty_Medical_Center
LC104018,"Cortisol, AM",82533,$49.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$39.20 ,$44.10 ,$47.53 ,$46.55 ,$46.55 ,$46.55 ,$46.55 ,$44.10 ,$47.53 ,$46.55 ,$49.00 ,$39.20 ,$49.52 ,Liberty_Medical_Center
LC500179,"Salivary Cortisol, MS",82533,$95.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$76.00 ,$85.50 ,$92.15 ,$90.25 ,$90.25 ,$90.25 ,$90.25 ,$85.50 ,$92.15 ,$90.25 ,$95.00 ,$49.52 ,$95.00 ,Liberty_Medical_Center
LC500179a,"Salivary Cortisol, (sequential)",82533,$78.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$62.40 ,$70.20 ,$75.66 ,$74.10 ,$74.10 ,$74.10 ,$74.10 ,$70.20 ,$75.66 ,$74.10 ,$78.00 ,$49.52 ,$78.00 ,Liberty_Medical_Center
LC500179b,"Salivary Cortisol, (sequential)",82533,$78.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$62.40 ,$70.20 ,$75.66 ,$74.10 ,$74.10 ,$74.10 ,$74.10 ,$70.20 ,$75.66 ,$74.10 ,$78.00 ,$49.52 ,$78.00 ,Liberty_Medical_Center
LC500179c,"Salivary Cortisol, (sequential)",82533,$78.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$62.40 ,$70.20 ,$75.66 ,$74.10 ,$74.10 ,$74.10 ,$74.10 ,$70.20 ,$75.66 ,$74.10 ,$78.00 ,$49.52 ,$78.00 ,Liberty_Medical_Center
LC503990,Dexamethasone Suppression Test,82533,$49.00 ,$49.52 ,$49.52 ,$49.52 ,$49.52 ,$39.20 ,$44.10 ,$47.53 ,$46.55 ,$46.55 ,$46.55 ,$46.55 ,$44.10 ,$47.53 ,$46.55 ,$49.00 ,$39.20 ,$49.52 ,Liberty_Medical_Center
LC503640,"Bile Acids, Fractionated and Total",82542,$195.00 ,$73.17 ,$73.17 ,$73.17 ,$73.17 ,$156.00 ,$175.50 ,$189.15 ,$185.25 ,$185.25 ,$185.25 ,$185.25 ,$175.50 ,$189.15 ,$185.25 ,$195.00 ,$73.17 ,$195.00 ,Liberty_Medical_Center
HQ82550,CK total,82550,$49.00 ,$19.78 ,$19.78 ,$19.78 ,$19.78 ,$39.20 ,$44.10 ,$47.53 ,$46.55 ,$46.55 ,$46.55 ,$46.55 ,$44.10 ,$47.53 ,$46.55 ,$49.00 ,$19.78 ,$49.00 ,Liberty_Medical_Center
H82553,CKMB,82553,$259.00 ,$35.08 ,$35.08 ,$35.08 ,$35.08 ,$207.20 ,$233.10 ,$251.23 ,$246.05 ,$246.05 ,$246.05 ,$246.05 ,$233.10 ,$251.23 ,$246.05 ,$259.00 ,$35.08 ,$259.00 ,Liberty_Medical_Center
H82553C,CKMB $w/troponin,82553,$131.00 ,$35.08 ,$35.08 ,$35.08 ,$35.08 ,$104.80 ,$117.90 ,$127.07 ,$124.45 ,$124.45 ,$124.45 ,$124.45 ,$117.90 ,$127.07 ,$124.45 ,$131.00 ,$35.08 ,$131.00 ,Liberty_Medical_Center
LC120816,"Creatine Kinase(CK), MB",82553,$184.00 ,$35.08 ,$35.08 ,$35.08 ,$35.08 ,$147.20 ,$165.60 ,$178.48 ,$174.80 ,$174.80 ,$174.80 ,$174.80 ,$165.60 ,$178.48 ,$174.80 ,$184.00 ,$35.08 ,$184.00 ,Liberty_Medical_Center
HQ82565,"Creatinine, serum",82565,$69.00 ,$15.55 ,$15.55 ,$15.55 ,$15.55 ,$55.20 ,$62.10 ,$66.93 ,$65.55 ,$65.55 ,$65.55 ,$65.55 ,$62.10 ,$66.93 ,$65.55 ,$69.00 ,$15.55 ,$69.00 ,Liberty_Medical_Center
