Northern Montana Hospital,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,hospital
700259,INTERSTIM TEST LEAD,278,2015-07-01 00:00:00,283.6,Northern_Montana_Health_Care
700261,LEAD INTRODUCER KIT,272,2014-07-01 00:00:00,1285.2,Northern_Montana_Health_Care
700265,LEAD INTERSTIM TINED,278,2018-06-01 00:00:00,13509,Northern_Montana_Health_Care
700270,INTERSTIM NEUROSTIMULATOR,278,2014-07-01 00:00:00,42655,Northern_Montana_Health_Care
700272,PATIENT PROGRAMMER,270,2019-04-01 00:00:00,7410,Northern_Montana_Health_Care
700273,VERIFY NEURO STIMULATOR,270,2014-07-01 00:00:00,1520,Northern_Montana_Health_Care
700275,INTERSTIM ANTENNA,270,2014-07-01 00:00:00,458.4,Northern_Montana_Health_Care
700289,Axonics remote control,270,2019-07-01 00:00:00,3043.8,Northern_Montana_Health_Care
700291,Neurostimulator Axonics,278,2019-07-01 00:00:00,36763.8,Northern_Montana_Health_Care
700293,Lead tined Axonics,278,2019-07-01 00:00:00,12103,Northern_Montana_Health_Care
700295,Lead implant kit Axonics,278,2019-07-01 00:00:00,1246.4,Northern_Montana_Health_Care
700296,Axonics charging system,270,2019-07-01 00:00:00,3249,Northern_Montana_Health_Care
700340,INTRODUCER KIT,272,2017-07-01 00:00:00,515.7,Northern_Montana_Health_Care
700341,Needle loude epimed,272,2017-07-01 00:00:00,429.3,Northern_Montana_Health_Care
700345,Lead Infiniun trial,278,2017-07-01 00:00:00,2280,Northern_Montana_Health_Care
700350,LEAD NEUROSTIMULATOR,278,2014-07-01 00:00:00,15200,Northern_Montana_Health_Care
700355,PHASE III LEAD EXTENTION,278,2014-07-01 00:00:00,1358.6,Northern_Montana_Health_Care
700360,LEAD PASSING ELEVATOR,272,2014-07-01 00:00:00,320.9,Northern_Montana_Health_Care
700361,LEAD TUNNELING TOOL,272,2014-07-01 00:00:00,1101.6,Northern_Montana_Health_Care
700362,LEAD HEX WRENCH,272,2014-07-01 00:00:00,320.9,Northern_Montana_Health_Care
700364,Cable & Extention,272,2017-07-01 00:00:00,573,Northern_Montana_Health_Care
700372,TRIAL LEAD KIT,278,2015-11-01 00:00:00,3990,Northern_Montana_Health_Care
700373,Trial Lead Kit,278,2017-07-01 00:00:00,2280,Northern_Montana_Health_Care
700374,Lead enhanced style kit,272,2017-07-01 00:00:00,849.2,Northern_Montana_Health_Care
700375,MULTILEAD TRIAL CABLE,272,2015-07-01 00:00:00,826.2,Northern_Montana_Health_Care
700378,OCTRODE LEAD KIT,278,2015-07-01 00:00:00,8949,Northern_Montana_Health_Care
700379,LEAD PENTA,278,2015-07-01 00:00:00,22420,Northern_Montana_Health_Care
700380,"SWIFT-LOCK, ST JUDE",278,2015-07-01 00:00:00,661,Northern_Montana_Health_Care
700382,GENERATOR PROTEGE MRI,278,2015-07-01 00:00:00,68400,Northern_Montana_Health_Care
700383,Monotube trail kit,272,2017-07-01 00:00:00,452.7,Northern_Montana_Health_Care
700385,PATIENT PROGRAMMER,271,2015-07-01 00:00:00,4560,Northern_Montana_Health_Care
700390,PRODIGY CHARGING SYSTEM,271,2015-07-01 00:00:00,4408,Northern_Montana_Health_Care
700402,CATH MAHURKAR 11.5F X 19.5CM,272,2013-07-01 00:00:00,356.3,Northern_Montana_Health_Care
700405,CATH MAHURKAR TRAY 11.5 X 19.5,272,2013-07-01 00:00:00,771.2,Northern_Montana_Health_Care
700407,CATH MAHURKAR 11.5F,272,2015-01-01 00:00:00,664.5,Northern_Montana_Health_Care
700409,CATH MAHURKAR 11.5F X 24CM,272,2013-07-01 00:00:00,596.7,Northern_Montana_Health_Care
700502,CATH MULTIPURPOSE DRAINAGE,270,2013-07-01 00:00:00,418.2,Northern_Montana_Health_Care
700505,CHEST TUBE INSERTION KIT,272,2013-07-01 00:00:00,463,Northern_Montana_Health_Care
700512,CHEST TUBE TRAY 12F,272,2019-07-01 00:00:00,752.8,Northern_Montana_Health_Care
700522,WIRE GUIDE,272,2013-07-01 00:00:00,128.8,Northern_Montana_Health_Care
700524,CHEST TUBE TRAY 24F,272,2017-11-01 00:00:00,822,Northern_Montana_Health_Care
700532,CHEST TUBE TRAY 32F,272,2018-01-01 00:00:00,846.6,Northern_Montana_Health_Care
700533,WIRE GUIDE,272,2013-07-01 00:00:00,104.7,Northern_Montana_Health_Care
700536,CHEST TUBE TRAY 36F,272,2019-05-01 00:00:00,846.6,Northern_Montana_Health_Care
700800,DRAIN CATH MULTI PURPOSE,272,2013-07-01 00:00:00,790,Northern_Montana_Health_Care
700810,CATH 10FR DRAINAGE,272,2015-07-01 00:00:00,470.7,Northern_Montana_Health_Care
700840,TISSUE MARKER,278,2014-07-01 00:00:00,481.3,Northern_Montana_Health_Care
700842,BIOPSY SYSTEM MAX-CORE,272,2013-07-01 00:00:00,109.4,Northern_Montana_Health_Care
700917,AS LIGASURE 5MM BLUNT TIP,272,2015-02-01 00:00:00,2096.2,Northern_Montana_Health_Care
700980,LAPAROSCOPIC SUTURE DEVICE,272,2013-07-01 00:00:00,1032.8,Northern_Montana_Health_Care
700986,RD QUICK LOAD SUTURE,272,2013-07-01 00:00:00,226.9,Northern_Montana_Health_Care
701755,ANOSCOPE DISP,271,2013-07-01 00:00:00,4.6,Northern_Montana_Health_Care
701758,HEMORRHOIDAL LIGATOR SHORTSHOT,271,2018-07-01 00:00:00,340.3,Northern_Montana_Health_Care
701777,AEROCHAMBER W/O MASK,271,2013-07-01 00:00:00,51,Northern_Montana_Health_Care
701779,ULTRAMIST NEBULIZER,271,2013-07-01 00:00:00,10.2,Northern_Montana_Health_Care
701780,SAMPLE LINE,271,2013-07-01 00:00:00,42.3,Northern_Montana_Health_Care
701781,AEROCHAMBER W/ MASK,271,2015-02-01 00:00:00,113.4,Northern_Montana_Health_Care
701795,SENSOR SPO2 INFANT/NEONATAL,272,2013-07-01 00:00:00,84.1,Northern_Montana_Health_Care
701825,CANNULA NASAL ADULT,272,2013-07-01 00:00:00,4.9,Northern_Montana_Health_Care
701830,BACTERIA FILTER,271,2013-07-01 00:00:00,17.1,Northern_Montana_Health_Care
702160,CUSHION INSERTS LARGE,271,2013-07-01 00:00:00,202.7,Northern_Montana_Health_Care
702167,ARTHRO - KNIFE DISP,272,2013-07-01 00:00:00,286.7,Northern_Montana_Health_Care
703101,NEUTRAL ELECTRODE,272,2015-07-01 00:00:00,121,Northern_Montana_Health_Care
703110,"CANNULA, VENOM RF",272,2015-07-01 00:00:00,234,Northern_Montana_Health_Care
703241,GELPOINT ACCESS PLATFORM,272,2014-07-01 00:00:00,2565,Northern_Montana_Health_Care
703245,GELPORT HAND ACCESS,272,2017-07-01 00:00:00,2185,Northern_Montana_Health_Care
703250,WOUND PROTECTOR/RETRACTOR,272,2019-07-01 00:00:00,226.9,Northern_Montana_Health_Care
703251,WOUND PROTECTOR/RETRACTOR LG,272,2014-07-01 00:00:00,349.5,Northern_Montana_Health_Care
703256,RETRACTOR ALEXIS 0 X-LARGE,272,2015-10-01 00:00:00,475.3,Northern_Montana_Health_Care
703260,CUTTING LOOP 24FR,272,2018-07-01 00:00:00,544.2,Northern_Montana_Health_Care
703300,ELECTROD LARGE-RADIUS,272,2015-07-01 00:00:00,156.1,Northern_Montana_Health_Care
703309,BIOPSY NEEDLE 22G X 15,272,2015-07-01 00:00:00,121,Northern_Montana_Health_Care
703350,CATH DILATION,272,2015-07-01 00:00:00,452.7,Northern_Montana_Health_Care
703400,TUBING SET HYDROFLEX,272,2013-07-01 00:00:00,328.6,Northern_Montana_Health_Care
703450,BIFURCATED GRAFT,278,2013-07-01 00:00:00,3448.1,Northern_Montana_Health_Care
703600,WOUND DRAIN 7MM LAPROLOADER,272,2013-07-01 00:00:00,406.3,Northern_Montana_Health_Care
703650,TUBAL LIGATION BAND,278,2013-07-01 00:00:00,369.7,Northern_Montana_Health_Care
703651,AUTO SUT VCS CLIP APPLIER,272,2013-07-01 00:00:00,828.3,Northern_Montana_Health_Care
703660,HERNIA PATCH TACKER,272,2013-07-01 00:00:00,2447.5,Northern_Montana_Health_Care
703662,ABSORBATACK 10 TACKS,278,2013-07-01 00:00:00,2246,Northern_Montana_Health_Care
703664,ABSORBATACK 20 TACKS,278,2013-07-01 00:00:00,2996.3,Northern_Montana_Health_Care
703671,AUTO SUT PROTACK 5MM,272,2013-07-01 00:00:00,1189.4,Northern_Montana_Health_Care
703686,AUTO SUT VARIES NEEDLE,272,2013-07-01 00:00:00,141.3,Northern_Montana_Health_Care
703690,AUTO SUT VERSA CANNULA DILATOR,272,2013-07-01 00:00:00,351,Northern_Montana_Health_Care
704050,CANNULA TWIST IN W/O SQUIRT CP,272,2013-07-01 00:00:00,169.9,Northern_Montana_Health_Care
704052,"TUBING, ARTHROSCOPY PUMP",272,2013-07-01 00:00:00,372.3,Northern_Montana_Health_Care
704064,BACTERIA FILTER PURITAN BENNET,272,2013-07-01 00:00:00,60.1,Northern_Montana_Health_Care
704213,BLADE EXTENDED ELECTRODE,272,2013-07-01 00:00:00,44.5,Northern_Montana_Health_Care
704302,BLADDER SLING GRAFT,278,2015-09-01 00:00:00,6452.4,Northern_Montana_Health_Care
704303,Bladder sling graft TVT,278,2017-07-01 00:00:00,4586.1,Northern_Montana_Health_Care
704355,Graft Porcine 4x7 cm,278,2019-01-01 00:00:00,3021,Northern_Montana_Health_Care
704501,ANKLE DISTRACTOR STRAP,272,2013-07-01 00:00:00,269.4,Northern_Montana_Health_Care
704550,CATH CRE WIREGUIDED 24CM ESOPH,272,2013-07-01 00:00:00,1051.1,Northern_Montana_Health_Care
704569,TOURNIQUET DBL BLADDER,272,2015-07-01 00:00:00,233.1,Northern_Montana_Health_Care
704600,BONE GEL GRAFTON 1CC,278,2014-02-01 00:00:00,782.9,Northern_Montana_Health_Care
704620,MIXING BOWL QUICK VAC,272,2013-07-01 00:00:00,387.6,Northern_Montana_Health_Care
704625,BONE CEMENT TOBRAMYCIN,278,2013-07-01 00:00:00,44.9,Northern_Montana_Health_Care
704650,BONE CEMENT,278,2013-07-01 00:00:00,561.4,Northern_Montana_Health_Care
704653,CEMENT KIT WITH RESTRICTORS,272,2013-07-01 00:00:00,1080.4,Northern_Montana_Health_Care
704655,BONE GEL GRAFTON,278,2013-07-01 00:00:00,2757.2,Northern_Montana_Health_Care
704659,BONE CEMENT WITH TOBRAMYCIN,278,2015-04-01 00:00:00,1259.7,Northern_Montana_Health_Care
704672,BONE PUTTY GRAFTON 1CC,278,2013-07-01 00:00:00,508.5,Northern_Montana_Health_Care
704675,BONE PUTTY GRAFTON 5CC,278,2015-02-01 00:00:00,2642,Northern_Montana_Health_Care
704682,BONE GRAFT DBM 5CC,278,2013-07-01 00:00:00,3910.2,Northern_Montana_Health_Care
704684,DBM PROGENIX PLUS 10CC,278,2014-07-01 00:00:00,6000.2,Northern_Montana_Health_Care
704685,BONE GRAFT INFUSE,278,2013-07-01 00:00:00,20550.4,Northern_Montana_Health_Care
704688,BONE GRAFT PRO-DENSE 10CC,278,2015-07-01 00:00:00,12889.6,Northern_Montana_Health_Care
704691,Bone graft cancellous cubes,278,2018-07-01 00:00:00,540.9,Northern_Montana_Health_Care
704692,AUGMENT BONE GRAFT 3CC,278,2015-07-01 00:00:00,13281,Northern_Montana_Health_Care
704700,TOURNIQUET DISPOABLE,272,2013-08-02 00:00:00,178,Northern_Montana_Health_Care
704800,RADIAL JAW,272,2013-07-01 00:00:00,322,Northern_Montana_Health_Care
704810,BIOPSY SYSTEM ACHIEVE,272,2013-07-01 00:00:00,346.8,Northern_Montana_Health_Care
704850,BIOPSY FORCEP,272,2013-07-01 00:00:00,477,Northern_Montana_Health_Care
704858,BOTTLE EVACUATING 500ML,272,2019-01-01 00:00:00,109.1,Northern_Montana_Health_Care
704866,BRONCHOSCOPY BIOPSY VALVES,272,2013-12-01 00:00:00,39.3,Northern_Montana_Health_Care
704874,BRONCHOSCOPY SUCTION VALVES,272,2014-06-01 00:00:00,80.5,Northern_Montana_Health_Care
704881,SAM PELVIC SLING,274,2013-07-01 00:00:00,465.3,Northern_Montana_Health_Care
704908,BRUSH CYTOLOGY,272,2019-05-01 00:00:00,226.9,Northern_Montana_Health_Care
706002,"CANNULA, PEDIATRIC",271,2013-07-01 00:00:00,12.3,Northern_Montana_Health_Care
706010,CANNULA LOW FLOW ADULT,271,2013-07-01 00:00:00,5.9,Northern_Montana_Health_Care
706015,OXYHOOD MEDIUM,271,2013-07-01 00:00:00,91,Northern_Montana_Health_Care
706018,MASK AS811 ORO-NASAL SE,271,2015-03-01 00:00:00,268.5,Northern_Montana_Health_Care
706020,CANNULA FIXATION DEVICE,271,2013-07-01 00:00:00,10.5,Northern_Montana_Health_Care
706028,CANNULA W/15' TUBING,271,2013-07-01 00:00:00,10.7,Northern_Montana_Health_Care
706033,EZ CLEAN NEEDLE TIP,272,2013-07-01 00:00:00,35,Northern_Montana_Health_Care
706036,"CANNULA, INFANT SALTER",271,2013-07-01 00:00:00,20.5,Northern_Montana_Health_Care
706040,CANNULA ARTHREX,272,2013-07-01 00:00:00,188,Northern_Montana_Health_Care
706050,ENDOTRAC HOOK BLADE,272,2016-01-01 00:00:00,546.2,Northern_Montana_Health_Care
707798,Amniotic Allograft 2x4 cm,272,2019-01-01 00:00:00,3610,Northern_Montana_Health_Care
707800,NEOX 1k 4x3,278,2018-07-01 00:00:00,5681,Northern_Montana_Health_Care
707801,Amniotic Allograft 3x4 cm,272,2019-01-01 00:00:00,5320,Northern_Montana_Health_Care
707804,Graft Primatrix AG 4x4 cm,636,2019-07-01 00:00:00,4750,Northern_Montana_Health_Care
707806,Graft Primatrix 6x6cm,636,2019-07-01 00:00:00,5320,Northern_Montana_Health_Care
708008,CAST ARM FIBERGLASS,271,2013-07-01 00:00:00,129,Northern_Montana_Health_Care
708107,CAST ARM PLASTER,271,2013-07-01 00:00:00,56.9,Northern_Montana_Health_Care
708206,CAST LEG FIBERGLASS,271,2013-07-01 00:00:00,265.8,Northern_Montana_Health_Care
708305,CAST LEG PLASTER,271,2013-07-01 00:00:00,99.5,Northern_Montana_Health_Care
709006,CAST ARM W/ELBOW ADULT,271,2013-07-01 00:00:00,91.8,Northern_Montana_Health_Care
709030,CAST ARM FIBERGLASS W/ELBOW AD,271,2013-07-01 00:00:00,141.9,Northern_Montana_Health_Care
709063,CAST ARM W/ELBOW CHILD,271,2013-07-01 00:00:00,57.8,Northern_Montana_Health_Care
709097,CAST ARM FIBERGLASS W/ELBOW CH,271,2013-07-01 00:00:00,122.9,Northern_Montana_Health_Care
709121,CAST ARM WO/ELBOW ADULT,271,2013-07-01 00:00:00,55.1,Northern_Montana_Health_Care
709154,CAST ARM FIBERGLAS WO/ELBOW AD,271,2013-07-01 00:00:00,153.2,Northern_Montana_Health_Care
709188,CAST ARM WO/ELBOW CHILD,271,2013-07-01 00:00:00,32,Northern_Montana_Health_Care
709212,CAST ARM FIBERGLAS WO/ELBOW CH,271,2013-07-01 00:00:00,102.1,Northern_Montana_Health_Care
709279,CAST LEG W/KNEE ADULT,271,2013-07-01 00:00:00,113.4,Northern_Montana_Health_Care
709303,CAST LEG FIBERGLASS W/KNEE AD,271,2013-07-01 00:00:00,266.7,Northern_Montana_Health_Care
709309,CAST HIP SPICA,271,2013-07-01 00:00:00,995.7,Northern_Montana_Health_Care
709337,CAST LEG W/KNEE CHILD,271,2013-07-01 00:00:00,76,Northern_Montana_Health_Care
709360,CAST LEG FIBERGLASS W/KNEE CH,271,2013-07-01 00:00:00,146.4,Northern_Montana_Health_Care
709428,CAST LEG WO/KNEE ADULT,271,2013-07-01 00:00:00,107.7,Northern_Montana_Health_Care
709451,CAST LEG FIBERGLASS WO/KNEE AD,271,2013-07-01 00:00:00,266.7,Northern_Montana_Health_Care
709485,CAST LEG WO/KNEE CHILD,271,2013-07-01 00:00:00,75.2,Northern_Montana_Health_Care
709522,PHACO TIP BENT MINI 30 0.9MM,272,2013-07-01 00:00:00,427.2,Northern_Montana_Health_Care
709527,CAST LEG FIBERGLASS WO/KNEE CH,271,2013-07-01 00:00:00,146.4,Northern_Montana_Health_Care
709780,CATH KIT SUPRAPUBIC,272,2013-07-01 00:00:00,143,Northern_Montana_Health_Care
709797,"GALACTOGRAPHY, KIT",272,2015-09-01 00:00:00,202.1,Northern_Montana_Health_Care
709808,CATH BRONCHI 37FR RIGHT,272,2013-07-01 00:00:00,368.3,Northern_Montana_Health_Care
709810,TUBE ENDOBRONCHIAL,272,2016-04-01 00:00:00,364.7,Northern_Montana_Health_Care
709824,CATH BRONCHI 39FR,272,2013-07-01 00:00:00,310.8,Northern_Montana_Health_Care
709831,LMA AIRWAY,272,2016-02-01 00:00:00,48.8,Northern_Montana_Health_Care
709835,LMA SUPREME/UNIQUE,272,2016-02-01 00:00:00,48.8,Northern_Montana_Health_Care
709900,TUBE GASTRIC 10FR.,272,2013-07-01 00:00:00,18.2,Northern_Montana_Health_Care
709951,Tube gastrick low profile,272,2018-01-01 00:00:00,465.9,Northern_Montana_Health_Care
710186,"CATHETER, DRAINAGE W/SLIP COAT",272,2013-07-01 00:00:00,503.2,Northern_Montana_Health_Care
710269,CATHETER EMBOLECTOMY,272,2013-07-01 00:00:00,435.6,Northern_Montana_Health_Care
710376,CATHETER EMBOLECTOMY,272,2013-07-01 00:00:00,162.6,Northern_Montana_Health_Care
710434,CATH ESOPHAGEL BALLOON 15MMX6C,272,2013-07-01 00:00:00,681.2,Northern_Montana_Health_Care
710450,CATH ESOPHAGEAL PYLORIC COLONI,272,2015-08-01 00:00:00,979.8,Northern_Montana_Health_Care
710465,CATHETER CRE BALLOON DILATOR,272,2015-08-01 00:00:00,979.8,Northern_Montana_Health_Care
710500,STENT URETERAL 6FR,278,2013-07-01 00:00:00,611.1,Northern_Montana_Health_Care
710740,CATHETER WORD BARTHOILN GLAND,272,2013-07-01 00:00:00,152.4,Northern_Montana_Health_Care
710745,CATHETER KIT 5FR,272,2013-07-01 00:00:00,16.1,Northern_Montana_Health_Care
710749,CATHETER FEMALE KIT,272,2013-07-01 00:00:00,20.1,Northern_Montana_Health_Care
710751,URETERAL CATHETER 6FR,272,2013-07-01 00:00:00,72.4,Northern_Montana_Health_Care
710756,"CATHETER, SELF CATH FEMALE",272,2013-07-01 00:00:00,5.2,Northern_Montana_Health_Care
710954,Cath Balloon Dilation,272,2018-04-01 00:00:00,982.3,Northern_Montana_Health_Care
711660,Catheter Yueh centesis,272,2017-07-01 00:00:00,161.7,Northern_Montana_Health_Care
715905,Catheter Drainage Malecots,272,2017-07-01 00:00:00,178.4,Northern_Montana_Health_Care
716187,CATHETER ROBNEL RUSCH,272,2013-07-01 00:00:00,23.6,Northern_Montana_Health_Care
716357,CATHETER THORACIC,272,2013-07-01 00:00:00,41.8,Northern_Montana_Health_Care
716415,CATHETER TROCAR 561,272,2013-07-01 00:00:00,122.7,Northern_Montana_Health_Care
718155,CATHETER URETERAL OLIVETIP 4FR,272,2013-07-01 00:00:00,80.7,Northern_Montana_Health_Care
718973,CATHETER GUIDE CORDIS,272,2013-07-01 00:00:00,48.9,Northern_Montana_Health_Care
720110,CIRCUIT BI PAP DISPOSABLE,271,2013-10-01 00:00:00,52.8,Northern_Montana_Health_Care
720140,CAUTERY ARTHROSCOPE,272,2013-07-01 00:00:00,804.4,Northern_Montana_Health_Care
720142,Electrode roller ball,272,2016-07-01 00:00:00,659.8,Northern_Montana_Health_Care
720270,PUNCTAL PLUGS (EACH),272,2013-07-01 00:00:00,172.5,Northern_Montana_Health_Care
720400,CURETTE DISPOSABLE,272,2013-07-01 00:00:00,260.5,Northern_Montana_Health_Care
720401,VACURETTE CURVED,272,2018-06-01 00:00:00,44,Northern_Montana_Health_Care
720404,SUCTION CURETTE DISP,272,2019-07-01 00:00:00,65,Northern_Montana_Health_Care
720450,STRY BUR FLUTE,272,2014-02-01 00:00:00,335.5,Northern_Montana_Health_Care
720455,Resectr disposable resector,272,2018-07-01 00:00:00,1896.2,Northern_Montana_Health_Care
720460,STRY CUTTER TOMCAT,272,2014-06-01 00:00:00,309.3,Northern_Montana_Health_Care
720470,STRY CUTTER FULL RADIUS,272,2013-07-01 00:00:00,346.2,Northern_Montana_Health_Care
720500,CATH URETERAL CONNECTOR,272,2013-07-01 00:00:00,120.1,Northern_Montana_Health_Care
720510,NG START KIT,270,2013-07-01 00:00:00,96.7,Northern_Montana_Health_Care
721200,COLLECTION SET STERILE,272,2015-07-01 00:00:00,47.6,Northern_Montana_Health_Care
721506,FEMORAL CANAL SPONGE,272,2013-07-01 00:00:00,323.2,Northern_Montana_Health_Care
722405,DERMATONE BLADE,272,2018-04-01 00:00:00,354.5,Northern_Montana_Health_Care
722406,SURGIFOAM 1.0 GRAM KIT,272,2013-07-01 00:00:00,778.3,Northern_Montana_Health_Care
722408,DRESSING GELFOAM SMALL,272,2013-07-01 00:00:00,46.7,Northern_Montana_Health_Care
722413,DERMATONE CARRIER,272,2017-11-01 00:00:00,246.7,Northern_Montana_Health_Care
722420,DERMAGRAFT PER 37.5 CM,636,2013-07-01 00:00:00,60.5,Northern_Montana_Health_Care
722467,HEMOVAC SUCTION KIT,272,2016-07-01 00:00:00,241.1,Northern_Montana_Health_Care
722581,DILATOR ESOPHAGEAL BALLOON,272,2013-07-01 00:00:00,681.2,Northern_Montana_Health_Care
722583,DILATOR ESOPHAGEAL BALLOON,272,2013-07-01 00:00:00,910.3,Northern_Montana_Health_Care
722690,SILICONE DRAIN WITH TROCAR,272,2013-07-01 00:00:00,209.1,Northern_Montana_Health_Care
722700,DRAIN SARATOGA SUMP 28FR,271,2013-07-01 00:00:00,94.7,Northern_Montana_Health_Care
722704,DRESSING COVADERM,272,2013-07-01 00:00:00,7.6,Northern_Montana_Health_Care
722722,APLIGRAF HUMANTISSUE PER/SQ CM,636,2014-12-01 00:00:00,4921,Northern_Montana_Health_Care
724600,"NEEDLE SET, EZ IO PEDIATRIC",272,2019-07-01 00:00:00,627,Northern_Montana_Health_Care
724625,"NEEDLE SET, EZ-IO ADULT",272,2019-04-01 00:00:00,627,Northern_Montana_Health_Care
725000,KIT PACK SHOULDER SUSPENSION,272,2013-07-01 00:00:00,397.4,Northern_Montana_Health_Care
725788,FIBEROPTIC SWIVEL ADAPTER 62,272,2013-07-01 00:00:00,99.5,Northern_Montana_Health_Care
727909,FL0 SWITCH HP,272,2013-07-01 00:00:00,45.5,Northern_Montana_Health_Care
728121,"FORCEP, BIOSPY HOT DISP",272,2013-07-01 00:00:00,457.5,Northern_Montana_Health_Care
728261,GAUZE DRESSING 3X36 VASELINE,272,2013-07-01 00:00:00,7.5,Northern_Montana_Health_Care
728352,"GAUZE PACKING 1"" PLAIN",272,2013-07-01 00:00:00,26.2,Northern_Montana_Health_Care
730720,POLYP NET,272,2013-07-01 00:00:00,457.5,Northern_Montana_Health_Care
730725,POLYP SNARE,272,2013-07-01 00:00:00,518.5,Northern_Montana_Health_Care
730745,SNARE MICRO OVAL ROTATING,272,2018-04-01 00:00:00,147.4,Northern_Montana_Health_Care
730748,SNARE CAPTIVATOR II 33MM X 240,272,2013-07-01 00:00:00,123.8,Northern_Montana_Health_Care
730811,CATHETER FLUORO TIP,272,2013-07-01 00:00:00,317.2,Northern_Montana_Health_Care
730835,DREAMWIRE .035 X 450,272,2013-07-01 00:00:00,965.5,Northern_Montana_Health_Care
731604,HEIMLICH VALVES STERILE,272,2014-07-01 00:00:00,276.9,Northern_Montana_Health_Care
731711,"HEMOSTATIC CLIP, LG",272,2015-07-01 00:00:00,261.3,Northern_Montana_Health_Care
731712,HEMOSTATIC CLIPS MED/LG,272,2015-07-01 00:00:00,90,Northern_Montana_Health_Care
731713,LIGA CLIP LG TI,272,2015-07-01 00:00:00,344.3,Northern_Montana_Health_Care
733900,MCGRATH LARYNGOSCOPE BLADE,272,2014-07-01 00:00:00,81.3,Northern_Montana_Health_Care
733972,INTUBATING STYLET 85865,272,2019-07-01 00:00:00,28,Northern_Montana_Health_Care
733981,CRICOTHYROTOMY CATHETER SET,272,2013-07-01 00:00:00,718.9,Northern_Montana_Health_Care
734006,DISPOSABLE ACTIVE CORD,272,2017-07-01 00:00:00,214.8,Northern_Montana_Health_Care
734101,Dilator Laminaria,271,2016-07-01 00:00:00,45.5,Northern_Montana_Health_Care
734251,"IV ABBOCATH 20 X 1 1/4""",272,2013-07-01 00:00:00,106.9,Northern_Montana_Health_Care
734483,"IV CATH 14GA X 1 1/4""",272,2013-07-01 00:00:00,15.8,Northern_Montana_Health_Care
734488,IV CATH 18GA 1 1/4,272,2013-07-01 00:00:00,15.8,Northern_Montana_Health_Care
734509,"IV CATHETER 14GA X 5 1/4""",272,2015-03-01 00:00:00,117.3,Northern_Montana_Health_Care
734673,"IV BUTTERFLY 25GA 3/8"" 3 1/2 L",272,2013-07-01 00:00:00,11.1,Northern_Montana_Health_Care
737408,"MESH PERIETEX 6"" X 4""",278,2018-07-01 00:00:00,669.1,Northern_Montana_Health_Care
737412,MESH PARIETEX 14 X 9 CM,278,2016-04-01 00:00:00,1389.2,Northern_Montana_Health_Care
737420,MESH 3x6,278,2017-06-01 00:00:00,407.57,Northern_Montana_Health_Care
737421,MESH 6X6,278,2016-09-01 00:00:00,391.4,Northern_Montana_Health_Care
737424,MESH PROLENE 12X12,278,2015-05-01 00:00:00,477.7,Northern_Montana_Health_Care
737425,MESH 3D MAX MEDIUM LT,278,2015-07-01 00:00:00,872.6,Northern_Montana_Health_Care
737426,MESH 3D MAX LG LT,278,2015-07-01 00:00:00,954.3,Northern_Montana_Health_Care
737431,MESH 3D MAX MEDIUM RT,278,2015-07-01 00:00:00,872.6,Northern_Montana_Health_Care
737432,MESH 3D MAX LG RT,278,2015-07-01 00:00:00,954.3,Northern_Montana_Health_Care
737442,MESH BIOLOGIC 10 X 15CM,278,2013-07-01 00:00:00,70.2,Northern_Montana_Health_Care
737450,HERNIA PATCH VENTRU FLEX LG,278,2013-07-01 00:00:00,2434.3,Northern_Montana_Health_Care
737452,"MESH VENTRALEX ST 1.7""",278,2016-03-01 00:00:00,1875.3,Northern_Montana_Health_Care
737453,"MESH VENTRALEX ST 3.2""",278,2013-07-23 00:00:00,2584,Northern_Montana_Health_Care
737455,"MESH VENTRALEX W/STRAP 2.5""",278,2015-12-01 00:00:00,2234.4,Northern_Montana_Health_Care
737460,HERNIA PATCH VENTRA SMALL,278,2013-07-01 00:00:00,958.1,Northern_Montana_Health_Care
737462,MESH COMPOSIX 4X6,278,2013-07-01 00:00:00,1421,Northern_Montana_Health_Care
737464,MESH COMPOSIX 6X8,278,2013-07-01 00:00:00,3001.9,Northern_Montana_Health_Care
737466,MESH COMPOSIX 7X9,278,2013-07-01 00:00:00,3978.5,Northern_Montana_Health_Care
737468,HERNIA PLUG PERFIX MED,278,2019-04-01 00:00:00,941,Northern_Montana_Health_Care
737470,MESH COMPOSIX 8X10,278,2013-07-01 00:00:00,4962.9,Northern_Montana_Health_Care
737472,MESH COMPOSIX 10X13,278,2018-05-01 00:00:00,7190,Northern_Montana_Health_Care
737476,KUGEL HERNIA PATCH LGE OVAL,278,2013-07-01 00:00:00,1231.9,Northern_Montana_Health_Care
737482,KUGEL HERNIA PACK SM CIRCLE,278,2013-07-01 00:00:00,1121,Northern_Montana_Health_Care
737486,MESH COMPOSITE 6X8,278,2019-07-01 00:00:00,2729.9,Northern_Montana_Health_Care
737488,MESH COMPOSIX 2 X 4,278,2013-07-01 00:00:00,898.3,Northern_Montana_Health_Care
737490,MESH DULEX 8X10,278,2013-07-01 00:00:00,3634.3,Northern_Montana_Health_Care
737492,MESH COMPOSIX 3 X 6,278,2013-07-01 00:00:00,1121.6,Northern_Montana_Health_Care
