CDM,DESCRIPTION,DEPT,CURRENT CHG,hospital
32300108,EMEGRENCY DEPT MODERATE FACILITY,3230,511.25,Mountainview_Medical_Center
32300109,CRITICAL CARE ADD 30 MIN FACILITY,3230,491.75,Mountainview_Medical_Center
32300110,EMERGECNY DEPT HIGH SEV/THREAT FAC,3230,1218.64,Mountainview_Medical_Center
32300113,ER LIMITED/MINOR VISIT FACILITY,3230,182.67,Mountainview_Medical_Center
32300114,TELEMEDICINE,3230,49.61,Mountainview_Medical_Center
32300115,TRAUMA RESPONSE ASSOC W CRIT CARE,3230,1415.0,Mountainview_Medical_Center
32300116,ADMINISTRATION FLU INJECTION,3230,40.0,Mountainview_Medical_Center
32300117,ADMINISTRATION PNEU INJECTION,3230,45.0,Mountainview_Medical_Center
32300471,IMMUNIZATION ADMIN,3230,57.74,Mountainview_Medical_Center
32306365,IV INFUSION THERAPY INIT,3230,350.0,Mountainview_Medical_Center
32306366,IV INFUSION THERAPY ADDON,3230,105.09,Mountainview_Medical_Center
32306368,IV THER CONCURRENT INF,3230,101.0,Mountainview_Medical_Center
32306372,THER/PROPH/DIAG INJ SC/IM,3230,92.0,Mountainview_Medical_Center
32306374,THER/PROPH/DIAG INJ IV PUSH,3230,167.64,Mountainview_Medical_Center
32306375,TX/PRO/DX INJ NEW DRUG ADDON,3230,126.42,Mountainview_Medical_Center
32306376,TX/PRO/DX INJ SAME DRUG ADON,3230,113.0,Mountainview_Medical_Center
32310000,SHORT ARM CAST APPLICATION,3231,231.48,Mountainview_Medical_Center
32310001,CRITICAL CARE,3231,719.98,Mountainview_Medical_Center
32310002,CRITICAL CARE EACH ADD'L 30 MINUTE,3231,323.65,Mountainview_Medical_Center
32310003,ER VISIT HIGH COMPLEX,3231,459.4,Mountainview_Medical_Center
32310004,ER VISIT LOW COMPLEX,3231,109.85,Mountainview_Medical_Center
32310005,ER VISIT LOW MOD COMPLEX,3231,164.33,Mountainview_Medical_Center
32310006,ER VISIT MODERATE COMPLEX,3231,311.85,Mountainview_Medical_Center
32310007,ER VISIT STRAIGHTFORWARD,3231,56.28,Mountainview_Medical_Center
32310008,LONG ARM CAST APPLICATION,3231,256.93,Mountainview_Medical_Center
32310009,LONG ARM SPLINT APPLICATION,3231,234.18,Mountainview_Medical_Center
32310010,LONG LEG CAST APPLICATION,3231,365.2,Mountainview_Medical_Center
32310011,LONG LEG SPLINT APPLICATION,3231,224.7,Mountainview_Medical_Center
32310012,REMOVAL FOREIGN BODY CORN SUPE,3231,156.65,Mountainview_Medical_Center
32310013,REMOVAL FOREIGN BODY EMBEDDED,3231,180.13,Mountainview_Medical_Center
32310014,REMOVAL FOREIGN BODY SUPER CON,3231,148.08,Mountainview_Medical_Center
32310015,BENIGN SKIN TAG REMOVAL,3231,235.75,Mountainview_Medical_Center
32310016,SHORT ARM SPLINT APPLICATION,3231,171.38,Mountainview_Medical_Center
32310017,SHORT LEG CAST APPLICATION,3231,216.5,Mountainview_Medical_Center
32310018,SHORT LEG SPLINT APPLICATION,3231,190.5,Mountainview_Medical_Center
32310019,UP TO 2.5 CM SIMPLE NONFACIAL,3231,239.35,Mountainview_Medical_Center
32310020,UP TO 2.5 CM FACIAL LAC,3231,292.35,Mountainview_Medical_Center
32310021,FRACTURE FEE FIBULA,3231,819.48,Mountainview_Medical_Center
32310022,2.5 CM INGTER NONFAC REPAIR,3231,627.23,Mountainview_Medical_Center
32310023,2.6-7.5CM SCALP/EXT LAC REPAIR,3231,292.03,Mountainview_Medical_Center
32310024,FRACTURE FEE RADIAL FX,3231,876.18,Mountainview_Medical_Center
32310025,FRACTURE FEE GREAT TOE,3231,387.43,Mountainview_Medical_Center
32310026,2.50-7.5 CM INT EXT LACER,3231,764.88,Mountainview_Medical_Center
32310027,2.6-5.0CM LAC REPAIR,3231,307.55,Mountainview_Medical_Center
32310028,FRACT FEE RADIUS/ULNA W/MANIPU,3231,1389.9,Mountainview_Medical_Center
32310029,INCISION OF EXTERN HEMORRHOID,3231,474.43,Mountainview_Medical_Center
32310030,2.5-7.5 INT SCALP/EXT REPAIR,3231,795.9,Mountainview_Medical_Center
32310031,2.6 TO 7.5 COMPLEX REPAIR EXT,3231,1127.9,Mountainview_Medical_Center
32310032,7.6 TO 12.5 REPAIR FACE,3231,433.83,Mountainview_Medical_Center
32310033,12.6 CM TO 20.0 REPAIR SIMPLE,3231,548.4,Mountainview_Medical_Center
32310034,5.1 TO 7.5 INT REPAIR FACE,3231,913.75,Mountainview_Medical_Center
32310035,5.1-7.5 SIMPLE FACIAL REPAIR,3231,359.9,Mountainview_Medical_Center
32310036,2.6-5.0 CM INT FACE LACERATION,3231,779.5,Mountainview_Medical_Center
32310037,2.6 - 7.5 CM COMPLEX HEAD/F,3231,1260.7,Mountainview_Medical_Center
32310038,1.1-2.5 CM COMP FACE HAND FEET,3231,1020.0,Mountainview_Medical_Center
32310039,7.6-12.5 CM INTER SCALP EXTRE,3231,830.05,Mountainview_Medical_Center
32310040,UP TO 2.5 CM INT REPAIR,3231,626.33,Mountainview_Medical_Center
32310041,7.6 TO 12.5 CM SIMP EXT/SCALP,3231,341.98,Mountainview_Medical_Center
32310042,CPR,3231,797.48,Mountainview_Medical_Center
32310043,INTUBATION ENDOTRACHIAL,3231,385.28,Mountainview_Medical_Center
32310044,FRACT HUMERAL W/MAINPULATION,3231,1247.68,Mountainview_Medical_Center
32310045,CAUTERY NASAL COMPLEX PACKING,3231,548.0,Mountainview_Medical_Center
32310046,FRACT FEE ANKLE (MALLEOLUS),3231,841.98,Mountainview_Medical_Center
32310047,DISLOC SHOULDER MANIP W/O ANE,3231,841.9,Mountainview_Medical_Center
32310048,UP 2.5 CM INT LAC REPAIR FAC,3231,682.28,Mountainview_Medical_Center
32310049,7.5-12.5 INT LAC REPAIR HAND,3231,951.23,Mountainview_Medical_Center
32310050,SHAVE LESION FACE .5CM OR LESS,3231,298.75,Mountainview_Medical_Center
32310051,FRACT FEE SCAPHOID,3231,815.65,Mountainview_Medical_Center
32310052,EXC BEN FACE 1.1 - 1.0 CM,3231,498.63,Mountainview_Medical_Center
32310053,FRACT FEE RADIAL/ULNAR SHAFT,3231,742.6,Mountainview_Medical_Center
32310054,FRACT FEE ULNA W/MANIPULATION,3231,1308.45,Mountainview_Medical_Center
32310055,FRAC FEE CLAVICULAR W/MINIPULATION,3231,949.88,Mountainview_Medical_Center
32310056,FRAC FEE ULNAR PROXIMAL END,3231,777.85,Mountainview_Medical_Center
32310057,DISLOCATION PATELLAR,3231,976.75,Mountainview_Medical_Center
32310058,DISLOCATION PHALANGEAL W/MANIP,3231,735.98,Mountainview_Medical_Center
32310059,FRAC DISTAL RADIUS W/MANIPULA,3231,1461.05,Mountainview_Medical_Center
32310060,FRAC PHALANX OPEN,3231,1620.05,Mountainview_Medical_Center
32310061,REMOVAL FOREIGN BODY FOOT SUB Q,3231,682.53,Mountainview_Medical_Center
32310062,FRAC RADIAL HEAD OR NECK W/O,3231,698.6,Mountainview_Medical_Center
32310063,20.1-30 CM INTER SCALP/EXTR,3231,1129.68,Mountainview_Medical_Center
32310064,FRACT FEMORAL W/MANIPULATION,3231,2202.68,Mountainview_Medical_Center
32310065,FRAC TIBIA PROXIMAL W/O MANIP,3231,809.58,Mountainview_Medical_Center
32310066,DISLOC SHOULDER W/MANIP W/ANES,3231,1088.48,Mountainview_Medical_Center
32310067,THORACOSTOMY,3231,437.0,Mountainview_Medical_Center
32310068,FRAC RADIAL SHAFT W/MANIPULATION,3231,1333.83,Mountainview_Medical_Center
32310069,FRAC TIBIA W/O MANIPULATION,3231,929.8,Mountainview_Medical_Center
32310070,1.1-2.5 CM COMP SCALP/EXTREM,3231,926.03,Mountainview_Medical_Center
32310071,REMOVAL FOREIGN BODY SIMPLE,3231,402.15,Mountainview_Medical_Center
32310072,REMOVAL FOREIGN BODY COMPLICA,3231,726.85,Mountainview_Medical_Center
32310073,APPLICATION CAST HAND/LOWER FOREAR,3231,254.55,Mountainview_Medical_Center
32310074,FRAC FEE PROX HUMERAL W/O MAN,3231,873.63,Mountainview_Medical_Center
32310075,FRAC ULNAR SHAFT CLOSED,3231,701.3,Mountainview_Medical_Center
32310076,OVER 30 CM EXT/TRUNK SIMPLE,3231,597.63,Mountainview_Medical_Center
32310077,12.6-20.0 CM INT SCALP/TRUNK,3231,1010.0,Mountainview_Medical_Center
32310078,12.6 TO 20 CM INT FACE,3231,1234.05,Mountainview_Medical_Center
32310079,REPAIR LIP OVER 1/2 VERT HEIG,3231,1525.95,Mountainview_Medical_Center
32310080,FRAC BIMALLEOLAR ANKLE W/O MAN,3231,892.3,Mountainview_Medical_Center
32310081,DISLOCATION ANKLE W/O ANESTHESIA,3231,997.25,Mountainview_Medical_Center
32310082,DISLOCATION ELBOW W/O ANESTHESIA,3231,980.0,Mountainview_Medical_Center
32310083,INCISION OF DEEP ABSCESS,3231,842.03,Mountainview_Medical_Center
32310084,OP INJECTION LARGE JOINT - PHYSICI,3231,161.63,Mountainview_Medical_Center
32310085,REPAIR COMPLEX 2.6-7.5 EYELID NOSE,3231,1343.23,Mountainview_Medical_Center
32310086,INCISION AND DRAINAGE OF BURSA,3231,763.38,Mountainview_Medical_Center
32310087,I & D OF HEMATOMA/SEROMA,3231,433.45,Mountainview_Medical_Center
32310088,SIMPLE LAC REPAIR 12.6CM TO 20.0CM,3231,432.03,Mountainview_Medical_Center
32310089,TREATMENT OF REM FX PROXIMAL W/MAN,3231,1293.9,Mountainview_Medical_Center
32310090,FRACTURE FEE ANKLE FRACTURE,3231,627.48,Mountainview_Medical_Center
32310091,LONG LEG CAST/WALKER APPLICATION,3231,376.55,Mountainview_Medical_Center
32310092,FX PELVIC RING CLOSED W/O MANIP,3231,326.97,Mountainview_Medical_Center
32310095,ER CHANGE OF CYSTOSTOMY TUBE SIMPL,3231,241.25,Mountainview_Medical_Center
32310103,FRACTURE TREATMENT OF HUMERUS,3231,960.4,Mountainview_Medical_Center
32310104,REPAIR EYELID 1.1 CM TO 2.5 CM,3231,1117.8,Mountainview_Medical_Center
32310105,REMOVAL FOREIGN BODY EXT AUD CANAL,3231,215.38,Mountainview_Medical_Center
32310111,NASAL CAUTERY (SIMPLE &/OR PACKING,3231,357.38,Mountainview_Medical_Center
32310112,CLOSED TREAT OF SHOULDER DISLOCATI,3231,1088.48,Mountainview_Medical_Center
32310114,DESTRUCT BENIGN LESION 1ST,3231,173.75,Mountainview_Medical_Center
32310116,DEBRIDE ECZEMATOUS SKIN,3231,143.25,Mountainview_Medical_Center
32310117,EAR LAVAGE,3231,128.18,Mountainview_Medical_Center
32310120,BIOPSY OF SKIN,3231,276.25,Mountainview_Medical_Center
32310121,REMOVE FOREIGN BODY MUSC/TEN PRO E,3231,541.25,Mountainview_Medical_Center
32310122,INJ SINGLE TENDON ORIGIN/INSERT MD,3231,160.25,Mountainview_Medical_Center
32310123,MD DEBRIDEMENT <20 CM,3231,214.43,Mountainview_Medical_Center
32310124,INSERT TEMP INDWELLING BLADDER CAT,3231,168.13,Mountainview_Medical_Center
32310125,OBSERVATION CARE DISCHARGE,3231,191.4,Mountainview_Medical_Center
32310126,OBSERV DETAILED/LOW COMPLEX,3231,263.78,Mountainview_Medical_Center
32310127,OBSERV COMPRE/MODERATE COMPLEXITY,3231,357.28,Mountainview_Medical_Center
32310128,OBSERV COMPRE/HIGH COMPLEX,3231,488.5,Mountainview_Medical_Center
32310129,OBS SUBSEQUENT CARE LOW COMPLEXITY,3231,103.3,Mountainview_Medical_Center
32310130,OBS SUBESQUENT CARE MODERATE COMPL,3231,191.07,Mountainview_Medical_Center
32310131,OBS SUBSEQUENT CARE HIGH COMPLEXIT,3231,273.45,Mountainview_Medical_Center
32310132,OBS ADMIT/DC SAME DAY LOW COMPLEX,3231,350.65,Mountainview_Medical_Center
32310133,OBS ADMIT/DC SAME DAY MODERATE,3231,444.15,Mountainview_Medical_Center
32310134,OBS ADMIT/DC SAME DAY HIGH,3231,572.67,Mountainview_Medical_Center
32310135,NASAL CAUTERY EXTENSIVE &/OR PACKI,3231,548.0,Mountainview_Medical_Center
32310137,INTRAOSSEOUS INFUSION,3231,162.33,Mountainview_Medical_Center
32310138,NASAL CAUTERY/PACKING EXTENSIVE,3231,548.0,Mountainview_Medical_Center
32310139,TUBE THORACOSTOMY,3231,437.0,Mountainview_Medical_Center
32310140,GASTRIC INTUBATION AND ASPIRATION,3231,60.1,Mountainview_Medical_Center
32310141,"DEST 2-14 LESION, EACH",3231,27.86,Mountainview_Medical_Center
32310142,LAC REPAIR COMPLEX 2.6-7.5CM,3231,1043.83,Mountainview_Medical_Center
32500000,OSTOMY POUCH CLOTH,3250,24.5,Mountainview_Medical_Center
32500001,OSTOMY POUCH PLASTIC BACK,3250,21.5,Mountainview_Medical_Center
32500002,OSTOMY FLANGE/BARRIER,3250,40.5,Mountainview_Medical_Center
32500004,NU-GAUZE 1/4  PLAIN,3250,16.5,Mountainview_Medical_Center
32500019,SURGILAST SZ 2 / YD,3250,3.5,Mountainview_Medical_Center
32500027,DRESSING TEGADERM 4X4,3250,4.55,Mountainview_Medical_Center
32500032,ABD THUMB SPLINT MED,3250,16.5,Mountainview_Medical_Center
32500035,DRESSING TEGADERM 2X2,3250,2.65,Mountainview_Medical_Center
32500039,THORACENTESIS TRAY,3250,81.25,Mountainview_Medical_Center
32500043,DRESSING TELFA 2X3 ADHES,3250,10.5,Mountainview_Medical_Center
32500076,DRESSING TELFA 3X4 NON-ADHES,3250,1.85,Mountainview_Medical_Center
32500088,CATH THORACIC 10FR,3250,18.0,Mountainview_Medical_Center
32500091,TROCAR 24FR,3250,57.0,Mountainview_Medical_Center
32500096,2000104CATH TROCAR 16FR 10,3250,33.0,Mountainview_Medical_Center
32500099,CATH TROCAR 12FR 9,3250,33.0,Mountainview_Medical_Center
32500100,CATH TROCAR 12FR 20,3250,33.0,Mountainview_Medical_Center
32500104,CATH TROCAR 20FR,3250,48.0,Mountainview_Medical_Center
32500105,CRUTCHES TALL ADULT,3250,70.13,Mountainview_Medical_Center
32500112,CATH TROCAR 28FR,3250,33.0,Mountainview_Medical_Center
32500120,CATH TROCAR 32FR,3250,33.0,Mountainview_Medical_Center
32500123,TUBE SALEM SUMP 14FR X 48,3250,7.5,Mountainview_Medical_Center
32500138,CATH TROCAR 40FR,3250,33.0,Mountainview_Medical_Center
32500141,URIMETER FOR URINE O/P,3250,10.0,Mountainview_Medical_Center
32500143,CAST FIBERGLASS 3X5YDS,3250,22.64,Mountainview_Medical_Center
32500146,CATH KIT TROCAR 28FR,3250,132.5,Mountainview_Medical_Center
32500180,CATH URETHRAL 20FR,3250,4.0,Mountainview_Medical_Center
32500190,CATH FOLEY TRAY 16FR,3250,37.25,Mountainview_Medical_Center
32500197,CATH UMBILICAL 3.5,3250,54.5,Mountainview_Medical_Center
32500198,CATHETER UMBILICAL 5.0,3250,54.5,Mountainview_Medical_Center
32500209,DRESSING TELFA 4X8,3250,12.5,Mountainview_Medical_Center
32500219,CARPAL TUNNEL SUPPORT XSM LT,3250,49.75,Mountainview_Medical_Center
32500235,CARPAL TUNNEL SUPPORT XSM RT,3250,27.5,Mountainview_Medical_Center
32500236,IV VIAL ACCESS DEVICE,3250,12.0,Mountainview_Medical_Center
32500249,PELVIC BINDER T-POD,3250,294.0,Mountainview_Medical_Center
32500266,DRESSING S/COMBINE 5X9,3250,0.5,Mountainview_Medical_Center
32500282,DRESSING S/4X4'S 2/PKG,3250,0.4,Mountainview_Medical_Center
32500284,DRESSING S/ 4X4 TRAYS,3250,1.85,Mountainview_Medical_Center
32500290,DRESSING S/3X3'S,3250,0.75,Mountainview_Medical_Center
32500340,BANDAGE UNA BOOT 4,3250,30.6,Mountainview_Medical_Center
32500341,BANDAGE UNA BOOT 30,3250,22.2,Mountainview_Medical_Center
32500357,STOCKING ANTI EMB THIGH HI SM,3250,35.75,Mountainview_Medical_Center
32500365,STOCKING ANTI EMB THIGH HI MED,3250,33.93,Mountainview_Medical_Center
32500381,STOCKING ANTI EMB KNEE HI MED,3250,14.35,Mountainview_Medical_Center
32500399,STOCKING ANTI EMB KNEE HI LG,3250,14.35,Mountainview_Medical_Center
32500407,STOCKING ANTI EMB THIGH HI LG,3250,20.4,Mountainview_Medical_Center
32500411,SUTURE VICRYL 4-0 FS-2,3250,21.85,Mountainview_Medical_Center
32500415,STOCKING ANTI EMB THIGH HI XLG,3250,37.35,Mountainview_Medical_Center
32500423,ELBOW PROTECTOR,3250,35.0,Mountainview_Medical_Center
32500457,CAST FIBERGLASS WHITE 4,3250,16.25,Mountainview_Medical_Center
32500465,SURGILAST SIZE 4,3250,44.2,Mountainview_Medical_Center
32500467,SURGILAST SZ 6,3250,9.5,Mountainview_Medical_Center
32500479,ENDOTRACHEAL TUBE 2.0MM,3250,9.0,Mountainview_Medical_Center
32500480,ENDOTRACHEAL TUBE (2.5MM),3250,9.75,Mountainview_Medical_Center
32500494,"SUCTION CONNECT TUBING 3/16 ,X 6'",3250,2.25,Mountainview_Medical_Center
32500496,"CERVICAL COLLAR, FIRM, LG",3250,50.79,Mountainview_Medical_Center
32500498,ENDOTRACHEAL TUBE (3.0MM),3250,24.12,Mountainview_Medical_Center
32500499,BANDAGE TUBE 5/8 / YD,3250,19.0,Mountainview_Medical_Center
32500506,ENDOTRACHEAL TUBE (3.5MM),3250,35.19,Mountainview_Medical_Center
32500514,ENDOTRACHEAL TUBE (4.0MM),3250,22.45,Mountainview_Medical_Center
32500515,ENDOTRACHEAL TUBE (4.5MM),3250,12.95,Mountainview_Medical_Center
32500516,ENDOTRACHEAL TUBE 5.5MM,3250,12.95,Mountainview_Medical_Center
32500517,ENEMA DISP MINERAL OIL,3250,8.0,Mountainview_Medical_Center
32500530,ENDOTRACHEAL TUBE (5.0MM),3250,5.0,Mountainview_Medical_Center
32500531,BANDAGE TUBE 2 1/2  X 50YDS,3250,92.0,Mountainview_Medical_Center
32500548,ENDOTRACHEAL TUBE (6.0MM),3250,12.95,Mountainview_Medical_Center
32500549,ENDOTRACHEAL TUBE 6.5MM,3250,12.95,Mountainview_Medical_Center
32500555,ENDOTRACHEAL TUBE (7.0MM),3250,6.9,Mountainview_Medical_Center
32500556,CAST PADDING (2),3250,4.6,Mountainview_Medical_Center
32500563,ENDOTRACHEAL TUBE (7.5MM),3250,11.2,Mountainview_Medical_Center
32500564,CAST PADDING (3),3250,2.65,Mountainview_Medical_Center
32500571,ENDOTRACHEAL TUBE (8.0MM),3250,7.5,Mountainview_Medical_Center
32500572,CAST PADDING (4),3250,5.1,Mountainview_Medical_Center
32500589,ENDOTRACHEAL TUBE (8.5MM),3250,6.9,Mountainview_Medical_Center
32500595,"COLLAR PHILA SM 3 1/4 ,10  - 13",3250,43.1,Mountainview_Medical_Center
32500597,ENDOTRACHEAL TUBE (9.0MM),3250,25.5,Mountainview_Medical_Center
32500598,ADULT CAST SHOE SM,3250,54.5,Mountainview_Medical_Center
32500605,ENDOTRACHEAL TUBE (10.0MM),3250,14.75,Mountainview_Medical_Center
32500606,ADULT CAST SHOE MED,3250,55.0,Mountainview_Medical_Center
32500607,BELT RIB 6 FEMALE 2X,3250,22.25,Mountainview_Medical_Center
32500609,3BELT RIB 6 MALE 2X,3250,43.88,Mountainview_Medical_Center
32500610,BELT RIB 6 MALE XLG,3250,43.88,Mountainview_Medical_Center
32500614,ADULT CAST SHOE LG,3250,54.0,Mountainview_Medical_Center
32500621,ENEMA DISP (4.5OZ),3250,4.0,Mountainview_Medical_Center
32500622,ADULT CAST SHOE XLG,3250,39.5,Mountainview_Medical_Center
32500623,BINDER ABDOMINAL 30-45 SM,3250,80.58,Mountainview_Medical_Center
32500631,BINDER ABDOMINAL 30-45 MED,3250,40.28,Mountainview_Medical_Center
32500633,CATH FEMALE KIT,3250,9.0,Mountainview_Medical_Center
32500637,CAST SHOE PED LG,3250,32.5,Mountainview_Medical_Center
32500639,CAST SHOE PED SM,3250,34.75,Mountainview_Medical_Center
32500648,CATH FOLEY 8FR-3CC,3250,15.4,Mountainview_Medical_Center
32500649,BINDER ABDOMINAL 45-62 LG,3250,65.07,Mountainview_Medical_Center
32500650,BINDER ABDOMINAL  XXLG,3250,47.75,Mountainview_Medical_Center
32500663,CATH FOLEY 10FR 3CC,3250,31.95,Mountainview_Medical_Center
32500680,BANDAGE ACE WRAP 2,3250,14.25,Mountainview_Medical_Center
32500689,CATH FOLEY 12FR 5CC,3250,4.35,Mountainview_Medical_Center
32500697,CATH FOLEY 12FR 30CC,3250,23.09,Mountainview_Medical_Center
32500705,CATH FOLEY 14FR 5CC,3250,5.4,Mountainview_Medical_Center
32500713,CATH FOLEY 14FR 30CC,3250,20.65,Mountainview_Medical_Center
32500718,SYRINGE 10CC CONTROL,3250,3.0,Mountainview_Medical_Center
32500721,CATH FOLEY 16FR 5CC,3250,17.25,Mountainview_Medical_Center
32500729,SUTURE ETHILON 6-0 P-3,3250,31.59,Mountainview_Medical_Center
32500730,BANDAGE ACE WRAP 3,3250,4.1,Mountainview_Medical_Center
32500739,CATH FOLEY 16FR 30CC,3250,18.75,Mountainview_Medical_Center
32500742,SYRINGE 20CC,3250,1.75,Mountainview_Medical_Center
32500747,CATH FOLEY 18FR 5CC,3250,11.75,Mountainview_Medical_Center
32500748,BANDAGE ACE WRAP 4,3250,4.9,Mountainview_Medical_Center
32500754,CATH FOLEY 18FR 30CC,3250,4.35,Mountainview_Medical_Center
32500759,SYRINGE 30CC,3250,1.25,Mountainview_Medical_Center
32500762,CATH FOLEY 20FR 5CC,3250,4.35,Mountainview_Medical_Center
32500763,BANDAGE ACE WRAP 6,3250,6.75,Mountainview_Medical_Center
32500767,SYRINGE 60CC,3250,3.5,Mountainview_Medical_Center
32500775,TENNIS ELBOW STRAP XS,3250,53.75,Mountainview_Medical_Center
32500776,TENNIS ELBOW STRAP SM,3250,57.75,Mountainview_Medical_Center
32500777,TENNIS ELBOW STRAP MED,3250,38.43,Mountainview_Medical_Center
32500778,TENNIS ELBOW STRAP LG,3250,38.43,Mountainview_Medical_Center
32500779,TENNIS ELBOW STRAP X-LG,3250,47.0,Mountainview_Medical_Center
32500780,THUMB SPLINT SPICA RT,3250,71.57,Mountainview_Medical_Center
32500781,THUMB SPICA SPLINT LT,3250,48.66,Mountainview_Medical_Center
32500782,"KNEE, STABILIZER OPEN POP, XSM",3250,132.62,Mountainview_Medical_Center
32500783,IV PRIMARY TUBING SMARTSITE,3250,32.99,Mountainview_Medical_Center
32500784,"KNEE, STABILIZER OPEN POP, SM",3250,137.02,Mountainview_Medical_Center
32500785,"KNEE, STABILIZER OPEN POP, M",3250,130.59,Mountainview_Medical_Center
32500786,"KNEE, STABILIZER OPEN POP, L",3250,83.22,Mountainview_Medical_Center
32500787,"KNEE, STABILIZER OPEN POP, XLG",3250,83.22,Mountainview_Medical_Center
32500788,KNEE STABILIZER SUPPORT XXLG,3250,53.25,Mountainview_Medical_Center
32500789,TRACHEAL STYLETTE,3250,10.05,Mountainview_Medical_Center
32500796,CATH FOLEY 22FR 5CC),3250,34.65,Mountainview_Medical_Center
32500798,NU-GAUZE 1/2  IODOFORM,3250,10.5,Mountainview_Medical_Center
32500799,DRESSING ABD 8X10,3250,0.7,Mountainview_Medical_Center
32500804,CATH FOLEY 22FR 30CC,3250,5.4,Mountainview_Medical_Center
32500807,CHEST DRAIN,3250,330.0,Mountainview_Medical_Center
32500812,CATH FOLEY 24FR 5CC,3250,15.75,Mountainview_Medical_Center
32500813,AIRWAY ORAL INFANT 40MM,3250,2.75,Mountainview_Medical_Center
32500820,CATH FOLEY 24FR 30CC,3250,5.4,Mountainview_Medical_Center
32500821,AIRWAY ORAL CHILD 60MM,3250,2.75,Mountainview_Medical_Center
32500838,CATH FOLEY 26FR 5CC,3250,4.35,Mountainview_Medical_Center
32500839,AIRWAY ORAL ADULT SM 80MM,3250,2.75,Mountainview_Medical_Center
32500847,AIRWAY ORAL ADULT MED 90MM,3250,2.75,Mountainview_Medical_Center
32500854,AIRWAY ORAL ADULT LG 100MM,3250,2.75,Mountainview_Medical_Center
32500864,AIRWAY NASO-PHARANGEAL 14FR,3250,17.55,Mountainview_Medical_Center
32500865,AIRWAY NASOPHARY 20FR 6.7MM,3250,15.45,Mountainview_Medical_Center
32500866,AIRWAY NASOPHARY 22FR 7.3MM,3250,84.32,Mountainview_Medical_Center
32500867,AIRWAY NASOPHARY 24FR 8.0MM,3250,14.75,Mountainview_Medical_Center
32500868,AIRWAY NASOPHARY 26FR 8.7MM,3250,14.75,Mountainview_Medical_Center
32500869,AIRWAY NASOPHARY 28FR 9.3MM,3250,11.25,Mountainview_Medical_Center
32500870,AIRWAY NASOPHARY 30FR 10.0MM,3250,11.25,Mountainview_Medical_Center
32500872,SPLINT FROG FINGER SM,3250,5.8,Mountainview_Medical_Center
32500888,AIRWAY NASOPHARY 32FR 10.7MM,3250,87.72,Mountainview_Medical_Center
32500897,NU-GAUZE 1  PLAIN,3250,10.25,Mountainview_Medical_Center
32500898,VAGINAL IRRIGATION BAG,3250,6.5,Mountainview_Medical_Center
32500912,AIRWAY NASOPHARY 34FR 11.3MM,3250,11.25,Mountainview_Medical_Center
32500913,AIRWAY NASOPHARY 36FR 12.0MM,3250,14.75,Mountainview_Medical_Center
32500951,FEEDING TUBE 5FR,3250,1.25,Mountainview_Medical_Center
32500962,SURGILAST SZ 3  / YD,3250,108.0,Mountainview_Medical_Center
32500963,SURGILAST SIZE 1,3250,4.0,Mountainview_Medical_Center
32500969,TUBE FEEDING 8FR,3250,10.25,Mountainview_Medical_Center
32500977,TUBE N/G 10FR,3250,7.5,Mountainview_Medical_Center
32501004,CO2 DETECTOR PEDI CAP,3250,46.5,Mountainview_Medical_Center
32501009,FOOT DROP STOP,3250,82.25,Mountainview_Medical_Center
32501017,GASTRIC LAVAGE TRAYS 34FR,3250,31.5,Mountainview_Medical_Center
32501025,GAUZE KERLIX,3250,14.95,Mountainview_Medical_Center
32501032,GLOVES S/ 5 1/2,3250,5.75,Mountainview_Medical_Center
32501033,GLOVES S/ 6,3250,9.0,Mountainview_Medical_Center
32501058,GLOVES S/ 7 DURAPRENE,3250,9.55,Mountainview_Medical_Center
32501074,GLOVES S/ 8,3250,6.7,Mountainview_Medical_Center
32501082,GLOVES S/ 8 1/2,3250,9.7,Mountainview_Medical_Center
32501084,BEDRAIL PADS SHEEPSKIN,3250,154.75,Mountainview_Medical_Center
32501090,GLOVES S/ SINGLE,3250,1.25,Mountainview_Medical_Center
32501100,O2 CANNULA W/ EAR PADS,3250,14.25,Mountainview_Medical_Center
32501110,GAUZE VASELINE 3X9,3250,2.2,Mountainview_Medical_Center
32501118,PICC LINE CATH FASTENER,3250,44.75,Mountainview_Medical_Center
32501123,GLOVES S/DURAPRENE SZ 6 1/2,3250,9.5,Mountainview_Medical_Center
32501124,GLOVES S/ SZ 7 1/2,3250,6.7,Mountainview_Medical_Center
32501125,PEAK FLOW METER,3250,46.75,Mountainview_Medical_Center
32501128,GAUZE VASELINE 6X36,3250,14.0,Mountainview_Medical_Center
32501136,GAUZE VASELINE 1X8,3250,5.5,Mountainview_Medical_Center
32501142,URINARY LEG BAG,3250,68.0,Mountainview_Medical_Center
32501144,GAUZE VASELINE 1X36,3250,7.0,Mountainview_Medical_Center
32501159,BRACE ANKLE AIRCAST SM RT,3250,96.75,Mountainview_Medical_Center
32501167,BRACE ANKLE AIRCAST MED RT,3250,165.27,Mountainview_Medical_Center
32501169,EGG CRATE WHEELCHAIR PAD,3250,87.25,Mountainview_Medical_Center
32501170,"KNEE, SPLINT, 16  UNIV",3250,106.2,Mountainview_Medical_Center
32501171,CATHETER FOLEY 20FR 30CC SILVER CO,3250,45.75,Mountainview_Medical_Center
