CPT Code,Description,Procedure Code,Revenue Code,Charge Amount,Click to select insurance,hospital
,"GUIDEWIRE THREADED 18""",27240160,272,350.32,,St_Peter's_Health
,TUBE TRACHEAL 6.0 86398,27052477,270,350.3,,St_Peter's_Health
,GUIDE PIN 2.5 9030-04-004,27233873,272,349.89,,St_Peter's_Health
,REPROCESSED DRIL BIT 14629,27219227,272,348.84,,St_Peter's_Health
,BURR OVAL 5.0MM AR-8500OBE,27266803,272,348.74,,St_Peter's_Health
,GUIDEWIRE .018x180cm GOLD ANGL,62100020,272,348.35,,St_Peter's_Health
,SHUNDT CAROTID SUNDT 3mm x 4mm,27010006,278,348.35,,St_Peter's_Health
,DRILL BIT AO 3.2MM/L145MM,27261814,272,347.97,,St_Peter's_Health
,FLOPPY CHOICE 182CM .014 3CM J,62100984,272,347.88,,St_Peter's_Health
,BATTERY PACK DRIVER STERILE,27266555,272,347.42,,St_Peter's_Health
,GUIDEWIRE ANG .035 46-154,27212555,272,346.21,,St_Peter's_Health
,KYPHON BONE FILLER DEVICE SZ 2,27255559,272,345.69,,St_Peter's_Health
,MEDULLARY TUBE 355.006,27253149,272,345.4,,St_Peter's_Health
,BURR AR-8400BE,27250488,272,344.54,,St_Peter's_Health
,TROC/ASS 150MM DBL SLVE 5MM,27010188,278,343.98,,St_Peter's_Health
,BURR LNG RND HVY GRIT DMD 2.0,27218907,272,343.89,,St_Peter's_Health
,TUBING FMS PATIENT W/VALVE,27237546,272,343.76,,St_Peter's_Health
,PIN APEX BLUNT 3x75-110mm,27081003,278,342.92,,St_Peter's_Health
,PEG STANDARD 4.0X32.5MM,27836176,278,341.88,,St_Peter's_Health
,DRILL BIT 2.0MM,27242550,272,340.92,,St_Peter's_Health
,DRILL BIT 2.2MM,27242549,272,340.92,,St_Peter's_Health
,BRUSH BILIARY CYTOLOGY 1635,27216425,272,340.01,,St_Peter's_Health
,DRAINAGE ABCESS 20FR,62100825,272,340.01,,St_Peter's_Health
,STENT URETERAL C-FLEX ALL SZS,27036527,272,340.01,,St_Peter's_Health
,BRA GOL51903 LARGE,27262280,272,339.45,,St_Peter's_Health
,V-LOC CLOSURE DEVICE VL0CL0345,27265072,272,339.45,,St_Peter's_Health
,WIRE FIXATION BOLT SLOTTED LNG,27240904,272,339.24,,St_Peter's_Health
,STENT URETERAL 10FR 24CM,62100724,278,337.79,,St_Peter's_Health
,STENT URETERAL 10FR 26CM,62100725,278,337.79,,St_Peter's_Health
,CANISTER ARGON GAS 49 LITER,27068448,270,337.43,,St_Peter's_Health
,DRILL BIT SS 5 X 1/16,27227392,272,337.43,,St_Peter's_Health
,DRILL BIT SS 5 X 1/8,27227396,272,337.43,,St_Peter's_Health
,DRILL BIT SS 5 X 3/32,27227394,272,337.43,,St_Peter's_Health
,DRILL BIT SS 5 X 5/32,27227398,272,337.43,,St_Peter's_Health
,DRILL BIT SS 5 X 5/64,27227393,272,337.43,,St_Peter's_Health
,DRILL BIT SS 5 X 7/64,27227395,272,337.43,,St_Peter's_Health
,SEGURA BASKET 4.5FR 70CM,62100863,272,337.43,,St_Peter's_Health
,SLEEVE SCD KNEE XLG,27033818,270,337.07,,St_Peter's_Health
,BOLT THREADED 10MM,27240903,272,336.59,,St_Peter's_Health
,SCREW LOCKING 3.5 AR-8935L-26,27826338,278,336.02,,St_Peter's_Health
,BLADE SAGITTAL PRFORMANCE 21MM,27244523,272,335.68,,St_Peter's_Health
,PIN KNOWLES ALL SIZES,27084165,278,335.2,,St_Peter's_Health
,GUIDECATH 6FR J L 6,27230862,272,334.14,,St_Peter's_Health
,GUIDECATH VIKING 6FR SHJCR3.5S,27229088,272,334.14,,St_Peter's_Health
,STAPLE EPIPHYSEAL ZIMALOY 3/8,27208986,272,334.14,,St_Peter's_Health
,STAPLE EPIPHYSEAL ZIMALOY 5/8,27208987,272,334.14,,St_Peter's_Health
,STAPLE EPIPHYSEAL ZIMALOY 7/8,27208988,272,334.14,,St_Peter's_Health
,CEMENT RESTRICTOR SZ 3,27828153,278,333.06,,St_Peter's_Health
,ACTIVE CORD 3MM 10' NARROW BLU,27068446,270,331.97,,St_Peter's_Health
,WOUND VACUUM CANISTER GEL 5/PK,27010539,272,331.91,,St_Peter's_Health
,STENT URETERAL DBL J 8.5X26CM,27084361,278,331.76,,St_Peter's_Health
,ARM SLEEVE AR-1635,27051275,270,331.29,,St_Peter's_Health
,BULB IRRIGATION LTX FREE PA701,27010999,272,330.81,,St_Peter's_Health
,ELECTRODE HOOK 5MMx34CM  EPS01,27010509,272,330.81,,St_Peter's_Health
,ELECTRODE HOOK 5MMx34CM EPS01,27010901,272,330.81,,St_Peter's_Health
,REPROCESSED BABCOK GRASPR 10BB,27119313,271,330.81,,St_Peter's_Health
,REPROCESSED BIPOLAR CUTTING,27220241,272,330.81,,St_Peter's_Health
,REPROCESSED FORCEP 3005PK,27219336,272,330.81,,St_Peter's_Health
,SIZER (IMPLANT) 351-2250 SZ,27821945,278,330.81,,St_Peter's_Health
,ABLATOR MENISCECTOMY COOLCUT,27248565,272,330.24,,St_Peter's_Health
,TRIAL KIT PRECISION SPECTRA,27247411,272,330.24,,St_Peter's_Health
,BURR ROUND HIP LENGTH,27248741,272,329.66,,St_Peter's_Health
,FIBERSTICK AR-7209,27250484,272,329.66,,St_Peter's_Health
,SHAVER DISSECTOR HIP LENGTH,27248738,272,329.66,,St_Peter's_Health
,BUR LONG 2 X 10MM 5092-152,27010168,272,329.4,,St_Peter's_Health
,13G IVAS ACCESS CANNULA,27269367,272,328.33,,St_Peter's_Health
,DRILL IMPLATE UNICORTICAL 3X41,27254926,272,328.28,,St_Peter's_Health
,REAMER METACARPAL 2.7X87MM,27254927,272,328.28,,St_Peter's_Health
,REAMER METACARPAL 3.4X87MM,27254928,272,328.28,,St_Peter's_Health
,REAMER METACARPAL 4.0X87MM,27254929,272,328.28,,St_Peter's_Health
,REAMER METACARPAL 4.5X87MM,27254930,272,328.28,,St_Peter's_Health
,REAMER METACARPAL 5.0X87MM,27254931,272,328.28,,St_Peter's_Health
,INSERT TIBIAL TRIAL 1.5X8MM,27227436,272,326.9,,St_Peter's_Health
,BALLOON EXTRACTOR PRO 9/12,27226965,272,326.51,,St_Peter's_Health
,CLAMP SINGLE ADJUST SYNTHES,27084360,278,326.51,,St_Peter's_Health
,DRILL BIT 2.0MM 65MM,27255749,272,326.51,,St_Peter's_Health
,EXTRACTOR PRO RX 12MM/15MM,27242304,272,326.51,,St_Peter's_Health
,RETRIEVAL BALLOON CATH 15-18MM,27242305,272,326.51,,St_Peter's_Health
,CATH NASAL EPISTAT II,27097120,272,325.81,,St_Peter's_Health
,"NEEDLE EPIDURAL 6"" 1116",27049810,270,324.73,,St_Peter's_Health
,SUTURE PASSER TRANSOSSEOUS,27248855,272,324.73,,St_Peter's_Health
,DRILL QUICK COUPLER 3.5MMX5,27227073,272,324.39,,St_Peter's_Health
,ELECTRODE EMG XOMED 82-27304,27030607,278,324.32,,St_Peter's_Health
,EXTENSION SET 3 NEEDLE-FREE,27221604,272,323.5,,St_Peter's_Health
,BALLOON SINUS INFLATION BID30,27261081,272,322.19,,St_Peter's_Health
,FIXATION BOLT,27830072,272,322.17,,St_Peter's_Health
,DRILL BIT 1.5MM 317.832,27222737,272,322.14,,St_Peter's_Health
,TORNADO PLATINUM 10X4,27840845,278,321.38,,St_Peter's_Health
,TORNADO PLATINUM MICRO 4X2,27840851,278,321.38,,St_Peter's_Health
,TORNADO PLATINUM MICRO 6X2,27840882,278,321.38,,St_Peter's_Health
,PACK LAP CHOLE DYNJ903785,27263152,272,321.05,,St_Peter's_Health
,DRILL BIT STD 1.8x75mm/50mm,27091338,272,320.52,,St_Peter's_Health
,SHARP HOOK,27020194,278,320.52,,St_Peter's_Health
,APICAL PLUG,27006004,272,320.03,,St_Peter's_Health
,RESCUENET DGN-538-5,27264295,272,320.02,,St_Peter's_Health
,MEASURING DRILL SLEEVE,27228129,272,319.96,,St_Peter's_Health
,HOOK ENDOPATH EPS01,27020155,278,318.68,,St_Peter's_Health
,NEEDLE CLIP MICROMARK,27290003,272,318.61,,St_Peter's_Health
,KIT FECAL MGMT SYST FLEXI-SEAL,27027261,270,318.24,,St_Peter's_Health
,GUIDEWIRE STR .035 150CM,62100617,272,317.83,,St_Peter's_Health
,BOLT FIXATION CANNULATED/SLOTT,27838884,278,317.15,,St_Peter's_Health
,PLATE COMPRESSION SEMI-TUB 6HC,27084187,278,317.12,,St_Peter's_Health
,DRSG RAPID RHINO STAMMBERGER,27222430,272,316.63,,St_Peter's_Health
,STAPLER PROX LINEAR 30MM TX30V,27010872,272,316.63,,St_Peter's_Health
,STAPLER PROX LINEAR 90MM TL90,27010880,272,316.63,,St_Peter's_Health
,MICROINTRODUCER 45-994,27231610,272,316.19,,St_Peter's_Health
,3.5MM CORTICAL WASHER,27230884,278,315.28,,St_Peter's_Health
,INFUSION TRACKER 38,62100949,272,314.5,,St_Peter's_Health
,NEEDLE SCORPION,27223581,272,314.5,,St_Peter's_Health
,SCREWDRIVER RATCHETING,27223399,272,314.5,,St_Peter's_Health
,BLOCKER 48551000,27863380,278,313.57,,St_Peter's_Health
,PIN FIXATION 48770410,27863563,278,313.57,,St_Peter's_Health
,GUIDE PIN TIB OSTEO 2.4,27011896,270,313.18,,St_Peter's_Health
,SCREW CENTERPIECE 2.6X5MM,27841832,278,313.11,,St_Peter's_Health
,SCREW CENTERPIECE 2.6X7MM,27841833,278,313.11,,St_Peter's_Health
,SCREW CENTERPIECE 2.7X9MM,27841834,278,313.11,,St_Peter's_Health
,SCREW CENTERPIECE 3.0X5MM,27841835,278,313.11,,St_Peter's_Health
,MAGNETIC EXCHANGE DEVICE,62100886,272,312.66,,St_Peter's_Health
,DRILL BIT CANNULATED 2.0MM,27268947,272,312.31,,St_Peter's_Health
,DRILL TWIST SCP 4.0 X70MM,27226323,272,312.31,,St_Peter's_Health
,BALLOON OCCLUDER STERILE,27252046,272,312.24,,St_Peter's_Health
,WIRE BAYONET POINT 1.0MM,27838880,278,311.57,,St_Peter's_Health
,VENTILATOR SPEAKING VALVE,27030669,272,311.1,,St_Peter's_Health
,PLATE T 5HL SYNTH     240.15,27808981,278,310.13,,St_Peter's_Health
,LAP APPLICATOR,27242407,272,309.7,,St_Peter's_Health
,WISEGUIDE 8FR WITH SIDE HOLES,62100983,272,309.48,,St_Peter's_Health
,DRILL BIT 1.5MM W/ 12MM STOP,27071688,270,309.04,,St_Peter's_Health
,DRILL BIT 1.8MM W/12MM STOP,27071689,270,309.04,,St_Peter's_Health
,DRILL BIT STD 1.8x50mm/25mm,27091337,272,308.85,,St_Peter's_Health
,SHARP HOOK 13572 HND INV,27024796,270,308.85,,St_Peter's_Health
,STAPLER PROX LINEAR CUT  TCT55,27020885,272,308.85,,St_Peter's_Health
,DRILL TAP 2.8MM ACUMED,27229716,272,307.58,,St_Peter's_Health
,SURGICEL HEMOSTAT 4X8,27080129,270,307.5,,St_Peter's_Health
,ASSEMBLY TENSILE BAR RECLAIM,27254056,272,306.83,,St_Peter's_Health
,"HOVERMATT SINGLE USE 39""",27247159,272,306.56,,St_Peter's_Health
,TORQUE WRENCH ACCESSORY KIT,27240756,272,306.09,,St_Peter's_Health
,DRILL GUIDE/SLEEVE 2.0MM PARAL,27206488,272,305.76,,St_Peter's_Health
,DRILL SLEEVE DBL 1.5/1.1MM,27206489,272,305.76,,St_Peter's_Health
,DRILL SLEEVE DBL 2.0/1.5MM,27206490,272,305.76,,St_Peter's_Health
,DRILL SLEEVE DBL 2.7/2.0MM,27206491,272,305.76,,St_Peter's_Health
,BLADE MED. 18X5.5MM,29090914,272,305.58,,St_Peter's_Health
,SHORT NRRW BLADE 11.5X5.5MM,29090919,272,305.58,,St_Peter's_Health
,PUMP TUBING ARTHROSCOPIC,27248742,272,304.81,,St_Peter's_Health
,LOOP CUTTING 24FR 12DEG A2237,27090105,278,304.67,,St_Peter's_Health
,SURGILAV PLUS 207-50 STRYKER,27010292,271,304.61,,St_Peter's_Health
,DRIVER MINI Q.C. T-7,27254932,272,304.14,,St_Peter's_Health
,BLADE 1.19MM 05.003.104S,27266743,272,303.95,,St_Peter's_Health
,BLADE 1.19MM 05.003.114S,27266741,272,303.95,,St_Peter's_Health
,BLADE 1.27MM 05.003.136S,27266742,272,303.95,,St_Peter's_Health
,HOLE ELIM PS 1246-03-000,27010417,278,303.58,,St_Peter's_Health
,PLATE BUTTRESS T 4HL    240.34,27808972,278,303.58,,St_Peter's_Health
,PLATE T 6HL SYNTH     240.16,27808982,278,303.58,,St_Peter's_Health
,MANOMETRY PROBE,27016302,270,302.61,,St_Peter's_Health
,SHEATH PINNACLE 8FR 25CM,27230910,272,301.68,,St_Peter's_Health
,DRILL BIT DB2.5 HAND INV,27219929,272,301.39,,St_Peter's_Health
,DRILL BIT FDB2.0 HND INV,27219928,272,301.39,,St_Peter's_Health
,DERMABOND PRINEO CLR222US,27272526,272,301.01,,St_Peter's_Health
,BRACE L2405,27080529,270,300.56,,St_Peter's_Health
,ENCORE 26 ADVANTAGE,62100982,272,300.42,,St_Peter's_Health
,TUBE NEPHROSTOMY VTC 6FR,62100643,272,300.42,,St_Peter's_Health
,DRILL BIT GRAY BONE,27012632,272,298.65,,St_Peter's_Health
,CYTOLOGY BRUSH LARE CELL,27258798,272,297.44,,St_Peter's_Health
,DRILL BIT 3.5x130 OSTEO,27010232,272,297.15,,St_Peter's_Health
,FORCEPS RAT TOOTH GRASPING,27235623,272,297.15,,St_Peter's_Health
,TROCAR ENDOPATH THORAC 10/12MM,27010892,272,297.15,,St_Peter's_Health
,SCREW SET LEGACY,27823019,278,297.02,,St_Peter's_Health
,STAPLE TA 60-3.5 REFILL MULTI,27010611,272,295.54,,St_Peter's_Health
,DISSECTOR SML JOINT AR-7300DS,27250487,272,294.91,,St_Peter's_Health
,SHAVER DISSECTOR AR-8500DS,27250401,272,294.91,,St_Peter's_Health
,SHAVER DOUBLE CUT AR-8400DC,27248562,272,294.91,,St_Peter's_Health
,SHAVER EXCALIBER AR-8500EX,27248739,272,294.91,,St_Peter's_Health
,CANNULA TWIST IN 7MM AR-6550,27025899,270,294.3,,St_Peter's_Health
,REPROCESSED TROCAR ENDO EXCEL,27220186,272,294.3,,St_Peter's_Health
,SCREW CORTICAL 1.5X14MM,27226271,272,294.3,,St_Peter's_Health
,BREEZE INFLATION DEVICE,27010551,272,293.37,,St_Peter's_Health
,SAW BLADE OSCILATOR 5071-161,27030606,272,293.37,,St_Peter's_Health
,SAW BLADE OSCILATOR 5071-180,27070511,272,293.37,,St_Peter's_Health
,STAPLER PROX LINEAR CUT  TLC55,27010864,272,293.37,,St_Peter's_Health
,DISK SPIKED ORTHO INSTRUMENT,27222643,272,292.66,,St_Peter's_Health
,LES LOCATOR DISP GERD SYS,27020869,272,292.34,,St_Peter's_Health
,RETRACTOR SQUARE 14.1X14.1CM,27230101,272,292.14,,St_Peter's_Health
,NESTER EMBOLIZATION COIL 16MM,27862440,278,291.73,,St_Peter's_Health
,NESTER EMBOLIZATION COIL 18MM,27862439,278,291.73,,St_Peter's_Health
,NESTER EMBOLIZATION COIL 20MM,27862438,278,291.73,,St_Peter's_Health
,TALON GRASPING DEVICE 160CM,27234929,272,291.2,,St_Peter's_Health
,SHAVER TORPEDO AR-8400TD,27248563,272,289.84,,St_Peter's_Health
,SET MICROPUNCTURE 5FR,62100629,272,289.79,,St_Peter's_Health
,DRILL TWIST 3.8MM SOLID DEPUY,27210080,272,289.47,,St_Peter's_Health
,ROD CARBON 8x450mm,27081040,278,289.47,,St_Peter's_Health
,DRILL BIT SOLID S-COUPLE 2.5MM,27220378,272,288.29,,St_Peter's_Health
,MONTAGE PATIENT TRIAL KIT,27264904,272,288.05,,St_Peter's_Health
,NEEDLE CLIP ULTRACLIP,27290004,272,287.91,,St_Peter's_Health
,EPIMED COUDE NEEDLE SC-4210,27243092,272,287.58,,St_Peter's_Health
,SUTURE ASSISTANT ETH SW100,29090803,272,287.2,,St_Peter's_Health
,CABLE EXTENSION 2X8 61CM,27245905,272,287.04,,St_Peter's_Health
,OR CABLE SC-4116,27245694,272,287.04,,St_Peter's_Health
,BLOOD COLLECTION RESERVOIR 4L,27233606,272,286.92,,St_Peter's_Health
,BREAST SIZER 351-0713S,27836275,278,286.92,,St_Peter's_Health
,TUBING FMS ONE DAY,27237547,272,286.92,,St_Peter's_Health
,TUBE SET SUC/IRR PROBE PLUS II,27010471,272,286.7,,St_Peter's_Health
,TUBE SET SUC/IRR PROBE PLUS II,27010888,272,286.7,,St_Peter's_Health
,STAPLER PROX LINEAR 60MM TX60B,27010877,272,285.49,,St_Peter's_Health
,STAPLER PROX LINEAR 60MM TX60G,27020883,272,285.49,,St_Peter's_Health
,ENDOSUTURE RELOAD SW110,27030612,272,284.67,,St_Peter's_Health
,DISSECTOR AR-8400DS,27251276,272,283.57,,St_Peter's_Health
,DRILL 3.1MM 702742,27225675,272,282.83,,St_Peter's_Health
,CONNECTING CABLE 20192-125,27048088,270,281.74,,St_Peter's_Health
,SYRINGE INFLATING ALLIANCE MOO,27020385,272,281.6,,St_Peter's_Health
,BLADE GR WHITE 4.2 9299A,27020498,272,281.51,,St_Peter's_Health
,STAPLER PROX LINEAR 30MM TX30B,27010874,272,281.51,,St_Peter's_Health
,BRACE RT SHRINKER BELOW KNEE,27033309,270,281.07,,St_Peter's_Health
,SCISSOR CARTRIDGE DISP 5X35,27220411,272,279.86,,St_Peter's_Health
,NEEDLE CORVOCET 18GX20CM,27270654,272,279.41,,St_Peter's_Health
,RAPTOR GRASPING DEVICE 230CM,27239829,272,278.72,,St_Peter's_Health
,POWERPICK AR-8150X-45,27251187,272,278.69,,St_Peter's_Health
,BREAST SIZER 270CC,27240277,272,278.54,,St_Peter's_Health
,BREAST SIZER HIGH PRFILE 420CC,27239518,272,278.54,,St_Peter's_Health
,DRILL BIT 2.9 X 17.8MM,27222751,272,278.46,,St_Peter's_Health
,ELECTRODE ROLLER 24FR A2238,27090107,278,278.46,,St_Peter's_Health
,SUTURE MERSILENE STRIP RS21,27010684,272,277.65,,St_Peter's_Health
,SUTURE PROLENE 8-0 BV130 8703H,27010769,272,277.65,,St_Peter's_Health
,CLIP APPLIER ENDO 20 M/L ER320,27010855,272,277.64,,St_Peter's_Health
,STAPLER PROX LINEAR 30MM TX30G,27020882,272,277.64,,St_Peter's_Health
,SUTURE PDS 2-0 CT-1 PDP259H,27270754,272,277.63,,St_Peter's_Health
,DRAINAGE ABCESS 16FR,62100824,272,277.37,,St_Peter's_Health
,WASHER CUP,27081082,278,277.31,,St_Peter's_Health
,STAPLER PROX LINEAR CUT  TCT75,27020886,272,276.28,,St_Peter's_Health
,AGG PLUS SHAVER 3.5 375-534-00,27237726,272,275.56,,St_Peter's_Health
,AGG PLUS SHAVER 4.0 375-544-00,27237722,272,275.56,,St_Peter's_Health
,BARREL BURR 4.0 375-941-000,27237724,272,275.56,,St_Peter's_Health
,TOMCAT SHAVER 3.5 375-535-000,27237725,272,275.56,,St_Peter's_Health
,TOMCAT SHAVER 4.0 375-545-000,27237721,272,275.56,,St_Peter's_Health
,BALLON OVL PREPERI DIST & BULB,27010018,278,275.18,,St_Peter's_Health
,CABLE 5833SL,27070501,272,274.98,,St_Peter's_Health
,CABLE MONOPOLAR CONNECTOR 3MM,27049076,270,274.09,,St_Peter's_Health
,SCREW LOCKING 3.5 AR-8935L-22,27826337,278,274.09,,St_Peter's_Health
,BLADE RECIP 68X12MM 511.912S,27266744,272,274.04,,St_Peter's_Health
,BLADE RECIP 68X12MM 511.914S,27266745,272,274.04,,St_Peter's_Health
,GUIDEPIN LONG 2130-20-000,27053632,270,273.94,,St_Peter's_Health
,DRILL BIT 2.8MM 324.214,27223457,272,273.0,,St_Peter's_Health
,CANNULATED LONG WIRE FIX BOLT,27838913,278,272.83,,St_Peter's_Health
,SAW BLADE SPECIAL MICRO SAG,27240265,272,272.83,,St_Peter's_Health
,DRILL 1.9 AO,27225455,272,271.91,,St_Peter's_Health
,SET MICROPUNCTURE 4FR,62100605,272,271.45,,St_Peter's_Health
,CLIP HEMOSTATIC COLON,27223217,272,269.72,,St_Peter's_Health
,TOUCHSOFT COAGULATOR PROBE,27268447,272,269.72,,St_Peter's_Health
,BLADE SAGITTAL SYSTEM 6,27251790,272,269.15,,St_Peter's_Health
,GUIDE PIN TIB OSTEO 3.0,27010076,272,269.06,,St_Peter's_Health
,LIGATOR 7-BAND,27230253,272,268.32,,St_Peter's_Health
,STENT PUSHER 7FRENCH,27858848,278,268.1,,St_Peter's_Health
,SLEEVE SCD KNEE LENGTH LARGE,27028666,270,268.07,,St_Peter's_Health
,GAUZE TUBE SIZE 2 1IN,27042979,270,268.02,,St_Peter's_Health
,TUBE BILIARY 10FR,62100734,272,267.54,,St_Peter's_Health
,DISSECTOR 4.0MM AR-400DS,27257035,272,267.53,,St_Peter's_Health
,EXCALIBER 5.5MM AR-8550EX,27257036,272,267.53,,St_Peter's_Health
,G-TUBE REPL 20 FR STRAIGHT,27239168,272,266.1,,St_Peter's_Health
,SCREW MOURADIAN FIX 42MM,27806644,278,265.36,,St_Peter's_Health
,MASK MARYNGEAL AIRWAY SZ 5,27212387,272,265.23,,St_Peter's_Health
,DRILL BIT J-LATCH 1.1X4MM,27258128,272,264.18,,St_Peter's_Health
,DRILL BIT JLATCH 1.1X6X44.5MM,27259416,272,264.18,,St_Peter's_Health
,AIRSEAL ACCESS PORT 12X120MM,27073591,270,264.16,,St_Peter's_Health
,ENDOPOUCH RETRIEVER POUCH 10MM,27020121,272,262.11,,St_Peter's_Health
,TRAXI PENNICULUS RETRACTOR,27069314,270,262.11,,St_Peter's_Health
,BURR FIX PINS 2555-72-500,27237861,272,262.04,,St_Peter's_Health
,CATH AIRWAY EXCHANGE G13349,27238693,272,262.04,,St_Peter's_Health
,NESTER EMBOLIZATION COIL 15MM,27862437,278,261.51,,St_Peter's_Health
,TRAY FOLEY URINEMETER TEMPSENS,27225741,272,259.52,,St_Peter's_Health
,"BIT, DRILL 2.5 2140-26",27020502,272,259.25,,St_Peter's_Health
,DRILL BIT 4.5MM/195MM,27275882,272,258.96,,St_Peter's_Health
,TUBE SET TRI-LUMEN ASM-EVAC1,27073588,270,258.96,,St_Peter's_Health
,WAVEWRITER PATIENT TRIAL KIT,27268189,272,258.8,,St_Peter's_Health
,TROCAR ENDOPATH 10/11MM,27010890,272,258.36,,St_Peter's_Health
,REPROCESSED CLIP APPLIER MCS20,27219314,272,257.99,,St_Peter's_Health
,AIRSEAL ACCESS PORT 8X120MM,27073590,270,256.88,,St_Peter's_Health
,AV IMPULSE SYSTEM 6060,27010196,271,256.25,,St_Peter's_Health
,CATH SPIRAL FILIFORM TIP 4FR,27010540,272,256.25,,St_Peter's_Health
,PAKTER CURVED NEEDLE SET,62100981,272,255.69,,St_Peter's_Health
,TORNADO PLATINUM 4X3,27840846,278,255.24,,St_Peter's_Health
,FIBERWIRE #5,27236957,272,255.23,,St_Peter's_Health
,SURGICEL HEMOSTAT 2X14,27080128,270,254.73,,St_Peter's_Health
,CLIDECATH 4 FR ANGLD 120,27225484,272,254.48,,St_Peter's_Health
,MINICAP EXT LIFE PD TRANSFER S,27201522,272,254.48,,St_Peter's_Health
,DRILL BIT SOLID 8.2X230MM,27271443,272,254.44,,St_Peter's_Health
,10G IVAS ACCESS CANNULA,27277031,272,254.25,,St_Peter's_Health
,WOUND SEALING KIT XLG ROUND,27225536,272,253.87,,St_Peter's_Health
,CHEST DRNG UNIT DBL AQUASEAL,27080092,272,253.44,,St_Peter's_Health
,ELECTRODE ONESTEP CPR ADULT LF,27060958,270,253.44,,St_Peter's_Health
,G-TUBE REPL 16 FR STRAIGHT,27273122,272,253.44,,St_Peter's_Health
,G-TUBE REPL 24 FR STRAIGHT,27239169,272,253.44,,St_Peter's_Health
,STAPLER PROX LINEAR CUT  TLC75,27010867,272,253.34,,St_Peter's_Health
,HUMI MANIPULATOR,27090888,272,252.27,,St_Peter's_Health
,BIOPSY TRAY MAMMOTOME SET,62176911,272,251.83,,St_Peter's_Health
,CODE 99 SUPPLIES,45090206,279,251.02,,St_Peter's_Health
,BLADE AMPUTATION 4125-119-090,27240263,272,250.9,,St_Peter's_Health
,BLADE SAG SAW BOX CUT,27240264,272,250.9,,St_Peter's_Health
,REPROCESSED TROCAR ENDO 35NLT,27219199,272,250.26,,St_Peter's_Health
,REPROCESSED TROCAR ENDO 511NT,27219200,272,250.26,,St_Peter's_Health
,SIZER SALINE MOD PROFILE 375CC,27250538,272,250.24,,St_Peter's_Health
,CATH INTUBATION 19FR 4.7X56CM,27253974,272,250.14,,St_Peter's_Health
,"LENS, OBJECTIVE, 100X, SEILER",27259366,272,248.98,,St_Peter's_Health
,AIRSEAL ACCESS PORT 5X120MM,27273589,272,248.56,,St_Peter's_Health
,HOODS DISPOSABLE FLYTE SYSTEM,27242747,272,247.2,,St_Peter's_Health
,RUMI TIP BLUE 6.7MMX8CM,27237699,272,247.05,,St_Peter's_Health
,RUMI UTERINE MANIPULATOR LAV,27237816,272,247.05,,St_Peter's_Health
,DRILL BIT QC 2.8 X 165MM,27223202,272,246.62,,St_Peter's_Health
,BRACE L2180,27010531,271,245.44,,St_Peter's_Health
,COIL DETACHER SYSTEM,27263324,272,244.15,,St_Peter's_Health
,GUIDE PIN 3.6 X 14,27229003,272,243.71,,St_Peter's_Health
,BIOPSY FRANSEEN 18 X 15,62100502,272,242.83,,St_Peter's_Health
,BIOPSY FRANSEEN 20 GA.,62100500,272,242.83,,St_Peter's_Health
,EZ-EM BONE 17 X 5,62100504,272,242.83,,St_Peter's_Health
,NEEDLE CHIBA 22 X 10,62100510,272,242.83,,St_Peter's_Health
,NEEDLE CHIBA 22 X 6,62100509,272,242.83,,St_Peter's_Health
,DRILL BIT 2.7MM 9399-99-383,27225181,272,242.73,,St_Peter's_Health
,GAMMA DRILL 5.5MM,27098026,272,242.42,,St_Peter's_Health
,STAPLER DISP GUN 35 MULTIFIRE,27010652,272,242.39,,St_Peter's_Health
,STAPLER DISP GUN 35W MULTI FIR,27010653,272,242.39,,St_Peter's_Health
,KIT CATH MULTI-LUMEN 16CM,27271764,272,242.32,,St_Peter's_Health
,KIT CATH MULTI-LUMEN 20CM,27271763,272,242.32,,St_Peter's_Health
,LOCKING CLIP-STERILE 352.260S,27051376,270,240.62,,St_Peter's_Health
,"NEEDLE NERV BLK CONT 18 X 6""",27010122,272,240.58,,St_Peter's_Health
,DRILL BIT 2.8MM MS-DC28,27222108,272,240.24,,St_Peter's_Health
,DRILL QUICK RELEASE 2.0MM,27222110,272,240.24,,St_Peter's_Health
,PACK LAP APPY DYNJ903784,27263224,272,240.24,,St_Peter's_Health
,STAPLES ENDOPATH RELOAD 35M VS,27010861,272,240.24,,St_Peter's_Health
,STAPLES PROX LINEAR CUT TR45W,27020103,278,240.24,,St_Peter's_Health
,RUSSIAN WIRE FIXATION BOLT,27838885,278,239.81,,St_Peter's_Health
,TUBE GASTROSTOMY 18F 20CC,27276938,272,239.0,,St_Peter's_Health
,STAPLES PROX LINEAR CUT  TRT75,27010869,272,238.87,,St_Peter's_Health
,SAW BLADE 4125-127-90,27241211,272,236.67,,St_Peter's_Health
,TIP APPLICATOR MALLEABLE,27243393,272,236.67,,St_Peter's_Health
,REPROCESSED TROCAR ENDO 512XD,27221016,272,236.12,,St_Peter's_Health
,SEPARATOR OPTICAL 12MM,27220408,272,236.12,,St_Peter's_Health
,SEPARATOR OPTICAL 12X150MM,27220409,272,236.12,,St_Peter's_Health
,TROCAR SHLD THRDED 11X100MM,27220405,272,236.12,,St_Peter's_Health
,TROCAR SHLD THRDED 12X100MM,27220404,272,236.12,,St_Peter's_Health
