"Powell County Memorial Hospital Association, dba Deer Lodge Medical Center",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,hospital
7753,ERX,HCPCS J3490,63739-0877-10,0250 - PHARMACY - GENERAL CLASSIFICATION,TEMAZEPAM 15 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
8085,ERX,HCPCS J3490,00904-6868-61,0250 - PHARMACY - GENERAL CLASSIFICATION,TRAZODONE HCL 50 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
860,ERX,HCPCS J3490,00904-6475-61,0250 - PHARMACY - GENERAL CLASSIFICATION,BACLOFEN 10 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
8969,ERX,HCPCS J3490,00904-5789-61,0250 - PHARMACY - GENERAL CLASSIFICATION,ACYCLOVIR 200 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
8969,ERX,HCPCS J3490,69076-0146-01,0250 - PHARMACY - GENERAL CLASSIFICATION,ACYCLOVIR 200 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9066,ERX,HCPCS J3490,00245-0147-89,0250 - PHARMACY - GENERAL CLASSIFICATION,AMIODARONE HCL 200 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9066,ERX,HCPCS J3490,63739-0387-10,0250 - PHARMACY - GENERAL CLASSIFICATION,AMIODARONE HCL 200 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9071,ERX,HCPCS J3490,00904-6370-61,0250 - PHARMACY - GENERAL CLASSIFICATION,AMLODIPINE BESYLATE 5 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9308,ERX,HCPCS J3490,00641-6162-01,0250 - PHARMACY - GENERAL CLASSIFICATION,BUMETANIDE 0.25 MG/ML IJ SOLN,2.4, 2 mL ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9308,ERX,HCPCS J3490,00641-6162-10,0250 - PHARMACY - GENERAL CLASSIFICATION,BUMETANIDE 0.25 MG/ML IJ SOLN,2.4, 2 mL ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9407,ERX,HCPCS J3490,00378-0085-01,0250 - PHARMACY - GENERAL CLASSIFICATION,CARBIDOPA-LEVODOPA 25-100 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9499,ERX,HCPCS J3490,50268-0151-15,0250 - PHARMACY - GENERAL CLASSIFICATION,CEPHALEXIN 250 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9500,ERX,HCPCS J3490,50268-0152-11,0250 - PHARMACY - GENERAL CLASSIFICATION,CEPHALEXIN 500 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9500,ERX,HCPCS J3490,50268-0152-15,0250 - PHARMACY - GENERAL CLASSIFICATION,CEPHALEXIN 500 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9500,ERX,HCPCS J3490,65862-0019-01,0250 - PHARMACY - GENERAL CLASSIFICATION,CEPHALEXIN 500 MG PO CAPS,2.4, 1 capsule ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9637,ERX,HCPCS J3490,16714-0752-01,0250 - PHARMACY - GENERAL CLASSIFICATION,CLONAZEPAM 0.5 MG PO TABS,2.4, 0.5 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9637,ERX,HCPCS J3490,63739-0263-10,0250 - PHARMACY - GENERAL CLASSIFICATION,CLONAZEPAM 0.5 MG PO TABS,2.4, 0.5 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
9644,ERX,HCPCS J3490,00574-0107-70,0250 - PHARMACY - GENERAL CLASSIFICATION,CLOTRIMAZOLE 10 MG MT TROC,2.4, 1 Troche ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
97253,ERX,HCPCS J3490,00641-6015-01,0250 - PHARMACY - GENERAL CLASSIFICATION,DILTIAZEM HCL 125 MG/25ML IV SOLN,2.4, 2 mL ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
97253,ERX,HCPCS J3490,00641-6015-10,0250 - PHARMACY - GENERAL CLASSIFICATION,DILTIAZEM HCL 125 MG/25ML IV SOLN,2.4, 2 mL ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
98287,ERX,HCPCS J3490,17478-0050-02,0250 - PHARMACY - GENERAL CLASSIFICATION,SUFENTANIL CITRATE 100 MCG/2ML IV SOLN,2.4, 0.05 mL ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
10521,ERX,HCPCS J8499,60432-0126-08,0250 - PHARMACY - GENERAL CLASSIFICATION,MEGESTROL ACETATE 40 MG/ML PO SUSP,2.4, 5 mL ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
6622,ERX,HCPCS J8499,00904-6461-61,0250 - PHARMACY - GENERAL CLASSIFICATION,PROMETHAZINE HCL 25 MG PO TABS,2.4, 1 tablet ,2.14,2.14,2.28,  See (B) Below  ,2.28,1.92,2.14,2.28,Deer_Lodge_Medical_Center
29805,ERX,HCPCS J3490,67457-0657-25,0258 - PHARMACY - IV SOLUTIONS,ESMOLOL HCL-SODIUM CHLORIDE 2500 MG/250ML IV SOLN,602.88, 250 mL ,536.56,536.56,572.74,  See (B) Below  ,572.74,482.3,536.56,572.74,Deer_Lodge_Medical_Center
15861,ERX,HCPCS J3490,00264-7612-00,0258 - PHARMACY - IV SOLUTIONS,DEXTROSE-NACL 5-0.45 % IV SOLN,30," 1,000 mL ",26.7,26.7,28.5,  See (B) Below  ,28.5,24,26.7,28.5,Deer_Lodge_Medical_Center
2357,ERX,HCPCS J3490,00264-7520-00,0258 - PHARMACY - IV SOLUTIONS,DEXTROSE 10 % IV SOLN,30," 1,000 mL ",26.7,26.7,28.5,  See (B) Below  ,28.5,24,26.7,28.5,Deer_Lodge_Medical_Center
2361,ERX,HCPCS J3490,00409-1775-10,0258 - PHARMACY - IV SOLUTIONS,DEXTROSE 250 MG/ML IV SOLN,30, 10 mL ,26.7,26.7,28.5,  See (B) Below  ,28.5,24,26.7,28.5,Deer_Lodge_Medical_Center
431135,ERX,HCPCS J3490,00264-7520-00,0258 - PHARMACY - IV SOLUTIONS,DEXTROSE 10 % IV BOLUS,30, 250 mL ,26.7,26.7,28.5,  See (B) Below  ,28.5,24,26.7,28.5,Deer_Lodge_Medical_Center
400295,ERX,HCPCS J3490,00264-7612-00,0258 - PHARMACY - IV SOLUTIONS,DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,11," 1,000 mL ",9.79,9.79,10.45,  See (B) Below  ,10.45,8.8,9.79,10.45,Deer_Lodge_Medical_Center
7321,ERX,HCPCS J7131,00264-7805-10,0258 - PHARMACY - IV SOLUTIONS,SODIUM CHLORIDE 3 % IV SOLN,13.75, 500 mL ,12.24,12.24,13.06,  See (B) Below  ,13.06,11,12.24,13.06,Deer_Lodge_Medical_Center
26010006,EAP,CPT® 36592,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Collect Blood From Picc,118,1,105.02,105.02,112.1,114.46,112.1,94.4,105.02,114.46,Deer_Lodge_Medical_Center
26010007,EAP,CPT® 96360,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Hydration Iv Infusion Init^,379,1,337.31,337.31,360.05,367.63,360.05,303.2,337.31,367.63,Deer_Lodge_Medical_Center
26010008,EAP,CPT® 96361,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Hydrate Iv Infusion Add-on^,134,1,119.26,119.26,127.3,129.98,127.3,107.2,119.26,129.98,Deer_Lodge_Medical_Center
26010025,EAP,CPT® 96361,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Infusion Hydration Ea Add Hr,134,1,119.26,119.26,127.3,129.98,127.3,107.2,119.26,129.98,Deer_Lodge_Medical_Center
26010009,EAP,CPT® 96365,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Ther/proph/diag Iv Inf Init^,430,1,382.7,382.7,408.5,417.1,408.5,344,382.7,417.1,Deer_Lodge_Medical_Center
26010010,EAP,CPT® 96366,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Ther/proph/diag Iv Inf Addon^,142,1,126.38,126.38,134.9,137.74,134.9,113.6,126.38,137.74,Deer_Lodge_Medical_Center
26010011,EAP,CPT® 96367,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Tx/proph/dg Addl Seq Iv Inf^,187,1,166.43,166.43,177.65,181.39,177.65,149.6,166.43,181.39,Deer_Lodge_Medical_Center
26010012,EAP,CPT® 96368,,0260 - IV THERAPY - GENERAL CLASSIFICATION,Hc Ther/diag Concurrent Inf^,150,1,133.5,133.5,142.5,145.5,142.5,120,133.5,145.5,Deer_Lodge_Medical_Center
94010057,EAP,CPT® 96372,,0260 - IV THERAPY - GENERAL CLASSIFICATION,HC THER/PROPH/DIAG INJ SC/IM 96372,111,1,98.79,98.79,105.45,107.67,105.45,88.8,98.79,107.67,Deer_Lodge_Medical_Center
94010205,EAP,CPT® 96372,,0260 - IV THERAPY - GENERAL CLASSIFICATION,HC THER/PROPH/DIAG INJ SC/IM^,111,1,98.79,98.79,105.45,107.67,105.45,88.8,98.79,107.67,Deer_Lodge_Medical_Center
ETHPCP30BX,SUP,CPT® 99070,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,PLEDGET DL,11.7,1,10.41,10.41,11.12,11.35,11.12,9.36,10.41,11.35,Deer_Lodge_Medical_Center
40502583,SUP,CPT® 99070,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,CENTRAL LINE TRIPLE LUMEN 20CM DL,171.6,1,152.72,152.72,163.02,166.45,163.02,137.28,152.72,166.45,Deer_Lodge_Medical_Center
2700001,EAP,Custom 2700001,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,HB TERM HC 19GA W/C EUS NEEDLE,398,1,354.22,354.22,378.1,386.06,378.1,318.4,354.22,386.06,Deer_Lodge_Medical_Center
2700002,EAP,Custom 2700002,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,HB TERM HC 22GA W/C EUS NEEDLE,359,1,319.51,319.51,341.05,348.23,341.05,287.2,319.51,348.23,Deer_Lodge_Medical_Center
27010143,EAP,Custom 27010143,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Oxygen Per Day,239,1,212.71,212.71,227.05,231.83,227.05,191.2,212.71,231.83,Deer_Lodge_Medical_Center
40500100MDL,EAP,Custom 40500100MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Acmi Disp Falope-ring Band App Kit,450,1,400.5,400.5,427.5,436.5,427.5,360,400.5,436.5,Deer_Lodge_Medical_Center
40500101MDL,EAP,Custom 40500101MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Endopath Xcel Blunt Tip Trocar 12m,450,1,400.5,400.5,427.5,436.5,427.5,360,400.5,436.5,Deer_Lodge_Medical_Center
40500102MDL,EAP,Custom 40500102MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Dissecting Balloon,589,1,524.21,524.21,559.55,571.33,559.55,471.2,524.21,571.33,Deer_Lodge_Medical_Center
40500103MDL,EAP,Custom 40500103MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Hernia Plug - Bard,1241,1,1104.49,1104.49,1178.95,1203.77,1178.95,992.8,1104.49,1203.77,Deer_Lodge_Medical_Center
40500104MDL,EAP,Custom 40500104MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Umbillical Hernia Mesh,424,1,377.36,377.36,402.8,411.28,402.8,339.2,377.36,411.28,Deer_Lodge_Medical_Center
40500105MDL,EAP,Custom 40500105MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Needle Kit For Thoracentesis,85,1,75.65,75.65,80.75,82.45,80.75,68,75.65,82.45,Deer_Lodge_Medical_Center
40500108MDL,EAP,Custom 40500108MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Suture Looped 0 Ctx,83,1,73.87,73.87,78.85,80.51,78.85,66.4,73.87,80.51,Deer_Lodge_Medical_Center
40500109MDL,EAP,Custom 40500109MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc 55mm Linear Cutter Reload,149,1,132.61,132.61,141.55,144.53,141.55,119.2,132.61,144.53,Deer_Lodge_Medical_Center
40500110MDL,EAP,Custom 40500110MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Monarc Subfascial Hammock,1619,1,1440.91,1440.91,1538.05,1570.43,1538.05,1295.2,1440.91,1570.43,Deer_Lodge_Medical_Center
40500111MDL,EAP,Custom 40500111MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Surgical Stays,30,1,26.7,26.7,28.5,29.1,28.5,24,26.7,29.1,Deer_Lodge_Medical_Center
40500112MDL,EAP,Custom 40500112MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Respironic Leakage/exhal Port,94,1,83.66,83.66,89.3,91.18,89.3,75.2,83.66,91.18,Deer_Lodge_Medical_Center
40500113MDL,EAP,Custom 40500113MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Ethicon Ace,743,1,661.27,661.27,705.85,720.71,705.85,594.4,661.27,720.71,Deer_Lodge_Medical_Center
40500114MDL,EAP,Custom 40500114MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Physiomesh 15x20,1094,1,973.66,973.66,1039.3,1061.18,1039.3,875.2,973.66,1061.18,Deer_Lodge_Medical_Center
40500115MDL,EAP,Custom 40500115MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Locking Screw 16mm Ar-8835l-16,359,1,319.51,319.51,341.05,348.23,341.05,287.2,319.51,348.23,Deer_Lodge_Medical_Center
40500116MDL,EAP,Custom 40500116MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Ioban,23,1,20.47,20.47,21.85,22.31,21.85,18.4,20.47,22.31,Deer_Lodge_Medical_Center
40500117MDL,EAP,Custom 40500117MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,"Hc On Q 8"" Needle",59,1,52.51,52.51,56.05,57.23,56.05,47.2,52.51,57.23,Deer_Lodge_Medical_Center
40500118MDL,EAP,Custom 40500118MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Meplex Border Ag,69,1,61.41,61.41,65.55,66.93,65.55,55.2,61.41,66.93,Deer_Lodge_Medical_Center
40500127MDL,EAP,Custom 40500127MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Dobbhoff Feeding Tube 8f,54,1,48.06,48.06,51.3,52.38,51.3,43.2,48.06,52.38,Deer_Lodge_Medical_Center
40500133MDL,EAP,Custom 40500133MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Sparc Vag Sling,1567,1,1394.63,1394.63,1488.65,1519.99,1488.65,1253.6,1394.63,1519.99,Deer_Lodge_Medical_Center
40500134MDL,EAP,Custom 40500134MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Wound Vac Ther Unit/day 08/28-09/1,276,1,245.64,245.64,262.2,267.72,262.2,220.8,245.64,267.72,Deer_Lodge_Medical_Center
40500135MDL,EAP,Custom 40500135MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Groshong 8.0 Fr Single Lumen Cath,706,1,628.34,628.34,670.7,684.82,670.7,564.8,628.34,684.82,Deer_Lodge_Medical_Center
40500136MDL,EAP,Custom 40500136MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Groshong 8.0fr Sngl Lumen Connecto,69,1,61.41,61.41,65.55,66.93,65.55,55.2,61.41,66.93,Deer_Lodge_Medical_Center
40500138MDL,EAP,Custom 40500138MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Mattress  Harringtons Per Month,870,1,774.3,774.3,826.5,843.9,826.5,696,774.3,843.9,Deer_Lodge_Medical_Center
40500140MDL,EAP,Custom 40500140MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Suture Prolene 4-0 Pc-3,68,1,60.52,60.52,64.6,65.96,64.6,54.4,60.52,65.96,Deer_Lodge_Medical_Center
40500144MDL,EAP,Custom 40500144MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Urostomy Tube Adapter,14,1,12.46,12.46,13.3,13.58,13.3,11.2,12.46,13.58,Deer_Lodge_Medical_Center
40500145MDL,EAP,Custom 40500145MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Medfix 2,24,1,21.36,21.36,22.8,23.28,22.8,19.2,21.36,23.28,Deer_Lodge_Medical_Center
40500146MDL,EAP,Custom 40500146MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Drape 1/2 Folded,6,1,5.34,5.34,5.7,5.82,5.7,4.8,5.34,5.82,Deer_Lodge_Medical_Center
40500149MDL,EAP,Custom 40500149MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Colostomy Bag With Drain,15,1,13.35,13.35,14.25,14.55,14.25,12,13.35,14.55,Deer_Lodge_Medical_Center
40500153MDL,EAP,Custom 40500153MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc 55mm Linear Cutter,261,1,232.29,232.29,247.95,253.17,247.95,208.8,232.29,253.17,Deer_Lodge_Medical_Center
40500159MDL,EAP,Custom 40500159MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Poole Suction,4,1,3.56,3.56,3.8,3.88,3.8,3.2,3.56,3.88,Deer_Lodge_Medical_Center
40500175MDL,EAP,Custom 40500175MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Tracheostomy Mask,12,1,10.68,10.68,11.4,11.64,11.4,9.6,10.68,11.64,Deer_Lodge_Medical_Center
40500176MDL,EAP,Custom 40500176MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,"Hc Electrode, L Hook",149,1,132.61,132.61,141.55,144.53,141.55,119.2,132.61,144.53,Deer_Lodge_Medical_Center
40500177MDL,EAP,Custom 40500177MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,"Hc Stapler, Roticulator 55",255,1,226.95,226.95,242.25,247.35,242.25,204,226.95,247.35,Deer_Lodge_Medical_Center
40500178MDL,EAP,Custom 40500178MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Mesh Plug,519,1,461.91,461.91,493.05,503.43,493.05,415.2,461.91,503.43,Deer_Lodge_Medical_Center
40500179MDL,EAP,Custom 40500179MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Inner Dyne 10mm,215,1,191.35,191.35,204.25,208.55,204.25,172,191.35,208.55,Deer_Lodge_Medical_Center
40500180MDL,EAP,Custom 40500180MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Inner Dyne 5mm,196,1,174.44,174.44,186.2,190.12,186.2,156.8,174.44,190.12,Deer_Lodge_Medical_Center
40500181MDL,EAP,Custom 40500181MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc C-pap Mask,220,1,195.8,195.8,209,213.4,209,176,195.8,213.4,Deer_Lodge_Medical_Center
40500182MDL,EAP,Custom 40500182MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc C-pap Tubing,144,1,128.16,128.16,136.8,139.68,136.8,115.2,128.16,139.68,Deer_Lodge_Medical_Center
40500183MDL,EAP,Custom 40500183MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Finger Splint Metal (stacks),14,1,12.46,12.46,13.3,13.58,13.3,11.2,12.46,13.58,Deer_Lodge_Medical_Center
40500203MDL,EAP,Custom 40500203MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Syringe - Control 10cc,4,1,3.56,3.56,3.8,3.88,3.8,3.2,3.56,3.88,Deer_Lodge_Medical_Center
40500204MDL,EAP,Custom 40500204MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Hare Traction Splint - Disposable,220,1,195.8,195.8,209,213.4,209,176,195.8,213.4,Deer_Lodge_Medical_Center
40500205MDL,EAP,Custom 40500205MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Dual Mesh,741,1,659.49,659.49,703.95,718.77,703.95,592.8,659.49,718.77,Deer_Lodge_Medical_Center
40500206MDL,EAP,Custom 40500206MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Syringe - Sterile 5ml Ll,18,1,16.02,16.02,17.1,17.46,17.1,14.4,16.02,17.46,Deer_Lodge_Medical_Center
40500207MDL,EAP,Custom 40500207MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Drill Bit 2.5mm Ar-8943-30,295,1,262.55,262.55,280.25,286.15,280.25,236,262.55,286.15,Deer_Lodge_Medical_Center
40500208MDL,EAP,Custom 40500208MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,"Hc Guide Wire,trocar Tip Ar-8943-01",109,1,97.01,97.01,103.55,105.73,103.55,87.2,97.01,105.73,Deer_Lodge_Medical_Center
40500209MDL,EAP,Custom 40500209MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Pelvic Binder,443,1,394.27,394.27,420.85,429.71,420.85,354.4,394.27,429.71,Deer_Lodge_Medical_Center
40500210MDL,EAP,Custom 40500210MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Wound Vac Y-connectors,14,1,12.46,12.46,13.3,13.58,13.3,11.2,12.46,13.58,Deer_Lodge_Medical_Center
40500211MDL,EAP,Custom 40500211MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Tubular Gauze 5/8  / Ft,2,1,1.78,1.78,1.9,1.94,1.9,1.6,1.78,1.94,Deer_Lodge_Medical_Center
40500212MDL,EAP,Custom 40500212MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Tubular Gauze 1  / Ft,2,1,1.78,1.78,1.9,1.94,1.9,1.6,1.78,1.94,Deer_Lodge_Medical_Center
40500278MDL,EAP,Custom 40500278MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Finger Splint(padded)   Per Inch,3,1,2.67,2.67,2.85,2.91,2.85,2.4,2.67,2.91,Deer_Lodge_Medical_Center
40500279MDL,EAP,Custom 40500279MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Locking Screw 20mm Ar8827l-20,362,1,322.18,322.18,343.9,351.14,343.9,289.6,322.18,351.14,Deer_Lodge_Medical_Center
40500280MDL,EAP,Custom 40500280MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Suture Ethibond 2-0 Sh,37,1,32.93,32.93,35.15,35.89,35.15,29.6,32.93,35.89,Deer_Lodge_Medical_Center
40500282MDL,EAP,Custom 40500282MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc 4-0 Silkties,32,1,28.48,28.48,30.4,31.04,30.4,25.6,28.48,31.04,Deer_Lodge_Medical_Center
40500284MDL,EAP,Custom 40500284MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Fibercast Roll 6  /ft,42,1,37.38,37.38,39.9,40.74,39.9,33.6,37.38,40.74,Deer_Lodge_Medical_Center
40500285MDL,EAP,Custom 40500285MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Invalid Cushion,9,1,8.01,8.01,8.55,8.73,8.55,7.2,8.01,8.73,Deer_Lodge_Medical_Center
40500286MDL,EAP,Custom 40500286MDL,,0270 - MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION,Hc Iodoform Strip,21,1,18.69,18.69,19.95,20.37,19.95,16.8,18.69,20.37,Deer_Lodge_Medical_Center
