Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL,hospital
3502275,OP CENTRAL VENOUS CATHETER REMOVAL,Outpatient,761,36589,"Removal of tunneled central venous catheter, without subcutaneous port or pump",,0,562,449.6,449.6,562,533.9,466.46,466.46,466.46,466.46,533.9,545.14,545.14,517.04,533.9,550.76,562,494.56,550.76,545.14,,Pioneer_Medical_Center
3502309,OP SERVICES TREADMILL FACILITY FEE,Inpatient,482,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",,0,849,679.2,679.2,849,806.55,738.63,738.63,738.63,738.63,806.55,823.53,823.53,806.55,806.55,832.02,849,747.12,832.02,823.53,,Pioneer_Medical_Center
3502309,OP SERVICES TREADMILL FACILITY FEE,Outpatient,482,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",,0,849,679.2,679.2,849,806.55,704.67,704.67,704.67,704.67,806.55,823.53,823.53,781.08,806.55,832.02,849,747.12,832.02,823.53,,Pioneer_Medical_Center
3502408,OP FLEX SIGMOIDOSCOPY FACILITY FEE,Ambulatory Surgical,750,,,,0,551,440.8,440.8,551,523.45,457.33,457.33,457.33,457.33,523.45,534.47,534.47,506.92,523.45,539.98,551,484.88,539.98,534.47,,Pioneer_Medical_Center
3502408,OP FLEX SIGMOIDOSCOPY FACILITY FEE,Inpatient,750,,,,0,551,440.8,440.8,551,523.45,479.37,479.37,479.37,479.37,523.45,534.47,534.47,523.45,523.45,539.98,551,484.88,539.98,534.47,,Pioneer_Medical_Center
3502507,OP IV HYDRATION PERIPHERAL 1ST HR,Inpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,455,364,364,455,432.25,395.85,395.85,395.85,395.85,432.25,441.35,441.35,432.25,432.25,445.9,455,400.4,445.9,441.35,,Pioneer_Medical_Center
3502507,OP IV HYDRATION PERIPHERAL 1ST HR,Outpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,455,364,364,455,432.25,377.65,377.65,377.65,377.65,432.25,441.35,441.35,418.6,432.25,445.9,455,400.4,445.9,441.35,,Pioneer_Medical_Center
3502606,OP IV HYDRATION PERIPHERAL ADD HR,Inpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,120,96,96,120,114,104.4,104.4,104.4,104.4,114,116.4,116.4,114,114,117.6,120,105.6,117.6,116.4,,Pioneer_Medical_Center
3502606,OP IV HYDRATION PERIPHERAL ADD HR,Outpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,120,96,96,120,114,99.6,99.6,99.6,99.6,114,116.4,116.4,110.4,114,117.6,120,105.6,117.6,116.4,,Pioneer_Medical_Center
3502804,OP SERVICES PROTIME,Inpatient,305,85610,Prothrombin time,,0,61,48.8,48.8,61,57.95,53.07,53.07,53.07,53.07,57.95,59.17,59.17,57.95,57.95,59.78,61,53.68,59.78,59.17,,Pioneer_Medical_Center
3502804,OP SERVICES PROTIME,Outpatient,305,85610,Prothrombin time,,0,61,48.8,48.8,61,57.95,50.63,50.63,50.63,50.63,57.95,59.17,59.17,56.12,57.95,59.78,61,53.68,59.78,59.17,,Pioneer_Medical_Center
3502903,OP SERVICES CAPILLARY BLOOD DRAW,Inpatient,300,36416,"Collection of capillary blood specimen (eg, finger, heel, ear stick)",,0,36,28.8,28.8,36,34.2,31.32,31.32,31.32,31.32,34.2,34.92,34.92,34.2,34.2,35.28,36,31.68,35.28,34.92,,Pioneer_Medical_Center
3502903,OP SERVICES CAPILLARY BLOOD DRAW,Outpatient,300,36416,"Collection of capillary blood specimen (eg, finger, heel, ear stick)",,0,36,28.8,28.8,36,34.2,29.88,29.88,29.88,29.88,34.2,34.92,34.92,33.12,34.2,35.28,36,31.68,35.28,34.92,,Pioneer_Medical_Center
3503000,OP BLOOD TRANSFUSION,Inpatient,391,36430,"Transfusion, blood or blood components",,0,253,202.4,202.4,253,240.35,220.11,220.11,220.11,220.11,240.35,245.41,245.41,240.35,240.35,247.94,253,222.64,247.94,245.41,,Pioneer_Medical_Center
3503000,OP BLOOD TRANSFUSION,Outpatient,391,36430,"Transfusion, blood or blood components",,0,253,202.4,202.4,253,240.35,209.99,209.99,209.99,209.99,240.35,245.41,245.41,232.76,240.35,247.94,253,222.64,247.94,245.41,,Pioneer_Medical_Center
3503109,OP NEGATIVE PRESSURE WOUND THERAPY,Ambulatory Surgical,761,97607,"Negative pressure wound therapy, (eg, vacuum assisted drainage collection), utilizing disposable, non-durable medical equipment including provision of exudate management collection system, topical application(s), wound assessment, and instructions for ongoing care, per session; total wound(s) surface area less than or equal to 50 square centimeters",,0,150,120,120,150,142.5,124.5,124.5,124.5,124.5,142.5,145.5,145.5,138,142.5,147,150,132,147,145.5,,Pioneer_Medical_Center
3503109,OP NEGATIVE PRESSURE WOUND THERAPY,Inpatient,761,97607,"Negative pressure wound therapy, (eg, vacuum assisted drainage collection), utilizing disposable, non-durable medical equipment including provision of exudate management collection system, topical application(s), wound assessment, and instructions for ongoing care, per session; total wound(s) surface area less than or equal to 50 square centimeters",,0,150,120,120,150,142.5,130.5,130.5,130.5,130.5,142.5,145.5,145.5,142.5,142.5,147,150,132,147,145.5,,Pioneer_Medical_Center
3504008,OP IV HYDRATION CENTRAL 1ST HR,Inpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,514,411.2,411.2,514,488.3,447.18,447.18,447.18,447.18,488.3,498.58,498.58,488.3,488.3,503.72,514,452.32,503.72,498.58,,Pioneer_Medical_Center
3504008,OP IV HYDRATION CENTRAL 1ST HR,Outpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,514,411.2,411.2,514,488.3,426.62,426.62,426.62,426.62,488.3,498.58,498.58,472.88,488.3,503.72,514,452.32,503.72,498.58,,Pioneer_Medical_Center
3504016,OP IV HYDRATION CENTRAL ADD HR,Inpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,179,143.2,143.2,179,170.05,155.73,155.73,155.73,155.73,170.05,173.63,173.63,170.05,170.05,175.42,179,157.52,175.42,173.63,,Pioneer_Medical_Center
3504016,OP IV HYDRATION CENTRAL ADD HR,Outpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,179,143.2,143.2,179,170.05,148.57,148.57,148.57,148.57,170.05,173.63,173.63,164.68,170.05,175.42,179,157.52,175.42,173.63,,Pioneer_Medical_Center
3504024,OP IV INFUSION CENTRAL 1ST HOUR,Inpatient,260,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,511,408.8,408.8,511,485.45,444.57,444.57,444.57,444.57,485.45,495.67,495.67,485.45,485.45,500.78,511,449.68,500.78,495.67,,Pioneer_Medical_Center
3504024,OP IV INFUSION CENTRAL 1ST HOUR,Outpatient,260,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,511,408.8,408.8,511,485.45,424.13,424.13,424.13,424.13,485.45,495.67,495.67,470.12,485.45,500.78,511,449.68,500.78,495.67,,Pioneer_Medical_Center
3504032,OP IV INFUSION CENTRAL ADD HR,Inpatient,260,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,184,147.2,147.2,184,174.8,160.08,160.08,160.08,160.08,174.8,178.48,178.48,174.8,174.8,180.32,184,161.92,180.32,178.48,,Pioneer_Medical_Center
3504032,OP IV INFUSION CENTRAL ADD HR,Outpatient,260,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,184,147.2,147.2,184,174.8,152.72,152.72,152.72,152.72,174.8,178.48,178.48,169.28,174.8,180.32,184,161.92,180.32,178.48,,Pioneer_Medical_Center
3507001,OP IV INFUSION PERIPHERAL 1ST HOUR,Inpatient,260,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,452,361.6,361.6,452,429.4,393.24,393.24,393.24,393.24,429.4,438.44,438.44,429.4,429.4,442.96,452,397.76,442.96,438.44,,Pioneer_Medical_Center
3507001,OP IV INFUSION PERIPHERAL 1ST HOUR,Outpatient,260,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,452,361.6,361.6,452,429.4,375.16,375.16,375.16,375.16,429.4,438.44,438.44,415.84,429.4,442.96,452,397.76,442.96,438.44,,Pioneer_Medical_Center
3507019,OP IV INFUSION PERIPHERAL ADD HR,Inpatient,260,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,125,100,100,125,118.75,108.75,108.75,108.75,108.75,118.75,121.25,121.25,118.75,118.75,122.5,125,110,122.5,121.25,,Pioneer_Medical_Center
3507019,OP IV INFUSION PERIPHERAL ADD HR,Outpatient,260,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,125,100,100,125,118.75,103.75,103.75,103.75,103.75,118.75,121.25,121.25,115,118.75,122.5,125,110,122.5,121.25,,Pioneer_Medical_Center
3507027,OP ADMIN OF FLU VACCINE MEDICARE,Inpatient,771,G0008,Admin influenza virus vac,,0,16,12.8,12.8,16,15.2,13.92,13.92,13.92,13.92,15.2,15.52,15.52,15.2,15.2,15.68,16,14.08,15.68,15.52,,Pioneer_Medical_Center
3507027,OP ADMIN OF FLU VACCINE MEDICARE,Outpatient,771,G0008,Admin influenza virus vac,,0,16,12.8,12.8,16,15.2,13.28,13.28,13.28,13.28,15.2,15.52,15.52,14.72,15.2,15.68,16,14.08,15.68,15.52,,Pioneer_Medical_Center
3507035,OP CHEMO ADMIN FIRST HOUR,Inpatient,335,96413,"Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance/drug",,0,452,361.6,361.6,452,429.4,393.24,393.24,393.24,393.24,429.4,438.44,438.44,429.4,429.4,442.96,452,397.76,442.96,438.44,,Pioneer_Medical_Center
3507035,OP CHEMO ADMIN FIRST HOUR,Outpatient,335,96413,"Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance/drug",,0,452,361.6,361.6,452,429.4,375.16,375.16,375.16,375.16,429.4,438.44,438.44,415.84,429.4,442.96,452,397.76,442.96,438.44,,Pioneer_Medical_Center
3507043,OP CHEMO ADMIN EACH ADDITIONAL HR,Inpatient,335,96415,"Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure)",,0,125,100,100,125,118.75,108.75,108.75,108.75,108.75,118.75,121.25,121.25,118.75,118.75,122.5,125,110,122.5,121.25,,Pioneer_Medical_Center
3507043,OP CHEMO ADMIN EACH ADDITIONAL HR,Outpatient,335,96415,"Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure)",,0,125,100,100,125,118.75,103.75,103.75,103.75,103.75,118.75,121.25,121.25,115,118.75,122.5,125,110,122.5,121.25,,Pioneer_Medical_Center
4000014,BASIC METABOLIC PANEL,Inpatient,301,80048,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,0,131,104.8,104.8,131,124.45,113.97,113.97,113.97,113.97,124.45,127.07,127.07,124.45,124.45,128.38,131,115.28,128.38,127.07,,Pioneer_Medical_Center
4000014,BASIC METABOLIC PANEL,Outpatient,301,80048,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,0,131,104.8,104.8,131,124.45,108.73,108.73,108.73,108.73,124.45,127.07,127.07,120.52,124.45,128.38,131,115.28,128.38,127.07,,Pioneer_Medical_Center
4000022,REF LAB MICROALBUMIN URINE,Inpatient,301,82043,"Albumin; urine (eg, microalbumin), quantitative",,0,142,113.6,113.6,142,134.9,123.54,123.54,123.54,123.54,134.9,137.74,137.74,134.9,134.9,139.16,142,124.96,139.16,137.74,,Pioneer_Medical_Center
4000022,REF LAB MICROALBUMIN URINE,Outpatient,301,82043,"Albumin; urine (eg, microalbumin), quantitative",,0,142,113.6,113.6,142,134.9,117.86,117.86,117.86,117.86,134.9,137.74,137.74,130.64,134.9,139.16,142,124.96,139.16,137.74,,Pioneer_Medical_Center
4000063,REF LAB TIBC,Inpatient,301,83550,Iron binding capacity,,0,89,71.2,71.2,89,84.55,77.43,77.43,77.43,77.43,84.55,86.33,86.33,84.55,84.55,87.22,89,78.32,87.22,86.33,,Pioneer_Medical_Center
4000063,REF LAB TIBC,Outpatient,301,83550,Iron binding capacity,,0,89,71.2,71.2,89,84.55,73.87,73.87,73.87,73.87,84.55,86.33,86.33,81.88,84.55,87.22,89,78.32,87.22,86.33,,Pioneer_Medical_Center
4000089,REF LAB ACTH,Inpatient,301,82024,Adrenocorticotropic hormone (ACTH),,0,368,294.4,294.4,368,349.6,320.16,320.16,320.16,320.16,349.6,356.96,356.96,349.6,349.6,360.64,368,323.84,360.64,356.96,,Pioneer_Medical_Center
4000089,REF LAB ACTH,Outpatient,301,82024,Adrenocorticotropic hormone (ACTH),,0,368,294.4,294.4,368,349.6,305.44,305.44,305.44,305.44,349.6,356.96,356.96,338.56,349.6,360.64,368,323.84,360.64,356.96,,Pioneer_Medical_Center
4000097,REF LAB RH FACTOR,Inpatient,301,86901,"Blood typing, serologic; Rh (D)",,0,67,53.6,53.6,67,63.65,58.29,58.29,58.29,58.29,63.65,64.99,64.99,63.65,63.65,65.66,67,58.96,65.66,64.99,,Pioneer_Medical_Center
4000097,REF LAB RH FACTOR,Outpatient,301,86901,"Blood typing, serologic; Rh (D)",,0,67,53.6,53.6,67,63.65,55.61,55.61,55.61,55.61,63.65,64.99,64.99,61.64,63.65,65.66,67,58.96,65.66,64.99,,Pioneer_Medical_Center
4000105,ALKALINE PHOSPHATASE,Inpatient,301,84075,"Phosphatase, alkaline",,0,47,37.6,37.6,47,44.65,40.89,40.89,40.89,40.89,44.65,45.59,45.59,44.65,44.65,46.06,47,41.36,46.06,45.59,,Pioneer_Medical_Center
4000105,ALKALINE PHOSPHATASE,Outpatient,301,84075,"Phosphatase, alkaline",,0,47,37.6,37.6,47,44.65,39.01,39.01,39.01,39.01,44.65,45.59,45.59,43.24,44.65,46.06,47,41.36,46.06,45.59,,Pioneer_Medical_Center
4000113,BILIRUBIN TOTAL,Inpatient,301,82247,Bilirubin; total,,0,47,37.6,37.6,47,44.65,40.89,40.89,40.89,40.89,44.65,45.59,45.59,44.65,44.65,46.06,47,41.36,46.06,45.59,,Pioneer_Medical_Center
4000113,BILIRUBIN TOTAL,Outpatient,301,82247,Bilirubin; total,,0,47,37.6,37.6,47,44.65,39.01,39.01,39.01,39.01,44.65,45.59,45.59,43.24,44.65,46.06,47,41.36,46.06,45.59,,Pioneer_Medical_Center
4000121,ALBUMIN,Inpatient,301,82040,"Albumin; serum, plasma or whole blood",,0,42,33.6,33.6,42,39.9,36.54,36.54,36.54,36.54,39.9,40.74,40.74,39.9,39.9,41.16,42,36.96,41.16,40.74,,Pioneer_Medical_Center
4000121,ALBUMIN,Outpatient,301,82040,"Albumin; serum, plasma or whole blood",,0,42,33.6,33.6,42,39.9,34.86,34.86,34.86,34.86,39.9,40.74,40.74,38.64,39.9,41.16,42,36.96,41.16,40.74,,Pioneer_Medical_Center
4000139,REF LAB ESTROGEN SERUM,Inpatient,301,82672,Estrogens; total,,0,277,221.6,221.6,277,263.15,240.99,240.99,240.99,240.99,263.15,268.69,268.69,263.15,263.15,271.46,277,243.76,271.46,268.69,,Pioneer_Medical_Center
4000139,REF LAB ESTROGEN SERUM,Outpatient,301,82672,Estrogens; total,,0,277,221.6,221.6,277,263.15,229.91,229.91,229.91,229.91,263.15,268.69,268.69,254.84,263.15,271.46,277,243.76,271.46,268.69,,Pioneer_Medical_Center
4000147,REF LAB FREE PSA,Inpatient,301,84154,Prostate specific antigen (PSA); free,,0,142,113.6,113.6,142,134.9,123.54,123.54,123.54,123.54,134.9,137.74,137.74,134.9,134.9,139.16,142,124.96,139.16,137.74,,Pioneer_Medical_Center
4000147,REF LAB FREE PSA,Outpatient,301,84154,Prostate specific antigen (PSA); free,,0,142,113.6,113.6,142,134.9,117.86,117.86,117.86,117.86,134.9,137.74,137.74,130.64,134.9,139.16,142,124.96,139.16,137.74,,Pioneer_Medical_Center
4000154,STATE/CYCSTIC FIBROSIS,Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,157,125.6,125.6,157,149.15,136.59,136.59,136.59,136.59,149.15,152.29,152.29,149.15,149.15,153.86,157,138.16,153.86,152.29,,Pioneer_Medical_Center
4000154,STATE/CYCSTIC FIBROSIS,Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,157,125.6,125.6,157,149.15,130.31,130.31,130.31,130.31,149.15,152.29,152.29,144.44,149.15,153.86,157,138.16,153.86,152.29,,Pioneer_Medical_Center
4000170,REF LAB/CULTURE VIRUS,Inpatient,301,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,233,186.4,186.4,233,221.35,202.71,202.71,202.71,202.71,221.35,226.01,226.01,221.35,221.35,228.34,233,205.04,228.34,226.01,,Pioneer_Medical_Center
4000170,REF LAB/CULTURE VIRUS,Outpatient,301,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,233,186.4,186.4,233,221.35,193.39,193.39,193.39,193.39,221.35,226.01,226.01,214.36,221.35,228.34,233,205.04,228.34,226.01,,Pioneer_Medical_Center
4000188,REF LAB PROGESTERONE,Inpatient,301,84144,Progesterone,,0,217,173.6,173.6,217,206.15,188.79,188.79,188.79,188.79,206.15,210.49,210.49,206.15,206.15,212.66,217,190.96,212.66,210.49,,Pioneer_Medical_Center
4000188,REF LAB PROGESTERONE,Outpatient,301,84144,Progesterone,,0,217,173.6,173.6,217,206.15,180.11,180.11,180.11,180.11,206.15,210.49,210.49,199.64,206.15,212.66,217,190.96,212.66,210.49,,Pioneer_Medical_Center
4000196,REF LAB PROTEIN C ACTIVITY,Inpatient,301,85303,"Clotting inhibitors or anticoagulants; protein C, activity",,0,295,236,236,295,280.25,256.65,256.65,256.65,256.65,280.25,286.15,286.15,280.25,280.25,289.1,295,259.6,289.1,286.15,,Pioneer_Medical_Center
4000196,REF LAB PROTEIN C ACTIVITY,Outpatient,301,85303,"Clotting inhibitors or anticoagulants; protein C, activity",,0,295,236,236,295,280.25,244.85,244.85,244.85,244.85,280.25,286.15,286.15,271.4,280.25,289.1,295,259.6,289.1,286.15,,Pioneer_Medical_Center
4000204,ALT/SGPT,Inpatient,301,84460,Transferase; alanine amino (ALT) (SGPT),,0,58,46.4,46.4,58,55.1,50.46,50.46,50.46,50.46,55.1,56.26,56.26,55.1,55.1,56.84,58,51.04,56.84,56.26,,Pioneer_Medical_Center
4000204,ALT/SGPT,Outpatient,301,84460,Transferase; alanine amino (ALT) (SGPT),,0,58,46.4,46.4,58,55.1,48.14,48.14,48.14,48.14,55.1,56.26,56.26,53.36,55.1,56.84,58,51.04,56.84,56.26,,Pioneer_Medical_Center
4000212,TROPONIN QUANTITATIVE,Inpatient,301,84484,"Troponin, quantitative",,0,165,132,132,165,156.75,143.55,143.55,143.55,143.55,156.75,160.05,160.05,156.75,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4000212,TROPONIN QUANTITATIVE,Outpatient,301,84484,"Troponin, quantitative",,0,165,132,132,165,156.75,136.95,136.95,136.95,136.95,156.75,160.05,160.05,151.8,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4000220,DMC/THYROID MICROSOMAL,Inpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,188,150.4,150.4,188,178.6,163.56,163.56,163.56,163.56,178.6,182.36,182.36,178.6,178.6,184.24,188,165.44,184.24,182.36,,Pioneer_Medical_Center
4000220,DMC/THYROID MICROSOMAL,Outpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,188,150.4,150.4,188,178.6,156.04,156.04,156.04,156.04,178.6,182.36,182.36,172.96,178.6,184.24,188,165.44,184.24,182.36,,Pioneer_Medical_Center
4000238,REF LAB ANAEROBIC OTHER SOURCE,Inpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,157,125.6,125.6,157,149.15,136.59,136.59,136.59,136.59,149.15,152.29,152.29,149.15,149.15,153.86,157,138.16,153.86,152.29,,Pioneer_Medical_Center
4000238,REF LAB ANAEROBIC OTHER SOURCE,Outpatient,306,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,157,125.6,125.6,157,149.15,130.31,130.31,130.31,130.31,149.15,152.29,152.29,144.44,149.15,153.86,157,138.16,153.86,152.29,,Pioneer_Medical_Center
4000246,REF LAB AMITRIPTYLINE,Inpatient,301,80152,,,0,179,143.2,143.2,179,170.05,155.73,155.73,155.73,155.73,170.05,173.63,173.63,170.05,170.05,175.42,179,157.52,175.42,173.63,,Pioneer_Medical_Center
4000246,REF LAB AMITRIPTYLINE,Outpatient,301,80152,,,0,179,143.2,143.2,179,170.05,148.57,148.57,148.57,148.57,170.05,173.63,173.63,164.68,170.05,175.42,179,157.52,175.42,173.63,,Pioneer_Medical_Center
4000253,REF LAB AMMONIA,Inpatient,301,82140,Ammonia,,0,165,132,132,165,156.75,143.55,143.55,143.55,143.55,156.75,160.05,160.05,156.75,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4000253,REF LAB AMMONIA,Outpatient,301,82140,Ammonia,,0,165,132,132,165,156.75,136.95,136.95,136.95,136.95,156.75,160.05,160.05,151.8,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4000279,REF LAB CYPTOSPORIDIUM,Inpatient,306,87328,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; cryptosporidium",,0,98,78.4,78.4,98,93.1,85.26,85.26,85.26,85.26,93.1,95.06,95.06,93.1,93.1,96.04,98,86.24,96.04,95.06,,Pioneer_Medical_Center
4000279,REF LAB CYPTOSPORIDIUM,Outpatient,306,87328,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; cryptosporidium",,0,98,78.4,78.4,98,93.1,81.34,81.34,81.34,81.34,93.1,95.06,95.06,90.16,93.1,96.04,98,86.24,96.04,95.06,,Pioneer_Medical_Center
4000287,ENTAMOEBA HISTOLYTICA,Inpatient,306,87449,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]), qualitative or semiquantitative; multiple-step method, not otherwise specified, each organism",,0,130,104,104,130,123.5,113.1,113.1,113.1,113.1,123.5,126.1,126.1,123.5,123.5,127.4,130,114.4,127.4,126.1,,Pioneer_Medical_Center
4000287,ENTAMOEBA HISTOLYTICA,Outpatient,306,87449,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]), qualitative or semiquantitative; multiple-step method, not otherwise specified, each organism",,0,130,104,104,130,123.5,107.9,107.9,107.9,107.9,123.5,126.1,126.1,119.6,123.5,127.4,130,114.4,127.4,126.1,,Pioneer_Medical_Center
4000295,REF LAB CALCIUM IONIZED,Inpatient,301,82330,Calcium; ionized,,0,182,145.6,145.6,182,172.9,158.34,158.34,158.34,158.34,172.9,176.54,176.54,172.9,172.9,178.36,182,160.16,178.36,176.54,,Pioneer_Medical_Center
4000295,REF LAB CALCIUM IONIZED,Outpatient,301,82330,Calcium; ionized,,0,182,145.6,145.6,182,172.9,151.06,151.06,151.06,151.06,172.9,176.54,176.54,167.44,172.9,178.36,182,160.16,178.36,176.54,,Pioneer_Medical_Center
4000303,AMYLASE,Inpatient,301,82150,Amylase,,0,110,88,88,110,104.5,95.7,95.7,95.7,95.7,104.5,106.7,106.7,104.5,104.5,107.8,110,96.8,107.8,106.7,,Pioneer_Medical_Center
4000303,AMYLASE,Outpatient,301,82150,Amylase,,0,110,88,88,110,104.5,91.3,91.3,91.3,91.3,104.5,106.7,106.7,101.2,104.5,107.8,110,96.8,107.8,106.7,,Pioneer_Medical_Center
4000311,MAYO LAB THYROGLOBULIN,Inpatient,302,84432,Thyroglobulin,,0,203,162.4,162.4,203,192.85,176.61,176.61,176.61,176.61,192.85,196.91,196.91,192.85,192.85,198.94,203,178.64,198.94,196.91,,Pioneer_Medical_Center
4000311,MAYO LAB THYROGLOBULIN,Outpatient,302,84432,Thyroglobulin,,0,203,162.4,162.4,203,192.85,168.49,168.49,168.49,168.49,192.85,196.91,196.91,186.76,192.85,198.94,203,178.64,198.94,196.91,,Pioneer_Medical_Center
4000329,REF LAB FECAL FAT,Inpatient,301,82715,"Fat differential, feces, quantitative",,0,109,87.2,87.2,109,103.55,94.83,94.83,94.83,94.83,103.55,105.73,105.73,103.55,103.55,106.82,109,95.92,106.82,105.73,,Pioneer_Medical_Center
4000329,REF LAB FECAL FAT,Outpatient,301,82715,"Fat differential, feces, quantitative",,0,109,87.2,87.2,109,103.55,90.47,90.47,90.47,90.47,103.55,105.73,105.73,100.28,103.55,106.82,109,95.92,106.82,105.73,,Pioneer_Medical_Center
4000337,REF LAB BETA 2 MICROGLOBULIN,Inpatient,301,82232,Beta-2 microglobulin,,0,225,180,180,225,213.75,195.75,195.75,195.75,195.75,213.75,218.25,218.25,213.75,213.75,220.5,225,198,220.5,218.25,,Pioneer_Medical_Center
4000337,REF LAB BETA 2 MICROGLOBULIN,Outpatient,301,82232,Beta-2 microglobulin,,0,225,180,180,225,213.75,186.75,186.75,186.75,186.75,213.75,218.25,218.25,207,213.75,220.5,225,198,220.5,218.25,,Pioneer_Medical_Center
4000345,REF LAB IMMUNOELECTROPHORESIS SERUM,Inpatient,301,86320,Immunoelectrophoresis; serum,,0,306,244.8,244.8,306,290.7,266.22,266.22,266.22,266.22,290.7,296.82,296.82,290.7,290.7,299.88,306,269.28,299.88,296.82,,Pioneer_Medical_Center
