MSDRG,MSDRGDSC,lookup,Average Facility Charges,hospital
354,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,354 Average,20712.98068220281,The_Billings_Clinic
355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,355 Average,20586.826870793833,The_Billings_Clinic
356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,356 Average,42284.669998238365,The_Billings_Clinic
357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,357 Average,30320.817895482756,The_Billings_Clinic
358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,358 Average,28422.046110729414,The_Billings_Clinic
368,MAJOR ESOPHAGEAL DISORDERS W MCC,368 Average,23905.368788972984,The_Billings_Clinic
369,MAJOR ESOPHAGEAL DISORDERS W CC,369 Average,12136.102544287582,The_Billings_Clinic
370,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,370 Average,14578.475349637903,The_Billings_Clinic
371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,371 Average,21024.305073532298,The_Billings_Clinic
372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,372 Average,15655.173898768402,The_Billings_Clinic
373,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,373 Average,11331.60922324335,The_Billings_Clinic
374,DIGESTIVE MALIGNANCY W MCC,374 Average,29103.723704256703,The_Billings_Clinic
375,DIGESTIVE MALIGNANCY W CC,375 Average,13992.96097563692,The_Billings_Clinic
376,DIGESTIVE MALIGNANCY W/O CC/MCC,376 Average,9979.328146599735,The_Billings_Clinic
377,G.I. HEMORRHAGE W MCC,377 Average,19905.823048932813,The_Billings_Clinic
378,G.I. HEMORRHAGE W CC,378 Average,11499.651263701224,The_Billings_Clinic
379,G.I. HEMORRHAGE W/O CC/MCC,379 Average,5843.385303168343,The_Billings_Clinic
380,COMPLICATED PEPTIC ULCER W MCC,380 Average,19720.29536685656,The_Billings_Clinic
381,COMPLICATED PEPTIC ULCER W CC,381 Average,17011.86456564947,The_Billings_Clinic
382,COMPLICATED PEPTIC ULCER W/O CC/MCC,382 Average,12613.0,The_Billings_Clinic
383,UNCOMPLICATED PEPTIC ULCER W MCC,383 Average,11090.0,The_Billings_Clinic
384,UNCOMPLICATED PEPTIC ULCER W/O MCC,384 Average,10872.315320135653,The_Billings_Clinic
385,INFLAMMATORY BOWEL DISEASE W MCC,385 Average,9113.52223068358,The_Billings_Clinic
386,INFLAMMATORY BOWEL DISEASE W CC,386 Average,12708.7834201907,The_Billings_Clinic
387,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,387 Average,9125.566949804976,The_Billings_Clinic
388,G.I. OBSTRUCTION W MCC,388 Average,18450.03465126829,The_Billings_Clinic
389,G.I. OBSTRUCTION W CC,389 Average,10438.696246414622,The_Billings_Clinic
390,G.I. OBSTRUCTION W/O CC/MCC,390 Average,7610.385973102073,The_Billings_Clinic
391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",391 Average,12268.38641699317,The_Billings_Clinic
392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",392 Average,10128.742963687328,The_Billings_Clinic
393,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,393 Average,18572.081378274732,The_Billings_Clinic
394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,394 Average,11242.663637524935,The_Billings_Clinic
395,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,395 Average,8003.659132128354,The_Billings_Clinic
405,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",405 Average,67289.73185445215,The_Billings_Clinic
406,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",406 Average,38663.90959733329,The_Billings_Clinic
407,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",407 Average,38421.89715010021,The_Billings_Clinic
410,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,410 Average,16520.86,The_Billings_Clinic
411,CHOLECYSTECTOMY W C.D.E. W MCC,411 Average,27850.524554682986,The_Billings_Clinic
412,CHOLECYSTECTOMY W C.D.E. W CC,412 Average,59493.16,The_Billings_Clinic
413,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,413 Average,30258.75,The_Billings_Clinic
414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,414 Average,33820.19,The_Billings_Clinic
415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,415 Average,28369.502446929026,The_Billings_Clinic
416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,416 Average,33205.73557693371,The_Billings_Clinic
417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,417 Average,25060.998220291345,The_Billings_Clinic
418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,418 Average,22887.93273159698,The_Billings_Clinic
419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,419 Average,20018.80038723426,The_Billings_Clinic
420,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,420 Average,33152.20704612373,The_Billings_Clinic
421,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,421 Average,45435.65,The_Billings_Clinic
422,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,422 Average,22418.82202440619,The_Billings_Clinic
423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,423 Average,126886.97766769203,The_Billings_Clinic
424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,424 Average,54486.61,The_Billings_Clinic
432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,432 Average,20838.467989541696,The_Billings_Clinic
433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,433 Average,12160.518611340438,The_Billings_Clinic
434,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,434 Average,19161.038184030647,The_Billings_Clinic
435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,435 Average,21586.53617187045,The_Billings_Clinic
436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,436 Average,16177.478790030958,The_Billings_Clinic
438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,438 Average,20012.485648869188,The_Billings_Clinic
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,439 Average,12066.264035261473,The_Billings_Clinic
440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,440 Average,8481.452486082217,The_Billings_Clinic
441,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W MCC",441 Average,25333.274403076604,The_Billings_Clinic
442,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W CC",442 Average,12373.444977219779,The_Billings_Clinic
443,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W/O CC/MCC",443 Average,9327.646598181209,The_Billings_Clinic
444,DISORDERS OF THE BILIARY TRACT W MCC,444 Average,17685.15791984246,The_Billings_Clinic
445,DISORDERS OF THE BILIARY TRACT W CC,445 Average,14393.879027525594,The_Billings_Clinic
446,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,446 Average,12030.456082132188,The_Billings_Clinic
453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,453 Average,251437.53059165872,The_Billings_Clinic
454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,454 Average,125780.87982456021,The_Billings_Clinic
455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,455 Average,144487.14739916282,The_Billings_Clinic
456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,456 Average,161419.04471649067,The_Billings_Clinic
457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,457 Average,85212.75468600226,The_Billings_Clinic
458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,458 Average,143568.15048476908,The_Billings_Clinic
459,SPINAL FUSION EXCEPT CERVICAL W MCC,459 Average,123194.59064704501,The_Billings_Clinic
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,460 Average,107713.19575604795,The_Billings_Clinic
462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,462 Average,58391.7337053093,The_Billings_Clinic
463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",463 Average,66287.30459902591,The_Billings_Clinic
464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",464 Average,40513.04646654952,The_Billings_Clinic
465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",465 Average,30885.3350656171,The_Billings_Clinic
466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,466 Average,58460.68521630061,The_Billings_Clinic
467,REVISION OF HIP OR KNEE REPLACEMENT W CC,467 Average,56811.54896398418,The_Billings_Clinic
468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,468 Average,40792.11790662747,The_Billings_Clinic
469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,469 Average,52886.93582852137,The_Billings_Clinic
470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470 Average,33903.21447256101,The_Billings_Clinic
471,CERVICAL SPINAL FUSION W MCC,471 Average,90736.46832726442,The_Billings_Clinic
472,CERVICAL SPINAL FUSION W CC,472 Average,66033.03017765291,The_Billings_Clinic
473,CERVICAL SPINAL FUSION W/O CC/MCC,473 Average,54308.037422102985,The_Billings_Clinic
474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,474 Average,43239.86842629639,The_Billings_Clinic
475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,475 Average,45907.73702808013,The_Billings_Clinic
476,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,476 Average,16811.43,The_Billings_Clinic
477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,477 Average,75575.28407169263,The_Billings_Clinic
478,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,478 Average,28902.03543517156,The_Billings_Clinic
479,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,479 Average,36779.60671238207,The_Billings_Clinic
480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,480 Average,49660.10848325714,The_Billings_Clinic
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,481 Average,39408.798082921254,The_Billings_Clinic
482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,482 Average,32233.540642782107,The_Billings_Clinic
483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,483 Average,48315.83663395467,The_Billings_Clinic
485,KNEE PROCEDURES W PDX OF INFECTION W MCC,485 Average,44818.37779413799,The_Billings_Clinic
486,KNEE PROCEDURES W PDX OF INFECTION W CC,486 Average,39380.82852810489,The_Billings_Clinic
488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,488 Average,39121.2662029554,The_Billings_Clinic
489,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,489 Average,30529.70665893505,The_Billings_Clinic
492,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W MCC",492 Average,63431.87877526673,The_Billings_Clinic
493,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W CC",493 Average,46578.6406983338,The_Billings_Clinic
494,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W/O CC/MCC",494 Average,31642.88346037429,The_Billings_Clinic
495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,495 Average,47325.35998488212,The_Billings_Clinic
496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,496 Average,36449.6697599797,The_Billings_Clinic
497,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,497 Average,23495.11906869455,The_Billings_Clinic
498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,498 Average,48723.68,The_Billings_Clinic
499,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,499 Average,16227.39,The_Billings_Clinic
500,SOFT TISSUE PROCEDURES W MCC,500 Average,47887.503563475526,The_Billings_Clinic
501,SOFT TISSUE PROCEDURES W CC,501 Average,20962.588944213585,The_Billings_Clinic
502,SOFT TISSUE PROCEDURES W/O CC/MCC,502 Average,17265.282766831795,The_Billings_Clinic
503,FOOT PROCEDURES W MCC,503 Average,164920.41613540924,The_Billings_Clinic
504,FOOT PROCEDURES W CC,504 Average,24978.318528202963,The_Billings_Clinic
505,FOOT PROCEDURES W/O CC/MCC,505 Average,18057.011101508466,The_Billings_Clinic
506,MAJOR THUMB OR JOINT PROCEDURES,506 Average,21984.883408833444,The_Billings_Clinic
511,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W CC",511 Average,33684.47583041349,The_Billings_Clinic
512,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W/O CC/MCC",512 Average,35900.047574414835,The_Billings_Clinic
513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",513 Average,27437.34966690179,The_Billings_Clinic
514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",514 Average,12187.584686389731,The_Billings_Clinic
515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,515 Average,64176.71766130362,The_Billings_Clinic
516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,516 Average,36432.023082733176,The_Billings_Clinic
517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,517 Average,29131.040990762795,The_Billings_Clinic
518,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,518 Average,67039.1857053099,The_Billings_Clinic
519,BACK & NECK PROC EXC SPINAL FUSION W CC,519 Average,50123.19634651832,The_Billings_Clinic
520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,520 Average,42145.520480871885,The_Billings_Clinic
533,FRACTURES OF FEMUR W MCC,533 Average,37219.0,The_Billings_Clinic
534,FRACTURES OF FEMUR W/O MCC,534 Average,10556.93361380892,The_Billings_Clinic
535,FRACTURES OF HIP & PELVIS W MCC,535 Average,17926.666072890323,The_Billings_Clinic
536,FRACTURES OF HIP & PELVIS W/O MCC,536 Average,12354.069613020743,The_Billings_Clinic
539,OSTEOMYELITIS W MCC,539 Average,38067.43314368701,The_Billings_Clinic
540,OSTEOMYELITIS W CC,540 Average,13512.987924213972,The_Billings_Clinic
541,OSTEOMYELITIS W/O CC/MCC,541 Average,17385.757555539534,The_Billings_Clinic
542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,542 Average,19060.0,The_Billings_Clinic
543,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,543 Average,13385.585010709647,The_Billings_Clinic
544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,544 Average,13171.633387133614,The_Billings_Clinic
545,CONNECTIVE TISSUE DISORDERS W MCC,545 Average,28477.280143265085,The_Billings_Clinic
546,CONNECTIVE TISSUE DISORDERS W CC,546 Average,10765.596246021278,The_Billings_Clinic
547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,547 Average,17393.53897353084,The_Billings_Clinic
548,SEPTIC ARTHRITIS W MCC,548 Average,30684.541770059328,The_Billings_Clinic
549,SEPTIC ARTHRITIS W CC,549 Average,11140.898163683745,The_Billings_Clinic
551,MEDICAL BACK PROBLEMS W MCC,551 Average,23501.51787152884,The_Billings_Clinic
552,MEDICAL BACK PROBLEMS W/O MCC,552 Average,15753.286552075233,The_Billings_Clinic
553,BONE DISEASES & ARTHROPATHIES W MCC,553 Average,12816.0,The_Billings_Clinic
554,BONE DISEASES & ARTHROPATHIES W/O MCC,554 Average,16679.84729787977,The_Billings_Clinic
555,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,555 Average,16603.23118122637,The_Billings_Clinic
556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,556 Average,12009.44194770028,The_Billings_Clinic
557,"TENDONITIS, MYOSITIS & BURSITIS W MCC",557 Average,33078.0,The_Billings_Clinic
558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",558 Average,11824.789924421215,The_Billings_Clinic
559,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",559 Average,12718.721398002239,The_Billings_Clinic
560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",560 Average,14410.031387119196,The_Billings_Clinic
561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",561 Average,9066.0,The_Billings_Clinic
562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",562 Average,14818.87338444012,The_Billings_Clinic
563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",563 Average,15923.88939819689,The_Billings_Clinic
564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,564 Average,17466.90744672503,The_Billings_Clinic
565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,565 Average,19726.865317378735,The_Billings_Clinic
566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,566 Average,11338.03377953003,The_Billings_Clinic
570,SKIN DEBRIDEMENT W MCC,570 Average,30995.609749558622,The_Billings_Clinic
571,SKIN DEBRIDEMENT W CC,571 Average,22315.90517989377,The_Billings_Clinic
572,SKIN DEBRIDEMENT W/O CC/MCC,572 Average,21878.380936865095,The_Billings_Clinic
573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,573 Average,96081.8784,The_Billings_Clinic
574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,574 Average,40575.663082553314,The_Billings_Clinic
577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,577 Average,28132.25,The_Billings_Clinic
578,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,578 Average,89188.9327,The_Billings_Clinic
579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",579 Average,31892.168144347153,The_Billings_Clinic
580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",580 Average,23720.88389246584,The_Billings_Clinic
581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",581 Average,23360.85777770608,The_Billings_Clinic
582,MASTECTOMY FOR MALIGNANCY W CC/MCC,582 Average,47867.3184,The_Billings_Clinic
583,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,583 Average,10864.2514,The_Billings_Clinic
585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",585 Average,48970.50113739393,The_Billings_Clinic
592,SKIN ULCERS W MCC,592 Average,13514.003292881054,The_Billings_Clinic
593,SKIN ULCERS W CC,593 Average,8978.544014055458,The_Billings_Clinic
595,MAJOR SKIN DISORDERS W MCC,595 Average,56713.0,The_Billings_Clinic
596,MAJOR SKIN DISORDERS W/O MCC,596 Average,6320.284963919907,The_Billings_Clinic
598,MALIGNANT BREAST DISORDERS W CC,598 Average,5917.4645,The_Billings_Clinic
600,NON-MALIGNANT BREAST DISORDERS W CC/MCC,600 Average,12615.479885502657,The_Billings_Clinic
602,CELLULITIS W MCC,602 Average,16096.613326274093,The_Billings_Clinic
603,CELLULITIS W/O MCC,603 Average,10021.962379243005,The_Billings_Clinic
604,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",604 Average,25491.496164567397,The_Billings_Clinic
605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",605 Average,15298.144613488048,The_Billings_Clinic
606,MINOR SKIN DISORDERS W MCC,606 Average,32355.811470400706,The_Billings_Clinic
607,MINOR SKIN DISORDERS W/O MCC,607 Average,8540.795594464256,The_Billings_Clinic
614,ADRENAL & PITUITARY PROCEDURES W CC/MCC,614 Average,37287.4351779822,The_Billings_Clinic
615,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,615 Average,27234.18325129222,The_Billings_Clinic
616,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W MCC",616 Average,67135.88859647632,The_Billings_Clinic
617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W CC",617 Average,19103.074840621044,The_Billings_Clinic
619,O.R. PROCEDURES FOR OBESITY W MCC,619 Average,49156.402526723126,The_Billings_Clinic
620,O.R. PROCEDURES FOR OBESITY W CC,620 Average,35130.31608823336,The_Billings_Clinic
621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,621 Average,28918.835698614068,The_Billings_Clinic
622,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",622 Average,79045.8,The_Billings_Clinic
623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",623 Average,32751.113108271125,The_Billings_Clinic
624,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",624 Average,19835.494704035416,The_Billings_Clinic
625,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",625 Average,38762.8,The_Billings_Clinic
627,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",627 Average,16338.747370631154,The_Billings_Clinic
629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",629 Average,24781.397785041725,The_Billings_Clinic
637,DIABETES W MCC,637 Average,18786.617024031453,The_Billings_Clinic
638,DIABETES W CC,638 Average,10627.242160502585,The_Billings_Clinic
639,DIABETES W/O CC/MCC,639 Average,8058.1189921189725,The_Billings_Clinic
640,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W MCC",640 Average,16121.285983539246,The_Billings_Clinic
641,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W/O MCC",641 Average,8240.76716901557,The_Billings_Clinic
642,INBORN AND OTHER DISORDERS OF METABOLISM,642 Average,33834.09443544665,The_Billings_Clinic
643,ENDOCRINE DISORDERS W MCC,643 Average,20079.367504082107,The_Billings_Clinic
644,ENDOCRINE DISORDERS W CC,644 Average,10877.801218791083,The_Billings_Clinic
645,ENDOCRINE DISORDERS W/O CC/MCC,645 Average,8238.317293744225,The_Billings_Clinic
653,MAJOR BLADDER PROCEDURES W MCC,653 Average,77826.99968308087,The_Billings_Clinic
654,MAJOR BLADDER PROCEDURES W CC,654 Average,38555.12053155093,The_Billings_Clinic
655,MAJOR BLADDER PROCEDURES W/O CC/MCC,655 Average,24277.214289347714,The_Billings_Clinic
656,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,656 Average,40467.03408678805,The_Billings_Clinic
657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,657 Average,33207.34722902298,The_Billings_Clinic
658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,658 Average,26459.862710786605,The_Billings_Clinic
659,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,659 Average,30383.4759960523,The_Billings_Clinic
660,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,660 Average,20664.947902491498,The_Billings_Clinic
661,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,661 Average,21103.922689356525,The_Billings_Clinic
662,MINOR BLADDER PROCEDURES W MCC,662 Average,19681.79955891737,The_Billings_Clinic
663,MINOR BLADDER PROCEDURES W CC,663 Average,16911.407276866186,The_Billings_Clinic
664,MINOR BLADDER PROCEDURES W/O CC/MCC,664 Average,27289.10471144116,The_Billings_Clinic
665,PROSTATECTOMY W MCC,665 Average,21018.26,The_Billings_Clinic
666,PROSTATECTOMY W CC,666 Average,24956.4,The_Billings_Clinic
667,PROSTATECTOMY W/O CC/MCC,667 Average,8497.0,The_Billings_Clinic
668,TRANSURETHRAL PROCEDURES W MCC,668 Average,23606.086951488556,The_Billings_Clinic
669,TRANSURETHRAL PROCEDURES W CC,669 Average,27981.92683690258,The_Billings_Clinic
673,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,673 Average,42242.48768685049,The_Billings_Clinic
674,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,674 Average,27060.548021275936,The_Billings_Clinic
682,RENAL FAILURE W MCC,682 Average,15936.438000729277,The_Billings_Clinic
683,RENAL FAILURE W CC,683 Average,11400.763590894107,The_Billings_Clinic
684,RENAL FAILURE W/O CC/MCC,684 Average,9255.63054104302,The_Billings_Clinic
686,KIDNEY & URINARY TRACT NEOPLASMS W MCC,686 Average,15406.36345378104,The_Billings_Clinic
687,KIDNEY & URINARY TRACT NEOPLASMS W CC,687 Average,31056.99,The_Billings_Clinic
688,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,688 Average,2244.0,The_Billings_Clinic
689,KIDNEY & URINARY TRACT INFECTIONS W MCC,689 Average,14997.553445767368,The_Billings_Clinic
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,690 Average,9088.73206420223,The_Billings_Clinic
693,URINARY STONES W MCC,693 Average,14196.227071951196,The_Billings_Clinic
694,URINARY STONES W/O MCC,694 Average,11355.929738673383,The_Billings_Clinic
695,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,695 Average,17891.002843608294,The_Billings_Clinic
696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,696 Average,3691.7155536178116,The_Billings_Clinic
698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,698 Average,16411.245487993547,The_Billings_Clinic
699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,699 Average,9407.530801828052,The_Billings_Clinic
700,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,700 Average,6476.458155325733,The_Billings_Clinic
707,MAJOR MALE PELVIC PROCEDURES W CC/MCC,707 Average,21614.852092844714,The_Billings_Clinic
708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,708 Average,21500.682712384125,The_Billings_Clinic
711,TESTES PROCEDURES W CC/MCC,711 Average,15280.094770950549,The_Billings_Clinic
713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,713 Average,22179.70604770892,The_Billings_Clinic
714,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,714 Average,17788.500365313546,The_Billings_Clinic
