Department,Description,HCPCS Code,Gross Price,Minimum,Maximum,BCBS Traditional,BCBS HealthLink,Allegiance,Montana Health Co-op,Pacific Source,Three Rivers Provider Network,Health Info Net/ First Choice Health,Interwest PPO Network,interwest Traditional Network,hospital
LABORATORY,ELECTROLYTE PANEL,80051,95.0,85.5,95.0,95.0,89.3,93.1,89.3,93.1,85.5,94.05,94.05,95.0,Roosevelt_Medical_Center
LABORATORY,COMPREHENSIVE METABOLIC PANEL,80053,140.0,126.0,140.0,140.0,131.6,137.2,131.6,137.2,126.0,138.6,138.6,140.0,Roosevelt_Medical_Center
LABORATORY,LIPID PANEL,80061,194.0,174.6,194.0,194.0,182.36,190.12,182.36,190.12,174.6,192.06,192.06,194.0,Roosevelt_Medical_Center
LABORATORY,RENAL FUNCTION PANEL,80069,126.0,113.4,126.0,126.0,118.44,123.48,118.44,123.48,113.4,124.74,124.74,126.0,Roosevelt_Medical_Center
LABORATORY,LIVER FUNCTION PANEL,80076,119.0,107.10000000000001,119.0,119.0,111.86,116.62,111.86,116.62,107.1,117.81,117.81,119.0,Roosevelt_Medical_Center
LABORATORY,AMIKACIN PEAK,80150,106.0,95.4,106.0,106.0,99.64,103.88,99.64,103.88,95.4,104.94,104.94,106.0,Roosevelt_Medical_Center
LABORATORY,AMIKACIN TROUGH,80150,34.0,30.6,34.0,34.0,31.96,33.32,31.96,33.32,30.6,33.66,33.66,34.0,Roosevelt_Medical_Center
LABORATORY,TEGRETOL - Q,80156,28.0,25.2,28.0,28.0,26.32,27.44,26.32,27.44,25.2,27.72,27.72,28.0,Roosevelt_Medical_Center
LABORATORY,DIGOXIN -  Q,80162,28.0,25.2,28.0,28.0,26.32,27.44,26.32,27.44,25.2,27.72,27.72,28.0,Roosevelt_Medical_Center
LABORATORY,VALPROIC ACID -  Q,80164,42.0,37.800000000000004,42.0,42.0,39.48,41.16,39.48,41.16,37.8,41.58,41.58,42.0,Roosevelt_Medical_Center
LABORATORY,GABAPENTIN - Q,80171,80.0,72.0,80.0,80.0,75.2,78.4,75.2,78.4,72.0,79.2,79.2,80.0,Roosevelt_Medical_Center
LABORATORY,KEPPRA -   Q,80177,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,LITHIUM -  Q,80178,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,TRIPLEPATAL LEVEL - Q,80183,99.0,89.10000000000001,99.0,99.0,93.06,97.02,93.06,97.02,89.1,98.01,98.01,99.0,Roosevelt_Medical_Center
LABORATORY,PHENOBARBITAL -  Q,80184,55.5,49.95,55.5,55.5,52.17,54.39,52.17,54.39,49.95,54.945,54.945,55.5,Roosevelt_Medical_Center
LABORATORY,DILANTIN - Q,80185,28.0,25.2,28.0,28.0,26.32,27.44,26.32,27.44,25.2,27.72,27.72,28.0,Roosevelt_Medical_Center
LABORATORY,DILANTIN - SIDNEY,80185,153.0,137.70000000000002,153.0,153.0,143.82,149.94,143.82,149.94,137.7,151.47,151.47,153.0,Roosevelt_Medical_Center
LABORATORY,TACROLIMUS FK506 -  Q,80197,147.0,132.3,147.0,147.0,138.18,144.06,138.18,144.06,132.3,145.53,145.53,147.0,Roosevelt_Medical_Center
LABORATORY,THEOPHYLLINE -  Q,80198,55.0,49.5,55.0,55.0,51.7,53.9,51.7,53.9,49.5,54.45,54.45,55.0,Roosevelt_Medical_Center
LABORATORY,TOBRAMYCIN - TROUGH -  Q,80200,69.5,62.550000000000004,69.5,69.5,65.33,68.11,65.33,68.11,62.55,68.805,68.805,69.5,Roosevelt_Medical_Center
LABORATORY,TOBRAMYCIN - PEAK -  Q,80200,69.5,62.550000000000004,69.5,69.5,65.33,68.11,65.33,68.11,62.55,68.805,68.805,69.5,Roosevelt_Medical_Center
LABORATORY,TOPIRAMATE -  Q,80201,85.0,76.5,85.0,85.0,79.9,83.3,79.9,83.3,76.5,84.15,84.15,85.0,Roosevelt_Medical_Center
LABORATORY,VANCOMYCIN - PEAK -  Q,80202,153.0,137.70000000000002,153.0,153.0,143.82,149.94,143.82,149.94,137.7,151.47,151.47,153.0,Roosevelt_Medical_Center
LABORATORY,VANCOMYCIN - TROUGH -  Q,80202,153.0,137.70000000000002,153.0,153.0,143.82,149.94,143.82,149.94,137.7,151.47,151.47,153.0,Roosevelt_Medical_Center
LABORATORY,VANCOMYCIN - PEAK -  SIDNEY,80202,160.0,144.0,160.0,160.0,150.4,156.8,150.4,156.8,144.0,158.4,158.4,160.0,Roosevelt_Medical_Center
LABORATORY,VANCOMYCIN - TROUGH -  SIDNEY,80202,160.0,144.0,160.0,160.0,150.4,156.8,150.4,156.8,144.0,158.4,158.4,160.0,Roosevelt_Medical_Center
LABORATORY,AMIODARONE -  Q,80299,178.0,160.20000000000002,178.0,178.0,167.32,174.44,167.32,174.44,160.2,176.22,176.22,178.0,Roosevelt_Medical_Center
LABORATORY,URINE DRUG SCREEN,80305,183.0,164.70000000000002,183.0,183.0,172.02,179.34,172.02,179.34,164.7,181.17,181.17,183.0,Roosevelt_Medical_Center
LABORATORY,ALCOHOL,80307,134.0,120.60000000000001,134.0,134.0,125.96,131.32,125.96,131.32,120.6,132.66,132.66,134.0,Roosevelt_Medical_Center
LABORATORY,UA WITH MICRO,81001,58.0,52.2,58.0,58.0,54.52,56.84,54.52,56.84,52.2,57.42,57.42,58.0,Roosevelt_Medical_Center
LABORATORY,SPECIFIC GRAVITY UA,81002,29.0,26.1,29.0,29.0,27.26,28.42,27.26,28.42,26.1,28.71,28.71,29.0,Roosevelt_Medical_Center
LABORATORY,DIP STICK UA,81003,42.0,37.800000000000004,42.0,42.0,39.48,41.16,39.48,41.16,37.8,41.58,41.58,42.0,Roosevelt_Medical_Center
LABORATORY,DIP STICK UA-GLUCOSE,81003,44.0,39.6,44.0,44.0,41.36,43.12,41.36,43.12,39.6,43.56,43.56,44.0,Roosevelt_Medical_Center
LABORATORY,MICROSCOPIC UA,81015,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,HCG,81025,69.0,62.1,69.0,69.0,64.86,67.62,64.86,67.62,62.1,68.31,68.31,69.0,Roosevelt_Medical_Center
LABORATORY,URINE VOLUME,81050,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,FACTOR V LEIDEN MUTATION -  Q,81241,325.0,292.5,325.0,325.0,305.5,318.5,305.5,318.5,292.5,321.75,321.75,325.0,Roosevelt_Medical_Center
LABORATORY,MTHFR -  Q,81291,321.0,288.90000000000003,321.0,321.0,301.74,314.58,301.74,314.58,288.9,317.79,317.79,321.0,Roosevelt_Medical_Center
LABORATORY,ALPHA1 ANTITRYPSN QM 1 OF 2 -  Q,81332,155.0,139.5,155.0,155.0,145.7,151.9,145.7,151.9,139.5,153.45,153.45,155.0,Roosevelt_Medical_Center
LABORATORY,HLA CLASS 1 -  Q,81372,293.0,263.7,293.0,293.0,275.42,287.14,275.42,287.14,263.7,290.07,290.07,293.0,Roosevelt_Medical_Center
LABORATORY,HLA CLASS 2 -  Q,81375,264.0,237.6,264.0,264.0,248.16,258.72,248.16,258.72,237.6,261.36,261.36,264.0,Roosevelt_Medical_Center
LABORATORY,ACETONE,82009,66.0,59.4,66.0,66.0,62.04,64.68,62.04,64.68,59.4,65.34,65.34,66.0,Roosevelt_Medical_Center
LABORATORY,ACATH -  Q,82024,69.0,62.1,69.0,69.0,64.86,67.62,64.86,67.62,62.1,68.31,68.31,69.0,Roosevelt_Medical_Center
LABORATORY,ALBUMIN,82040,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,"TESTOSTERONE F, T, & B 1 OF 3 -  Q",82040,35.0,31.5,35.0,35.0,32.9,34.3,32.9,34.3,31.5,34.65,34.65,35.0,Roosevelt_Medical_Center
LABORATORY,MICROALBUMIN 1 OF 2,82043,116.0,104.4,116.0,116.0,109.04,113.68,109.04,113.68,104.4,114.84,114.84,116.0,Roosevelt_Medical_Center
LABORATORY,ALDOLASE -  Q,82085,37.0,33.300000000000004,37.0,37.0,34.78,36.26,34.78,36.26,33.3,36.63,36.63,37.0,Roosevelt_Medical_Center
LABORATORY,ALDOSTER - SERUM  -  Q,82088,96.0,86.4,96.0,96.0,90.24,94.08,90.24,94.08,86.4,95.04,95.04,96.0,Roosevelt_Medical_Center
LABORATORY,ALPHA-1-ANTITRYPIN -  Q,82103,51.0,45.9,51.0,51.0,47.94,49.98,47.94,49.98,45.9,50.49,50.49,51.0,Roosevelt_Medical_Center
LABORATORY,ALPHA1 ANTITRYPSN QM 2 OF 2 -  Q,82103,155.0,139.5,155.0,155.0,145.7,151.9,145.7,151.9,139.5,153.45,153.45,155.0,Roosevelt_Medical_Center
LABORATORY,ALPHA FETO -  Q,82105,29.0,26.1,29.0,29.0,27.26,28.42,27.26,28.42,26.1,28.71,28.71,29.0,Roosevelt_Medical_Center
LABORATORY,AMMONIA,82140,33.0,29.7,33.0,33.0,31.02,32.34,31.02,32.34,29.7,32.67,32.67,33.0,Roosevelt_Medical_Center
LABORATORY,"AMYLASE, BLOOD",82150,89.0,80.10000000000001,89.0,89.0,83.66,87.22,83.66,87.22,80.1,88.11,88.11,89.0,Roosevelt_Medical_Center
LABORATORY,AMYLASE ISOENZYMES - Q,82150,53.0,47.7,53.0,53.0,49.82,51.94,49.82,51.94,47.7,52.47,52.47,53.0,Roosevelt_Medical_Center
LABORATORY,ANGIOTENSIN CONVERTING ENZYME -  Q,82164,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,LIVER FIBROSIS 1 OF 6 -  Q,82172,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,BILIRUBIN; TOTAL,82247,56.0,50.4,56.0,56.0,52.64,54.88,52.64,54.88,50.4,55.44,55.44,56.0,Roosevelt_Medical_Center
LABORATORY,LIVER FIBROSIS 2 OF 6 -  Q,82247,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,BILIRUBIN; DIRECT,82248,59.0,53.1,59.0,59.0,55.46,57.82,55.46,57.82,53.1,58.41,58.41,59.0,Roosevelt_Medical_Center
LABORATORY,OCCULT BLOOD - 3 CONSECUTIVE SCREEN,82270,62.0,55.800000000000004,62.0,62.0,58.28,60.76,58.28,60.76,55.8,61.38,61.38,62.0,Roosevelt_Medical_Center
LABORATORY,OCCULT BLOOD,82272,34.0,30.6,34.0,34.0,31.96,33.32,31.96,33.32,30.6,33.66,33.66,34.0,Roosevelt_Medical_Center
LABORATORY,VITAMIN D HYDROXY -  Q,82306,85.0,76.5,85.0,85.0,79.9,83.3,79.9,83.3,76.5,84.15,84.15,85.0,Roosevelt_Medical_Center
LABORATORY,"VITAMIN D HYDROXY D2, D3",82306,81.0,72.9,81.0,81.0,76.14,79.38,76.14,79.38,72.9,80.19,80.19,81.0,Roosevelt_Medical_Center
LABORATORY,CALCIUM - SERUM,82310,78.0,70.2,78.0,78.0,73.32,76.44,73.32,76.44,70.2,77.22,77.22,78.0,Roosevelt_Medical_Center
LABORATORY,IONIZED CALCIUM -  Q,82330,28.0,25.2,28.0,28.0,26.32,27.44,26.32,27.44,25.2,27.72,27.72,28.0,Roosevelt_Medical_Center
LABORATORY,PTH - INTACT 2 OF 2 -  Q,82310,44.0,39.6,44.0,44.0,41.36,43.12,41.36,43.12,39.6,43.56,43.56,44.0,Roosevelt_Medical_Center
LABORATORY,CALCIUM - 24 HOUR URINE -  Q,82340,21.0,18.900000000000002,21.0,21.0,19.74,20.58,19.74,20.58,18.9,20.79,20.79,21.0,Roosevelt_Medical_Center
LABORATORY,STONE ANALYSIS -  Q,82365,66.0,59.4,66.0,66.0,62.04,64.68,62.04,64.68,59.4,65.34,65.34,66.0,Roosevelt_Medical_Center
LABORATORY,CO2,82374,23.0,20.7,23.0,23.0,21.62,22.54,21.62,22.54,20.7,22.77,22.77,23.0,Roosevelt_Medical_Center
LABORATORY,BICARBONATE,82374,23.0,20.7,23.0,23.0,21.62,22.54,21.62,22.54,20.7,22.77,22.77,23.0,Roosevelt_Medical_Center
LABORATORY,CARBOXYHEMOGLOBIN -  Q,82375,38.0,34.2,38.0,38.0,35.72,37.24,35.72,37.24,34.2,37.62,37.62,38.0,Roosevelt_Medical_Center
LABORATORY,CEA -  Q,82378,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,CATECHOL UA -  Q,82384,117.0,105.3,117.0,117.0,109.98,114.66,109.98,114.66,105.3,115.83,115.83,117.0,Roosevelt_Medical_Center
LABORATORY,CHLORIDE - SERUM,82435,45.0,40.5,45.0,45.0,42.3,44.1,42.3,44.1,40.5,44.55,44.55,45.0,Roosevelt_Medical_Center
LABORATORY,CHOLESTEROL,82465,84.0,75.60000000000001,84.0,84.0,78.96,82.32,78.96,82.32,75.6,83.16,83.16,84.0,Roosevelt_Medical_Center
LABORATORY,COLLAGEN T1 (CTX) -  Q,82523,174.0,156.6,174.0,174.0,163.56,170.52,163.56,170.52,156.6,172.26,172.26,174.0,Roosevelt_Medical_Center
LABORATORY,COPPER -  Q,82525,41.0,36.9,41.0,41.0,38.54,40.18,38.54,40.18,36.9,40.59,40.59,41.0,Roosevelt_Medical_Center
LABORATORY,"CORTISOL, FREE - 24 HR URINE -  Q",82530,101.0,90.9,101.0,101.0,94.94,98.98,94.94,98.98,90.9,99.99,99.99,101.0,Roosevelt_Medical_Center
LABORATORY,CORTISOL AM -  Q,82533,33.0,29.7,33.0,33.0,31.02,32.34,31.02,32.34,29.7,32.67,32.67,33.0,Roosevelt_Medical_Center
LABORATORY,CORTISOL AM & PM  2 OF 2 -  Q,82533,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,CORTISOL AM & PM  1 OF 2 -  Q,82533,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,CORTISOL PM -  Q,82533,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,CPK,82550,87.0,78.3,87.0,87.0,81.78,85.26,81.78,85.26,78.3,86.13,86.13,87.0,Roosevelt_Medical_Center
LABORATORY,CK-MB FRACTIONATION 2 OF 2 -  Q,82550,34.0,30.6,34.0,34.0,31.96,33.32,31.96,33.32,30.6,33.66,33.66,34.0,Roosevelt_Medical_Center
LABORATORY,CK-MB FRACTIONATION 1 OF 2 -  Q,82553,34.0,30.6,34.0,34.0,31.96,33.32,31.96,33.32,30.6,33.66,33.66,34.0,Roosevelt_Medical_Center
LABORATORY,CREATININE,82565,56.0,50.4,56.0,56.0,52.64,54.88,52.64,54.88,50.4,55.44,55.44,56.0,Roosevelt_Medical_Center
LABORATORY,PROTEIN 24 HOUR URINE W/ CREAT 2 OF 2-  Q,82570,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,SODIUM - URINE W/CR  2 OF 2 -  Q,82570,24.0,21.6,24.0,24.0,22.56,23.52,22.56,23.52,21.6,23.76,23.76,24.0,Roosevelt_Medical_Center
LABORATORY,"PROTEIN, T W/CR RUA 2 OF 2 -  Q",82570,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,MICROALBUMIN 2 OF 2,82570,65.0,58.5,65.0,65.0,61.1,63.7,61.1,63.7,58.5,64.35,64.35,65.0,Roosevelt_Medical_Center
LABORATORY,5-HIAA 24 HOUR URINE W/ CR 2 OF 2  -  Q,82570,28.0,25.2,28.0,28.0,26.32,27.44,26.32,27.44,25.2,27.72,27.72,28.0,Roosevelt_Medical_Center
LABORATORY,CREATININE CLEARANCE -  Q,82575,32.0,28.8,32.0,32.0,30.08,31.36,30.08,31.36,28.8,31.68,31.68,32.0,Roosevelt_Medical_Center
LABORATORY,B12 -  Q,82607,23.0,20.7,23.0,23.0,21.62,22.54,21.62,22.54,20.7,22.77,22.77,23.0,Roosevelt_Medical_Center
LABORATORY,B12/FOLATE 2 OF 2 -  Q,82607,23.0,20.7,23.0,23.0,21.62,22.54,21.62,22.54,20.7,22.77,22.77,23.0,Roosevelt_Medical_Center
LABORATORY,DHEA -  Q,82626,139.0,125.10000000000001,139.0,139.0,130.66,136.22,130.66,136.22,125.1,137.61,137.61,139.0,Roosevelt_Medical_Center
LABORATORY,DHEA SULFATE -  Q,82627,36.0,32.4,36.0,36.0,33.84,35.28,33.84,35.28,32.4,35.64,35.64,36.0,Roosevelt_Medical_Center
LABORATORY,ESTRADIOL -  Q,82670,87.0,78.3,87.0,87.0,81.78,85.26,81.78,85.26,78.3,86.13,86.13,87.0,Roosevelt_Medical_Center
LABORATORY,"ESTROGEN, TOTAL -  Q",82672,115.0,103.5,115.0,115.0,108.1,112.7,108.1,112.7,103.5,113.85,113.85,115.0,Roosevelt_Medical_Center
LABORATORY,FECAL FAT -QUALITATIVE -  Q,82705,36.0,32.4,36.0,36.0,33.84,35.28,33.84,35.28,32.4,35.64,35.64,36.0,Roosevelt_Medical_Center
LABORATORY,FERRITIN -  Q,82728,24.0,21.6,24.0,24.0,22.56,23.52,22.56,23.52,21.6,23.76,23.76,24.0,Roosevelt_Medical_Center
LABORATORY,FOLATE -  Q,82746,48.0,43.2,48.0,48.0,45.12,47.04,45.12,47.04,43.2,47.52,47.52,48.0,Roosevelt_Medical_Center
LABORATORY,B12/FOLATE 1 OF 2 -  Q,82746,48.0,43.2,48.0,48.0,45.12,47.04,45.12,47.04,43.2,47.52,47.52,48.0,Roosevelt_Medical_Center
LABORATORY,IMMUNO G,82784,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,IMMUNO A -  Q,82784,34.0,30.6,34.0,34.0,31.96,33.32,31.96,33.32,30.6,33.66,33.66,34.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE,82947,80.0,72.0,80.0,80.0,75.2,78.4,75.2,78.4,72.0,79.2,79.2,80.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE - 1 HOUR POST GLUCOSE DOSE,82950,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE TOTAL 1 HOUR,82951,202.0,181.8,202.0,202.0,189.88,197.96,189.88,197.96,181.8,199.98,199.98,202.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE TOTAL 2 HOUR,82952,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE TOTAL 3 HOUR,82952,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE TOTAL 4 HOUR,82952,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE TOTAL 5 HOUR,82952,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,GLUCOSE TOTAL 6 HOUR,82952,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,G-6-PD  -  Q,82955,62.0,55.800000000000004,62.0,62.0,58.28,60.76,58.28,60.76,55.8,61.38,61.38,62.0,Roosevelt_Medical_Center
LABORATORY,GGT,82977,94.0,84.60000000000001,94.0,94.0,88.36,92.12,88.36,92.12,84.6,93.06,93.06,94.0,Roosevelt_Medical_Center
LABORATORY,LIVER FIBROSIS 3 OF 6 -  Q,82977,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,FRUCTOSAMINE -  Q,82985,23.0,20.7,23.0,23.0,21.62,22.54,21.62,22.54,20.7,22.77,22.77,23.0,Roosevelt_Medical_Center
LABORATORY,FSH -  Q,83001,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,"FSH, PEDIATRIC -  Q",83001,82.0,73.8,82.0,82.0,77.08,80.36,77.08,80.36,73.8,81.18,81.18,82.0,Roosevelt_Medical_Center
LABORATORY,LH -  Q,83002,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,LIVER FIBROSIS 4 OF 6 -  Q,83010,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,H. PYLORI UREASE BREATH TEST -  Q,83013,200.0,180.0,200.0,200.0,188.0,196.0,188.0,196.0,180.0,198.0,198.0,200.0,Roosevelt_Medical_Center
LABORATORY,H. PYLORI UREASE BREATH TEST PEDIATRIC -  Q,83013,200.0,180.0,200.0,200.0,188.0,196.0,188.0,196.0,180.0,198.0,198.0,200.0,Roosevelt_Medical_Center
LABORATORY,A1C,83036,129.0,116.10000000000001,129.0,129.0,121.26,126.42,121.26,126.42,116.1,127.71,127.71,129.0,Roosevelt_Medical_Center
LABORATORY,HOMOCYSTEINE -  Q,83090,55.0,49.5,55.0,55.0,51.7,53.9,51.7,53.9,49.5,54.45,54.45,55.0,Roosevelt_Medical_Center
LABORATORY,DNA AB -  Q,86225,46.0,41.4,46.0,46.0,43.24,45.08,43.24,45.08,41.4,45.54,45.54,46.0,Roosevelt_Medical_Center
LABORATORY,5-HIAA 24 HOUR URINE -  Q,83497,69.0,62.1,69.0,69.0,64.86,67.62,64.86,67.62,62.1,68.31,68.31,69.0,Roosevelt_Medical_Center
LABORATORY,5-HIAA 24 HOUR URINE W/ CR 1 OF 2  -  Q,83497,59.0,53.1,59.0,59.0,55.46,57.82,55.46,57.82,53.1,58.41,58.41,59.0,Roosevelt_Medical_Center
LABORATORY,17-OH-PROGESTERONE -  Q,83498,56.0,50.4,56.0,56.0,52.64,54.88,52.64,54.88,50.4,55.44,55.44,56.0,Roosevelt_Medical_Center
LABORATORY,"GLIADIN AB PANEL, IGA, IGG -  Q",83516,156.0,140.4,156.0,156.0,146.64,152.88,146.64,152.88,140.4,154.44,154.44,156.0,Roosevelt_Medical_Center
LABORATORY,"TISSUE TG AB, IGG, A -  Q",83516,170.0,153.0,170.0,170.0,159.8,166.6,159.8,166.6,153.0,168.3,168.3,170.0,Roosevelt_Medical_Center
LABORATORY,"SMOOTH MUSCLE AB, IGG -  Q",83516,61.0,54.9,61.0,61.0,57.34,59.78,57.34,59.78,54.9,60.39,60.39,61.0,Roosevelt_Medical_Center
LABORATORY,PTHR-PROTEIN -  Q,83519,148.0,133.20000000000002,148.0,148.0,139.12,145.04,139.12,145.04,133.2,146.52,146.52,148.0,Roosevelt_Medical_Center
LABORATORY,IGF-II -  Q,83519,157.0,141.3,157.0,157.0,147.58,153.86,147.58,153.86,141.3,155.43,155.43,157.0,Roosevelt_Medical_Center
LABORATORY,GAD 65 -  Q,83519,188.0,169.20000000000002,188.0,188.0,176.72,184.24,176.72,184.24,169.2,186.12,186.12,188.0,Roosevelt_Medical_Center
LABORATORY,ANTIGL. BASEMEM -  Q,83520,130.0,117.0,130.0,130.0,122.2,127.4,122.2,127.4,117.0,128.7,128.7,130.0,Roosevelt_Medical_Center
LABORATORY,ANTI-MULLERIAN HORMONE -  Q,83520,122.4,110.16000000000001,122.4,122.4,115.056,119.952,115.056,119.952,110.16,121.176,121.176,122.4,Roosevelt_Medical_Center
LABORATORY,TRYPTASE -  Q,83520,105.0,94.5,105.0,105.0,98.7,102.9,98.7,102.9,94.5,103.95,103.95,105.0,Roosevelt_Medical_Center
LABORATORY,IRON/TIBC 1 OF 2 -  Q,83540,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,IRON SERUM -  Q,83540,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,IRON/TIBC 2 OF 2 -  Q,83550,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,LACTIC ACID -  Q,83605,26.0,23.400000000000002,26.0,26.0,24.44,25.48,24.44,25.48,23.4,25.74,25.74,26.0,Roosevelt_Medical_Center
LABORATORY,LDH ISOENZYMES 1 OF 2 -  Q,83615,25.0,22.5,25.0,25.0,23.5,24.5,23.5,24.5,22.5,24.75,24.75,25.0,Roosevelt_Medical_Center
LABORATORY,LDH -  Q,83615,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,LDH ISOENZYMES 2 OF 2 -  Q,83625,25.0,22.5,25.0,25.0,23.5,24.5,23.5,24.5,22.5,24.75,24.75,25.0,Roosevelt_Medical_Center
LABORATORY,LEAD -  Q,83655,54.0,48.6,54.0,54.0,50.76,52.92,50.76,52.92,48.6,53.46,53.46,54.0,Roosevelt_Medical_Center
LABORATORY,LIPASE,83690,84.0,75.60000000000001,84.0,84.0,78.96,82.32,78.96,82.32,75.6,83.16,83.16,84.0,Roosevelt_Medical_Center
LABORATORY,CHOLESTEROL HDL,83718,66.0,59.4,66.0,66.0,62.04,64.68,62.04,64.68,59.4,65.34,65.34,66.0,Roosevelt_Medical_Center
LABORATORY,"LDL, DIRECT -  Q",83721,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,MAGNESIUM,83735,73.0,65.7,73.0,73.0,68.62,71.54,68.62,71.54,65.7,72.27,72.27,73.0,Roosevelt_Medical_Center
LABORATORY,MANGANESE -  Q,83785,62.0,55.800000000000004,62.0,62.0,58.28,60.76,58.28,60.76,55.8,61.38,61.38,62.0,Roosevelt_Medical_Center
LABORATORY,BILE ACIDS -  Q,83789,219.0,197.1,219.0,219.0,205.86,214.62,205.86,214.62,197.1,216.81,216.81,219.0,Roosevelt_Medical_Center
LABORATORY,THIOPURINE S-METHYLTRANSFERASE ACTIVE,83789,335.0,301.5,335.0,335.0,314.9,328.3,314.9,328.3,301.5,331.65,331.65,335.0,Roosevelt_Medical_Center
LABORATORY,METANEPHRINE 24 HOUR UA -  Q,83835,99.0,89.10000000000001,99.0,99.0,93.06,97.02,93.06,97.02,89.1,98.01,98.01,99.0,Roosevelt_Medical_Center
LABORATORY,"METANEPHRINE, PLASMA -  Q",83835,153.0,137.70000000000002,153.0,153.0,143.82,149.94,143.82,149.94,137.7,151.47,151.47,153.0,Roosevelt_Medical_Center
LABORATORY,BNP,83880,280.0,252.0,280.0,280.0,263.2,274.4,263.2,274.4,252.0,277.2,277.2,280.0,Roosevelt_Medical_Center
